381454356932861952	negative	@Vilinthril so wird das nix mit meiner Stimme für die Piraten ;-)	@Vilinthril so werden die nix mit mein Stimme für die Pirat ;-)	NN ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN $(	0/-- 3/MO 1/-- 3/SB 3/MO 3/MO 8/NK 6/NK 8/MNR 11/NK 9/NK 11/--	case=nom|gender=neut|num=sg Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
372815426579075072	negative	RT @Wurfschuh : " Mami , warum sind die Wahlen eigentlich geheim ? " " Weil es schrecklich peinlich ist , die CDU zu wählen , Liebes . "	RT @Wurfschuh : " Mami , warum sein die Wahl eigentlich geheim ? " " weil es schrecklich peinlich sein , die CDU zu wählen , Liebe . "	NE NN $. $( NE $, PWAV VAFIN ART NN ADV ADJD $. $( $( KOUS PPER ADJD ADJD VAFIN $, PRELS NE PTKZU VVINF $, NN $. $(	2/SB 0/-- 2/-- 5/-- 8/VO 5/-- 8/MO 3/-- 10/NK 8/SB 8/MO 8/PD 12/-- 13/-- 16/-- 20/CP 20/SB 19/MO 20/PD 14/-- 20/-- 25/OA 25/OA 25/PM 17/RE 25/-- 20/CJ 27/-- 28/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=pl _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ pos=True _ _ Sentiment::markable_89::Sentiment=True|Sentiment::markable_89::Polarity=negative|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Intensity=strong Sentiment::markable_89::Sentiment=True case=nom|gender=neut|Sentiment::markable_89::Sentiment=True|num=sg|pers=3 Sentiment::markable_89::Sentiment=True|Intensifier::markable_92::Intensifier=True|Intensifier::markable_92::Degree=strong|pos=True|Intensifier::markable_92::EmoExpressionRef=emo-expression:markable_91 Sentiment::markable_89::Sentiment=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Sarcasm=false|pos=True|EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=negative pers=3|Sentiment::markable_89::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_89::Sentiment=True case=nom|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_90::Target=True|Target::markable_90::Anaphref=empty|gender=fem|Target::markable_90::Preferred=true case=nom|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_90::Target=True Sentiment::markable_89::Sentiment=True|Target::markable_90::Target=True Sentiment::markable_89::Sentiment=True|Target::markable_90::Target=True Sentiment::markable_89::Sentiment=True case=acc|gender=neut|num=sg EmoExpression::markable_100500501::Polarity=positive|Sentiment::markable_89::Sentiment=True|EmoExpression::markable_100500501::EmoExpression=True|EmoExpression::markable_100500501::Uncertain=false|EmoExpression::markable_100500501::Intensity=medium|EmoExpression::markable_100500501::Sarcasm=false|EmoExpression::markable_100500501::SubjectiveFact=false Sentiment::markable_89::Sentiment=True
382168836117921792	mixed	" 70%  finden Angelika Merkel gut . 70%  finden die Regierung beschissen . In der selben Umfrage " http://t.co/TAtPXcd53e	" @card@ finden Angelika Merkel gut . @card@ finden die Regierung bescheißen . in die selb Umfrage " http://t.co/TAtPXcd53e	$( CARD VVFIN NE NE ADJD $. CARD VVFIN ART NN VVPP $. APPR ART PDAT NN $( NN	2/-- 3/OA 0/-- 3/SB 4/NK 3/MO 6/-- 9/MO 7/-- 11/NK 9/SB 9/MO 12/-- 13/-- 17/NK 17/NK 14/NK 17/-- 17/CJ	_ Source::markable_97::Source=True|Source::markable_97::Anaphref=empty|Sentiment::markable_93::Intensity=medium|Sentiment::markable_93::Sarcasm=false|Sentiment::markable_93::Polarity=positive|Sentiment::markable_93::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_93::Sentiment=True case=dat|Target::markable_98::Anaphref=empty|num=sg|Target::markable_98::Preferred=true|gender=neut|Target::markable_98::Target=True|Sentiment::markable_93::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_98::Target=True|Sentiment::markable_93::Sentiment=True EmoExpression::markable_95::Sarcasm=false|pos=True|Sentiment::markable_93::Sentiment=True|EmoExpression::markable_95::Intensity=medium|EmoExpression::markable_95::Uncertain=false|EmoExpression::markable_95::Polarity=positive|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false _ Sentiment::markable_99::Polarity=negative|Source::markable_100::Source=True|Sentiment::markable_99::Intensity=strong|Source::markable_100::Anaphref=empty|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True case=acc|Target::markable_101::Anaphref=empty|num=sg|Target::markable_101::Preferred=true|gender=fem|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=strong|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Polarity=negative|Sentiment::markable_99::Sentiment=True|EmoExpression::markable_102::Uncertain=false _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg
381754976059793408	positive	@prosieben ihr wollt wohl unbedingt dass die Leute wählen gehen und nicht das programm ansehen : #catwoman	@prosieben ihr wollen wohl unbedingt dass die Leute wählen gehen und nicht die Programm ansehen : #catwoman	NN PPER VMFIN ADV ADJD KOUS ART NN VVINF VVINF KON PTKNEG ART NN VVINF $. NN	0/-- 3/SB 1/-- 3/MO 10/MO 10/CP 8/NK 10/SB 10/OC 3/OC 10/CD 15/NG 14/NK 15/OA 11/CJ 15/-- 15/PAR	_ case=dat|gender=fem|num=sg|pers=3 EmoExpression::markable_100500533::Sarcasm=false|mood=ind|EmoExpression::markable_100500533::Intensity=medium|pers=2|EmoExpression::markable_100500533::SubjectiveFact=false|num=pl|tense=pres|EmoExpression::markable_100500533::Polarity=positive|EmoExpression::markable_100500533::EmoExpression=True|EmoExpression::markable_100500533::Uncertain=false _ pos=True _ case=nom|*=True|num=pl case=nom|*=True|num=pl EmoExpression::markable_100500534::Polarity=positive|mood=ind|EmoExpression::markable_100500534::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500534::Uncertain=false|EmoExpression::markable_100500534::Intensity=medium|EmoExpression::markable_100500534::Sarcasm=false|EmoExpression::markable_100500534::SubjectiveFact=true _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ gender=masc|*=True
377059665785659392	negative	RT @bgeroot : Traum : Die #CDU - sackt so ab , dass es keine große Koalition geben kann und die #NSA manipuliert dazu die Datenübertragung der …	RT @bgeroot : Traum : die #CDU - sacken so ab , dass es keine groß Koalition geben können und die #NSA manipulieren dazu die Datenübertragung die …	NE NN $. NN $. ART NN $( VVFIN ADV PTKVZ $, KOUS PPER PIAT ADJA NN VVINF VMFIN KON ART NN VVFIN PAV ART NN ART ADJA	2/SB 0/-- 2/-- 9/PD 4/-- 7/NK 9/SB 7/-- 3/-- 9/MO 9/SVP 11/-- 19/CP 19/EP 17/NK 17/NK 18/OA 19/OC 10/RE 19/CD 22/NK 23/SB 20/CJ 13/NK 26/NK 23/OA 28/NK 26/AG	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_394::EmoExpression=True|Sentiment::markable_397::Sentiment=True|EmoExpression::markable_394::Polarity=positive|gender=masc|EmoExpression::markable_394::SubjectiveFact=false|Sentiment::markable_397::Polarity=negative|Sentiment::markable_397::Sarcasm=false|EmoExpression::markable_394::Sarcasm=false|EmoExpression::markable_394::Uncertain=false|num=sg|Sentiment::markable_397::Intensity=medium|EmoExpression::markable_394::Intensity=medium Sentiment::markable_397::Sentiment=True case=nom|num=sg|Target::markable_398::Anaphref=empty|gender=fem|Target::markable_398::Target=True|Sentiment::markable_397::Sentiment=True|Target::markable_398::Preferred=true case=nom|gender=fem|Target::markable_398::Target=True|num=sg|Sentiment::markable_397::Sentiment=True Sentiment::markable_397::Sentiment=True EmoExpression::markable_395::Uncertain=false|mood=ind|EmoExpression::markable_395::SubjectiveFact=false|EmoExpression::markable_395::Sarcasm=false|Sentiment::markable_397::Sentiment=True|EmoExpression::markable_395::Polarity=negative|pers=3|num=sg|tense=pres|EmoExpression::markable_395::Intensity=medium|EmoExpression::markable_395::EmoExpression=True Intensifier::markable_396::EmoExpressionRef=emo-expression:markable_395|Sentiment::markable_397::Sentiment=True|Intensifier::markable_396::Degree=medium|Intensifier::markable_396::Intensifier=True Sentiment::markable_397::Sentiment=True|EmoExpression::markable_395::EmoExpression=True _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_100500535::Polarity=negative|mood=ind|EmoExpression::markable_100500535::Sarcasm=false|EmoExpression::markable_100500535::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500535::Uncertain=false|EmoExpression::markable_100500535::Intensity=medium|EmoExpression::markable_100500535::EmoExpression=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True
375277360201089024	neutral	RT @VI_UP : Ich bin gerade dieses #tvduell am watchen sein und tu mich fragen wo dieser @therealmoneyboy am sein ist . #moneyboyforkanzler	RT @VI_UP : ich sein gerade dies #tvduell an watchen sein und tun ich fragen wo dies @therealmoneyboy an sein sein . #moneyboyforkanzler	NE NN $. PPER VAFIN ADV PDAT NN APPRART NN VAINF KON VVFIN PRF VVFIN PWAV PDAT NN APPRART VAINF VAFIN $. NN	2/SB 0/-- 2/-- 5/SB 3/-- 11/MO 8/NK 11/PD 8/MNR 9/NK 5/OC 5/CD 12/CJ 13/OA 13/MO 18/MO 18/NK 15/OA 20/MO 21/PD 18/-- 21/-- 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=1|num=sg|tense=past|mood=ind case=acc|*=True|num=sg|pers=1 _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg
358618567027077121	positive	Was hab ich als Wähler von eurem feudalen Parteisystem ? Ich will Volksvetreter , keine weitere Führer . #SPD #CDU #FDP #Grüne #Piratenpartei	was haben ich als Wähler von euer feudal Parteisystem ? ich wollen Volksvetreter , keine weit Führer . #SPD #CDU #FDP #Grüne #Piratenpartei	PIS VAIMP PPER KOKOM NN APPR PPOSAT ADJA NN $. PPER VMFIN NN $, PIAT ADJA NN $. ADJA NN NN ADJA NN	0/-- 1/NK 1/PH 5/CM 1/CC 5/PG 9/NK 9/NK 6/NK 9/-- 12/SB 10/-- 12/OA 13/-- 17/NK 17/NK 12/OA 17/-- 20/NK 18/-- 20/NK 23/NK 20/PD	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ case=nom|Source::markable_400::Anaphref=empty|*=True|Source::markable_403::Anaphref=empty|pers=1|Sentiment::markable_399::Sentiment=True|Sentiment::markable_399::Sarcasm=false|num=sg|Sentiment::markable_399::Polarity=positive|Source::markable_400::Source=True|Source::markable_403::Source=True|Sentiment::markable_399::Intensity=medium EmoExpression::markable_401::Polarity=positive|EmoExpression::markable_401::SubjectiveFact=false|mood=ind|EmoExpression::markable_401::Sarcasm=false|EmoExpression::markable_401::EmoExpression=True|EmoExpression::markable_401::Intensity=medium|pers=1|Sentiment::markable_399::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_401::Uncertain=false case=nom|Target::markable_402::Anaphref=empty|num=pl|Sentiment::markable_399::Sentiment=True|gender=masc|Target::markable_402::Target=True|Target::markable_402::Preferred=true _ case=nom|Negation::markable_405::Negation=True|Negation::markable_405::EmoExpressionRef=empty|gender=masc|Target::markable_404::Anaphref=empty|Sentiment::markable_403::Intensity=medium|Target::markable_404::Preferred=true|Sentiment::markable_403::Sarcasm=false|num=pl|Target::markable_404::Target=True|Sentiment::markable_403::Polarity=positive|Sentiment::markable_403::Sentiment=True case=nom|num=pl|Target::markable_404::Target=True|comp=True|gender=masc|Sentiment::markable_403::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_404::Target=True|Sentiment::markable_403::Sentiment=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
382944500370649088	mixed	RT @tri_tra_trulala : Wünsche mir MwSt von 25 % , Benzinsteuer rauf ... und und und - die brauchen das , die Deutschen !! #Stimmvieh #CDU #CSU # …	RT @tri_tra_trulala : wünschen ich MwSt von 25 % , Benzinsteuer rauf ... und und und - die brauchen die , die deutsch !! #Stimmvieh #CDU #CSU # …	NE NN $. VVFIN PPER NN APPR CARD NN $, NN ADV $. KON KON KON $( PRELS VVFIN PDS $, ART ADJA ADJA NN NN NN XY ADJA	2/SB 0/-- 2/-- 3/-- 4/DA 4/OA 6/MNR 9/NK 7/NK 9/-- 9/NK 9/MNR 12/-- 19/JU 19/CD 15/CD 16/-- 19/SB 13/-- 19/SB 20/-- 23/NK 19/MO 19/MO 24/-- 25/NK 29/OA 24/-- 25/PAR	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_408::Sarcasm=true|gender=fem|Sentiment::markable_408::Intensity=medium|Source::markable_100500505::Source=True|Sentiment::markable_408::Sentiment=True|num=sg|Source::markable_100500505::Anaphref=empty|Sentiment::markable_408::Polarity=negative Sentiment::markable_408::Sentiment=True mood=subj|EmoExpression::markable_409::EmoExpression=True|EmoExpression::markable_409::Polarity=positive|EmoExpression::markable_409::Sarcasm=false|pers=3|EmoExpression::markable_409::Intensity=medium|Sentiment::markable_408::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_409::SubjectiveFact=false|EmoExpression::markable_409::Uncertain=false case=dat|pers=1|Sentiment::markable_408::Sentiment=True|num=sg|Source::markable_410::Source=True|Source::markable_410::Anaphref=empty|*=True case=acc|Target::markable_411::Target=True|Sentiment::markable_408::Sentiment=True|num=sg|Target::markable_411::Preferred=true|gender=fem|Target::markable_411::Anaphref=empty Target::markable_411::Target=True|Sentiment::markable_408::Sentiment=True Target::markable_411::Target=True|Sentiment::markable_408::Sentiment=True Target::markable_411::Target=True|gender=neut|Sentiment::markable_408::Sentiment=True|*=True Sentiment::markable_408::Sentiment=True case=nom|Sentiment::markable_408::Sentiment=True|num=sg|Target::markable_412::Target=True|gender=fem|Target::markable_412::Anaphref=empty|Target::markable_412::Preferred=true Sentiment::markable_408::Sentiment=True|Target::markable_412::Target=True _ _ _ _ _ case=nom|Sentiment::markable_100500506::Sentiment=True|Source::markable_100500507::Anaphref=markable_100500508|gender=fem|Sentiment::markable_100500506::Intensity=medium|Source::markable_100500507::Source=True|num=pl|Sentiment::markable_100500506::Polarity=positive|Sentiment::markable_100500506::Sarcasm=false EmoExpression::markable_100500509::Uncertain=false|EmoExpression::markable_100500509::Intensity=medium|Sentiment::markable_100500506::Sentiment=True|mood=ind|EmoExpression::markable_100500509::Polarity=positive|EmoExpression::markable_100500509::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500509::SubjectiveFact=false|EmoExpression::markable_100500509::Sarcasm=false case=acc|num=sg|Target::markable_100500510::Target=True|Sentiment::markable_100500506::Sentiment=True|Target::markable_100500510::Preferred=true|gender=neut|Target::markable_100500510::Anaphref=markable_411 Sentiment::markable_100500506::Sentiment=True case=acc|num=pl|Sentiment::markable_100500506::Sentiment=True|*=True|Source::markable_100500508::Source=True|Source::markable_100500508::Anaphref=empty case=acc|*=True|Sentiment::markable_100500506::Sentiment=True|num=pl|Source::markable_100500508::Source=True case=acc|*=True|num=pl|pos=True|Sentiment::markable_100500506::Sentiment=True case=nom|EmoExpression::markable_413::EmoExpression=True|gender=fem|EmoExpression::markable_413::Intensity=medium|EmoExpression::markable_413::Polarity=negative|EmoExpression::markable_413::Sarcasm=false|EmoExpression::markable_413::Uncertain=false|num=sg|EmoExpression::markable_413::SubjectiveFact=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
351368373612978176	positive	RT @hdBerretz : Bietet #snowden politischen Asyl bei uns an ! Er hat mehr für uns getan als alle Bushs + Obama ! #cdu , #csu , #spd , #gruene http:/…	RT @hdBerretz : bieten #snowden politisch Asyl bei wir an ! er haben mehr für wir tun als alle Bush + Obama ! #cdu , #csu , #spd , #gruene http:/…	NE NN $. VVFIN ADJD ADJA NN APPR PPER PTKVZ $. PPER VAFIN ADV APPR PRF VVPP KOKOM PIAT NE KON NN $. NN $, NN $, NN $, ADJA NN	2/SB 0/-- 2/-- 3/-- 4/MO 7/NK 4/OA 7/MNR 8/NK 4/SVP 10/-- 13/SB 11/-- 15/MO 17/MO 15/NK 13/OC 20/CM 18/NK 14/CC 20/CD 21/CJ 22/-- 23/-- 24/-- 24/CJ 26/-- 26/CJ 28/-- 31/NK 28/CJ	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_414::Intensity=medium|mood=ind|Sentiment::markable_414::Sarcasm=false|Sentiment::markable_414::Polarity=positive|pers=3|num=sg|tense=pres|Sentiment::markable_414::Sentiment=True Target::markable_415::Anaphref=markable_417|Sentiment::markable_414::Sentiment=True|Target::markable_415::Target=True|pos=True|Target::markable_415::Preferred=true case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_414::Sentiment=True case=acc|EmoExpression::markable_100500502::Uncertain=false|EmoExpression::markable_100500502::Polarity=positive|EmoExpression::markable_100500502::Sarcasm=false|gender=masc|Sentiment::markable_414::Sentiment=True|num=sg|EmoExpression::markable_100500502::Intensity=weak|EmoExpression::markable_100500502::SubjectiveFact=false|EmoExpression::markable_100500502::EmoExpression=True Sentiment::markable_414::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_414::Sentiment=True|pers=1 Sentiment::markable_414::Sentiment=True Intensifier::markable_100500503::Degree=medium|Intensifier::markable_100500503::EmoExpressionRef=empty|Intensifier::markable_100500503::Intensifier=True|Sentiment::markable_414::Sentiment=True case=nom|Target::markable_417::Target=True|Sentiment::markable_416::Intensity=medium|gender=masc|Target::markable_417::Preferred=true|pers=3|num=sg|Sentiment::markable_416::Sentiment=True|Sentiment::markable_416::Sarcasm=false|Sentiment::markable_416::Polarity=comparison|Target::markable_417::Anaphref=empty pers=3|Sentiment::markable_416::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_420::SubjectiveFact=false|Sentiment::markable_416::Sentiment=True|*=True|EmoExpression::markable_420::Intensity=medium|EmoExpression::markable_420::Uncertain=false|EmoExpression::markable_420::Sarcasm=false|EmoExpression::markable_420::EmoExpression=True|EmoExpression::markable_420::Polarity=positive Sentiment::markable_416::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_416::Sentiment=True|pers=1 Sentiment::markable_416::Sentiment=True Sentiment::markable_416::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_416::Sentiment=True case=acc|num=sg|Target::markable_418::Anaphref=empty|Sentiment::markable_416::Sentiment=True|gender=neut|Target::markable_418::Preferred=false|Target::markable_418::Target=True Sentiment::markable_416::Sentiment=True case=acc|num=sg|Target::markable_419::Anaphref=empty|Target::markable_419::Preferred=false|Target::markable_419::Target=True|gender=neut|Sentiment::markable_416::Sentiment=True Sentiment::markable_416::Sentiment=True|Intensifier::markable_100500504::Intensifier=True|Intensifier::markable_100500504::Degree=medium|Intensifier::markable_100500504::EmoExpressionRef=empty case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
374623907606974465	neutral	@TuT_Parody der Marlboro Mann würde auch etwas Yes we can ... mit in den Wahlkampf bringen !	@TuT_Parody die Marlboro Mann werden auch etwas Yes we can ... mit in die Wahlkampf bringen !	NN ART NN NN VAFIN ADV PIAT ADJA FM FM $. APPR APPR ART NN VVINF $.	0/-- 3/NK 5/SB 3/NK 1/-- 10/MO 8/MO 10/NK 10/PNC 5/SB 10/-- 11/-- 16/MO 15/NK 13/NK 12/NK 16/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ *=True case=nom|gender=neut|num=sg *=True *=True _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
377515632549306369	positive	RT @tazgezwitscher : #AFD will nicht nur die D - Mark zurück – sondern auch die traditionelle Familie . Frauenfeindlichkeit wird versteckt htt…	RT @tazgezwitscher : #AFD wollen nicht nur die D - Mark zurück – sondern auch die traditionell Familie . Frauenfeindlichkeit werden verstecken htt…	NE ADJD $. ADJD VMFIN PTKNEG ADV ART NN $( NN PTKVZ NN KON ADV ART ADJA NN $. NN VAFIN VVPP NN	0/-- 1/PD 2/-- 5/MO 3/-- 7/NG 9/MO 9/NK 5/SB 9/-- 9/PAR 11/UC 11/UC 9/CD 18/MO 18/NK 18/NK 14/CJ 18/-- 21/SB 19/-- 21/OC 22/OA	case=nom|*=True|num=sg comp=True _ Sentiment::markable_422::Sentiment=True|Source::markable_423::Anaphref=empty|Sentiment::markable_422::Sarcasm=false|Sentiment::markable_422::Intensity=medium|Sentiment::markable_422::Polarity=positive|pos=True|Source::markable_423::Source=True EmoExpression::markable_424::Intensity=medium|Sentiment::markable_422::Sentiment=True|EmoExpression::markable_424::Sarcasm=false|mood=ind|EmoExpression::markable_424::Polarity=positive|pers=3|EmoExpression::markable_424::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_424::SubjectiveFact=false|EmoExpression::markable_424::EmoExpression=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True case=nom|Sentiment::markable_422::Sentiment=True|num=sg|Target::markable_425::Anaphref=empty|gender=fem|Target::markable_425::Preferred=true|Target::markable_425::Target=True case=nom|gender=fem|Sentiment::markable_422::Sentiment=True|num=sg|Target::markable_425::Target=True Sentiment::markable_422::Sentiment=True|Target::markable_425::Target=True gender=fem|Sentiment::markable_422::Sentiment=True|*=True|Target::markable_425::Target=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True Sentiment::markable_422::Sentiment=True case=acc|Target::markable_426::Anaphref=empty|num=sg|Target::markable_426::Preferred=true|gender=fem|Sentiment::markable_422::Sentiment=True|Target::markable_426::Target=True case=acc|Sentiment::markable_422::Sentiment=True|num=sg|gender=fem|pos=True|Target::markable_426::Target=True case=acc|gender=fem|Sentiment::markable_422::Sentiment=True|num=sg|Target::markable_426::Target=True Sentiment::markable_422::Sentiment=True case=nom|EmoExpression::markable_100500511::Intensity=medium|EmoExpression::markable_100500511::Sarcasm=false|gender=fem|EmoExpression::markable_100500511::Polarity=negative|num=sg|EmoExpression::markable_100500511::EmoExpression=True|EmoExpression::markable_100500511::SubjectiveFact=false|EmoExpression::markable_100500511::Uncertain=false pers=3|num=sg|tense=pres|mood=ind _ _
365019335053422592	positive	! @borderline44 #LiNKE #Mollath #boes #HartzIV NUR d #EMPATHIE MIT UNS SELBST BEFÄHIGT UNS z ECHTEN #DEMOKRATIE JETZT http://t.co/lbAeTLcMLb	! @borderline44 #LiNKE #Mollath #boes #HartzIV NUR d #EMPATHIE MIT sie selbst befähigen sie z echt #DEMOKRATIE jetzt http://t.co/lbAeTLcMLb	$. CARD NN ADJA NN NN NE ADJA NN NE PPER ADV VVFIN PPER ADJD ADJA NN ADV NN	0/-- 1/-- 11/RE 5/NK 3/NK 3/CJ 6/NK 9/NK 6/APP 9/NK 13/SB 11/MNR 2/-- 13/SB 16/MO 17/NK 13/SB 13/MO 13/OA	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::EmoExpression=True|gender=fem|Sentiment::markable_103::Polarity=positive|*=True|EmoExpression::markable_104::Uncertain=false|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|EmoExpression::markable_104::Polarity=positive|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_104::Sarcasm=false Target::markable_105::Preferred=true|Target::markable_105::Anaphref=empty|gender=fem|Target::markable_105::Target=True|*=True|pos=True|num=sg|Sentiment::markable_103::Sentiment=True gender=fem|Target::markable_105::Target=True|*=True|num=sg|Sentiment::markable_103::Sentiment=True Target::markable_105::Target=True|Sentiment::markable_103::Sentiment=True gender=fem|*=True|num=sg gender=fem|*=True|num=sg pos=True gender=fem|*=True|num=sg|pos=True gender=fem|*=True|num=sg _ gender=fem|*=True|num=sg
