311914253751836672	positive	Ich bi so ufgregt !! Wer isch jetzt de neui Papst ?? :))	ich bi so ufgregt !! wer isch jetzt de neui Papst ?? :))	PPER VVFIN ADV ADJA NN PWS VVFIN ADV NE ADJA NN ADJA NN	2/SB 0/-- 4/MO 5/NK 2/OA 7/SB 5/-- 7/MO 11/AG 11/NK 7/OA 11/NK 12/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ mood=ind|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_1::Intensity=medium|EmoExpression::markable_1::SubjectiveFact=false case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311912147791777792	positive	Wird es vielleicht heute den " Obama der Kirche " geben ? #papst #kirche	werden es vielleicht heute die " Obama die Kirche " geben ? #papst #kirche	VAFIN PPER ADV ADV ART $( NN ART NN $( VVINF $. NN NN	0/-- 1/SB 11/MO 11/MO 7/NK 5/-- 11/OA 9/NK 7/AG 9/-- 1/OC 11/-- 12/-- 13/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg _ Sentiment::markable_154::Polarity=positive|EmoExpression::markable_156::Polarity=positive|Sentiment::markable_154::Intensity=medium|EmoExpression::markable_156::SubjectiveFact=false|num=sg|EmoExpression::markable_156::Sarcasm=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_156::EmoExpression=True|Target::markable_155::Anaphref=empty|case=acc|EmoExpression::markable_156::Intensity=medium|EmoExpression::markable_156::Uncertain=false|gender=masc|Target::markable_155::Target=True|Sentiment::markable_154::Sarcasm=false|Target::markable_155::Preferred=true case=gen|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
311910770990542848	negative	Ich möchte gar nicht über dieses Papst schreiben , aber ich muss !!!!	ich mögen gar nicht über dies Papst schreiben , aber ich müssen !!!!	PPER VMFIN ADV PTKNEG APPR PDAT NN VVINF $, KON PPER VMFIN ADJA	2/SB 0/-- 4/MO 2/NG 8/OP 7/NK 5/NK 2/OC 8/-- 2/CD 12/SB 10/CJ 12/MO	case=nom|Source::markable_158::Source=True|Source::markable_158::Anaphref=empty|Sentiment::markable_157::Sarcasm=false|Sentiment::markable_157::Polarity=negative|*=True|pers=1|Sentiment::markable_157::Intensity=medium|num=sg|Sentiment::markable_157::Sentiment=True EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|mood=ind|EmoExpression::markable_159::Intensity=medium|EmoExpression::markable_159::Polarity=positive|EmoExpression::markable_159::Sarcasm=false|pers=1|num=sg|tense=pres|Sentiment::markable_157::Sentiment=True|EmoExpression::markable_159::SubjectiveFact=false Sentiment::markable_157::Sentiment=True Negation::markable_160::Negation=True|Negation::markable_160::EmoExpressionRef=empty|Sentiment::markable_157::Sentiment=True Target::markable_161::Target=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty|Sentiment::markable_157::Sentiment=True case=acc|gender=neut|Target::markable_161::Target=True|num=sg|Sentiment::markable_157::Sentiment=True case=acc|gender=neut|Target::markable_161::Target=True|num=sg|Sentiment::markable_157::Sentiment=True Target::markable_161::Target=True|Sentiment::markable_157::Sentiment=True Sentiment::markable_157::Sentiment=True Sentiment::markable_157::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_157::Sentiment=True|pers=1 pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_157::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_157::Sentiment=True
311906718437220352	negative	Die würden auch ner Strohpuppe zujubeln ... #Papst	die werden auch ner Strohpuppe zujubeln ... #Papst	PDS VAFIN ADV ADJA NN VVINF $. NN	2/SB 0/-- 5/MO 5/NK 2/SB 2/OC 6/-- 7/--	case=nom|Sentiment::markable_162::Polarity=negative|Target::markable_100500227::Target=True|Sentiment::markable_162::Sarcasm=false|*=True|Sentiment::markable_162::Intensity=medium|num=pl|Sentiment::markable_162::Sentiment=True|Target::markable_100500227::Anaphref=empty|Target::markable_100500227::Preferred=true pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_162::Sentiment=True Sentiment::markable_162::Sentiment=True case=gen|gender=masc|num=pl|pos=True|Sentiment::markable_162::Sentiment=True case=gen|EmoExpression::markable_165::EmoExpression=True|gender=masc|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=negative|num=pl|Sentiment::markable_162::Sentiment=True EmoExpression::markable_104014833::Uncertain=false|EmoExpression::markable_104014833::Intensity=medium|EmoExpression::markable_104014833::Sarcasm=false|EmoExpression::markable_104014833::SubjectiveFact=false|EmoExpression::markable_104014833::Polarity=positive|EmoExpression::markable_104014833::EmoExpression=True|Sentiment::markable_162::Sentiment=True _ _
311909685982789632	neutral	Wieso hat der #Papst , eigene Matrosen ?	wieso haben die #Papst , eigen Matrose ?	PWAV VAFIN ART NN $, ADJA NN $.	4/MO 0/-- 4/NK 2/SB 4/-- 7/NK 2/OA 7/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _
311903884140503042	negative	Vermutlich verbrennen die nur nen Autoreifen im Kamin . Erkärt den schwarzen Rauch und die Visionen die die haben ... #pope #papst	vermutlich verbrennen die nur nen Autoreifen in Kamin . Erkärt die schwarz Rauch und die Vision die die haben ... #pope #papst	ADV VVFIN ART ADV ADJA NN APPRART NN $. VVIMP ART ADJA NN KON ART NN PRELS PDS VAINF $. NN NN	2/MO 0/-- 6/NK 5/MO 6/NK 2/SB 2/MO 7/NK 8/-- 9/-- 13/NK 13/NK 10/OA 13/CD 16/NK 14/CJ 19/SB 19/OA 16/RC 19/-- 20/-- 21/NK	_ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104014834::EmoExpression=True|EmoExpression::markable_104014834::Intensity=medium|EmoExpression::markable_104014834::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_104014834::Polarity=negative|num=sg|EmoExpression::markable_104014834::SubjectiveFact=true|EmoExpression::markable_104014834::Uncertain=false case=acc|gender=masc|EmoExpression::markable_104014834::EmoExpression=True|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
311921229172969472	neutral	Jo mei , gehts raus und spuits Gott ! #francesco #papst	Jo mei , gehts raus und spuits Gott ! #francesco #papst	NE VVFIN $, NN PTKVZ KON NE NN $. NE NN	2/SB 0/-- 2/-- 2/RS 4/MNR 5/CD 6/CJ 5/NK 8/-- 11/SB 9/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ gender=neut|*=True _ _ _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind
311923467249401857	positive	Der #Papst sieht aus wie Johannes Paul II nur mit brille #habemuspapam	die #Papst sehen aus wie Johannes Paul II nur mit brille #habemuspapam	ART NN VVFIN PTKVZ KOKOM NE NE NE ADV APPR ADJA NN	2/NK 3/SB 0/-- 3/SVP 7/CM 7/PNC 3/MO 7/PNC 10/MO 3/MO 12/NK 10/NK	case=nom|gender=masc|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=positive|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|gender=masc|Target::markable_167::Target=True|num=sg|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg
311922832886087680	neutral	2005 : Wir sind Papst 2013 : Endlich ein Frank	2005 : wir sein Papst @card@ : endlich eine Frank	CARD $. PPER VAFIN NN CARD $. ADV ART NE	3/NK 1/-- 4/SB 0/-- 4/PD 5/NK 6/-- 10/MO 10/NK 5/NK	_ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311914750927859712	neutral	Peter Frey vom @ZDF spricht von „weltumspannenden Ereignis“ und beweist das mit Zitat eines Tweets der #TAZ zur #Papst-Wahl @tazgezwitscher	Peter Frey von @ZDF sprechen von „weltumspannenden Ereignis“ und beweisen die mit Zitat eine Tweets die #TAZ zu #Papst-Wahl @tazgezwitscher	NE NE APPRART NN VVFIN APPR ADJA NN KON VVFIN PDS APPR NN ART NN ART NN APPRART NN ADJA	2/PNC 0/-- 2/MNR 3/NK 20/MO 5/OP 8/NK 6/NK 5/CD 9/CJ 10/OA 10/MO 12/NK 15/NK 13/AG 17/NK 15/AG 15/MNR 18/NK 4/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True
311920014104092672	neutral	Jetzt erst mal ein Franziskaner ! Da die Franzi jetzt Papst ist !	jetzt erst mal eine Franziskaner ! da die Franzi jetzt Papst sein !	ADV ADV ADV ART NN $. KOUS ART NE ADV NN VAFIN $.	5/MO 3/MO 5/MO 5/NK 0/-- 5/-- 12/CP 9/NK 12/SB 12/MO 12/PD 6/-- 12/--	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311925985085890560	neutral	@ProSieben @ProSieben na dann sag ich mal : argentinisches Steak für alle ! Papst #Franziskus	@ProSieben @ProSieben na dann sagen ich mal : argentinisch Steak für alle ! Papst #Franziskus	ADJA NN ITJ ADV VVIMP PPER ADV $. ADJA NN APPR PIS $. NN NN	0/-- 1/-- 10/NK 5/MO 2/-- 5/OA 5/MO 7/-- 10/NK 5/OA 10/MNR 11/NK 12/-- 13/-- 14/NK	_ _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|*=True|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311912572712534018	neutral	Warum der #Papst sich noch nicht gezeigt hat ? Casus fortuitus a mora excusat .	warum die #Papst sich noch nicht zeigen haben ? Casus fortuitus a Mora excusat .	PWAV ART NN PRF ADV PTKNEG VVPP VAFIN $. ADJA ADJA FM NE VVFIN $.	7/MO 3/NK 8/SB 7/OA 6/MO 7/NG 8/OC 0/-- 8/-- 12/NK 12/NK 14/MO 12/NK 9/-- 14/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|pers=3|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _
311942168426184704	negative	Dieser oder jeder andere #papst kratzt mich nicht . Wieso bist Du fassungslos ? @IDFWoman	dies oder jede andere #papst kratzen ich nicht . wieso sein du fassungslos ? @IDFWoman	PDAT KON PIAT PIS NN VVFIN PRF PTKNEG $. PWAV VAFIN PPER ADJD $. NN	5/NK 1/CD 4/NK 2/CJ 6/SB 0/-- 6/OA 6/NG 8/-- 11/MO 9/-- 11/SB 11/MO 13/-- 14/--	case=nom|num=sg|Sentiment::markable_169::Intensity=medium|Sentiment::markable_169::Sarcasm=false|gender=masc|Sentiment::markable_169::Polarity=negative|Sentiment::markable_169::Sentiment=True Sentiment::markable_169::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_169::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_169::Sentiment=True|pos=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=masc|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True EmoExpression::markable_171::Intensity=medium|mood=ind|EmoExpression::markable_171::EmoExpression=True|EmoExpression::markable_171::SubjectiveFact=false|EmoExpression::markable_171::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_171::Polarity=positive|Sentiment::markable_169::Sentiment=True|EmoExpression::markable_171::Sarcasm=false case=acc|pers=1|num=sg|Source::markable_173::Anaphref=empty|Source::markable_173::Source=True|*=True|Sentiment::markable_169::Sentiment=True Negation::markable_172::Negation=True|Negation::markable_172::EmoExpressionRef=empty|Sentiment::markable_169::Sentiment=True _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 EmoExpression::markable_100500228::Sarcasm=false|EmoExpression::markable_100500228::EmoExpression=True|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=weak|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::Polarity=negative|pos=True _ case=nom|gender=neut|num=sg
311807486673960960	neutral	@DLF ... wie kann es zu dieser Meldung ein »mehr« geben ? Kein Papst = keine Neuigkeiten. m (	@DLF ... wie können es zu dies Meldung eine »mehr« geben ? keine Papst = keine Neuigkeiten. m (	NN $. KOUS VMFIN PPER APPR PDAT NN ART NN VVINF $. PIAT NN $( PIAT NN NN $(	0/-- 1/-- 4/MO 2/-- 4/EP 11/MO 8/NK 6/NK 10/NK 11/OA 4/OC 11/-- 14/NK 12/-- 14/-- 17/NK 14/PAR 17/NK 18/--	case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg gender=masc|*=True _
311907928493944832	neutral	Macht schon , gleich ist das Netz wieder weg #re5 #bahn #Papst	Macht schon , gleich sein die Netz wieder weg #re5 #bahn #Papst	NN ADV $, ADJD VAFIN ART NN ADV ADV CARD NN NN	4/DA 1/MO 2/-- 5/PD 0/-- 7/NK 5/SB 5/MO 10/MO 11/NK 5/PD 11/NK	case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=sg|pers=3 case=nom|gender=neut|num=sg
311920376152195074	negative	Sieht ja nich mehr so frisch aus xO #papst	sehen ja nich mehr so frisch aus xO #papst	VVFIN ADV ADJD ADV ADV ADJD APPR ADJA NN	0/-- 1/MO 1/MO 1/MO 6/MO 1/MO 1/MO 9/NK 7/NK	mood=ind|Sentiment::markable_174::Sentiment=True|Sentiment::markable_174::Polarity=negative|Sentiment::markable_174::Intensity=medium|pers=3|num=sg|tense=pres|Sentiment::markable_174::Sarcasm=false Sentiment::markable_174::Sentiment=True Diminisher::markable_177::EmoExpressionRef=empty|Diminisher::markable_177::Degree=strong|Sentiment::markable_174::Sentiment=True|Diminisher::markable_177::Diminisher=True Diminisher::markable_177::Diminisher=True|Sentiment::markable_174::Sentiment=True Sentiment::markable_174::Sentiment=True EmoExpression::markable_176::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|pos=True|EmoExpression::markable_176::Polarity=positive|EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::EmoExpression=True Sentiment::markable_174::Sentiment=True case=dat|EmoExpression::markable_178::Polarity=negative|EmoExpression::markable_178::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|EmoExpression::markable_178::EmoExpression=True|gender=masc|pos=True|num=pl|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Sarcasm=false|EmoExpression::markable_178::Uncertain=false case=dat|Target::markable_175::Anaphref=empty|num=pl|Target::markable_175::Preferred=true|Sentiment::markable_174::Sentiment=True|gender=masc|Target::markable_175::Target=True
311907139696353280	positive	Wird hier hetzt von jedem ein papst - tweet erwartet ? Ok , here it comes : Paaaapst !	werden hier hetzen von jede eine Papst - tweet erwarten ? Ok , here it comes : Paaaapst !	VAFIN ADV VVFIN APPR PIS ART NN $( ADJD VVPP $. NE $, ADJA FM NE $. NN $.	0/-- 3/MO 1/OC 3/MO 4/NK 7/NK 1/SB 7/-- 10/MO 1/OC 10/-- 14/SB 12/-- 11/-- 16/PNC 14/CC 16/-- 14/OA 18/--	pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pos=True _ _ case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg|comp=True _ _ _ case=nom|Target::markable_180::Target=True|gender=masc|Target::markable_180::Anaphref=empty|Sentiment::markable_179::Sentiment=True|Sentiment::markable_179::Sarcasm=false|num=sg|Sentiment::markable_179::Polarity=positive|Target::markable_180::Preferred=true|Sentiment::markable_179::Intensity=strong Sentiment::markable_179::Sentiment=True
311919298585186304	negative	Irgendwie bizzarr , wenn im Stadion News über den Papst durchgesagt werden .	irgendwie bizzarr , wenn in Stadion News über die Papst durchsagen werden .	ADV VVFIN $, KOUS APPRART NN NN APPR ART NN VVPP VAINF $.	2/MO 0/-- 2/-- 12/CP 11/MO 5/NK 12/SB 7/MNR 10/NK 8/NK 12/OC 2/MO 12/--	Sentiment::markable_182::Sentiment=True|Sentiment::markable_182::Sarcasm=false|Sentiment::markable_182::Polarity=negative|Sentiment::markable_182::Intensity=medium EmoExpression::markable_183::Polarity=negative|EmoExpression::markable_183::Intensity=medium|EmoExpression::markable_183::Uncertain=false|EmoExpression::markable_183::Sarcasm=false|EmoExpression::markable_183::SubjectiveFact=false|pos=True|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_183::EmoExpression=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True case=dat|Sentiment::markable_182::Sentiment=True|num=sg|Target::markable_184::Preferred=true|gender=masc|Target::markable_184::Target=True|Target::markable_184::Anaphref=empty case=dat|gender=masc|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True|Target::markable_184::Target=True case=acc|gender=masc|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True|Target::markable_184::Target=True Sentiment::markable_182::Sentiment=True|Target::markable_184::Target=True Sentiment::markable_182::Sentiment=True
311915529986252801	positive	RT @SatireLupe : Welches Gras rauchen eigentlich all die hunderttausende , frenetisch jubelnder Papst - Gläubigen #Papstwahl	RT @SatireLupe : welche Gras rauchen eigentlich alle die hunderttausende , frenetisch jubelnder Papst - gläubig #Papstwahl	NE NN $. PWAT NN VVFIN ADV PIAT ART ADJA $, ADJD ADJA NN $( ADJA NN	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/MO 14/NK 14/NK 14/NK 10/-- 13/MO 10/CJ 6/SB 14/-- 17/NK 6/OA	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_185::Intensity=medium|num=sg|Sentiment::markable_185::Polarity=positive|gender=fem|Sentiment::markable_185::Sentiment=True|Sentiment::markable_185::Sarcasm=false Sentiment::markable_185::Sentiment=True case=gen|gender=neut|Sentiment::markable_185::Sentiment=True|num=sg case=gen|EmoExpression::markable_187::EmoExpression=True|gender=neut|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_187::Intensity=medium|EmoExpression::markable_187::Uncertain=false|EmoExpression::markable_187::Sarcasm=false|EmoExpression::markable_187::SubjectiveFact=false|EmoExpression::markable_187::Polarity=negative|num=sg pers=3|EmoExpression::markable_187::EmoExpression=True|num=pl|tense=pres|mood=ind|Sentiment::markable_185::Sentiment=True Sentiment::markable_185::Sentiment=True Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|*=True|Sentiment::markable_185::Sentiment=True|Target::markable_186::Target=True case=acc|gender=fem|Sentiment::markable_185::Sentiment=True|num=sg|Target::markable_186::Target=True case=acc|num=sg|Target::markable_186::Target=True|gender=fem|Sentiment::markable_185::Sentiment=True|pos=True Target::markable_186::Target=True|Sentiment::markable_185::Sentiment=True Intensifier::markable_100500231::Degree=medium|Intensifier::markable_100500231::EmoExpressionRef=emo-expression:markable_188|Intensifier::markable_100500231::Intensifier=True|Target::markable_186::Target=True|Sentiment::markable_185::Sentiment=True|pos=True case=nom|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Intensity=medium|num=sg|Target::markable_186::Target=True|EmoExpression::markable_188::Polarity=negative|EmoExpression::markable_188::Sarcasm=false case=nom|gender=masc|Sentiment::markable_185::Sentiment=True|num=sg|Target::markable_186::Target=True Target::markable_186::Target=True|Sentiment::markable_185::Sentiment=True case=acc|num=sg|Target::markable_186::Target=True|gender=masc|Sentiment::markable_185::Sentiment=True|pos=True case=acc|gender=masc|num=sg
311910810375032832	neutral	RT @Matthias_aus_Do : Bei der italienischen Hymne warte ich immer darauf , dass #Schumacher aufs Podest springt . Der hätte ja auch Zeit . # ...	RT @Matthias_aus_Do : bei die italienisch Hymne warten ich immer darauf , dass #Schumacher aufs Podest springen . die haben ja auch Zeit . # ...	NE NN $. APPR ART ADJA NN VVFIN PPER ADV PAV $, KOUS NN APPRART NN VVFIN $. PDS VAFIN ADV ADV NN $. XY $.	2/SB 0/-- 2/-- 8/MO 7/NK 7/NK 4/NK 3/-- 8/SB 8/MO 14/NK 10/-- 17/CP 17/SB 17/MO 15/NK 8/MO 17/-- 20/SB 18/-- 20/MO 23/MO 20/OA 23/-- 24/-- 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ case=acc|gender=fem|num=sg _ _ _
312207243548438528	positive	RT @SPIEGELONLINE : #Papst Francisco nahm sich Franz von Assisi zum Vorbild . Wer war der Namensgeber ? http://t.co/FoT0UcVktB ( aar )	RT @SPIEGELONLINE : #Papst Francisco nehmen sich Franz von Assisi zu Vorbild . wer sein die Namensgeber ? http://t.co/FoT0UcVktB ( Aar )	NE NN $. NN NE VVFIN PRF NE APPR NN APPRART NN $. PWS VAFIN ART NN $. NN $( NN $(	2/SB 0/-- 2/-- 6/SB 4/NK 3/-- 6/OA 6/SB 6/MO 9/NK 10/MNR 11/NK 12/-- 15/SB 13/-- 17/NK 15/PD 17/-- 18/-- 19/-- 19/PAR 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=positive|gender=fem|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|Source::markable_190::Anaphref=empty|num=sg|Sentiment::markable_189::Sarcasm=false case=nom|gender=fem|num=sg|Source::markable_190::Source=True|Sentiment::markable_189::Sentiment=True EmoExpression::markable_192::Intensity=medium|EmoExpression::markable_192::Polarity=positive|mood=ind|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_192::Uncertain=false|pers=3|EmoExpression::markable_192::SubjectiveFact=false|num=sg|tense=past|EmoExpression::markable_192::Sarcasm=false|EmoExpression::markable_192::EmoExpression=True case=acc|pers=3|num=sg|Sentiment::markable_189::Sentiment=True case=nom|num=sg|Target::markable_191::Preferred=true|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_191::Anaphref=empty|Target::markable_191::Target=True Target::markable_191::Target=True|Sentiment::markable_189::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_191::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=neut|EmoExpression::markable_192::EmoExpression=True|num=sg|Sentiment::markable_189::Sentiment=True case=dat|gender=neut|EmoExpression::markable_192::EmoExpression=True|num=sg|Sentiment::markable_189::Sentiment=True Sentiment::markable_189::Sentiment=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _
