369517901734096896	positive	Piraten bei puls4 ! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4 ! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR CARD $. ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/MO 7/-- 7/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
366978571119497216	neutral	RT @Christian_Sylt : Teilen ist das neue Haben . #Piraten + http://t.co/954wnpXPHB	RT @Christian_Sylt : Teil|Teilen sein die neu Haben . #Piraten + http://t.co/954wnpXPHB	NE ADJD $. NN VAFIN ART ADJA NN $. NN KON NN	0/-- 1/PD 2/-- 5/SB 3/-- 8/NK 8/NK 5/PD 8/-- 9/-- 10/CD 11/CJ	case=nom|*=True|num=sg pos=True _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=pl
365559079155941376	neutral	@smllStps auf das linke oder das rechte im Bild ? :p	@smllStps auf die links oder die recht|rechts in Bild ? :p	NN APPR ART ADJA KON ART ADJA APPRART NN $. NN	0/-- 1/-- 4/NK 2/NK 4/CD 7/NK 5/CJ 4/MO 8/NK 9/-- 10/--	_ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
359705839424126976	negative	RT @alios : die @kattascha in der ZEIT : " Wir werden belogen und hingehalten " http://t.co/hWNwgQMHmz #piraten + #nsa #prism	RT @alios : die @kattascha in die zeit : " wir werden belügen und hinhalten " http://t.co/hWNwgQMHmz #piraten + #nsa #prism	NE NE $. ART NN APPR ART APPR $. $( PPER VAFIN VVPP KON VVPP $( NN NN KON NN ADJA	2/PNC 0/-- 2/-- 5/NK 3/-- 21/MO 17/NK 12/AC 8/-- 9/-- 12/SB 17/PAR 12/OC 13/CD 14/CJ 15/-- 6/NK 17/NK 18/CD 19/CJ 5/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind EmoExpression::markable_233::Sarcasm=false|EmoExpression::markable_233::EmoExpression=True|EmoExpression::markable_233::Uncertain=false|EmoExpression::markable_233::Intensity=medium|EmoExpression::markable_233::Polarity=negative|EmoExpression::markable_233::SubjectiveFact=false _ _ _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
367747752899641344	mixed	RT @Altstadtpirat : 70%  der #Piraten + Kandidaten sind für #Transparenz und gegen #Bestechung bei @a_watch - was ist mit den anderen 30 % ? htt…	RT @Altstadtpirat : @card@ die #Piraten + Kandidat sein für #Transparenz und gegen #Bestechung bei @a_watch - was sein mit die andere 30 % ? htt…	NE NN $. CARD ART NN KON NN VAFIN APPR NN KON APPR NN APPR NN $( PWS VAFIN APPR ART PIAT CARD NN $. NN	2/SB 0/-- 2/-- 9/SB 6/NK 4/AG 6/CD 7/CJ 3/-- 9/MO 10/NK 10/CD 12/CJ 13/NK 14/MNR 15/NK 18/-- 19/SB 16/-- 19/MO 24/NK 24/NK 24/NK 20/NK 24/-- 25/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_238::Sarcasm=false|num=sg|Sentiment::markable_238::Intensity=medium|Sentiment::markable_238::Polarity=negative|*=True|Sentiment::markable_238::Sentiment=True Sentiment::markable_238::Sentiment=True Source::markable_238::Source=True|Sentiment::markable_234::Polarity=positive|Sentiment::markable_234::Sentiment=True|Sentiment::markable_234::Sarcasm=false|Source::markable_234::Source=True|Sentiment::markable_234::Intensity=medium|Source::markable_234::Anaphref=empty|Source::markable_238::Anaphref=empty|Sentiment::markable_238::Sentiment=True case=gen|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True case=gen|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True Source::markable_238::Source=True|Sentiment::markable_234::Sentiment=True|Source::markable_234::Source=True|Sentiment::markable_238::Sentiment=True case=nom|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_234::Polarity=positive|EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::Uncertain=false|Sentiment::markable_238::Sentiment=True case=acc|EmoExpression::markable_10409144::Intensity=medium|EmoExpression::markable_10409144::Uncertain=false|EmoExpression::markable_10409144::SubjectiveFact=false|Target::markable_234::Preferred=true|gender=fem|Sentiment::markable_234::Sentiment=True|Target::markable_234::Anaphref=empty|EmoExpression::markable_10409144::EmoExpression=True|num=sg|EmoExpression::markable_10409144::Sarcasm=false|EmoExpression::markable_10409144::Polarity=positive|Target::markable_234::Target=True|Sentiment::markable_238::Sentiment=True Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_238::Polarity=positive|EmoExpression::markable_238::Sarcasm=false|Sentiment::markable_238::Sentiment=True|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_238::SubjectiveFact=false|EmoExpression::markable_238::Uncertain=false|EmoExpression::markable_238::EmoExpression=True|EmoExpression::markable_238::Intensity=medium case=acc|Target::markable_238::Target=True|EmoExpression::markable_10409145::EmoExpression=True|gender=fem|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_10409145::Polarity=negative|EmoExpression::markable_10409145::Intensity=medium|EmoExpression::markable_10409145::Sarcasm=false|num=sg|Target::markable_238::Anaphref=empty|Target::markable_238::Preferred=true|EmoExpression::markable_10409145::SubjectiveFact=false|EmoExpression::markable_10409145::Uncertain=false|Sentiment::markable_238::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ gender=neut|*=True _ _
370964148089524224	neutral	@Flobbl ACU istn Kindergarten und KBU setzt sich halt zum Großteil aus bekennenden NPD - Mitgliedern zusammen .	@Flobbl ACU istn Kindergarten und KBU setzen sich halt zu Großteil aus bekennend NPD - Mitglied zusammen .	NN NE NE NN KON NN VVFIN PRF ADV APPRART NN APPR ADJA NE $( NN PTKVZ $.	0/-- 3/PNC 7/SB 3/CJ 4/CD 5/CJ 1/-- 7/OA 7/MO 7/MO 10/NK 7/OP 16/NK 16/NK 14/-- 12/NK 7/SVP 17/--	case=nom|gender=neut|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=pl _ _
350263334039339008	positive	Grüne BW : „Wir werden ein Zeichen setzen für ein gewaltfreies und freundschaftliches Zusammenleben aller Mensc ... http://t.co/9vkIasPnPZ	Grüne BW : „Wir werden eine Zeichen setzen für eine gewaltfrei und freundschaftlich Zusammenleben alle Mensc ... http://t.co/9vkIasPnPZ	NN NE $. NN VAFIN ART NN VVFIN APPR ART ADJA KON ADJA NN PIAT NN $. NN	5/SB 1/NK 2/-- 1/CJ 0/-- 7/NK 8/OA 5/OC 8/MO 14/NK 14/NK 11/CD 12/CJ 9/NK 16/NK 14/AG 16/-- 17/--	case=nom|Sentiment::markable_242::Sarcasm=false|Source::markable_243::Anaphref=empty|Sentiment::markable_242::Intensity=medium|*=True|Sentiment::markable_242::Sentiment=True|num=pl|Sentiment::markable_242::Polarity=positive|Source::markable_243::Source=True case=nom|*=True|Sentiment::markable_242::Sentiment=True|num=pl|Source::markable_243::Source=True Sentiment::markable_242::Sentiment=True case=nom|Sentiment::markable_242::Sentiment=True|num=pl|Source::markable_244::Source=True|Source::markable_244::Anaphref=markable_243|*=True pers=3|Sentiment::markable_242::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg Sentiment::markable_242::Sentiment=True Sentiment::markable_242::Sentiment=True case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|Target::markable_246::Preferred=true|gender=neut|Target::markable_246::Anaphref=empty|pos=True|EmoExpression::markable_247::Intensity=medium|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive|Target::markable_246::Target=True Sentiment::markable_242::Sentiment=True|Target::markable_246::Target=True case=acc|EmoExpression::markable_248::SubjectiveFact=false|EmoExpression::markable_248::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_248::EmoExpression=True|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_248::Uncertain=false|EmoExpression::markable_248::Intensity=medium|Target::markable_246::Target=True|EmoExpression::markable_248::Sarcasm=false case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg|Target::markable_246::Target=True case=gen|gender=neut|Sentiment::markable_242::Sentiment=True|num=pl|Target::markable_246::Target=True case=gen|gender=neut|Sentiment::markable_242::Sentiment=True|num=pl|Target::markable_246::Target=True _ case=nom|gender=fem|num=sg
355444340757237761	neutral	@saschalobo Die frage nach der #vds könnte man der #spd natürlich auch mal stellen ... #illner	@saschalobo die fragen nach die #vds können man die #spd natürlich auch mal stellen ... #illner	NN PDS VVFIN APPR ART NN VMFIN PIS ART NN ADV ADV ADV VVINF $. NN	0/-- 3/SB 1/-- 3/OP 6/NK 4/NK 3/CJ 7/SB 10/NK 6/AG 7/MO 7/MO 14/MO 7/OC 14/-- 15/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _ _ _ _ case=nom|gender=masc|num=sg
347026557891645440	mixed	RT @b_riexinger : @sigmargabriel verordnet SPD noch 10  Jahre Abgrenzung nach links . Wie sagte ein berühmter Mann : wer zu spät kommt , den bes…	RT @b_riexinger : @sigmargabriel verordnen SPD noch @card@ Jahr Abgrenzung nach links . wie sagen eine berühmt Mann : wer zu spät kommen , die bes…	NE NN $. NE VVFIN NE ADV CARD NN NN APPR ADV $. KOUS VVFIN ART ADJA NN $. PWS APPR ADJD VVFIN $, ART ADJA	2/SB 0/-- 2/-- 3/-- 4/-- 5/SB 9/MO 9/NK 5/OA 9/NK 9/MNR 11/NK 12/-- 15/MO 13/-- 18/NK 18/NK 15/SB 18/-- 23/SB 22/MO 23/MO 15/OC 23/-- 26/OA 21/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ *=True _ case=nom|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg _ _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10409147::Uncertain=true|gender=masc|EmoExpression::markable_10409147::Intensity=medium|pos=True|EmoExpression::markable_10409147::EmoExpression=True|num=sg|EmoExpression::markable_10409147::Sarcasm=false|EmoExpression::markable_10409147::SubjectiveFact=false|EmoExpression::markable_10409147::Polarity=positive case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg EmoExpression::markable_10409146::Intensity=medium|EmoExpression::markable_10409146::SubjectiveFact=false|EmoExpression::markable_10409146::Uncertain=false|EmoExpression::markable_10409146::Sarcasm=false|EmoExpression::markable_10409146::EmoExpression=True|EmoExpression::markable_10409146::Polarity=negative EmoExpression::markable_10409146::EmoExpression=True|pos=True pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg pos=True
363010640215941122	negative	@asp_net Ja . Genauso wie CDU und SPD in Deutschland . Völlig egal .	@asp_net Ja . genauso wie CDU und SPD in Deutschland . völlig egal .	ADJA NN $. ADV KOUS NE KON NE APPR NE $. ADJD ADJD $.	0/-- 1/-- 2/-- 6/MO 6/MO 3/-- 6/CD 7/CJ 6/MNR 9/NK 10/-- 13/MO 11/-- 13/--	pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ Intensifier::markable_250::EmoExpressionRef=emo-expression:markable_249|Intensifier::markable_250::Intensifier=True|pos=True|Intensifier::markable_250::Degree=strong EmoExpression::markable_249::Polarity=negative|EmoExpression::markable_249::Sarcasm=false|EmoExpression::markable_249::Uncertain=false|EmoExpression::markable_249::EmoExpression=True|EmoExpression::markable_249::SubjectiveFact=false|EmoExpression::markable_249::Intensity=medium _
364008548713648128	neutral	Hoppala ... Freie - W�hler - Chef Aiwanger : Die Sphinx aus Rahstorf - http://t.co/OWpEZO7s1P	Hoppala ... Freie - W�hler - Chef Aiwanger : die Sphinx aus Rahstorf - http://t.co/OWpEZO7s1P	NN $. NN $( NE $( NN NE $. ART NN APPR NN $( NN	0/-- 1/-- 2/-- 3/-- 3/CJ 5/-- 5/PAR 7/NK 8/-- 11/NK 3/PAR 11/MNR 12/NK 13/-- 13/CJ	case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
352201757625036800	neutral	Steinbrück will von Offshore - Aktivitäten der WestLB nichts gewusst haben : SPD - Kanzlerkandidat Peer Steinbrück ... http://t.co/61tPGNH5sm	Steinbrück wollen von Offshore - Aktivität die WestLB nichts wissen haben : SPD - Kanzlerkandidat Peer Steinbrück ... http://t.co/61tPGNH5sm	NN VMFIN APPR NN $( NN ART NE PIS VVPP VAFIN $. NE $( NN NE NN $. NE	2/SB 0/-- 10/OP 3/NK 4/-- 4/CJ 8/NK 6/AG 10/OA 11/OC 2/OC 11/-- 17/SB 13/-- 13/PAR 15/NK 2/OA 17/-- 18/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg gender=neut|*=True _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
346205497554239488	neutral	RT @YilmazGulum : Auch die Bundesvorsitzende der deutschen Grünen Claudia Roth war in dem Hotel http://t.co/G2wSYwHxpD #occupygezi	RT @YilmazGulum : auch die Bundesvorsitzende die deutsch Grüne Claudia Roth sein in die Hotel http://t.co/G2wSYwHxpD #occupygezi	NE NN $. ADV ART NN ART ADJA NN NE NE VAFIN APPR ART NN NN NN	2/SB 0/-- 2/-- 6/MO 6/NK 12/SB 9/NK 9/NK 6/AG 11/PNC 9/NK 3/-- 12/MO 15/NK 13/NK 15/NK 12/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
381937688133115904	positive	Laut vorl. amtl . Endergebnis haben 9.630 Menschen im #wk83 die #Piraten gewählt , Danke dafür und wir machen natürlich weiter ;)	laut vorl. amtl . Endergebnis haben @card@ Mensch in #wk83 die #Piraten wählen , Dank dafür und wir machen natürlich weiter ;)	APPR NE NE $. NN VAFIN CARD NN APPRART NN ART NN VVPP $, NN PAV KON PPER VVFIN ADV ADV ADJA	0/-- 3/PNC 1/NK 3/-- 6/SB 4/-- 8/NK 13/OA 13/MO 9/NK 12/NK 13/OA 6/OC 13/-- 17/CJ 15/NK 6/CD 19/SB 17/CJ 19/MO 19/MO 19/MO	Sentiment::markable_251::Intensity=medium|Sentiment::markable_251::Polarity=positive|Sentiment::markable_251::Sarcasm=false|Sentiment::markable_251::Sentiment=True case=dat|*=True|Sentiment::markable_251::Sentiment=True|num=sg case=dat|*=True|Sentiment::markable_251::Sentiment=True|num=sg Sentiment::markable_251::Sentiment=True case=nom|gender=masc|Sentiment::markable_251::Sentiment=True|num=pl pers=3|Sentiment::markable_251::Sentiment=True|num=pl|tense=pres|mood=ind Source::markable_252::Source=True|Sentiment::markable_251::Sentiment=True|Source::markable_252::Anaphref=empty|Target::markable_258::Preferred=true|Target::markable_258::Target=True|Target::markable_258::Anaphref=markable_257 case=nom|Source::markable_252::Source=True|Sentiment::markable_251::Sentiment=True|num=pl|gender=masc|Target::markable_258::Target=True case=dat|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|Target::markable_258::Target=True case=dat|gender=masc|Sentiment::markable_251::Sentiment=True|num=sg|Target::markable_258::Target=True case=acc|gender=fem|Target::markable_258::Target=True|Sentiment::markable_251::Sentiment=True|num=pl|Target::markable_253::Target=True|Target::markable_253::Preferred=true|Target::markable_253::Anaphref=empty case=acc|Sentiment::markable_251::Sentiment=True|num=pl|Target::markable_253::Target=True|gender=fem|Target::markable_258::Target=True EmoExpression::markable_254::Intensity=medium|Target::markable_258::Target=True|Sentiment::markable_251::Sentiment=True|EmoExpression::markable_254::EmoExpression=True|EmoExpression::markable_254::SubjectiveFact=false|EmoExpression::markable_254::Sarcasm=false|EmoExpression::markable_254::Uncertain=false|EmoExpression::markable_254::Polarity=positive _ case=acc|EmoExpression::markable_256::SubjectiveFact=false|EmoExpression::markable_256::Intensity=medium|Sentiment::markable_255::Sarcasm=false|*=True|EmoExpression::markable_256::Uncertain=false|Sentiment::markable_255::Polarity=positive|num=pl|Sentiment::markable_255::Sentiment=True|EmoExpression::markable_256::EmoExpression=True|EmoExpression::markable_256::Sarcasm=false|Sentiment::markable_255::Intensity=medium|EmoExpression::markable_256::Polarity=positive Target::markable_257::Target=True|Target::markable_257::Preferred=true|Target::markable_257::Anaphref=empty|Sentiment::markable_255::Sentiment=True _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ EmoExpression::markable_259::Polarity=positive|EmoExpression::markable_259::SubjectiveFact=false|EmoExpression::markable_259::Intensity=medium|EmoExpression::markable_259::Sarcasm=false|EmoExpression::markable_259::EmoExpression=True|EmoExpression::markable_259::Uncertain=false
380753219133407232	positive	RT @Erwin_Rueddel : Infostand auf dem Wochenmarkt in Altenkirchen . Rosen für die Wähler . Gute Atmosphäre #ERwinBtw13 http://t.co/JeQy36YInM	RT @Erwin_Rueddel : Infostand auf die Wochenmarkt in Altenkirche . Rose für die Wähler . gut Atmosphäre #ERwinBtw13 http://t.co/JeQy36YInM	NE NN $. NN APPR ART NN APPR NN $. NN APPR ART NN $. ADJA NN CARD NN	2/SB 0/-- 2/-- 3/-- 4/MNR 7/NK 5/NK 7/MNR 8/NK 9/-- 10/-- 11/MNR 14/NK 12/NK 14/-- 17/NK 15/-- 19/NK 17/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ EmoExpression::markable_262::Intensity=medium|pos=True|Sentiment::markable_260::Sarcasm=false|EmoExpression::markable_262::EmoExpression=True|Sentiment::markable_260::Intensity=medium|num=pl|EmoExpression::markable_262::Sarcasm=false|case=nom|Sentiment::markable_260::Polarity=positive|Target::markable_261::Preferred=true|gender=neut|Sentiment::markable_260::Sentiment=True|EmoExpression::markable_262::Uncertain=false|Target::markable_261::Anaphref=empty|EmoExpression::markable_262::SubjectiveFact=false|EmoExpression::markable_262::Polarity=positive|Target::markable_261::Target=True case=nom|gender=neut|Sentiment::markable_260::Sentiment=True|num=pl|Target::markable_261::Target=True case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl
349793752665169921	neutral	Der Stern zum CDU / CSU Wahlprogramm ... http://t.co/UFUxQbue3y	die Stern zu CDU / CSU Wahlprogramm ... http://t.co/UFUxQbue3y	ART NN APPRART NE $( NE NN $. NN	2/NK 0/-- 2/MNR 3/NK 4/-- 4/CJ 4/UC 7/-- 8/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg
374765603094949888	mixed	Die grüne Verbotspolitik ... deren Wähler müssen echt unmündig sein .. Grüne fordern Fahrverbot am Wochenende http://t.co/0gPZucRzQj via @welt	die grün Verbotspolitik ... die Wähler müssen echt unmündig sein .. Grüne fordern Fahrverbot an Wochenende http://t.co/0gPZucRzQj via @welt	ART ADJA NN $. PDAT NN VMFIN ADJD ADJD PPOSAT ADJA NN VVFIN NN APPRART NN NE APPR NN	3/NK 3/NK 0/-- 3/-- 6/NK 7/SB 4/-- 9/MO 10/PD 11/NK 7/SB 13/SB 11/-- 13/OA 13/MO 15/NK 13/OA 13/MO 18/NK	case=nom|Sentiment::markable_268::Sentiment=True|num=sg|Sentiment::markable_268::Sarcasm=false|gender=fem|Sentiment::markable_268::Intensity=medium|Sentiment::markable_268::Polarity=negative case=nom|gender=fem|Sentiment::markable_268::Sentiment=True|num=sg|pos=True case=nom|Sentiment::markable_268::Sentiment=True|gender=fem|EmoExpression::markable_10409149::Intensity=medium|EmoExpression::markable_10409149::Sarcasm=false|EmoExpression::markable_10409149::Uncertain=false|EmoExpression::markable_10409149::Polarity=negative|num=sg|EmoExpression::markable_10409149::EmoExpression=True|EmoExpression::markable_10409149::SubjectiveFact=false Sentiment::markable_268::Sentiment=True case=gen|Target::markable_269::Preferred=true|Sentiment::markable_268::Sentiment=True|num=sg|Target::markable_269::Anaphref=empty|gender=fem|Target::markable_269::Target=True case=nom|gender=masc|Sentiment::markable_268::Sentiment=True|num=pl|Target::markable_269::Target=True pers=3|Sentiment::markable_268::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_268::Sentiment=True|pos=True EmoExpression::markable_270::SubjectiveFact=false|Sentiment::markable_268::Sentiment=True|EmoExpression::markable_270::Intensity=medium|pos=True|EmoExpression::markable_270::Uncertain=false|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|EmoExpression::markable_270::Polarity=negative Sentiment::markable_268::Sentiment=True case=nom|gender=neut|num=sg|pers=3 case=nom|Sentiment::markable_263::Sarcasm=false|Sentiment::markable_263::Polarity=positive|*=True|Source::markable_264::Anaphref=empty|num=pl|Source::markable_264::Source=True|Sentiment::markable_263::Intensity=medium|Sentiment::markable_263::Sentiment=True mood=ind|EmoExpression::markable_266::Polarity=positive|EmoExpression::markable_266::Intensity=medium|EmoExpression::markable_266::Uncertain=false|EmoExpression::markable_266::Sarcasm=false|EmoExpression::markable_266::SubjectiveFact=false|pers=3|num=pl|tense=pres|EmoExpression::markable_266::EmoExpression=True|Sentiment::markable_263::Sentiment=True case=acc|num=sg|Target::markable_267::Preferred=true|gender=neut|Sentiment::markable_263::Sentiment=True|Target::markable_267::Target=True|Target::markable_267::Anaphref=empty case=dat|gender=neut|num=sg|Target::markable_267::Target=True|Sentiment::markable_263::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_267::Target=True|Sentiment::markable_263::Sentiment=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind
382926283069349889	neutral	Mit dabei ÖVP - Spitzenkandidat Dr. Michael Spindelegger http://t.co/MltmngEwS6	mit dabei ÖVP - Spitzenkandidat Dr. Michael Spindelegger http://t.co/MltmngEwS6	APPR PAV NN $( NN NN NE NN CARD	8/MO 3/NK 1/NK 3/-- 3/CJ 5/NK 8/PNC 0/-- 8/NK	_ _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
