311915164473647104	positive	RT @ericullrich : Jetzt müsste Berlusconi auf dem Balkon erscheinen :) #papst	RT @ericullrich : jetzt müssen Berlusconi auf die Balkon erscheinen :) #papst	NE NE $. ADV VMFIN NN APPR ART NN VVFIN ADJA NN	2/PNC 0/-- 2/-- 5/MO 3/-- 5/SB 10/MO 9/NK 7/NK 5/OC 12/NK 10/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg|sup=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=masc|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium case=dat|gender=masc|num=sg
311915724224475136	neutral	“ @larsoliverhen : Ja , ja , die Kirche denkt in anderen zeitlichen Maßstäben ... #Papst #HabemusPapam ”	“ @larsoliverhen : ja , ja , die Kirche denken in andere zeitlich Maßstab ... #Papst #HabemusPapam ”	ADJA NN $. PTKANT $, ADV $, ART NN VVFIN APPR PIS ADJA NN $. NN NN ADJA	2/NK 0/-- 2/-- 10/DM 4/-- 10/MO 6/-- 9/NK 10/SB 3/-- 10/MO 14/NK 14/NK 11/NK 14/-- 18/MO 16/NK 15/--	_ _ _ _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True case=dat|*=True|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
311919228217339904	neutral	Ich fasse mal zusammen : Pabst ist Fußballgott in Highheels mit Nerdbrille und Fußball fängt später an !	ich fassen mal zusammen : Pabst sein Fußballgott in Highheels mit Nerdbrille und Fußball fangen spät an !	PPER VVFIN ADV PTKVZ $. NE VAFIN NN APPR NN APPR NN KON NN VVFIN ADJD PTKVZ $.	2/SB 0/-- 2/MO 2/SVP 4/-- 7/SB 2/CJ 7/PD 8/MNR 9/NK 10/MNR 11/NK 12/CD 13/CJ 7/CJ 15/MO 15/SVP 17/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ _
311921639644344320	neutral	RT @porrporr : #papst #papstwahl RT @fluxusx : Falls es aus Wikipedia verschwindet : zum " Verhältnis zur Miltitärdikatatur " ( cont ) http://t ...	RT @porrporr : #papst #papstwahl RT @fluxusx : falls es aus Wikipedia verschwinden : zu " Verhältnis zu Miltitärdikatatur " ( cont ) http://t ...	NE ADJD $. NN NN NE ADJD $. KOUS PPER APPR NN VVFIN $. APPRART $( NN APPRART NN $( $( ADJA $( NN $.	0/-- 1/PD 2/-- 3/-- 6/PNC 4/NK 4/PD 7/-- 13/CP 13/SB 13/MO 11/NK 22/MO 13/-- 22/MO 15/-- 15/NK 17/MNR 18/NK 19/-- 20/-- 8/-- 22/-- 22/OA 24/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _ case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _
311919326842216448	neutral	mein gott das is doch auch nur n Mensch : o #papst	mein Gott die is doch auch nur n Mensch : o #papst	PPOSAT NN ART NE ADV ADV ADV ADJA NN $. ADJA NN	9/NK 4/PNC 4/NK 8/DA 8/MO 8/MO 8/MO 9/NK 0/-- 9/-- 12/NK 9/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ pers=2|num=sg|tense=pres|mood=ind
311912567964594176	neutral	@nalfion Ne , das ist ja nur symbolisch . Ein Kind pro Papst .	@nalfion eine , die sein ja nur symbolisch . eine Kind pro Papst .	NN ART $, PDS VAFIN ADV ADV ADJD $. ART NN APPR NN $.	0/-- 4/NK 2/-- 5/SB 1/-- 5/MO 8/MO 5/PD 8/-- 11/NK 9/-- 11/MNR 12/NK 13/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _
311902925725261825	mixed	RT @fuckschanti : GEH MA WEG PAPST , ICH WILL ALLES WAS ZÄHLT WEITERSCHAUEN	RT @fuckschanti : gehen MA weg Papst , ich wollen alle was zählen WEITERSCHAUEN	NE ADJD $. VVIMP NN ADV NN $, PPER VMFIN PIS PWS VVFIN NE	0/-- 1/PD 2/-- 7/PNC 4/OA 4/MO 13/CJ 7/-- 10/SB 7/OC 7/NK 13/OA 3/-- 13/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_100500172::Intensity=medium|Sentiment::markable_100500172::Sarcasm=false|EmoExpression::markable_104010512::Sarcasm=false|EmoExpression::markable_104010512::EmoExpression=True|Sentiment::markable_100500172::Sentiment=True|EmoExpression::markable_104010512::Uncertain=false|EmoExpression::markable_104010512::Intensity=medium|Sentiment::markable_100500172::Polarity=negative|EmoExpression::markable_104010512::SubjectiveFact=false|EmoExpression::markable_104010512::Polarity=negative case=nom|gender=neut|num=sg|EmoExpression::markable_104010512::EmoExpression=True|Sentiment::markable_100500172::Sentiment=True EmoExpression::markable_104010512::EmoExpression=True|EmoExpression::markable_100500174::Uncertain=false|EmoExpression::markable_100500174::Intensity=medium|EmoExpression::markable_100500174::Sarcasm=false|EmoExpression::markable_100500174::SubjectiveFact=false|EmoExpression::markable_100500174::Polarity=negative|EmoExpression::markable_100500174::EmoExpression=True|Sentiment::markable_100500172::Sentiment=True case=nom|Target::markable_100500173::Target=True|Target::markable_100500173::Preferred=true|num=sg|Target::markable_100500173::Anaphref=empty|Sentiment::markable_100500172::Sentiment=True|gender=neut _ case=acc|gender=neut|Source::markable_100500176::Anaphref=empty|Sentiment::markable_100500175::Intensity=medium|Sentiment::markable_100500175::Sentiment=True|num=pl|Source::markable_100500176::Source=True|sup=True|Sentiment::markable_100500175::Sarcasm=false|Sentiment::markable_100500175::Polarity=positive EmoExpression::markable_100500177::Polarity=positive|mood=ind|EmoExpression::markable_100500177::Uncertain=false|EmoExpression::markable_100500177::Intensity=medium|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|pers=1|Sentiment::markable_100500175::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_100500177::Sarcasm=false case=acc|gender=neut|Target::markable_92::Target=True|Sentiment::markable_100500175::Sentiment=True|num=sg|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Target::markable_92::Preferred=true|Sentiment::markable_91::Polarity=positive|Sentiment::markable_91::Intensity=medium|Target::markable_92::Anaphref=empty case=acc|gender=neut|num=sg|Sentiment::markable_91::Sentiment=True|Sentiment::markable_100500175::Sentiment=True mood=ind|EmoExpression::markable_104010513::Intensity=medium|pers=3|Sentiment::markable_100500175::Sentiment=True|num=sg|tense=past|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_104010513::EmoExpression=True|EmoExpression::markable_104010513::Uncertain=true|EmoExpression::markable_104010513::Polarity=positive|EmoExpression::markable_104010513::Sarcasm=false|EmoExpression::markable_104010513::SubjectiveFact=false case=nom|gender=neut|num=sg|Sentiment::markable_100500175::Sentiment=True
311921545687744513	positive	That awkward moment , wenn der Papst sich beim Vater Unser verhaspelt . LAWL	That awkward moment , wenn die Papst sich bei Vater unser verhaspeln . LAWL	NE NE ADJD $, KOUS ART NN PRF APPRART NN PPOSAT VVPP $. NE	2/PNC 0/-- 2/PD 3/-- 12/CP 7/NK 12/SB 12/OA 12/MO 9/NK 10/NK 3/MO 12/-- 13/--	case=nom|Sentiment::markable_100500178::Polarity=positive|Sentiment::markable_100500178::Intensity=medium|num=sg|gender=masc|Sentiment::markable_100500178::Sentiment=True|Sentiment::markable_100500178::Sarcasm=false case=nom|EmoExpression::markable_100500179::Uncertain=false|EmoExpression::markable_100500179::Intensity=medium|EmoExpression::markable_100500179::SubjectiveFact=false|gender=masc|Sentiment::markable_100500178::Sentiment=True|EmoExpression::markable_100500179::EmoExpression=True|num=sg|EmoExpression::markable_100500179::Sarcasm=false|EmoExpression::markable_100500179::Polarity=negative Sentiment::markable_100500178::Sentiment=True|pos=True Sentiment::markable_100500178::Sentiment=True Sentiment::markable_100500178::Sentiment=True case=nom|num=sg|Target::markable_100500180::Target=True|Target::markable_100500180::Preferred=true|gender=masc|Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Anaphref=empty case=nom|gender=masc|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True case=acc|pers=3|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True case=dat|gender=masc|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True case=dat|gender=masc|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True case=acc|gender=neut|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Target=True Sentiment::markable_100500178::Sentiment=True case=nom|*=True|num=sg
311952866287960064	neutral	#Focus Papst - Liefers stößt auf Papst Franziskus I. an : In Rom wird der Papst gewählt und auf Tw ... http://t.co/Zl94DMDSHh #nachrichten	#Focus Papst - Liefers stoßen auf Papst Franziskus I. an : in Rom werden die Papst wählen und auf Tw ... http://t.co/Zl94DMDSHh #nachrichten	NN NN $( NN VVFIN APPR NN NE NE PTKVZ $. APPR NE VAFIN ART NN VVPP KON APPR NN $. NN ADJA	5/SB 1/NK 2/-- 1/PAR 0/-- 5/MO 6/NK 7/AG 5/MO 5/SVP 10/-- 17/MO 12/NK 5/OC 16/NK 14/SB 14/OC 17/CD 23/MO 19/NK 20/-- 23/OA 18/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=gen|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=gen|*=True|num=sg _ _ _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True
311918062918049793	neutral	RT @laura_YTfan : Stell mir grad vor wie der Papst also TC rausgeht alle ihre Kreuze auf der Brust machen und TC tief einatmet und Pimmel ...	RT @laura_YTfan : stellen ich grad vor wie die Papst also TC rausgehen alle ihr Kreuz auf die Brust machen und TC tief einatmen und Pimmel ...	NE NN $. VVIMP PPER VVFIN PTKVZ KOKOM ART NN ADV NN VVFIN PIAT PPOSAT NN APPR ART NN VVINF KON ADV ADJD VVFIN KON NN $.	2/SB 0/-- 2/-- 13/MO 6/DA 10/PNC 6/SVP 10/CM 10/NK 4/OA 4/MO 4/OA 3/-- 5/NK 16/NK 20/OA 20/MO 19/NK 17/NK 13/OC 20/CD 24/MO 24/MO 21/CJ 24/CD 25/CJ 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=dat|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ pos=True _ _ case=nom|gender=masc|num=sg _
311923747433107457	neutral	RT @FrankJBK : Ich schaue später wieder vorbei , wenn sich der Rauch mit den Papst Tweets verzogen hat .	RT @FrankJBK : ich schauen spät wieder vorbei , wenn sich die Rauch mit die Papst Tweets verziehen haben .	NE NN $. PPER VVFIN ADJD ADV PTKVZ $, KOUS PRF ART NN APPR ART NN NN VVPP VAFIN $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 5/MO 5/MO 8/-- 19/CP 18/OA 13/NK 19/SB 18/MO 16/NK 14/NK 18/OA 19/OC 5/MO 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind comp=True _ _ _ _ case=acc|pers=3|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind _
311920458209587200	neutral	RT @berlinbewohner : Doktorarbeit ? Deutschland ? Wie lange noch ? RT @wikipippi : wir sind papst ! er schrieb seine doktorarbeit in deutschla ...	RT @berlinbewohner : Doktorarbeit ? Deutschland ? wie lange noch ? RT @wikipippi : wir sein Papst ! er schreiben sein Doktorarbeit in deutschla ...	NE NN $. NN $. NE $. KOKOM ADV ADV $. NE NN $. PPER VAFIN NN $. PPER VVFIN PPOSAT NN APPR NE $.	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 6/-- 9/MO 7/-- 9/MO 10/-- 13/SB 11/-- 13/-- 16/SB 14/-- 16/PD 17/-- 20/SB 18/-- 22/NK 20/OA 20/MO 23/NK 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _
311909969706508288	neutral	@DerFrager Adidas , Puma oder Nike ? #papst rote Schuhe	@DerFrager Adidas , Puma oder Nike ? #papst rot Schuh	NN NE $, NN KON NN $. NN ADJA NN	0/-- 1/-- 2/-- 2/CJ 4/CD 5/CJ 6/-- 7/-- 10/NK 8/NK	case=nom|gender=masc|num=sg case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
311908598626263040	negative	für alle die gerade im papst - fieber sind : religion is bullshit http://t.co/WfrywdRkuY	für alle die gerade in papst - Fieber sein : Religion is Bullshit http://t.co/WfrywdRkuY	APPR PIS ART ADV APPRART ADJA $( NN VAFIN $. NN NE NN NN	9/MO 1/NK 9/SB 5/MO 9/MO 5/NK 6/-- 9/PD 0/-- 11/-- 9/SB 13/PNC 11/NK 9/PD	_ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|Target::markable_95::Target=True|gender=fem|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=negative|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=strong|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=nom|gender=fem|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|num=sg|EmoExpression::markable_96::Intensity=strong|EmoExpression::markable_96::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True|EmoExpression::markable_96::Sarcasm=false|EmoExpression::markable_96::Polarity=negative case=nom|gender=fem|num=sg
312121905127772160	neutral	Franziskus erster Tag als Papst - In der schwarzen Limousine zum privaten Gebet : An seinem ersten Tag als Paps ... http://t.co/6p3IqLPw9Q	Franziskus erst Tag als Papst - in die schwarz Limousine zu privat Gebet : an sein erst Tag als Paps ... http://t.co/6p3IqLPw9Q	NE ADJA NN KOKOM NN $( APPR ART ADJA NN APPRART ADJA NN $. APPR PPOSAT ADJA NN KOKOM NN $. NE	3/NK 3/NK 0/-- 3/CD 4/NK 7/-- 11/MO 10/NK 10/NK 7/NK 5/-- 13/NK 11/NK 13/-- 13/APP 18/NK 18/NK 15/NK 20/CM 18/CC 20/-- 21/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _
312151749362319360	positive	Millionen Tweets zur Papst - Wahl - Papst Franziskus wird zum Twitter - Star : Die Papst - Wahl ist das beherrschende ... http://t.co/HtuBY0V2a3	Million Tweets zu Papst - Wahl - Papst Franziskus werden zu Twitter - Star : die Papst - Wahl sein die beherrschend ... http://t.co/HtuBY0V2a3	NN NN APPRART NN $( NN $( NN NE VAFIN APPRART NN $( NN $. ART NN $( NN VAFIN ART ADJA $. CARD	8/SB 1/NK 1/MNR 3/NK 4/-- 4/CJ 6/-- 10/SB 8/NK 0/-- 10/MO 11/NK 12/-- 12/CJ 14/-- 17/NK 19/PAR 17/-- 20/SB 10/CJ 22/NK 20/PD 22/-- 23/--	case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|Target::markable_98::Anaphref=empty|Sentiment::markable_97::Intensity=medium|Target::markable_98::Preferred=true|gender=masc|Target::markable_98::Target=True|Sentiment::markable_97::Polarity=positive|num=sg|Sentiment::markable_97::Sentiment=True|Sentiment::markable_97::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True|Target::markable_98::Target=True pers=3|Sentiment::markable_97::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True case=dat|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=neut|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_99::Uncertain=false EmoExpression::markable_99::EmoExpression=True|Sentiment::markable_97::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_99::EmoExpression=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ _
311916718937235457	neutral	Und ? Wer hat jetzt gewonnen ? Sind wir schon Papst ? Oder sinds die Anderen ?	und ? wer haben jetzt gewinnen ? sein wir schon Papst ? oder sinds die andere ?	KON $. PWS VAFIN ADV VVPP $. VAFIN PPER ADV NN $. KON NN ART PIS $.	0/-- 1/-- 4/SB 2/-- 6/MO 4/OC 6/-- 7/-- 8/SB 8/MO 8/PD 11/-- 14/JU 12/-- 16/NK 14/DA 16/--	_ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _
311911191276572672	negative	RT @keyflake : All dieses Tamtam wegen ein paar Rauchzeichen ... " sie haben den Klappstuhl ausgegraben ! " #schuhdesmanitu #papst	RT @keyflake : alle dies Tamtam wegen eine paar Rauchzeichen ... " sie haben die Klappstuhl ausgraben ! " #schuhdesmanitu #papst	NE NN $. PIAT PDAT NN APPR ART PIAT NN $. $( PPER VAFIN ART NN VVPP $. $( NN NN	2/SB 0/-- 2/-- 3/-- 6/NK 4/SB 4/MO 9/NK 10/NK 7/NK 10/-- 13/-- 14/SB 11/-- 16/NK 17/OA 14/OC 17/-- 18/-- 19/-- 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ *=True case=nom|gender=neut|num=sg case=nom|gender=neut|EmoExpression::markable_104010514::Polarity=negative|EmoExpression::markable_104010514::Sarcasm=false|num=sg|EmoExpression::markable_104010514::Uncertain=false|EmoExpression::markable_104010514::Intensity=medium|EmoExpression::markable_104010514::SubjectiveFact=false|EmoExpression::markable_104010514::EmoExpression=True _ *=True *=True case=acc|gender=fem|num=pl _ _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
