317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 2/-- 6/-- 4/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
332235753474117632	neutral	Umfrage zur Bundestagwahl - Die meisten Wähler haben sich schon entschieden : Oft heißt es , Wähler würden sich ... http://t.co/iUZ3vpNfx3	Umfrage zu Bundestagwahl - die meist Wähler haben sich schon entscheiden : oft heißen es , Wähler werden sich ... http://t.co/iUZ3vpNfx3	NN APPRART NN $( ART PIAT NN VAFIN PRF ADV VVPP $. ADV VVFIN PPER $, NN VAFIN PRF $. CARD	0/-- 1/MNR 2/NK 5/-- 7/NK 7/NK 8/SB 3/-- 11/OA 11/MO 8/OC 11/-- 14/MO 11/OC 14/EP 15/-- 18/SB 14/OC 11/OA 19/-- 20/--	case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=past|mood=subj case=acc|pers=3|num=pl _ _
317417597165506561	negative	RT @hdBerretz : Minijobs werden ja auch erst seit 2013  missbraucht ! Nun wollen #gruene nachbessern , ihre Murks ! #spd http://t.co/7V73vLAda5	RT @hdBerretz : Minijob werden ja auch erst seit @card@ missbrauchen ! nun wollen #gruene nachbessern , ihr Murks ! #spd http://t.co/7V73vLAda5	NE NN $. NN VAFIN ADV ADV ADV APPR CARD VVPP $. ADV VMFIN NN VVINF $, PPOSAT NN $. ADJA NN	2/SB 0/-- 2/-- 5/SB 3/-- 11/MO 11/MO 9/MO 11/MO 9/NK 5/OC 11/-- 14/MO 12/-- 14/SB 14/OC 16/-- 19/NK 14/OA 19/-- 22/NK 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ _ _ _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _ case=acc|gender=fem|num=pl case=gen|EmoExpression::markable_100500251::EmoExpression=True|gender=neut|EmoExpression::markable_100500251::SubjectiveFact=false|num=sg|EmoExpression::markable_100500251::Polarity=negative|EmoExpression::markable_100500251::Sarcasm=false|EmoExpression::markable_100500251::Uncertain=false|EmoExpression::markable_100500251::Intensity=medium _ _ _
338017088335667200	neutral	Besuch des „Hexenhäusl“ in Großkothenreuth Im Westen des Landkreises traf sich die SPD - Kreistagsfraktion um ... http://t.co/4l8PARb8XS	Besuch die „Hexenhäusl“ in Großkothenreuth in Weste|Westen die Landkreis treffen sich die SPD - Kreistagsfraktion um ... http://t.co/4l8PARb8XS	NN ART NN APPR NE APPRART NN ART NN VVFIN PRF ART NE $( NN PTKVZ $. NN	10/SB 3/NK 1/AG 3/MNR 4/NK 1/MNR 6/NK 9/NK 7/AG 0/-- 10/OA 13/NK 10/SB 13/-- 13/APP 10/SVP 16/-- 17/--	case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg
334762135525670914	neutral	" 2013  wird das jahr der övp ! " reicht euch nichtwählern das als aufruf , doch zur wahl zur gehen ?	" @card@ werden die Jahr die övp ! " reichen ihr nichtwählern die als Aufruf , doch zu Wahl zu gehen ?	$( CARD VAFIN ART NN ART NN $. $( VVFIN PPER ADJD PDS KOKOM NN $, KON APPRART NN APPRART VVINF $.	2/-- 3/SB 0/-- 5/NK 3/SB 7/NK 5/AG 7/-- 8/-- 9/-- 10/DA 13/MO 10/SB 15/CM 10/MO 15/-- 10/CD 21/MO 18/NK 19/MNR 17/CJ 21/--	_ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 pos=True case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
326054830940499970	positive	RT @_JennyGER_ : Schäuble (= alter verwirrter Typ mit Merkelfetisch ) warnt vor #AfD http://t.co/Xj46TkcHVs	RT @_JennyGER_ : Schäuble (= alt verwirrt Typ mit Merkelfetisch ) warnen vor #AfD http://t.co/Xj46TkcHVs	NE ADJD $. NE NN ADJA ADJA NN APPR NN $( VVFIN APPR ADJA NN	0/-- 1/PD 2/-- 5/NK 12/SB 8/NK 8/NK 5/APP 8/MNR 9/NK 10/-- 3/-- 12/OP 15/NK 13/NK	case=nom|*=True|num=sg pos=True _ case=nom|Sentiment::markable_100500181::Polarity=positive|gender=neut|Sentiment::markable_100500181::Sentiment=True|Target::markable_100500185::Target=True|Source::markable_100500182::Anaphref=empty|Sentiment::markable_100500181::Intensity=medium|num=sg|Target::markable_100500185::Anaphref=empty|Source::markable_100500182::Source=True|Target::markable_100500185::Preferred=true|Sentiment::markable_100500181::Sarcasm=false case=nom|gender=neut|Sentiment::markable_100500181::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_100500181::Sentiment=True|pos=True|num=sg|Sentiment::markable_100500185::Polarity=positive|Sentiment::markable_100500185::Intensity=medium|Sentiment::markable_100500185::Sarcasm=false|Sentiment::markable_100500185::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500181::Sentiment=True|EmoExpression::markable_100500187::Sarcasm=false|pos=True|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500187::Uncertain=false|num=sg|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=negative|Sentiment::markable_100500185::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500181::Sentiment=True|num=sg|Sentiment::markable_100500185::Sentiment=True EmoExpression::markable_100500188::EmoExpression=True|Sentiment::markable_100500181::Sentiment=True|EmoExpression::markable_100500188::SubjectiveFact=false|EmoExpression::markable_100500188::Sarcasm=false|EmoExpression::markable_100500188::Polarity=negative|EmoExpression::markable_100500188::Uncertain=false|EmoExpression::markable_100500188::Intensity=medium|Sentiment::markable_100500185::Sentiment=True case=dat|num=sg|EmoExpression::markable_100500188::EmoExpression=True|gender=neut|Sentiment::markable_100500181::Sentiment=True|Sentiment::markable_100500185::Sentiment=True Sentiment::markable_100500181::Sentiment=True mood=ind|EmoExpression::markable_100500183::Uncertain=false|EmoExpression::markable_100500183::EmoExpression=True|Sentiment::markable_100500181::Sentiment=True|EmoExpression::markable_100500183::Intensity=weak|pers=3|num=sg|tense=pres|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative Sentiment::markable_100500181::Sentiment=True case=dat|Target::markable_100500184::Anaphref=empty|Sentiment::markable_100500181::Sentiment=True|*=True|Target::markable_100500184::Preferred=true|pos=True|num=pl|Target::markable_100500184::Target=True case=dat|*=True|num=pl
332217999492780035	neutral	RT @LittleHobbit_81 : Congrats an @fcb_basketball ! 2-0 in der Serie . @albaberlin wird in den #Playoffs künftig versuchen unserem Bundesland …	RT @LittleHobbit_81 : Congrats an @fcb_basketball ! @card@ in die Serie . @albaberlin werden in die #Playoffs künftig versuchen unser Bundesland …	NE NN $. NN APPR NN $. CARD APPR ART NN $. NE VAFIN APPR ART NN ADJD VVFIN PPOSAT NN ADJD	2/SB 0/-- 2/-- 3/-- 4/MNR 5/NK 6/-- 7/-- 8/MO 11/NK 9/NK 11/-- 12/-- 13/-- 19/MO 17/NK 15/NK 19/MO 14/OC 21/NK 19/DA 19/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=pl _ case=acc|gender=masc|num=sg _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl pos=True pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
318484585224749057	negative	Frage der ökonomischen Verwertbarkeit der »Überflüssigen« identisch beantwortet wie heute SPD , FDP , CDU , CSU , Grüne http://t.co/YplJ13RcDO	Frage die ökonomisch Verwertbarkeit die »Überflüssigen« identisch beantworten wie heute SPD , FDP , CDU , CSU , grün http://t.co/YplJ13RcDO	NN ART ADJA NN ART NN ADJD VVPP KOKOM ADV NE $, NE $, NE $, NE $, ADJA NN	0/-- 4/NK 4/NK 1/AG 6/NK 4/AG 8/MO 1/PD 11/CM 11/NK 1/CC 11/-- 11/CJ 13/-- 13/CJ 15/-- 15/CJ 17/-- 20/NK 17/CJ	case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_100500252::Uncertain=false|gender=fem|EmoExpression::markable_100500252::Intensity=medium|EmoExpression::markable_100500252::Sarcasm=false|EmoExpression::markable_100500252::SubjectiveFact=false|num=sg|EmoExpression::markable_100500252::Polarity=negative|EmoExpression::markable_100500252::EmoExpression=True pos=True _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
333321195896320000	positive	@jensspahn Die FDP unterschreibt nur ein Koalitionsvertrag , wenn die Steuern " einfacher , gerechter… " Was soll das ?	@jensspahn die FDP unterschreiben nur eine Koalitionsvertrag , wenn die Steuer " einfach , gerechter… " was sollen die ?	NN ART NE VVFIN ADV ART NN $, KOUS ART NN $( ADJD $, ADJD $( PWS VMFIN PDS $.	0/-- 3/NK 4/SB 1/-- 7/MO 7/NK 4/SB 7/-- 18/CP 11/NK 18/SB 11/-- 18/MO 13/-- 13/CJ 15/-- 18/OA 4/MO 18/SB 19/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ EmoExpression::markable_100500253::Intensity=medium|EmoExpression::markable_100500253::SubjectiveFact=false|EmoExpression::markable_100500253::Polarity=positive|comp=True|EmoExpression::markable_100500253::EmoExpression=True|EmoExpression::markable_100500253::Uncertain=false|EmoExpression::markable_100500253::Sarcasm=false _ EmoExpression::markable_100500254::Polarity=positive|EmoExpression::markable_100500254::Sarcasm=false|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=medium|EmoExpression::markable_100500254::SubjectiveFact=false|EmoExpression::markable_100500254::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _
332228296878223362	negative	Grünes Licht : Ermittlungen gegen CSU - Schmid können beginnen : Hat Ex - CSU - Fraktionschef Schmid seiner Frau unrec ... http://t.co/Kn9GLOGf3F	grün Licht : Ermittlung gegen CSU - Schmid können beginnen : haben Ex - CSU - Fraktionschef Schmid sein Frau unrec ... http://t.co/Kn9GLOGf3F	ADJA NN $. NN APPR NE $( NE VMFIN VVINF $. VAFIN NN $( NE $( NN NE PPOSAT NN NE $. NN	2/NK 9/PD 2/-- 9/SB 4/MNR 8/PNC 6/-- 5/NK 0/-- 9/OC 10/-- 9/CJ 12/SB 13/-- 13/CJ 15/-- 15/APP 17/NK 20/NK 17/CJ 20/NK 21/-- 22/--	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500255::Polarity=negative|EmoExpression::markable_100500255::EmoExpression=True|gender=fem|num=pl|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false EmoExpression::markable_100500255::EmoExpression=True case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pos=True _ case=nom|gender=fem|num=sg
323178486330175488	negative	24  Frauen aus #CDU #CSU #FDP haben Berliner Erklärung für #Frauenquote unterzeichnet . Donnerstag braucht es nur 21  Abweichler im Bundestag !	@card@ Frau aus #CDU #CSU #FDP haben Berliner Erklärung für #Frauenquote unterzeichnen . Donnerstag brauchen es nur @card@ Abweichler in Bundestag !	CARD NN APPR NN NN NN VAFIN ADJA NN APPR NN VVPP $. NN VVFIN PPER ADV CARD NN APPRART NN $.	2/NK 7/SB 2/MNR 3/NK 4/MNR 5/NK 0/-- 9/NK 12/OA 9/MNR 10/NK 7/OC 12/-- 15/SB 13/-- 15/EP 18/MO 19/NK 15/OA 19/MNR 20/NK 21/--	_ case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind *=True|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=negative|EmoExpression::markable_100500256::Sarcasm=false|gender=masc|num=pl|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
334786170900840448	neutral	15.5 . 2013  Damaskus - Land / Sbäneh . Ein Panzer wird erbeutet . Putin ! Sieh deine Panzer , wo sie sind ! Ich spreche zu ... http://t.co/SccCdUWsAL	@card@ . @card@ Damaskus - Land / Sbäneh . eine Panzer werden erbeuten . Putin ! sehen dein Panzer , wo sie sein ! ich sprechen zu ... http://t.co/SccCdUWsAL	CARD $. CARD NE $( NN $( NE $. ART NN VAFIN VVPP $. NE $. VVIMP PPOSAT NN $, PWAV PPER VAFIN $. PPER VVFIN PTKVZ $. NN	0/-- 1/-- 4/NK 1/MO 4/-- 4/APP 6/-- 0/-- 8/-- 11/NK 12/SB 9/-- 12/OC 13/-- 14/-- 15/-- 16/-- 19/NK 17/OA 19/-- 23/MO 23/SB 19/RC 23/-- 26/SB 24/-- 26/SVP 27/-- 28/--	_ _ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=pl _ _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _
333689821828620288	neutral	RT @SZ_Politik : Deutsch - türkischer Dialog in Berlin : In der Syrien - Frage liegen Deutsche und Türken über Kreuz. http://t.co/svMBzR750u	RT @SZ_Politik : deutsch - türkisch Dialog in Berlin : in die Syrien - Frage liegen Deutsche und Türke über Kreuz. http://t.co/svMBzR750u	NE NN $. NN $( ADJA NN APPR NE $. APPR ART NE $( NN VVFIN NN KON NN APPR ADJA NN	2/SB 0/-- 2/-- 16/SB 4/-- 7/NK 4/PAR 7/MNR 8/NK 9/-- 7/MNR 13/NK 11/NK 13/-- 4/CJ 3/-- 16/SB 17/CD 18/CJ 16/MO 22/NK 20/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl
317029807189798912	neutral	Könnte auch die Brandenburger SPD bilden . Wär die einzige .	können auch die Brandenburger SPD bilden . Wär die einzig .	VVFIN ADV ART NN NE VVFIN $. ADJD ART ADJA $.	0/-- 4/MO 4/NK 1/SB 4/NK 1/MO 6/-- 10/MO 10/NK 7/-- 10/--	pers=3|num=sg|tense=past|mood=subj _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _
320057863206760448	neutral	RT @srfnews : #OffshoreLeaks und seine Spuren in die Schweiz . Politik und Steueramt fordert Namen und Daten. http://t.co/vhhAKXsWwF ^ nr	RT @srfnews : #OffshoreLeaks und sein Spur|Spuren in die Schweiz . Politik und Steueramt fordern Name und Daten. http://t.co/vhhAKXsWwF ^ nr	NE NN $. NN KON PPOSAT NN APPR ART NE $. NN KON NN VVFIN NN KON NE NN XY XY	2/SB 0/-- 2/-- 3/-- 4/CD 7/NK 5/CJ 7/MNR 10/NK 8/NK 10/-- 15/SB 12/CD 13/CJ 11/-- 15/OA 16/CD 17/CJ 15/OA 21/PNC 19/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
333012535848607745	neutral	Bundestagswahl 2013 : Von der Leyen schließt Schwarz - Grün aus : Die Christdemokratin Ursula von der Leyen geht m ... http://t.co/5iD0QsVYJb	Bundestagswahl @card@ : von die Leyen schließen Schwarz - Grün aus : die Christdemokratin Ursula von die Leyen gehen m ... http://t.co/5iD0QsVYJb	NN CARD $. APPR ART NE VVFIN NE $( NN PTKVZ $. ART NN NE APPR ART NE VVFIN NN $. NN	7/SB 1/NK 2/-- 1/MNR 6/NK 4/NK 0/-- 7/OA 8/-- 8/APP 7/SVP 11/-- 14/NK 19/SB 14/NK 14/PG 18/NK 16/NK 7/CJ 19/DA 20/-- 20/UC	case=nom|gender=fem|num=sg _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind gender=masc|*=True _ _
334037308502319105	neutral	RT @netzpolitik : Wir haben die Originalquelle bezüglich der NRW - SPD - Bestandsdatenpropaganda zugeschickt bekommen . Lest selbst : https://t.co…	RT @netzpolitik : wir haben die Originalquelle bezüglich die NRW - SPD - Bestandsdatenpropaganda zuschicken bekommen . lesen selbst : https://t.co…	NE NN $. PPER VAFIN ART NN APPR ART NE $( NE $( NN VVPP VVINF $. VVFIN ADV $. NN	2/SB 0/-- 2/-- 5/SB 3/-- 7/NK 16/OA 7/MNR 10/NK 8/NK 10/-- 10/PAR 12/-- 15/OA 16/OC 5/OC 16/-- 17/-- 18/MO 19/-- 18/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=neut|num=sg
336567947038425088	neutral	#google Campus Silicon Valley . Werben für D als IT - Standort . #bmwi #fdp #gvw13 http://t.co/KzbsI5oa6S	#google Campus Silicon Valley . Werben für D als IT - Standort . #bmwi #fdp #gvw13 http://t.co/KzbsI5oa6S	NN NN NN NE $. NN APPR NN KOKOM NE $( NN $. NN NN CARD NN	0/-- 1/NK 4/PNC 1/NK 4/-- 5/-- 6/MNR 7/NK 10/CM 8/CC 10/-- 8/APP 12/-- 13/-- 14/NK 17/NK 14/PAR	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=pl
324970479263838209	negative	RT @JusosRavensburg : Keine Lust , über 100  Seiten SPD - Wahlprogramm zu lesen ? Hier gibts eine Zusammenfassung auf vier Seiten . ( ts ) http:/ ...	RT @JusosRavensburg : keine Lust , über @card@ Seite SPD - Wahlprogramm zu lesen ? hier gibts eine Zusammenfassung auf vier Seite . ( ts ) http:/ ...	NE NN $. PIAT NN $, APPR CARD NN NE $( NN PTKZU VVINF $. ADV VVFIN ART NN APPR CARD NN $. $( ADJA $( NN $.	2/SB 0/-- 2/-- 5/NK 3/-- 5/-- 14/MO 9/NK 7/NK 14/DA 10/-- 14/OA 14/PM 5/OC 14/-- 17/MO 15/-- 19/NK 17/SB 17/MO 22/NK 20/NK 22/-- 25/-- 23/-- 25/-- 25/OA 27/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_100500189::Sarcasm=false|Negation::markable_100500192::Negation=True|Sentiment::markable_100500189::Polarity=negative|gender=fem|Sentiment::markable_100500189::Intensity=weak|Sentiment::markable_100500189::Sentiment=True|num=sg|Negation::markable_100500192::EmoExpressionRef=emo-expression:markable_100500191 case=nom|EmoExpression::markable_100500191::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500191::Intensity=medium|Sentiment::markable_100500189::Sentiment=True|num=sg|EmoExpression::markable_100500191::EmoExpression=True|EmoExpression::markable_100500191::Uncertain=false|EmoExpression::markable_100500191::Polarity=positive|EmoExpression::markable_100500191::Sarcasm=false Sentiment::markable_100500189::Sentiment=True Sentiment::markable_100500189::Sentiment=True Target::markable_100500190::Anaphref=empty|Target::markable_100500190::Target=True|Sentiment::markable_100500189::Sentiment=True|Target::markable_100500190::Preferred=true case=acc|gender=fem|Sentiment::markable_100500189::Sentiment=True|num=pl|Target::markable_100500190::Target=True case=nom|gender=fem|Sentiment::markable_100500189::Sentiment=True|num=sg|Target::markable_100500190::Target=True Target::markable_100500190::Target=True|Sentiment::markable_100500189::Sentiment=True case=nom|gender=neut|Sentiment::markable_100500189::Sentiment=True|num=sg|Target::markable_100500190::Target=True Sentiment::markable_100500189::Sentiment=True Target::markable_100500190::Target=True|Sentiment::markable_100500189::Sentiment=True Sentiment::markable_100500189::Sentiment=True _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=fem|num=pl _ _ _ _ _ _
335525683457572864	neutral	Put your name down für oder gegen #FDP-Kanzlerkandidat Daniel #Bahr http://t.co/7UfI4CKhJe Mit dabei : … , Julia Richter…	Put your Name down für oder gegen #FDP-Kanzlerkandidat Daniel #Bahr http://t.co/7UfI4CKhJe mit dabei : … , Julia Richter…	NN NN NN VVFIN APPR KON APPR NN NE NN NE APPR PAV $. ADJD $, NE NN	4/SB 1/MNR 2/NK 0/-- 4/MO 5/CD 6/CJ 7/NK 8/NK 4/OA 10/NK 15/MO 12/NK 12/-- 4/MO 15/-- 18/PNC 4/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg *=True _ _ _ pos=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
333354069198512128	neutral	Bayerische Sozialministerin : Haderthauers Mann handelte mit Knast - Produkten - Politik | STERN . DE http://t.co/uEIaUV1DC4	bayerisch Sozialministerin : Haderthauers Mann handeln mit Knast - Produkt - Politik | stern . DE http://t.co/uEIaUV1DC4	ADJA NN $. NE NE VVFIN APPR NN $( NN $( NN XY NE $. NE NN	2/NK 6/PD 2/-- 5/AG 6/SB 0/-- 6/MO 7/NK 8/-- 8/CJ 10/-- 10/APP 14/PNC 12/NK 14/-- 17/NK 15/--	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=gen|*=True|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=pl
335144877539094528	neutral	Morgen ab 9:00 Uhr Debatte zum Endlagersuchgesetz im Bundestag mit @stephanweil	Morgen ab @card@ Uhr Debatte zu Endlagersuchgesetz in Bundestag mit @stephanweil	NN APPR CARD NN NN APPRART NN APPRART NN APPR ADJA	0/-- 1/MNR 4/NK 2/NK 4/NK 5/MNR 6/NK 7/MNR 8/NK 9/MNR 10/NK	pos=True _ _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
