324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... :(	NN APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ADJA	0/-- 5/MO 4/NK 2/NK 1/-- 7/NK 5/SB 7/-- 5/CJ 9/SB 9/CJ 14/OA 11/NG 11/OC 14/-- 15/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
333688506868187136	negative	Gregor Gysi : " Kanzlerin Merkel kommt nicht daran vorbei , dass der Bundeswehreinsatz in Afghanistan gescheitert ist ... " http://t.co/dCgP9P9ZhQ	Gregor Gysi : " Kanzlerin Merkel kommen nicht daran vorbei , dass die Bundeswehreinsatz in Afghanistan scheitern sein ... " http://t.co/dCgP9P9ZhQ	NE NE $. $( NN NE VVFIN PTKNEG PAV PTKVZ $, KOUS ART NN APPR NE VVPP VAFIN $. $( NE	2/PNC 0/-- 2/-- 3/-- 7/SB 5/NK 2/RS 7/NG 7/NK 7/SVP 10/-- 18/CP 14/NK 18/SB 17/MO 15/NK 18/OC 7/SB 18/-- 21/-- 19/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|Sentiment::markable_100500318::Polarity=negative|Target::markable_100500319::Preferred=true|gender=masc|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500318::Intensity=medium|num=sg|Target::markable_100500319::Target=True|Sentiment::markable_100500318::Sarcasm=false case=nom|gender=masc|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Target=True case=dat|gender=neut|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True EmoExpression::markable_100500320::Polarity=negative|EmoExpression::markable_100500320::Sarcasm=false|EmoExpression::markable_100500320::Uncertain=false|EmoExpression::markable_100500320::Intensity=medium|Sentiment::markable_100500318::Sentiment=True|EmoExpression::markable_100500320::SubjectiveFact=false|EmoExpression::markable_100500320::EmoExpression=True pers=3|Sentiment::markable_100500318::Sentiment=True|num=sg|tense=pres|mood=ind _ _ _
335143584397410305	positive	Obama und Erdogan : „Wir sind uns beide einig , dass Assad weg muss“ - Handelsblatt - http://t.co/BJ2sonA0w1	Obama und Erdogan : „Wir sein wir beide einig , dass Assad weg muss“ - Handelsblatt - http://t.co/BJ2sonA0w1	NN KON NE $. NN VAFIN PPER PIS ADJD $, KOUS NE ADV ADJA $( NN $( CARD	5/NK 1/CD 2/CJ 3/-- 6/SB 0/-- 9/DA 6/SB 6/PD 9/-- 14/MO 11/NK 14/MO 16/NK 14/-- 6/PAR 16/-- 16/PD	case=nom|gender=fem|num=sg|Source::markable_100500328::Source=True|Source::markable_100500328::Anaphref=empty Source::markable_100500328::Source=True case=nom|gender=neut|num=sg|Source::markable_100500328::Source=True _ case=nom|gender=fem|Sentiment::markable_100500324::Sentiment=True|num=pl|Source::markable_100500325::Source=True|Sentiment::markable_100500324::Polarity=positive|Sentiment::markable_100500324::Intensity=medium|Sentiment::markable_100500324::Sarcasm=false|Source::markable_100500325::Anaphref=markable_100500328 pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500324::Sentiment=True case=dat|pers=3|num=pl|Sentiment::markable_100500324::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True pos=True|Sentiment::markable_100500324::Sentiment=True Sentiment::markable_100500324::Sentiment=True Sentiment::markable_100500324::Sentiment=True case=nom|Target::markable_100500326::Target=True|Target::markable_100500326::Preferred=true|num=sg|Target::markable_100500326::Anaphref=empty|*=True|Sentiment::markable_100500324::Sentiment=True EmoExpression::markable_100500327::Intensity=medium|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=false|EmoExpression::markable_100500327::Sarcasm=false|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false|Sentiment::markable_100500324::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500324::Sentiment=True _ case=nom|gender=neut|num=sg _ _
325689729628643328	negative	Aus für die Strompreisbremse - Kanzleramt gibt auf : Schwarz - Gelb kann keine Energ ... : Aus für die Strompreisbre ... http://t.co/w5llLzIPzY	aus für die Strompreisbremse - Kanzleramt geben auf : Schwarz - Gelb können keine Energ ... : aus für die Strompreisbre ... http://t.co/w5llLzIPzY	APPR APPR ART NN $( NN VVFIN PTKVZ $. NE $( NN VMFIN PIAT NN $. $. APPR APPR ART NN $. NN	2/AC 7/MO 4/NK 2/NK 4/-- 7/OA 0/-- 7/SVP 8/-- 12/NK 10/-- 13/SB 7/CJ 15/NK 13/SB 15/-- 16/-- 16/-- 18/MO 21/NK 19/NK 21/-- 22/--	EmoExpression::markable_100500308::Intensity=medium|Sentiment::markable_100500309::Intensity=medium|EmoExpression::markable_100500308::Polarity=negative|Sentiment::markable_100500309::Sentiment=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500309::Polarity=negative|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::SubjectiveFact=false|Sentiment::markable_100500309::Sarcasm=false|EmoExpression::markable_100500308::Uncertain=false Sentiment::markable_100500309::Sentiment=True case=acc|Sentiment::markable_100500309::Sentiment=True|Target::markable_100500310::Anaphref=empty|num=sg|gender=fem|Target::markable_100500310::Target=True|Target::markable_100500310::Preferred=true case=acc|gender=fem|Target::markable_100500310::Target=True|num=sg|Sentiment::markable_100500309::Sentiment=True _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ Sentiment::markable_100500311::Sarcasm=false|EmoExpression::markable_100500312::EmoExpression=True|Sentiment::markable_100500311::Sentiment=True|EmoExpression::markable_100500312::Sarcasm=false|Sentiment::markable_100500311::Polarity=negative|EmoExpression::markable_100500312::Polarity=negative|Sentiment::markable_100500311::Intensity=medium|EmoExpression::markable_100500312::SubjectiveFact=false|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500311::Sentiment=True _ case=nom|gender=fem|num=sg
336252088189333505	mixed	Die Quahl der Wahl bei Nisi ! ;) http://t.co/zqBCrMkeV5	die Quahl die Wahl bei Nisi ! ;) http://t.co/zqBCrMkeV5	ART NN ART NN APPR NE $. ADJA CARD	2/NK 0/-- 4/NK 2/AG 4/MNR 5/NK 6/-- 7/-- 8/NK	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500307::Uncertain=false|gender=fem|EmoExpression::markable_100500307::Intensity=medium|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=negative|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|*=True|num=sg _ EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false _
319193745713164288	negative	Ein Politiker der Mao zitiert . Das ist die FDP ! #Lanz	eine Politiker die Mao zitieren . die sein die FDP ! #Lanz	ART NN ART NE VVPP $. PDS VAFIN ART NE $. NN	2/NK 0/-- 4/NK 5/DA 2/RC 5/-- 8/SB 6/-- 10/NK 8/PD 10/-- 11/--	case=nom|num=sg|Sentiment::markable_100500313::Sentiment=True|gender=masc|Sentiment::markable_100500313::Polarity=negative|Sentiment::markable_100500313::Sarcasm=false|Sentiment::markable_100500313::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True Sentiment::markable_100500313::Sentiment=True Sentiment::markable_100500313::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500313::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500313::Sentiment=True case=nom|num=sg|Target::markable_100500314::Target=True|gender=fem|Target::markable_100500314::Preferred=true|Sentiment::markable_100500313::Sentiment=True|Target::markable_100500314::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_100500313::Sentiment=True|Target::markable_100500314::Target=True Sentiment::markable_100500313::Sentiment=True case=nom|gender=fem|num=sg
318822017405173760	negative	Partybrot ‚Peppe’ mit Teufelssalat : Leibgericht von #Kommissar Merkel . Rezepte im #Roman Anhang. http://t.co/L5Z1thoYKp #ebook @LizAmbros1	Partybrot ‚Peppe’ mit Teufelssalat : Leibgericht von #Kommissar Merkel . Rezept in #Roman Anhang. http://t.co/L5Z1thoYKp #ebook @LizAmbros1	NN ADJD APPR NN $. NN APPR NN NE $. NN APPRART NN NN NN NE CARD	0/-- 1/MNR 2/MO 3/NK 4/-- 4/APP 6/PG 7/NK 8/NK 9/-- 10/-- 11/MNR 12/NK 13/NK 16/PNC 13/PAR 16/PNC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=dat|Sentiment::markable_100500315::Sentiment=True|EmoExpression::markable_100500317::Intensity=medium|gender=fem|Sentiment::markable_100500315::Intensity=medium|EmoExpression::markable_100500317::SubjectiveFact=false|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|EmoExpression::markable_100500317::Polarity=negative|Sentiment::markable_100500315::Sarcasm=false|EmoExpression::markable_100500317::EmoExpression=True|Sentiment::markable_100500315::Polarity=negative case=dat|Target::markable_100500316::Target=True|num=sg|Sentiment::markable_100500315::Sentiment=True|Target::markable_100500316::Anaphref=empty|gender=fem|Target::markable_100500316::Preferred=true _ case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
334127498566717441	positive	Der US - Präsident Obama hat Nordkorea gefordet , Myanmar als Vorbild zu nehmen .	die US - Präsident Obama haben Nordkorea gefordet , Myanmar als Vorbild zu nehmen .	ART NE $( NN NN VAFIN NE VVPP $, VVFIN KOKOM NN PTKZU VVINF $.	4/NK 4/NK 2/-- 6/SB 4/NK 0/-- 8/OA 6/OC 8/-- 6/CJ 14/CM 14/OA 14/PM 10/OC 14/--	case=nom|num=sg|Sentiment::markable_100500329::Polarity=positive|Sentiment::markable_100500329::Intensity=medium|Sentiment::markable_100500329::Sarcasm=false|gender=masc|Sentiment::markable_100500329::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500329::Sentiment=True case=nom|Source::markable_100500330::Anaphref=empty|num=sg|Source::markable_100500330::Source=True|gender=masc|Sentiment::markable_100500329::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500329::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True mood=ind|pers=3|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|num=sg|tense=past|Target::markable_100500331::Anaphref=empty|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True case=nom|EmoExpression::markable_100500332::Sarcasm=false|EmoExpression::markable_100500332::Uncertain=false|EmoExpression::markable_100500332::Intensity=medium|gender=neut|EmoExpression::markable_100500332::SubjectiveFact=false|num=sg|EmoExpression::markable_100500332::Polarity=positive|EmoExpression::markable_100500332::EmoExpression=True|Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True Sentiment::markable_100500329::Sentiment=True
332580808441339904	neutral	@Deti1905 @SolTight Die Türkei ist kein säkularer , sondern ein laizistischer Staat , der Herr ist Abgeordnete der laizistischen Partei CHP .	@Deti1905 @SolTight die Türkei sein keine säkular , sondern eine laizistisch Staat , die Herr sein Abgeordnete die laizistisch Partei CHP .	CARD NN ART NE VAFIN PIAT ADJA $, KON ART ADJA NN $, ART NN VAFIN NN ART ADJA NN NN $.	0/-- 1/-- 4/NK 5/SB 2/-- 7/NK 5/PD 7/-- 7/CD 12/NK 12/NK 9/CJ 12/-- 15/NK 16/SB 5/CJ 16/PD 20/NK 20/NK 17/AG 20/NK 21/--	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=gen|*=True|num=sg _
317899923909652480	positive	... auf reisen mit einer unzerstörbaren ... " frau alpha - eins " - über angela merkel von @EveRoll in der @SZ / seite 3.  #merkel #politik #euro	... auf reisen mit eine unzerstörbar ... " Frau alpha - eins " - über Angela Merkel von @EveRoll in die @SZ / Seite @card@ #merkel #politik #euro	$. PTKVZ VVFIN APPR ART ADJA $. $( NN NE $( CARD $( $( APPR NE NE APPR NN APPR ART NN $( NN CARD NN NN NN	0/-- 3/MO 1/-- 3/MO 6/NK 4/NK 6/-- 9/-- 7/-- 12/PNC 10/-- 9/NK 12/-- 13/-- 9/OP 17/PNC 15/NK 17/MNR 18/NK 19/-- 22/NK 20/NK 24/-- 22/-- 26/NK 24/MNR 26/NK 24/PD	_ Sentiment::markable_100500333::Polarity=positive|Sentiment::markable_100500333::Sentiment=True|Sentiment::markable_100500333::Sarcasm=false|Sentiment::markable_100500333::Intensity=medium pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500333::Sentiment=True case=dat|EmoExpression::markable_100500334::EmoExpression=True|EmoExpression::markable_100500334::Uncertain=false|EmoExpression::markable_100500334::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500334::Polarity=positive|pos=True|EmoExpression::markable_100500334::Intensity=medium|num=sg|Sentiment::markable_100500333::Sentiment=True|EmoExpression::markable_100500334::Sarcasm=false Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True pos=True|Sentiment::markable_100500333::Sentiment=True case=nom|EmoExpression::markable_100500335::Polarity=positive|EmoExpression::markable_100500335::EmoExpression=True|EmoExpression::markable_100500335::Uncertain=false|*=True|EmoExpression::markable_100500335::Sarcasm=false|num=sg|Sentiment::markable_100500333::Sentiment=True|EmoExpression::markable_100500335::SubjectiveFact=false|EmoExpression::markable_100500335::Intensity=medium Sentiment::markable_100500333::Sentiment=True|EmoExpression::markable_100500335::EmoExpression=True Sentiment::markable_100500333::Sentiment=True|EmoExpression::markable_100500335::EmoExpression=True Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True Sentiment::markable_100500333::Sentiment=True case=nom|num=sg|Sentiment::markable_100500333::Sentiment=True|Target::markable_100500336::Anaphref=empty|gender=fem|Target::markable_100500336::Preferred=true|Target::markable_100500336::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500333::Sentiment=True|Target::markable_100500336::Target=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
322921942833303553	neutral	Stuttgarter Zeitung : Minister Schmid will Chef der Bauabteilung auswechseln http://t.co/khFd1Hmofb	Stuttgarter Zeitung : Minister Schmid wollen Chef die Bauabteilung auswechseln http://t.co/khFd1Hmofb	ADJA NN $. NN NE VMFIN NN ART NN VVFIN NN	2/NK 6/PD 2/-- 6/SB 4/NK 0/-- 10/OA 9/NK 7/AG 6/OC 10/OA	*=True|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg
322440945935208450	neutral	@Bundestag Delegation des Haushaltsausschusses bei der Frühjahrstagung von IWF und Weltbank : Eine Delegation d ... http://t.co/YobybP0AQC	@Bundestag Delegation die Haushaltsausschuss bei die Frühjahrstagung von IWF und Weltbank : eine Delegation d ... http://t.co/YobybP0AQC	NN NN ART NN APPR ART NN APPR NE KON NN $. ART NN VVFIN $. NE	0/-- 15/OA 4/NK 2/AG 2/MNR 7/NK 5/NK 7/PG 8/NK 2/CD 10/CJ 11/-- 14/NK 15/SB 1/-- 15/-- 15/OA	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg
335134693425020928	neutral	Eines Tages , wenn wir Demokratie haben , geht sowas nicht mehr ! Dann kann man solche Leute rechtzeitig abwählen . #cdu http://t.co/P2ICS0m3i9	eine Tag , wenn wir Demokratie haben , gehen sowas nicht mehr ! dann können man solche Leute rechtzeitig abwählen . #cdu http://t.co/P2ICS0m3i9	ART NN $, KOUS PPER NN VAFIN $, VVFIN PIS PTKNEG ADV $. ADV VMFIN PIS PIAT NN ADJD VVINF $. NN CARD	2/NK 9/MO 2/-- 7/CP 7/SB 7/OA 2/RE 7/-- 0/-- 9/SB 9/NG 11/MO 12/-- 15/MO 13/-- 15/SB 18/NK 20/OA 20/MO 15/OC 20/-- 21/-- 22/NK	case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=pl pers=1|num=pl|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|*=True|num=pl case=acc|*=True|num=pl pos=True _ _ _ _
325362118192947201	neutral	Fazit der Internet - Kommission : Bundestag und Regierung brauchen einen Internetbeauftragten http://t.co/KrQ63P9VBN	Fazit die Internet - Kommission : Bundestag und Regierung brauchen eine Internetbeauftragten http://t.co/KrQ63P9VBN	NN ART NN $( NN $. NN KON NN VVFIN ART ADJA NN	10/SB 3/NK 1/AG 3/-- 1/CJ 5/-- 1/CJ 7/CD 8/CJ 0/-- 13/NK 13/NK 10/OA	case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
325743473212944384	neutral	Die Wahl zwischen einem Skimmer - oder Überlaufbecken gibt es nur im Privatbereich . Bei jeder " gewerb http://t.co/OGoXF7JzRz	die Wahl zwischen eine Skimmer - oder Überlaufbecken geben es nur in Privatbereich . bei jede " gewerb http://t.co/OGoXF7JzRz	ART NN APPR ART NN $( KON NN VVFIN PPER ADV APPRART NN $. APPR PIAT $( ADJA NN	2/NK 9/OA 2/MNR 5/NK 3/NK 5/-- 5/CD 7/CJ 0/-- 9/EP 12/MO 9/MO 12/NK 13/-- 14/-- 19/NK 16/-- 19/NK 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
336223490904580097	neutral	SPD : Garderoben - und Wachdienst am Theater soll bei der Stadt bleiben http://t.co/gryJemB7uu	SPD : Garderobe - und Wachdienst an Theater sollen bei die Stadt bleiben http://t.co/gryJemB7uu	NE $. NN $( KON NN APPRART NN VMFIN APPR ART NN VVFIN NN	0/-- 1/-- 9/SB 3/-- 3/CD 5/CJ 6/MNR 7/NK 1/RS 13/MO 12/NK 10/NK 9/OC 13/PD	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl _ _ case=nom|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg
333017991304339456	neutral	Bator in Sat . 1:  Zwischen Merkel und " The Voice " http://t.co/nx2651e8zu	Bator in Sat . @card@ zwischen Merkel und " The Voice " http://t.co/nx2651e8zu	NN APPR NE $. CARD APPR NE KON $( FM NN $( ADV	0/-- 1/MNR 2/NK 3/-- 11/NK 11/MO 6/NK 7/CD 8/-- 11/NK 4/-- 11/-- 11/CJ	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ _ case=dat|gender=neut|num=sg _ *=True *=True *=True _ _
332949310411001857	neutral	@gerhardmerz Sogar die FDP Schleswig - Holstein . Da können wir in Hessen lange drauf warten ... #hlt	@gerhardmerz sogar die FDP Schleswig - Holstein . da können wir in Hessen lange drauf warten ... #hlt	NN ADV ART NE NE $( NE $. ADV VMFIN PPER APPR NE ADV PAV VVINF $. ADJA	0/-- 5/MO 5/NK 5/PNC 1/-- 5/-- 1/-- 7/-- 10/MO 8/-- 10/SB 10/MO 12/NK 16/MO 16/NK 10/OC 16/-- 17/--	case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ case=dat|gender=neut|num=sg _ _ _ _ _
317818267924303874	neutral	@lieselm Ich bin nicht so der " Vereinstyp " , der musst Du aber sein , um in der Politik was zu werden ...	@lieselm ich sein nicht so die " Vereinstyp " , die müssen du aber sein , um in die Politik was zu werden ...	NN PPER VAFIN PTKNEG ADV ART $( NN $( $, PRELS VMFIN PPER ADV VAINF $, KOUI APPR ART NN PIS PTKZU VAINF $.	0/-- 3/SB 1/-- 3/NG 3/MO 8/NK 6/-- 3/PD 8/-- 9/-- 12/SB 3/CJ 12/SB 12/MO 12/OC 15/-- 23/CP 23/MO 20/NK 18/NK 23/PD 23/PM 12/MO 23/--	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg _ _ _
