311924950309163010	positive	Neuer Papst sogar ein sehr netter !! :) ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett !! :) ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJA ADJA NN PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 6/MO 6/NK 6/MO 7/PD 2/AG 10/VO 10/SB 7/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=masc|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|mood=subj|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
312111164526063619	positive	Welt feiert den neuen #Papst - Reaktionen auf #Franziskus Vor allem #US - Präsident Barack #Obama freute sich N24.de http://t.co/2oqyvRddtd -	Welt feiern die neu #Papst - Reaktion auf #Franziskus vor alle #US - Präsident Barack #Obama freuen sich N24.de http://t.co/2oqyvRddtd -	NN VVFIN ART ADJA NN $( NN APPR NN APPR PIS NN $( NN NN NN VVFIN PRF NE NE $(	2/SB 0/-- 5/NK 5/NK 2/OA 5/-- 5/APP 7/OP 8/NK 12/MO 10/NK 17/SB 12/-- 12/CJ 16/PNC 14/NK 7/PAR 17/OA 20/PNC 17/SB 20/--	case=nom|Sentiment::markable_178::Polarity=positive|gender=fem|Sentiment::markable_178::Sentiment=True|Sentiment::markable_178::Sarcasm=false|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_179::Source=True|Source::markable_179::Anaphref=empty EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|mood=ind|Sentiment::markable_178::Sentiment=True|EmoExpression::markable_180::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::Polarity=positive case=acc|Target::markable_182::Preferred=true|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_182::Anaphref=empty|num=sg|Target::markable_181::Anaphref=empty|Target::markable_182::Target=True|Target::markable_181::Preferred=true case=acc|num=sg|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|pos=True|Target::markable_182::Target=True case=acc|num=sg|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_182::Target=True _ case=nom|gender=fem|num=pl _ case=acc|gender=neut|num=sg Sentiment::markable_182::Sentiment=True|Sentiment::markable_182::Sarcasm=false|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Intensity=medium case=dat|gender=neut|num=sg|Sentiment::markable_182::Sentiment=True case=acc|Source::markable_183::Anaphref=empty|num=sg|gender=masc|Sentiment::markable_182::Sentiment=True|Source::markable_183::Source=True Sentiment::markable_182::Sentiment=True|Source::markable_183::Source=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True EmoExpression::markable_184::EmoExpression=True|mood=ind|EmoExpression::markable_184::Uncertain=false|pers=3|EmoExpression::markable_184::Polarity=positive|num=sg|tense=past|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::Intensity=medium|EmoExpression::markable_184::SubjectiveFact=false|Sentiment::markable_182::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
311906132929163266	positive	RT @cfuchs : + + + Eilmeldung : weißer Rauch steigt auf + + + Der neue Papst brennt + + +	RT @cfuchs : + + + Eilmeldung : weiß Rauch steigen auf + + + die neu Papst brennen + + +	NE NN $. KON KON KON NN $. ADJA NN VVFIN PTKVZ KON KON KON ART ADJA NN VVFIN KON KON KON	2/SB 0/-- 2/-- 11/JU 4/CD 5/CD 6/CJ 7/-- 10/NK 11/SB 3/-- 11/SVP 15/CD 13/CD 11/CD 18/NK 18/NK 19/SB 15/CJ 19/MO 20/CD 21/CD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_10408108::Uncertain=false|gender=masc|EmoExpression::markable_10408108::Intensity=medium|pos=True|num=sg|EmoExpression::markable_10408108::Sarcasm=false|EmoExpression::markable_10408108::EmoExpression=True|EmoExpression::markable_10408108::SubjectiveFact=false|EmoExpression::markable_10408108::Polarity=positive case=nom|gender=masc|EmoExpression::markable_10408108::EmoExpression=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
311804248428015616	negative	Die feministische Philosophin Mary Daly ( 1928-2010 ) , Autorin d. Buches " Jenseits von Gottvater , Sohn &amp; Co . : Papst ist Dealer d größten Lügen .	die feministisch Philosophin Mary Daly ( @card@ ) , Autorin d. Buch " Jenseits von Gottvater , Sohn &amp; Co . : Papst sein Dealer d groß Lüge|Lügen .	ART ADJA NN NE NE $( CARD $( $, NN ART NN $( NN APPR NN $, NN $( NN $. $. NN VAFIN NN ADJA ADJA NN $.	3/NK 3/NK 0/-- 5/PNC 3/NK 5/-- 3/PAR 7/-- 8/-- 3/CJ 12/NK 10/AG 12/-- 12/NK 14/PG 15/NK 16/-- 10/CJ 18/-- 18/PAR 20/-- 23/-- 24/SB 21/-- 24/SB 24/MO 28/NK 24/PD 28/--	case=nom|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Polarity=negative|gender=fem|Source::markable_187::Anaphref=empty|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Intensity=strong|Sentiment::markable_186::Sentiment=True case=nom|num=sg|Source::markable_187::Source=True|gender=fem|pos=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=dat|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|*=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|*=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=nom|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=masc|Target::markable_188::Anaphref=empty|Sentiment::markable_186::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=gen|Intensifier::markable_190::Degree=strong|Intensifier::markable_190::Intensifier=True|gender=fem|num=pl|sup=True|Intensifier::markable_190::EmoExpressionRef=emo-expression:markable_189|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_189::EmoExpression=True|gender=fem|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=pl|EmoExpression::markable_189::Intensity=medium|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True
311909371716186112	neutral	Neuer Papst ? Naja , das wird mein Leben jetzt auch nicht verändern .	neu Papst ? Naja , die werden mein Leben jetzt auch nicht verändern .	ADJA NN $. NN $, PDS VAFIN PPOSAT NN ADV ADV PTKNEG VVINF $.	2/NK 0/-- 2/-- 6/RE 4/-- 7/SB 3/-- 9/NK 13/OA 13/MO 13/MO 13/NG 7/OC 13/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ _ _
311914215692722176	positive	Konklave : Ein neuer Papst ist gewählt : Weißer Rauch aus dem Schornstein der Sixtinischen Kapelle - im fünften ... http://t.co/MXhh3fzVY3	Konklave : eine neu Papst sein wählen : weiß Rauch aus die Schornstein die Sixtinische Kapelle - in fünft ... http://t.co/MXhh3fzVY3	NN $. ART ADJA NN VAFIN VVPP $. ADJA NN APPR ART NN ART NN NN $( APPRART ADJA $. CARD	6/PAR 1/-- 5/NK 5/NK 6/SB 0/-- 6/PD 7/-- 10/NK 6/PD 10/MNR 13/NK 11/NK 15/NK 13/AG 15/NK 16/-- 6/MO 18/NK 19/-- 20/--	case=nom|gender=neut|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|EmoExpression::markable_10408114::Intensity=medium|EmoExpression::markable_10408114::Uncertain=false|EmoExpression::markable_10408114::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_10408114::EmoExpression=True|num=sg|EmoExpression::markable_10408114::Sarcasm=false|EmoExpression::markable_10408114::Polarity=positive case=acc|gender=masc|num=sg|EmoExpression::markable_10408114::EmoExpression=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ _
311929714749104128	positive	RT @scusiO : Die mit dem langsamen Internet , posten jetzt noch etwa eine Stunde , wer der neue Papst ist ...	RT @scusiO : die mit die langsam Internet , posten jetzt noch etwa eine Stunde , wer die neu Papst sein ...	NE NE $. ART APPR ART ADJA NN $, VVFIN ADV ADV ADV ART NN $, PWS ART ADJA NN VAFIN $.	2/PNC 0/-- 2/-- 10/SB 4/MNR 8/NK 8/NK 5/NK 8/-- 3/-- 10/MO 10/MO 15/MO 15/NK 10/OA 15/-- 21/SB 20/NK 20/NK 21/PD 15/OC 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10408109::Intensity=medium|gender=masc|EmoExpression::markable_10408109::Sarcasm=false|EmoExpression::markable_10408109::EmoExpression=True|pos=True|EmoExpression::markable_10408109::Polarity=positive|num=sg|EmoExpression::markable_10408109::SubjectiveFact=true|EmoExpression::markable_10408109::Uncertain=false case=dat|gender=masc|num=sg _ sup=True _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311912549547393024	negative	Mir ist es eigentlich egal wer der neue Papst ist .	Mir sein es eigentlich egal wer die neu Papst sein .	NN VAFIN PPER ADV ADJD PWS ART ADJA NN VAFIN $.	2/PD 0/-- 2/SB 2/MO 2/PD 10/SB 9/NK 9/NK 10/PD 3/RE 10/--	case=nom|Sentiment::markable_191::Polarity=negative|Sentiment::markable_191::Sarcasm=false|gender=masc|Source::markable_192::Source=True|Sentiment::markable_191::Sentiment=True|Sentiment::markable_191::Intensity=weak|num=sg|Source::markable_192::Anaphref=empty pers=3|Sentiment::markable_191::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_191::Sentiment=True|pers=3 Sentiment::markable_191::Sentiment=True EmoExpression::markable_193::Sarcasm=false|EmoExpression::markable_193::Uncertain=false|EmoExpression::markable_193::Polarity=negative|Sentiment::markable_191::Sentiment=True|EmoExpression::markable_193::EmoExpression=True|EmoExpression::markable_193::SubjectiveFact=false|EmoExpression::markable_193::Intensity=weak case=nom|gender=masc|num=sg|Sentiment::markable_191::Sentiment=True case=nom|Target::markable_194::Anaphref=empty|num=sg|gender=masc|Sentiment::markable_191::Sentiment=True|Target::markable_194::Target=True|Target::markable_194::Preferred=true case=nom|num=sg|gender=masc|Sentiment::markable_191::Sentiment=True|Target::markable_194::Target=True|pos=True case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_191::Sentiment=True pers=3|Sentiment::markable_191::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_191::Sentiment=True
312119058478813186	negative	Der Postillon : #Überraschung ! Katholische Kirche wählt alten , konservativen weißen Mann zum #Papst http://t.co/vFaaKb0zAe #aufschrei	die Postillon : #Überraschung ! katholisch Kirche wählen alt , konservativ weiß Mann zu #Papst http://t.co/vFaaKb0zAe #aufschrei	ART NN $. NN $. ADJA NN VVFIN ADJA $, ADJA ADJA NN APPRART NN NN NN	2/NK 0/-- 2/-- 2/SB 4/-- 7/NK 8/SB 5/-- 13/NK 9/-- 9/CJ 13/NK 8/OA 8/MO 14/NK 15/NK 8/OA	case=nom|Sentiment::markable_195::Sarcasm=true|num=sg|Sentiment::markable_195::Polarity=negative|gender=masc|Sentiment::markable_195::Intensity=medium|Sentiment::markable_195::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_195::Sentiment=True Sentiment::markable_195::Sentiment=True EmoExpression::markable_196::Polarity=positive|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::EmoExpression=True|EmoExpression::markable_196::Sarcasm=true|pos=True|EmoExpression::markable_196::SubjectiveFact=true|EmoExpression::markable_196::Uncertain=false|Sentiment::markable_195::Sentiment=True Sentiment::markable_195::Sentiment=True case=nom|gender=fem|pos=True|num=sg|Target::markable_197::Target=True|Target::markable_197::Preferred=true|Target::markable_197::Anaphref=empty|Sentiment::markable_195::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True EmoExpression::markable_10408115::SubjectiveFact=true|mood=ind|EmoExpression::markable_10408115::Polarity=positive|Target::markable_197::Target=True|pers=3|EmoExpression::markable_10408115::Intensity=medium|EmoExpression::markable_10408115::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_10408115::Uncertain=false|Sentiment::markable_195::Sentiment=True|EmoExpression::markable_10408115::EmoExpression=True case=acc|EmoExpression::markable_198::SubjectiveFact=true|gender=masc|pos=True|EmoExpression::markable_198::Polarity=negative|EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::Uncertain=false|num=sg|EmoExpression::markable_198::Sarcasm=false|Target::markable_197::Target=True|EmoExpression::markable_198::EmoExpression=True|Sentiment::markable_195::Sentiment=True Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_199::Polarity=negative|EmoExpression::markable_199::SubjectiveFact=true|num=pl|EmoExpression::markable_199::Intensity=medium|Target::markable_197::Target=True|EmoExpression::markable_199::Uncertain=false|Sentiment::markable_195::Sentiment=True case=dat|num=pl|gender=masc|Target::markable_197::Target=True|pos=True|Sentiment::markable_195::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_197::Target=True|Sentiment::markable_195::Sentiment=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_10408110::Uncertain=false|gender=fem|EmoExpression::markable_10408110::EmoExpression=True|EmoExpression::markable_10408110::SubjectiveFact=false|num=sg|EmoExpression::markable_10408110::Intensity=medium|EmoExpression::markable_10408110::Polarity=negative|EmoExpression::markable_10408110::Sarcasm=false
311905070973337601	positive	RT @msulzbacher : Hoffentlich wieder einer aus Star Wars #Papst	RT @msulzbacher : hoffentlich wieder eine aus Star Wars #Papst	NE NN $. ADV ADV ART APPR NN NE NN	2/SB 0/-- 2/-- 5/MO 6/MO 3/-- 6/MNR 10/AG 8/NK 7/NK	case=nom|*=True|num=sg comp=True _ EmoExpression::markable_10408111::EmoExpression=True|EmoExpression::markable_10408111::Intensity=medium|EmoExpression::markable_10408111::Sarcasm=false|EmoExpression::markable_10408111::Uncertain=false|EmoExpression::markable_10408111::Polarity=positive|EmoExpression::markable_10408111::SubjectiveFact=false _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
311944865950867457	negative	RT @Ninenya : In Argentinien ist seit 2 Jahren Ehe zwischen Homosexuellen erlaubt und der neue , homophobe Papst kommt aus Argentinien . Fi ...	RT @Ninenya : in Argentinien sein seit 2 Jahr Ehe zwischen Homosexuelle erlauben und die neu , homophobe Papst kommen aus Argentinien . Fi ...	NE NN $. APPR NE VAFIN APPR CARD NN NN APPR NN VVPP KON ART ADJA $, ADJA NN VVFIN APPR NE $. VVFIN $.	2/SB 0/-- 2/-- 13/MO 4/NK 3/-- 13/MO 9/NK 7/NK 9/NK 13/MO 11/NK 6/OC 6/CD 19/NK 19/NK 16/-- 16/CJ 20/SB 14/CJ 20/MO 21/NK 22/-- 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=pl case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|EmoExpression::markable_10408112::SubjectiveFact=false|EmoExpression::markable_10408112::Intensity=medium|gender=masc|pos=True|EmoExpression::markable_10408112::EmoExpression=True|num=sg|EmoExpression::markable_10408112::Polarity=negative|EmoExpression::markable_10408112::Uncertain=false|EmoExpression::markable_10408112::Sarcasm=false case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _ _
311838784222277632	negative	Papst Joh . Paul II. erklärte am 7.11 . 80,  die Frauenbeweg. stünde der Mutterschaft entgeg . , also kein Bröselchen Rationalität für Unterworfene	Papst Joh . Paul II. erklären an @card@ . @card@ die Frauenbeweg. stehen die Mutterschaft entgeg . , also keine Bröselchen Rationalität für unterworfen	NN NE $. NE NE VVFIN APPRART CARD $. CARD ART NN VVFIN ART NN NN $. $, ADV PIAT NN NN APPR ADJA	0/-- 1/NK 2/-- 5/PNC 6/SB 3/-- 6/MO 7/NK 8/-- 8/PD 12/NK 13/SB 6/OC 15/NK 13/DA 15/NK 16/-- 19/-- 21/MO 21/NK 17/-- 21/NK 21/MNR 23/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg *=True pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_10408113::Sarcasm=false|gender=neut|EmoExpression::markable_10408113::EmoExpression=True|num=sg|EmoExpression::markable_10408113::Uncertain=false|EmoExpression::markable_10408113::SubjectiveFact=false|EmoExpression::markable_10408113::Polarity=negative|EmoExpression::markable_10408113::Intensity=medium case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl
311985616621559808	positive	#Sport | Franziskus : Der neue Papst ist Fußballfan von San Lorenzo : Argentinien jubelt über seinen neuen Promi ... http://t.co/Yvp5SgDBRX	#Sport | Franziskus : die neu Papst sein Fußballfan von San Lorenzo : Argentinien jubeln über sein neu Promi ... http://t.co/Yvp5SgDBRX	NN XY NE $. ART ADJA NN VAFIN NN APPR NE NE $. NE VVFIN APPR PPOSAT ADJA NN $. NN	3/PNC 0/-- 0/-- 3/-- 7/NK 7/NK 8/SB 3/RS 8/PD 9/PG 12/PNC 10/NK 12/-- 15/SB 8/CJ 15/OP 19/NK 19/NK 16/NK 19/-- 20/--	_ _ case=gen|gender=neut|num=sg _ case=nom|Sentiment::markable_201::Polarity=positive|Sentiment::markable_201::Sarcasm=false|gender=masc|Sentiment::markable_201::Sentiment=True|Source::markable_202::Anaphref=empty|Sentiment::markable_201::Intensity=medium|num=sg|Source::markable_202::Source=True case=nom|num=sg|Sentiment::markable_201::Sentiment=True|gender=masc|Source::markable_202::Source=True|pos=True case=nom|gender=masc|Source::markable_202::Source=True|num=sg|Sentiment::markable_201::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_201::Sentiment=True case=nom|EmoExpression::markable_203::Sarcasm=false|EmoExpression::markable_203::Uncertain=false|EmoExpression::markable_203::Polarity=positive|gender=masc|Sentiment::markable_201::Sentiment=True|EmoExpression::markable_203::SubjectiveFact=false|num=sg|EmoExpression::markable_203::Intensity=medium|EmoExpression::markable_203::EmoExpression=True Sentiment::markable_201::Sentiment=True Target::markable_204::Anaphref=empty|*=True|Target::markable_204::Target=True|Sentiment::markable_201::Sentiment=True|Target::markable_204::Preferred=true case=dat|gender=neut|num=sg|Target::markable_204::Target=True|Sentiment::markable_201::Sentiment=True _ case=nom|Sentiment::markable_205::Sarcasm=false|Source::markable_206::Source=True|Sentiment::markable_205::Polarity=positive|gender=neut|num=sg|Source::markable_206::Anaphref=empty|Sentiment::markable_205::Intensity=medium|Sentiment::markable_205::Sentiment=True mood=ind|EmoExpression::markable_207::Uncertain=false|EmoExpression::markable_207::EmoExpression=True|pers=3|EmoExpression::markable_207::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_207::Sarcasm=false|EmoExpression::markable_207::Intensity=medium|EmoExpression::markable_207::SubjectiveFact=false|Sentiment::markable_205::Sentiment=True Sentiment::markable_205::Sentiment=True case=acc|num=sg|Target::markable_208::Anaphref=empty|Target::markable_208::Preferred=true|Target::markable_208::Target=True|gender=masc|Sentiment::markable_205::Sentiment=True case=acc|num=sg|Target::markable_208::Target=True|gender=masc|pos=True|Sentiment::markable_205::Sentiment=True case=acc|gender=masc|Target::markable_208::Target=True|num=sg|Sentiment::markable_205::Sentiment=True _ case=nom|gender=fem|num=sg
311917949160144896	neutral	RT @wmde18119 : War eigentlich schon mal ein #Papst in #Warnemünde ?	RT @wmde18119 : sein eigentlich schon mal eine #Papst in #Warnemünde ?	NE NN $. VAFIN ADV ADV ADV ART NN APPR NN $.	2/SB 0/-- 2/-- 3/-- 4/MO 7/MO 4/MO 9/NK 4/SB 9/MNR 10/NK 11/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _
311921764844335104	positive	@Weilmeier Mir wäre ein Protestant als Papst lieber gewesen .	@Weilmeier ich sein eine Protestant als Papst lieb sein .	NN PPER VAFIN ART NN KOKOM NN ADJD VAPP $.	0/-- 3/SB 1/-- 5/NK 3/PD 5/CD 6/NK 9/PD 3/OC 9/--	_ case=dat|Sentiment::markable_209::Sentiment=True|Source::markable_210::Source=True|*=True|Sentiment::markable_209::Sarcasm=false|pers=1|num=sg|Sentiment::markable_209::Intensity=medium|Sentiment::markable_209::Polarity=positive|Source::markable_210::Anaphref=empty pers=3|Sentiment::markable_209::Sentiment=True|num=sg|tense=past|mood=subj case=nom|num=sg|Target::markable_211::Target=True|gender=neut|Target::markable_211::Anaphref=empty|Sentiment::markable_209::Sentiment=True|Target::markable_211::Preferred=true case=nom|gender=neut|num=sg|Sentiment::markable_209::Sentiment=True|Target::markable_211::Target=True Sentiment::markable_209::Sentiment=True|Target::markable_211::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_209::Sentiment=True|Target::markable_211::Target=True EmoExpression::markable_212::Sarcasm=false|EmoExpression::markable_212::Intensity=medium|EmoExpression::markable_212::Uncertain=false|EmoExpression::markable_212::Polarity=positive|EmoExpression::markable_212::SubjectiveFact=false|Sentiment::markable_209::Sentiment=True|EmoExpression::markable_212::EmoExpression=True Sentiment::markable_209::Sentiment=True Sentiment::markable_209::Sentiment=True
