334042502166347776	positive	Obama ' s " red line " und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama ' s " red line " und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN $( NN $( NE ADJD $( KON NN $( ART NN APPR NE NE $( NE $(	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 9/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/--	_ _ _ _ _ _ _ _ case=dat|gender=masc|*=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
332967563271208960	positive	#Merkel Werbung MT @CocaCola_De : #Mutti ist die Beste ! Deshalb haben wir nen besonderen Automaten für den #Muttertag in #Berlin installiert :	#Merkel Werbung MT @CocaCola_De : #Mutti sein die Beste ! deshalb haben wir nen besonder Automat für die #Muttertag in #Berlin installieren :	NN NN ADJA NN $. NN VAFIN ART NN $. PAV VAFIN PPER ADJD ADJA NN APPR ART NN APPR NE VVPP $.	0/-- 1/NK 4/NK 1/SB 4/-- 7/SB 5/-- 9/NK 7/SB 9/-- 16/NK 10/-- 12/SB 15/MO 16/NK 22/OA 16/MNR 19/NK 17/NK 19/MNR 20/NK 12/OC 22/--	case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|Sentiment::markable_142::Sarcasm=false|Sentiment::markable_142::Polarity=positive|gender=neut|Target::markable_143::Target=True|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=strong|Target::markable_143::Preferred=true|Sentiment::markable_142::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_142::Sentiment=True case=nom|EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|gender=fem|EmoExpression::markable_144::SubjectiveFact=false|num=sg|EmoExpression::markable_144::Intensity=strong|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_142::Sentiment=True case=nom|gender=fem|num=sg|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _
334174681970114560	neutral	blackela : Bei dem heutigen Buchstaben R hatten die Beiden die Wahl zwischen Rasieren oder Reiten . Das Reiten mag ... http://t.co/BxQpGRN1yr	blackela : bei die heutig Buchstabe R haben die beide die Wahl zwischen Rasieren oder Reiten . die Reiten mögen ... http://t.co/BxQpGRN1yr	NE $. APPR ART ADJA NN NN VAFIN ART PIS ART NN APPR NN KON NN $. ART NN VMFIN $. NN	0/-- 1/-- 8/MO 6/NK 6/NK 3/NK 6/NK 1/RS 10/NK 8/SB 12/NK 8/OA 12/MNR 13/NK 14/CD 15/CJ 16/-- 19/NK 20/SB 17/-- 20/-- 21/--	case=nom|*=True|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl
326048761182822401	negative	Münchhausen - Check : Die Frauenlüge der SPD http://t.co/PTzFtjSKeX via @SPIEGELONLINE	Münchhausen - Check : die Frauenlüge die SPD http://t.co/PTzFtjSKeX via @SPIEGELONLINE	NN $( NN $. ART NN ART NE NN APPR NN	0/-- 1/-- 1/CJ 3/-- 6/NK 3/SB 8/NK 6/AG 8/NK 6/MNR 10/NK	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_145::Polarity=negative|Sentiment::markable_145::Intensity=medium|gender=fem|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg|Target::markable_146::Preferred=true|Target::markable_146::Anaphref=empty case=nom|EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|gender=fem|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|num=sg|EmoExpression::markable_147::EmoExpression=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True _ _ case=dat|gender=masc|num=sg
335124445947633664	positive	Für #Albania rockt der Abgeordnete der Piratenpartei . #esc2013	für #Albania rocken die Abgeordnete die Piratenpartei . #esc2013	APPR NN VVFIN ART NN ART NN $. CARD	3/MO 1/NK 0/-- 5/NK 3/SB 7/NK 5/AG 7/-- 8/--	Sentiment::markable_100500202::Polarity=positive|Sentiment::markable_100500202::Intensity=medium|Sentiment::markable_100500202::Sentiment=True|Sentiment::markable_100500202::Sarcasm=false case=acc|Target::markable_100500205::Anaphref=empty|num=sg|Target::markable_100500205::Preferred=true|Sentiment::markable_100500202::Sentiment=True|*=True|Target::markable_100500205::Target=True EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|mood=ind|EmoExpression::markable_100500204::SubjectiveFact=false|EmoExpression::markable_100500204::Polarity=positive|pers=3|EmoExpression::markable_100500204::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500202::Sentiment=True|EmoExpression::markable_100500204::Sarcasm=false case=nom|num=sg|Source::markable_100500203::Anaphref=empty|gender=masc|Sentiment::markable_100500202::Sentiment=True|Source::markable_100500203::Source=True case=nom|gender=masc|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True Sentiment::markable_100500202::Sentiment=True _
324971582109937664	mixed	Die Merkel . Zum k ***** ist so ein Politikstil doch . Das einzig sympathische an ihr , ist dass sie die Beschlüsse ... http://t.co/reKrKf62Y5	die Merkel . zu k ***** sein so eine Politikstil doch . die einzig sympathisch an ihr , sein dass sie die Beschluss ... http://t.co/reKrKf62Y5	ART NE $. APPRART ADJA NN VAFIN ADV ART NN ADV $. ART ADJD ADJA APPR PPER $, VAFIN KOUS PPER ART NN $. CARD	2/NK 0/-- 2/-- 7/MO 6/NK 4/NK 3/-- 10/MO 10/NK 7/SB 7/MO 11/-- 15/NK 15/MO 19/PD 15/MNR 16/NK 17/-- 12/-- 21/CP 19/SB 23/NK 19/PD 23/-- 24/--	case=nom|num=sg|Target::markable_100500206::Anaphref=empty|gender=fem|Target::markable_100500206::Preferred=true|Target::markable_100500206::Target=True case=nom|gender=fem|num=sg|Target::markable_100500206::Target=True _ case=dat|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Intensity=strong|gender=masc|EmoExpression::markable_150::Intensity=strong|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=negative|num=sg|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=negative EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Sentiment=True|*=True|pos=True case=dat|gender=masc|num=sg|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Sentiment=True pers=3|Sentiment::markable_148::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_148::Sentiment=True|Target::markable_149::Target=True|Target::markable_149::Preferred=true|Target::markable_149::Anaphref=empty case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True case=nom|Sentiment::markable_100500208::Intensity=medium|num=sg|Sentiment::markable_100500208::Sarcasm=false|Sentiment::markable_100500208::Sentiment=True|gender=neut|Sentiment::markable_100500208::Polarity=positive Sentiment::markable_100500208::Sentiment=True|pos=True case=nom|EmoExpression::markable_152::Polarity=positive|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|Sentiment::markable_100500208::Sentiment=True|gender=neut|pos=True|num=sg|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false Sentiment::markable_100500208::Sentiment=True case=dat|Target::markable_100500207::Anaphref=markable_100500206|Sentiment::markable_100500208::Sentiment=True|gender=fem|Target::markable_100500207::Preferred=true|Target::markable_100500207::Target=True|pers=3|num=sg Sentiment::markable_100500208::Sentiment=True pers=3|Sentiment::markable_100500208::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500208::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500208::Sentiment=True|pers=3 case=acc|gender=masc|num=pl|Sentiment::markable_100500208::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500208::Sentiment=True _ _
322842373275148288	neutral	Ich vermute , das kommende wird das letzte Bundestagswahl für die #fdp http://t.co/YFwuJaK625	ich vermuten , die kommend werden die letzt Bundestagswahl für die #fdp http://t.co/YFwuJaK625	PPER VVFIN $, ART ADJA VAFIN ART ADJA NN APPR ART NN CARD	2/SB 0/-- 2/-- 5/NK 6/SB 2/OC 9/NK 9/NK 6/SB 9/MNR 12/NK 10/NK 12/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
337292411543896064	neutral	@SteinbachErika @Die_Gruenen @insm deshalb : alle Bundestagsdebatten absetzen , bevor die Grünen nicht ihre Vergangenheit aufgearbeitet haben !	@SteinbachErika @Die_Gruenen @insm deshalb : alle Bundestagsdebatte absetzen , bevor die Grüne nicht ihr Vergangenheit aufarbeiten haben !	NN ADJA NN PAV $. PIAT NN VVINF $, KOUS ART NN PTKNEG PPOSAT NN VVPP VAFIN $.	0/-- 1/-- 2/-- 8/NK 4/NK 7/NK 8/OA 3/-- 8/-- 17/CP 12/NK 17/SB 16/NG 15/NK 16/OA 17/OC 8/MO 17/--	case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl|pos=True _ _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _
318241268637523968	neutral	Lammert bei größerem Bundestag für Neuregelung von Wahlrecht - http://t.co/8LXaGZEfr8	Lammert bei groß Bundestag für Neuregelung von Wahlrecht - http://t.co/8LXaGZEfr8	NE APPR ADJA NN APPR NN APPR NN $( CARD	0/-- 1/MO 4/NK 2/NK 4/MNR 5/NK 6/PG 7/NK 8/-- 4/PAR	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _
324753989965053952	positive	Nordkorea will mit Südkorea und den USA reden : Nach wochenlangen Kriegsdrohungen hat Nordkorea Bedingungen für ... http://t.co/RqyFhgKvkA	Nordkorea wollen mit Südkorea und die USA reden : nach wochenlang Kriegsdrohung haben Nordkorea Bedingung für ... http://t.co/RqyFhgKvkA	NE VMFIN APPR NE KON ART NE VVINF $. APPR ADJA NN VAFIN NE NN APPR $. NE	2/SB 0/-- 8/OP 3/NK 4/CD 7/NK 5/CJ 2/OC 8/-- 13/MO 12/NK 10/NK 8/OC 13/SB 13/OA 15/MNR 16/-- 17/--	case=nom|gender=neut|Source::markable_100500211::Source=True|Sentiment::markable_100500210::Intensity=medium|Sentiment::markable_100500210::Sentiment=True|Source::markable_100500211::Anaphref=empty|num=sg|Sentiment::markable_100500210::Sarcasm=false|Sentiment::markable_100500210::Polarity=positive mood=ind|EmoExpression::markable_100500212::Intensity=medium|EmoExpression::markable_100500212::SubjectiveFact=false|EmoExpression::markable_100500212::EmoExpression=True|pers=3|EmoExpression::markable_100500212::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_100500212::Sarcasm=false|Sentiment::markable_100500210::Sentiment=True|EmoExpression::markable_100500212::Polarity=positive Target::markable_100500213::Anaphref=empty|Target::markable_100500213::Target=True|Target::markable_100500213::Preferred=true|Sentiment::markable_100500210::Sentiment=True case=dat|gender=neut|Target::markable_100500213::Target=True|num=sg|Sentiment::markable_100500210::Sentiment=True Target::markable_100500213::Target=True|Sentiment::markable_100500210::Sentiment=True case=dat|*=True|Target::markable_100500213::Target=True|num=pl|Sentiment::markable_100500210::Sentiment=True case=dat|*=True|Target::markable_100500213::Target=True|num=pl|Sentiment::markable_100500210::Sentiment=True Target::markable_100500213::Target=True|Sentiment::markable_100500210::Sentiment=True _ _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::SubjectiveFact=true|gender=neut|EmoExpression::markable_100500223::Polarity=negative|num=sg|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=medium case=acc|gender=fem|num=pl _ _ _
333668713108754433	neutral	@klyonrad dass die piratenpartei beschlossen hat , dass die grüne jugend ihre zweite jugendorganisation ist .	@klyonrad dass die piratenpartei beschließen haben , dass die grün Jugend ihr zweit Jugendorganisation sein .	NN KOUS ART NN VVPP VAFIN $, KOUS ART ADJA NN PPOSAT ADJA NN VAFIN $.	0/-- 6/CP 4/NK 6/SB 6/OC 1/-- 6/-- 15/CP 11/NK 11/NK 15/SB 14/NK 14/NK 15/PD 6/CJ 15/--	case=nom|gender=neut|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
320066300351221760	positive	CDU - Fraktion : Der K ( r ) ampf geht weiter : Weißer Rauch ist noch nicht aus der CDU - Fraktionszentrale gen Himmel g ... http://t.co/m9WgySMMpb	CDU - Fraktion : die K ( r ) ampf gehen weiter : weiß Rauch sein noch nicht aus die CDU - Fraktionszentrale gen Himmel g ... http://t.co/m9WgySMMpb	NE $( NN $. ART NN $( FM $( NN VVFIN PTKVZ $. ADJA NN VAFIN ADV PTKNEG APPR ART NE $( NN APPR NN NN $. NN	3/SB 1/-- 11/PD 3/-- 6/NK 11/SB 6/-- 6/APP 8/-- 8/APP 0/-- 11/SVP 12/-- 15/NK 16/SB 11/CJ 18/MO 16/NG 16/MO 21/NK 19/NK 21/-- 16/APP 23/MNR 24/NK 25/NK 26/-- 23/CJ	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|EmoExpression::markable_100500224::Uncertain=false|gender=masc|EmoExpression::markable_100500224::Intensity=medium|pos=True|EmoExpression::markable_100500224::SubjectiveFact=true|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::Polarity=positive|num=sg|EmoExpression::markable_100500224::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_100500224::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg
333447020146745344	neutral	Parteien : Stegner ( SPD ): Merkel soll ihre DDR - Vergangenheit erklären - http://t.co/XFXnbjupCm	Partei : Stegner ( SPD ): Merkel sollen ihr DDR - Vergangenheit erklären - http://t.co/XFXnbjupCm	NN $. NN $( NE NN NE VMFIN PPOSAT NE $( NN VVFIN $( VVIMP	8/SB 1/-- 1/SB 3/-- 6/NK 3/APP 6/NK 0/-- 12/NK 12/NK 10/-- 13/OA 8/OC 13/-- 13/PAR	case=nom|gender=fem|num=pl _ case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ _
334145509457555456	neutral	FDP - Politiker Max Stadler stirbt beim Golfspiel http://t.co/2BfThMyXIW	FDP - Politiker Max Stadler sterben bei Golfspiel http://t.co/2BfThMyXIW	NE $( NN NE NN VVFIN APPRART NN NN	6/SB 1/-- 1/CJ 5/PNC 3/NK 0/-- 6/MO 7/NK 6/OA	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
334785638803046401	positive	* hihi * - bei Plusminus läuft gerade ein Bericht über Schweizer , die Schwarzkontern in Deutschland aufmachen ... eat this , Merkel !	* hihi * - bei Plusminus laufen gerade eine Bericht über Schweizer , die Schwarzkontern in Deutschland aufmachen ... eat this , Merkel !	XY NN XY $( APPR NN VVFIN ADV ART NN APPR NN $, ART NN APPR NE VVFIN $. NN NE $, NE $.	0/-- 7/SB 0/-- 3/-- 2/MNR 5/NK 0/-- 7/MO 10/NK 7/SB 10/OP 11/NK 12/-- 18/SB 18/SB 15/MNR 16/NK 12/RC 18/-- 19/-- 23/PNC 21/-- 20/NK 23/--	EmoExpression::markable_100500209::Sarcasm=false|EmoExpression::markable_100500209::SubjectiveFact=false|EmoExpression::markable_100500209::EmoExpression=True|EmoExpression::markable_100500209::Uncertain=false|EmoExpression::markable_100500209::Polarity=positive|EmoExpression::markable_100500209::Intensity=medium EmoExpression::markable_100500209::EmoExpression=True EmoExpression::markable_100500209::EmoExpression=True _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=pl _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
324967592798351360	neutral	#spd Feuerwehrtour im Mannheimer Süden am Samstag , 20.4 . : Wie sieht es bei den Feuerwachen vor Ort ... http://t.co/J1oaAFvCvU #Mannheim	#spd Feuerwehrtour in Mannheimer Süden an Samstag , @card@ . : wie sehen es bei die Feuerwache vor Ort ... http://t.co/J1oaAFvCvU #Mannheim	ADJA NN APPRART NN NN APPRART NN $, CARD $. $. KOUS VVFIN PPER APPR ART NN APPR NN $. NN NN	2/NK 13/PD 2/MNR 3/NK 4/NK 4/MNR 6/NK 7/-- 7/CJ 9/-- 10/-- 13/MO 0/-- 13/EP 13/MO 17/NK 15/NK 17/MNR 18/NK 19/-- 20/-- 21/NK	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
317468375167168513	positive	@Marvster77 Die linke Keimzelle in der @GrueneJugendNRW , also auch du ! ;)	@Marvster77 die links Keimzelle in die @GrueneJugendNRW , also auch du ! ;)	NN ART ADJA NN APPR ART NN $, ADV ADV PPER $. ADJA	0/-- 4/NK 4/NK 1/-- 4/MNR 7/NK 5/NK 9/-- 11/MO 11/MO 7/-- 11/-- 12/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=nom|*=True|num=sg|pers=2 _ EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::Polarity=positive|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::Intensity=medium|EmoExpression::markable_155::EmoExpression=True
