373986383125176320	positive	@_JennyGER_ das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist :-)	@_JennyGER_ die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein :-)	NN ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN $(	0/-- 5/NK 5/NK 5/NK 16/SB 16/PD 16/SB 16/MO 8/UC 16/CP 10/-- 11/-- 16/SB 13/-- 14/-- 1/-- 16/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
381136103035924480	negative	RT @manniac : Meine Wahl - Empfehlung für Sonntag : Bitte alles , nur keine CDU / CSU oder andere rechtsgerichtete Parteien , wie NPD oder AfD .	RT @manniac : mein Wahl - Empfehlung für Sonntag : Bitte alle , nur keine CDU / CSU oder andere rechtsgerichtet Partei , wie NPD oder AfD .	NE NN $. PPOSAT NN $( NN APPR NN $. ADV PIS $, ADV PIAT NE $( NE KON PIS ADJA NN $, KOUS NE KON NE $.	2/SB 0/-- 2/-- 5/NK 3/-- 5/-- 5/APP 7/MNR 8/NK 9/-- 16/MO 16/NK 12/-- 15/MO 16/NK 7/PAR 16/-- 16/CJ 16/CD 22/NK 22/NK 19/CJ 22/-- 25/MO 22/CC 25/CD 26/CJ 27/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_100500366::Sentiment=True|Sentiment::markable_100500366::Sarcasm=false|Sentiment::markable_100500366::Intensity=medium|*=True|Source::markable_100500367::Source=True|Sentiment::markable_100500366::Polarity=negative|num=sg|Source::markable_100500367::Anaphref=empty Sentiment::markable_100500366::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500366::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True case=nom|EmoExpression::markable_100500368::EmoExpression=True|Sentiment::markable_100500366::Sentiment=True|gender=fem|EmoExpression::markable_100500368::Sarcasm=false|EmoExpression::markable_100500368::Uncertain=false|EmoExpression::markable_100500368::Polarity=positive|num=sg|EmoExpression::markable_100500368::Intensity=medium|EmoExpression::markable_100500368::SubjectiveFact=false Sentiment::markable_100500366::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True case=nom|num=sg|Sentiment::markable_100500366::Sentiment=True|Negation::markable_100500374::Negation=True|gender=fem|Negation::markable_100500374::EmoExpressionRef=empty case=nom|Target::markable_100500369::Anaphref=empty|num=sg|Sentiment::markable_100500366::Sentiment=True|gender=fem|Target::markable_100500369::Target=True|Target::markable_100500369::Preferred=true Sentiment::markable_100500366::Sentiment=True case=nom|Target::markable_100500370::Target=True|num=sg|Sentiment::markable_100500366::Sentiment=True|Target::markable_100500370::Anaphref=empty|gender=fem|Target::markable_100500370::Preferred=true Sentiment::markable_100500366::Sentiment=True case=acc|num=pl|Target::markable_100500371::Target=True|Sentiment::markable_100500366::Sentiment=True|Target::markable_100500371::Anaphref=empty|*=True|Target::markable_100500371::Preferred=true case=acc|num=pl|Target::markable_100500371::Target=True|Sentiment::markable_100500366::Sentiment=True|*=True|pos=True case=dat|gender=fem|num=pl|Target::markable_100500371::Target=True|Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True Sentiment::markable_100500366::Sentiment=True case=nom|num=sg|Target::markable_100500372::Anaphref=empty|Target::markable_100500372::Target=True|Sentiment::markable_100500366::Sentiment=True|*=True|Target::markable_100500372::Preferred=true Sentiment::markable_100500366::Sentiment=True case=nom|Target::markable_100500373::Target=True|num=sg|Target::markable_100500373::Preferred=true|Sentiment::markable_100500366::Sentiment=True|*=True|Target::markable_100500373::Anaphref=empty Sentiment::markable_100500366::Sentiment=True
347821350108413952	positive	RT @Andreas_Schwab : Jetzt im Gespräch mit den CDU Kandidatinnen und Kandidaten für die Europawahl . Ein Spitzenteam .	RT @Andreas_Schwab : jetzt in Gespräch mit die CDU Kandidatin und Kandidat für die Europawahl . eine Spitzenteam .	NE NE $. ADV APPRART NN APPR ART NE NN KON NN APPR ART NN $. ART NN $.	2/PNC 0/-- 2/-- 5/MO 10/CJ 5/NK 6/OP 9/NK 7/NK 3/-- 10/CD 11/CJ 10/MNR 15/NK 13/NK 15/-- 18/NK 16/-- 18/--	case=nom|*=True|num=sg case=nom|num=sg|Sentiment::markable_57::Intensity=strong|Sentiment::markable_57::Sarcasm=false|*=True|Sentiment::markable_57::Polarity=positive|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_57::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True case=dat|num=pl|Target::markable_100500375::Target=True|gender=neut|Target::markable_100500375::Preferred=true|Target::markable_100500375::Anaphref=empty|Sentiment::markable_57::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True case=nom|gender=fem|num=pl|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True Target::markable_100500375::Target=True|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True Target::markable_100500375::Target=True|Sentiment::markable_57::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_57::Sentiment=True|Target::markable_100500375::Target=True Sentiment::markable_57::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_57::Sentiment=True case=nom|EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::EmoExpression=True|gender=neut|EmoExpression::markable_59::Sarcasm=false|num=sg|EmoExpression::markable_59::Intensity=strong|EmoExpression::markable_59::SubjectiveFact=false|Sentiment::markable_57::Sentiment=True|EmoExpression::markable_59::Uncertain=false Sentiment::markable_57::Sentiment=True
381476954220032000	neutral	Allen , die den #piraten im Wahlkampf geholfen haben , vielen Dabk !	Allen , die die #piraten in Wahlkampf helfen haben , viele Dabk !	NE $, PRELS ART NN APPRART NN VVPP VAFIN $, PIAT NN $.	12/SB 1/-- 9/SB 5/NK 8/DA 8/MO 6/NK 9/OC 1/RC 9/-- 12/NK 0/-- 12/--	case=dat|*=True|num=pl _ case=nom|*=True|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|*=True|num=pl case=nom|gender=masc|num=sg _
378540907689046016	positive	@CDU_Brandenburg Auweia . Wenn das auch auf dem Wahlzettel steht , wird sich wohl jemand finden , der Wahl von Fischer anficht .	@CDU_Brandenburg Auweia . wenn die auch auf die Wahlzettel stehen , werden sich wohl jemand finden , die Wahl von Fischer anfechten .	NN NN $. KOUS PDS ADV APPR ART NN VVFIN $, VAFIN PRF ADV PIS VVINF $, ART NN APPR NE VVFIN $.	0/-- 1/-- 2/-- 10/CP 10/SB 7/MO 10/MO 9/NK 7/NK 16/MO 10/-- 3/-- 16/OA 16/MO 12/SB 12/OC 16/-- 22/SB 22/OA 19/PG 20/NK 16/RC 22/--	case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ Sentiment::markable_100500346::Polarity=positive|mood=ind|Sentiment::markable_100500346::Sarcasm=false|pers=3|Sentiment::markable_100500346::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500346::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_100500346::Sentiment=True Sentiment::markable_100500346::Sentiment=True case=nom|num=sg|Sentiment::markable_100500346::Sentiment=True|Source::markable_100500347::Anaphref=empty|gender=masc|Source::markable_100500347::Source=True Sentiment::markable_100500346::Sentiment=True Sentiment::markable_100500346::Sentiment=True case=dat|num=sg|Sentiment::markable_100500346::Sentiment=True|gender=fem|Source::markable_100500348::Source=True|Source::markable_100500348::Anaphref=markable_100500347 case=dat|Target::markable_100500349::Target=True|num=sg|Sentiment::markable_100500346::Sentiment=True|Target::markable_100500349::Anaphref=empty|gender=fem|Target::markable_100500349::Preferred=true Target::markable_100500349::Target=True|Sentiment::markable_100500346::Sentiment=True case=dat|*=True|Target::markable_100500349::Target=True|num=sg|Sentiment::markable_100500346::Sentiment=True EmoExpression::markable_100500350::Uncertain=false|EmoExpression::markable_100500350::Intensity=medium|mood=ind|EmoExpression::markable_100500350::Polarity=positive|EmoExpression::markable_100500350::EmoExpression=True|pers=3|num=sg|tense=pres|Sentiment::markable_100500346::Sentiment=True|EmoExpression::markable_100500350::SubjectiveFact=false|EmoExpression::markable_100500350::Sarcasm=false _
374500812892155904	neutral	Im #TVduell zur #BTW13 kein Wort zu bundesweite Volksabstimmungen , Direktwahl Bundespräsident oder Reform der EU . Deshalb : #FREIE WÄHLER .	in #TVduell zu #BTW13 keine Wort zu bundesweit Volksabstimmung , Direktwahl Bundespräsident oder Reform die EU . deshalb : #FREIE Wähler .	APPRART NN APPRART NN PIAT NN APPR ADJA NN $, NN NN KON NN ART NN $. PAV $. ADJA NN $.	6/MO 1/NK 6/MNR 3/NK 6/NK 0/-- 6/MNR 9/NK 7/NK 9/-- 6/CJ 11/NK 12/CD 13/CJ 16/NK 14/AG 16/-- 21/NK 17/-- 21/NK 17/-- 21/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ _ _ _ _
363381942391422976	neutral	Hab ne ' ' grüne Gesichtsmaske drauf . Wenn hier gleich wer lang geht ruf ich ; DIR ALIENS DIE ALIENS SIE KOMMEN !	Hab eine ' ' grün Gesichtsmaske drauf . wenn hier gleich wer lang gehen rufen ich ; du ALIENS die ALIENS sie kommen !	NN ART $( $( ADJA NN PAV $. KOUS ADV ADJD PWS ADJD VVFIN VVIMP PPER $. PPER NE ART NE PPER VVINF $.	0/-- 6/NK 2/-- 3/-- 6/NK 1/AG 2/NK 6/-- 14/CP 14/MO 13/MO 14/SB 14/MO 8/-- 14/MO 14/SB 16/-- 14/DA 14/SB 21/NK 14/DA 23/OA 14/OC 23/--	case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg _ _ case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl _ _ _ _ pos=True case=nom|gender=masc|num=sg pos=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=past|mood=ind case=acc|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
362995866031759360	neutral	@easyfinanz das werden sie wohl beim Verkauf von Schiffspapieren auch nicht herauszufinden können glaub ich ... #AfD	@easyfinanz die werden sie wohl bei Verkauf von Schiffspapier auch nicht herausfinden können glauben ich ... #AfD	NN PDS VAFIN PPER ADV APPRART NN APPR NN ADV PTKNEG VVIZU VMFIN VVIMP PPER $. ADJA	0/-- 12/OA 1/-- 3/SB 13/MO 12/MO 6/NK 7/PG 8/NK 12/MO 12/NG 13/OC 3/OC 4/NK 13/SB 15/-- 16/--	case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=pl _ _ _ pers=3|num=pl|tense=pres|mood=ind pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _
372692389737287680	positive	Leipziger Direktkandidaten zur Bundestagswahl : " Gute Wirtschaftspolitik ist das A und O für Leipzig " - Bettina ... http://t.co/3g0WUL83Oi	Leipziger Direktkandidat zu Bundestagswahl : " gut Wirtschaftspolitik sein die A und O für Leipzig " - Bettina ... http://t.co/3g0WUL83Oi	ADJA NN APPRART NN $. $( ADJA NN VAFIN ART NN KON NN APPR NE $( $( NE $. NN	2/NK 8/CJ 2/MNR 3/NK 4/-- 5/-- 8/NK 9/SB 0/-- 11/NK 9/SB 11/CD 12/CJ 11/MNR 14/NK 15/-- 16/-- 11/PAR 18/-- 19/--	*=True|pos=True case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|EmoExpression::markable_100500345::Sarcasm=false|gender=fem|EmoExpression::markable_100500345::SubjectiveFact=false|pos=True|EmoExpression::markable_100500345::Polarity=positive|num=sg|EmoExpression::markable_100500345::Uncertain=false|EmoExpression::markable_100500345::Intensity=medium|EmoExpression::markable_100500345::EmoExpression=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=pl
354955355429683201	neutral	@Burned_Bitch FDP - Programm , die FDP hat keins .	@Burned_Bitch FDP - Programm , die FDP haben keine .	NN NE $( NN $, PRELS NE VAFIN PIS $.	0/-- 7/PNC 2/-- 7/PNC 4/-- 7/NK 8/SB 1/-- 8/OA 9/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _
378391307531853824	neutral	@LaraFriese wann hast du denn in Schöneberg Wahlkampf gemacht ?	@LaraFriese wann haben du denn in Schöneberg Wahlkampf machen ?	NN PWAV VAFIN PPER ADV APPR NE NN VVPP $.	0/-- 9/MO 1/-- 3/SB 9/MO 9/MO 6/NK 9/OA 3/OC 9/--	case=nom|gender=fem|num=sg _ pers=2|num=sg|tense=pres|mood=ind *=True _ _ case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg _ _
378116264679317504	neutral	" Hiermit erkläre ich meinen Austritt aus der Partei . " - " Aber das hier sind doch die #Piraten ! "	" hiermit erklären ich mein Austritt aus die Partei . " - " aber die hier sein doch die #Piraten ! "	$( PAV VVFIN PPER PPOSAT NN APPR ART NN $. $( $( $( KON PDS ADV VAFIN ADV ART NN $. $(	3/-- 4/NK 0/-- 3/SB 6/NK 3/OA 6/MNR 9/NK 7/NK 9/-- 10/-- 14/-- 12/-- 17/JU 17/SB 15/MNR 11/-- 17/MO 20/NK 17/SB 20/-- 21/--	_ pers=3|num=sg|tense=pres|mood=ind pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ _ case=nom|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _
354312012869808128	positive	RT @alvar_f : Immerhin 20%  der CDU / CSU - Bundestags - Kandidaten waren schon 2009  dafür , das Zugangserschwerungsgesetz auszuweiten : http://t.co / …	RT @alvar_f : immerhin @card@ die CDU / CSU - Bundestag - Kandidat sein schon @card@ dafür , die Zugangserschwerungsgesetz ausweiten : http://t.co / …	NE NE $. ADV CARD ART NE $( NE $( NN $( NN VAFIN ADV CARD PAV $, ART NN VVIZU $. NE $( ADJA	2/PNC 0/-- 2/-- 5/MO 13/NK 7/NK 11/DA 7/-- 7/CJ 9/-- 5/AG 11/-- 14/SB 3/-- 16/MO 14/SB 9/NK 16/-- 20/NK 21/OA 23/OC 21/-- 14/CJ 23/-- 23/UC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_100500378::Sentiment=True|Sentiment::markable_100500378::Intensity=medium|Sentiment::markable_100500378::Polarity=positive|Sentiment::markable_100500378::Sarcasm=false Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Anaphref=empty|Source::markable_100500379::Source=True case=dat|gender=fem|num=sg|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True case=dat|gender=fem|num=sg|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True case=dat|gender=fem|num=sg|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True case=gen|gender=masc|num=sg|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True case=nom|gender=masc|num=pl|Sentiment::markable_100500378::Sentiment=True|Source::markable_100500379::Source=True EmoExpression::markable_100500380::EmoExpression=True|Sentiment::markable_100500378::Sentiment=True|mood=ind|EmoExpression::markable_100500380::SubjectiveFact=false|EmoExpression::markable_100500380::Uncertain=false|pers=3|num=pl|tense=past|EmoExpression::markable_100500380::Sarcasm=false|EmoExpression::markable_100500380::Intensity=medium|EmoExpression::markable_100500380::Polarity=positive Sentiment::markable_100500378::Sentiment=True Sentiment::markable_100500378::Sentiment=True EmoExpression::markable_100500380::EmoExpression=True|Sentiment::markable_100500378::Sentiment=True Sentiment::markable_100500378::Sentiment=True case=nom|Target::markable_100500381::Preferred=true|num=sg|Sentiment::markable_100500378::Sentiment=True|gender=neut|Target::markable_100500381::Target=True|Target::markable_100500381::Anaphref=empty case=nom|gender=neut|num=sg|Target::markable_100500381::Target=True|Sentiment::markable_100500378::Sentiment=True Sentiment::markable_100500378::Sentiment=True|Target::markable_100500381::Target=True _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True
378490947317014528	neutral	Wen wählen unsere Kinder ? - die U -18  Bundestagswahl im Stadtjugendring Leipzig http://t.co/7ecq7o9LN8	Wen wählen unser Kind ? - die U @card@ Bundestagswahl in Stadtjugendring Leipzig http://t.co/7ecq7o9LN8	NE VVFIN PPOSAT NN $. $( ART NN CARD NN APPRART NN NE CARD	2/SB 0/-- 4/NK 2/OA 4/-- 7/-- 10/NK 10/NK 10/NK 5/-- 10/MNR 11/NK 12/NK 13/PNC	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _
379337444585263104	mixed	RT @Der_Dutschi : Typisch , bei #Grüne . #SPD - #FDP - #CDU - #CSU - weiß man nie ob sie für oder gegen Kriegseinsätze sind , bei der LINKEN weiß man…	RT @Der_Dutschi : typisch , bei #Grüne . #SPD - #FDP - #CDU - #CSU - wissen man nie ob sie für oder gegen Kriegseinsatz sein , bei die links wissen man…	NE NN $. ADJD $, APPR NN $. ADJA $( NN $( NN $( NN $( VVFIN PIS ADV KOUS PPER APPR KON APPR NN VAFIN $, APPR ART ADJA VVFIN ADJA	2/SB 0/-- 2/-- 3/-- 4/-- 4/CJ 6/NK 7/-- 11/NK 9/-- 17/SB 11/-- 11/CJ 13/-- 13/CJ 15/-- 8/-- 17/SB 26/MO 26/CP 26/SB 26/MO 22/CD 23/CJ 22/NK 17/MO 26/-- 31/MO 30/NK 28/NK 17/CJ 31/SB	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ _ case=dat|gender=fem|num=sg _ _ _ pers=2|num=sg|mood=imp _ case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=pl|pers=3 EmoExpression::markable_100500376::SubjectiveFact=false|EmoExpression::markable_100500376::Polarity=positive|EmoExpression::markable_100500376::Sarcasm=false|EmoExpression::markable_100500376::Uncertain=false|EmoExpression::markable_100500376::EmoExpression=True|EmoExpression::markable_100500376::Intensity=medium _ _ case=acc|EmoExpression::markable_100500425::Sarcasm=false|EmoExpression::markable_100500425::EmoExpression=True|EmoExpression::markable_100500425::SubjectiveFact=true|gender=masc|EmoExpression::markable_100500425::Polarity=negative|num=pl|EmoExpression::markable_100500425::Uncertain=false|EmoExpression::markable_100500425::Intensity=medium pers=3|num=pl|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg
373848761862488064	positive	@aotto1968_2 verzieh dich #afd - will niemand , der was auf Menschenrechte gibt sehen und jetzt block @Duesenberg_ @dehsur	@aotto1968_2 verzeihen du #afd - wollen niemand , die was auf Menschenrecht geben sehen und jetzt blocken @Duesenberg_ @dehsur	CARD VVFIN PPER NN $( VMFIN PIS $, PRELS PIS APPR NN VVFIN VVFIN KON ADV VVIMP ADJA NN	0/-- 18/MO 2/SB 2/OA 4/-- 1/-- 6/SB 7/-- 14/SB 14/OA 14/MO 11/NK 14/MO 7/RC 14/CD 17/MO 15/CJ 6/MO 18/--	_ _ case=acc|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg _ case=acc|EmoExpression::markable_100500426::SubjectiveFact=true|EmoExpression::markable_100500426::Polarity=positive|gender=neut|EmoExpression::markable_100500426::Uncertain=false|EmoExpression::markable_100500426::Intensity=medium|EmoExpression::markable_100500426::EmoExpression=True|num=pl|EmoExpression::markable_100500426::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind _ _ _ pos=True pos=True case=nom|gender=fem|num=sg
378900636995051520	neutral	Sahra Wagenknecht spricht in Kassel vor ca. 600  Menschen . #LINKE http://t.co/sT4UpVKpN1	Sahra Wagenknecht sprechen in Kassel vor ca. @card@ Mensch . #LINKE http://t.co/sT4UpVKpN1	NE NN VVFIN APPR NE APPR ADV CARD NN $. NN CARD	2/AG 3/SB 0/-- 3/MO 4/NK 3/MO 8/MO 9/NK 6/NK 9/-- 10/-- 11/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=pl _ case=nom|gender=fem|num=sg _
378924237777797120	neutral	@do_nazifrei @derAfri @ER_MV Wir sind doch alle antifaschistisch bis hin zu CSU und Polizei - vermutlich sind die AFD heimliche Anarchisten	@do_nazifrei @derAfri @ER_MV wir sein doch alle antifaschistisch bis hin zu CSU und Polizei - vermutlich sein die AFD heimlich Anarchist	ADJD NN NE PPER VAFIN ADV PIAT ADJD KON ADV APPR NE KON NN $( ADV VAFIN ART NN ADJA NN	0/-- 1/-- 2/-- 5/SB 3/-- 5/MO 14/NK 5/PD 11/AC 11/MO 8/MO 11/NK 5/CD 13/CJ 14/-- 17/MO 13/RS 19/NK 17/SB 21/NK 17/PD	pos=True _ case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|*=True|num=pl pos=True _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=pl|pos=True case=acc|gender=masc|num=pl
