322366239513141248	positive	@knorx100 ja das stimmt , aber bislang hab ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV PDS VVFIN $, KON ADV VAIMP PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJA	0/-- 3/MO 4/SB 1/-- 4/-- 4/CD 17/MO 17/NK 17/SB 17/OA 13/MO 13/MO 17/NG 17/MO 16/NK 14/NK 18/MO 6/CJ	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=neut|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium
322114282189901826	neutral	Wie viele Einwohner hat Clingen ? http://t.co/oPusr3vql2	wie viele Einwohner haben Clingen ? http://t.co/oPusr3vql2	KOKOM PIAT NN VAFIN NN $. CARD	2/MO 3/NK 4/SB 0/-- 4/OA 5/-- 6/--	_ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ _
327324854003068929	neutral	Früh an einen Stück - &gt; Frühstücken ( Eingecheckt bei Mainufer Seligenstadt ) http://t.co/OWg68IIfju	früh an eine Stück - &gt; Frühstück ( einchecken bei Mainufer Seligenstadt ) http://t.co/OWg68IIfju	ADJD APPR ART NN $( $( NN $( VVPP APPR NN NN $( NN	9/MO 9/MO 4/NK 2/NK 4/-- 5/-- 4/PAR 7/-- 0/-- 9/MO 12/NK 10/NK 12/-- 12/CJ	pos=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl _ pos=True _ *=True|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg
328106596674719744	neutral	Ich habe 120  Nahrungseinheiten geerntet ! http://t.co/PgSxNXBqWl #android , #androidgames , #gameinsight	ich haben @card@ Nahrungseinheiten ernten ! http://t.co/PgSxNXBqWl #android , #androidgames , #gameinsight	PPER VAFIN CARD NN VVPP $. NN NN $, NN $, NN	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 6/-- 7/NK 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _
327981146690445313	neutral	* sing * Ich bin allein allein in der NTL .... Bei akutem Schlafmangel sollte man nicht twittern , oder ? ODER ?	* singen * ich sein allein allein in die NTL .... bei akut Schlafmangel sollen man nicht twittern , oder ? oder ?	XY VVIMP XY PPER VAFIN ADV ADV APPR ART NN NN APPR ADJA NN VMFIN PIS PTKNEG ADJD $, KON $. KON $.	0/-- 0/-- 0/-- 5/SB 0/-- 5/MO 8/MO 5/MO 10/NK 8/NK 10/NK 10/MNR 14/NK 12/NK 10/PAR 15/SB 5/NG 5/PD 18/-- 18/CD 20/CJ 21/-- 22/--	_ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ pos=True _ _ _ _ _
328239995192225792	negative	Die Nutten tragen heute wieder Gliedschatten .	die Nutte tragen heute wieder Gliedschatten .	ART NN VVFIN ADV ADV NN $.	2/NK 3/SB 0/-- 3/MO 3/MO 3/OA 6/--	case=nom|*=True|num=pl case=nom|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|*=True|num=pl|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl _
322349720745943040	neutral	Topthema im Social Web : " #Windows8 versagt auf der ganzen Linie " ( Quelle : @welt ) . #News-Übersicht auf #Virato http://t.co/Y1Vs6zsxfx #PC	Topthema in <UNKNOWN> Web : " #Windows8 versagen auf die ganz Linie " ( Quelle : @welt ) . #News-Übersicht auf #Virato http://t.co/Y1Vs6zsxfx #PC	NN APPRART ADJD NN $. $( NN VVFIN APPR ART ADJA NN $( $( NN $. NN $( $. NN APPR NN NN NE	8/SB 1/MNR 4/NK 2/NK 4/-- 5/-- 4/SB 0/-- 8/MO 12/NK 12/NK 9/NK 12/-- 13/-- 12/NK 15/-- 15/PD 19/-- 17/-- 19/-- 20/MNR 21/NK 22/NK 23/NK	case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg
323738473221746688	neutral	19- Jährige springt auf A1 aus fahrendem Auto . #nrw http://t.co/bxjzjCIwzn	19- Jährige springen auf A1 aus fahrend Auto . #nrw http://t.co/bxjzjCIwzn	TRUNC ADJA VVFIN APPR CARD APPR ADJA NN $. ADJA NN	2/CJ 3/SB 0/-- 3/MO 4/NK 3/MO 8/NK 6/NK 8/-- 11/NK 9/--	_ pers=3|num=sg|tense=pres|mood=subj pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _ _
327408786325270529	neutral	Urlaub ! - Mit Rucksack , Fahrrad , Motorrad , Auto , Zug , Flugzeug oder im Luxusabteil von Levitrans durch #Vietnam ! - http://t.co/BY5BrhNP5K	Urlaub ! - mit Rucksack , Fahrrad , Motorrad , Auto , Zug , Flugzeug oder in Luxusabteil von Levitrans durch #Vietnam ! - http://t.co/BY5BrhNP5K	NN $. $( APPR NN $, NN $, NN $, NN $, NN $, NN KON APPRART NN APPR NN APPR NE $. $( NN	0/-- 1/-- 4/-- 2/-- 4/NK 5/-- 5/CJ 7/-- 7/CJ 9/-- 9/CJ 11/-- 11/CJ 13/-- 13/CJ 4/CD 16/CJ 17/NK 18/PG 19/NK 18/MNR 21/NK 22/-- 25/-- 23/--	case=nom|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=pl _ case=acc|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg
322446566906544128	mixed	@MarzlRuza hör auf flubby anzugeilen , es reicht , dass sie uns auf blogtv nervt xDDD	@MarzlRuza hören auf flubby anzugeilen , es reichen , dass sie wir auf blogtv nerven xDDD	NN VVIMP APPR NN VVIZU $, PPER VVFIN $, KOUS PPER PRF APPR NE VVFIN ADJA	0/-- 8/MO 5/MO 3/NK 8/MO 5/-- 8/EP 1/-- 8/-- 15/CP 15/SB 15/OA 15/MO 13/NK 8/MO 15/MO	case=nom|gender=neut|num=sg _ _ case=acc|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Sarcasm=false|gender=fem|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=sg|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty EmoExpression::markable_184::Polarity=positive|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::SubjectiveFact=false|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::Uncertain=false|EmoExpression::markable_184::Intensity=medium|EmoExpression::markable_184::EmoExpression=True _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|Sentiment::markable_185::Polarity=negative|gender=fem|Sentiment::markable_185::Sentiment=True|Sentiment::markable_185::Sarcasm=false|pers=3|Sentiment::markable_185::Intensity=medium|num=sg|Target::markable_186::Target=True case=acc|pers=1|num=pl|Source::markable_187::Source=True|Sentiment::markable_185::Sentiment=True|Source::markable_187::Anaphref=empty Sentiment::markable_185::Sentiment=True case=acc|*=True|Sentiment::markable_185::Sentiment=True|num=sg mood=ind|EmoExpression::markable_188::SubjectiveFact=false|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_188::Uncertain=false|EmoExpression::markable_188::Polarity=positive|EmoExpression::markable_188::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::EmoExpression=True case=acc|EmoExpression::markable_189::EmoExpression=True|EmoExpression::markable_189::SubjectiveFact=false|*=True|EmoExpression::markable_189::Polarity=positive|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=sg|EmoExpression::markable_189::Intensity=strong
323671249731584001	neutral	Was sie will bekommt sie auc	was sie wollen bekommen sie auc	PIS PPER VMFIN VVFIN PPER NE	3/OA 3/SB 4/OC 0/-- 4/SB 4/OA	case=acc|gender=neut|num=sg case=acc|pers=3|*=True pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _
327453284564627456	neutral	Köprülü Canyon . Im Hinterland in der Türkei , mit Schnee auf den Bergen. http://t.co/nqmmntZ8Mu	Köprülü Canyon . in Hinterland in die Türkei , mit Schnee auf die Bergen. http://t.co/nqmmntZ8Mu	NE NE $. APPRART NN APPR ART NE $, APPR NN APPR ART NE NN	2/PNC 0/-- 2/-- 3/-- 4/NK 5/MNR 8/NK 6/NK 8/-- 4/MO 10/NK 4/MO 15/NK 15/NK 12/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg
328131520168615936	positive	@muellermanfred " @fsv_frankfurt : #fsvlive FSV - SGD 3:1 90.  +2 Schlusspfiff !! Der FSV gewinnt 3:1 ! ! ! "	@muellermanfred " @fsv_frankfurt : #fsvlive FSV - SGD @card@ @card@ +2 Schlusspfiff !! die FSV gewinnen @card@ ! ! ! "	NN $( NN $. NN NE $( NN CARD CARD CARD NN NN ART NE VVFIN CARD $. $. $. $(	0/-- 3/-- 1/-- 3/-- 4/-- 5/NK 6/-- 5/PAR 11/NMC 11/NMC 12/NK 8/OA 12/NK 15/NK 16/SB 13/-- 16/MO 17/-- 18/-- 19/-- 20/--	case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ gender=masc|*=True case=nom|gender=fem|num=sg case=nom|Sentiment::markable_190::Polarity=positive|Sentiment::markable_190::Sentiment=True|Target::markable_191::Preferred=true|gender=masc|Sentiment::markable_190::Intensity=medium|Target::markable_191::Anaphref=empty|Sentiment::markable_190::Sarcasm=false|num=sg|Target::markable_191::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True|Target::markable_191::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_190::Sentiment=True|Target::markable_191::Target=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True _
323903812295356416	negative	@ideentraeger Würde man zu jeden Anschlag was posten käme nix mehr anderes im TV .	@ideentraeger werden man zu jede Anschlag was posten kommen nix mehr andere in TV .	NN VAFIN PIS APPR PIAT NN PIS VVINF VVFIN PIS ADV PIS APPRART NE $.	0/-- 9/MO 2/SB 8/OP 6/NK 4/NK 8/OA 2/OC 1/-- 9/SB 9/MO 9/MO 9/MO 13/NK 14/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=negative|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
327419131601223680	positive	Auf Camilleris Spuren durch Sizilien : Die Lieblingsplätze des Commissario Montalbano : http://t.co/0a0mQfRpRv	auf Camilleris Spur|Spuren durch Sizilien : die Lieblingsplatz die Commissario Montalbano : http://t.co/0a0mQfRpRv	APPR NE NN APPR NE $. ART NN ART NE NE $. NN	8/MO 3/AG 1/NK 3/MNR 4/NK 5/-- 8/NK 0/-- 11/NK 11/PNC 8/AG 11/-- 0/--	_ case=gen|*=True|num=sg case=nom|gender=fem|num=pl _ case=acc|gender=fem|num=pl _ case=acc|Sentiment::markable_193::Polarity=positive|Target::markable_195::Preferred=true|Sentiment::markable_193::Sarcasm=false|Target::markable_195::Anaphref=empty|gender=masc|Sentiment::markable_193::Intensity=strong|num=pl|Sentiment::markable_193::Sentiment=True|Target::markable_195::Target=True case=acc|gender=masc|num=pl case=gen|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=gen|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_194::Source=True|gender=masc|Source::markable_194::Anaphref=empty case=gen|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_194::Source=True _ case=gen|gender=masc|num=sg
327200629908967425	neutral	RT @antboy2cold : @TwoOne_RunShit my dawg jus txt me said dem pillz gt her txtn lol	RT @antboy2cold : @TwoOne_RunShit my dawg Jus txt me said die pillz gt her txtn lol	NE NN $. NN NE NE NN VVFIN ADJD ADJD ART ADJA NN APZR NE NE	2/SB 0/-- 2/-- 3/-- 7/PNC 7/PNC 8/SB 4/-- 8/MO 8/MO 13/NK 13/NK 8/DA 8/MO 16/PNC 8/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ _ _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
322423499937423360	negative	RT @martinjost : War nicht letztens erst Pferdefleischskandal ? Oder habe ich ein Déjà - Hü ?	RT @martinjost : sein nicht letztens erst Pferdefleischskandal ? oder haben ich eine Déjà - Hü ?	NE ADJD $. VAFIN PTKNEG ADV ADV NN $. KON VAFIN PPER ART NN $( NE $.	0/-- 1/PD 2/-- 3/-- 4/NG 4/MO 4/MO 4/PD 8/-- 11/JU 9/-- 11/SB 14/NK 11/OA 14/-- 14/APP 16/--	case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|EmoExpression::markable_100500287::Polarity=negative|EmoExpression::markable_100500287::Sarcasm=false|gender=masc|EmoExpression::markable_100500287::SubjectiveFact=false|num=sg|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::EmoExpression=True _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True _
323891567645573120	neutral	@EweAmaya Und fresh vergiss fresh nicht !	@EweAmaya und fresh vergessen fresh nicht !	NN KON ADJA VVIMP NE PTKNEG $.	0/-- 3/JU 1/-- 3/NK 4/OA 3/NG 6/--	case=nom|gender=neut|num=sg _ _ _ _ _ _
323811894605512705	neutral	#VELUX #EHF #FINAL4 Opening Party mit Handball - Stars , #BläckFööss und vielem mehr http://t.co/dHxMAEYQzE	#VELUX #EHF #FINAL4 Opening Party mit Handball - Star , #BläckFööss und viele mehr http://t.co/dHxMAEYQzE	NN NE CARD NN NN APPR NN $( NN $, NN KON PIS ADV NN	0/-- 1/NK 4/NK 1/PAR 4/NK 4/MNR 6/NK 7/-- 1/CJ 9/-- 9/CJ 11/CD 14/MO 15/NK 12/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg
323646026995093505	positive	@celina_l_ spricht mir aus der Seele ;) http://t.co/XhHykpqX1C	@celina_l_ sprechen ich aus die Seele ;) http://t.co/XhHykpqX1C	NN VVFIN PPER APPR ART NN ADJA NN	0/-- 1/-- 2/DA 2/MO 6/NK 4/NK 8/NK 6/AG	_ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|EmoExpression::markable_197::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_197::SubjectiveFact=false|EmoExpression::markable_197::Polarity=positive|num=pl|EmoExpression::markable_197::Sarcasm=false|EmoExpression::markable_197::EmoExpression=True|EmoExpression::markable_197::Intensity=medium case=gen|gender=neut|num=pl
328101558480945153	neutral	Café Oriental • Re : Support your local dealer : Ich höre bei unseren Händlern ud zugegebenermaßen Nischenproduk ... http://t.co/HCEM5lYobD	Café Oriental • Re : Support your local Dealer : ich hören bei unser Händler ud zugegebenermaßen Nischenproduk ... http://t.co/HCEM5lYobD	NN NN ADJA NN $. NN NN ADJA NN $. PPER VVFIN APPR PPOSAT NN VVFIN ADV NN $. NN	16/SB 1/NK 4/NK 12/PD 4/-- 12/VO 6/NK 9/NK 12/PD 9/-- 12/SB 1/PAR 12/MO 15/NK 13/NK 0/-- 16/MO 16/OA 18/-- 19/--	case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg
327462305090650113	negative	RT @Whaddup_Tho : @T18251973 nigga fuck dem crackers I hate payin dem bastards	RT @Whaddup_Tho : @T18251973 nigga fuck die crackers I hate payin die Bastard	NE NE $. CARD NE NN ART ADJA NN NN NE ART NN	2/PNC 0/-- 2/-- 3/-- 6/NK 4/-- 9/NK 9/NK 6/DA 11/PNC 9/NK 13/NK 11/PNC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|Sentiment::markable_100500289::Polarity=negative|num=sg|Sentiment::markable_100500289::Sarcasm=false|Sentiment::markable_100500289::Intensity=strong|*=True|Sentiment::markable_100500289::Sentiment=True case=nom|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=strong|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|*=True|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True case=dat|num=sg|Target::markable_100500290::Preferred=true|Target::markable_100500290::Target=True|gender=neut|Sentiment::markable_100500289::Sentiment=True|Target::markable_100500290::Anaphref=empty case=dat|EmoExpression::markable_100500303::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500303::Polarity=negative|gender=neut|EmoExpression::markable_100500303::Uncertain=false|pos=True|EmoExpression::markable_100500303::Intensity=medium|EmoExpression::markable_100500303::EmoExpression=True|num=sg|EmoExpression::markable_100500303::Sarcasm=false|Target::markable_100500290::Target=True case=dat|Sentiment::markable_100500293::Sentiment=True|Sentiment::markable_100500293::Polarity=negative|Source::markable_100500294::Anaphref=empty|gender=neut|Source::markable_100500294::Source=True|Sentiment::markable_100500293::Intensity=strong|num=sg|Sentiment::markable_100500293::Sarcasm=false EmoExpression::markable_100500295::Sarcasm=false|Sentiment::markable_100500293::Sentiment=True|EmoExpression::markable_100500295::Intensity=strong|EmoExpression::markable_100500295::SubjectiveFact=false|*=True|EmoExpression::markable_100500295::Uncertain=false|EmoExpression::markable_100500295::Polarity=negative|EmoExpression::markable_100500295::EmoExpression=True case=nom|num=sg|Sentiment::markable_100500293::Sentiment=True|Target::markable_100500296::Target=True|gender=neut|Target::markable_100500296::Preferred=true|Target::markable_100500296::Anaphref=empty case=dat|gender=masc|num=sg|Sentiment::markable_100500293::Sentiment=True|Target::markable_100500296::Target=True case=dat|Sentiment::markable_100500293::Sentiment=True|EmoExpression::markable_100500304::Intensity=medium|gender=masc|EmoExpression::markable_100500304::Polarity=negative|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True|EmoExpression::markable_100500304::Uncertain=false|num=sg|EmoExpression::markable_100500304::Sarcasm=false|Target::markable_100500296::Target=True
327532108249710592	neutral	Rottweil : " Power - Tower " wird Rottweil prägen : Geplantes Bauprojekt von ThyssenKrupp ist höher als de ... http://t.co/sMboePJoEK #Rottweil	Rottweil : " Power - Tower " werden Rottweil prägen : geplant Bauprojekt von ThyssenKrupp sein hoch als de ... http://t.co/sMboePJoEK #Rottweil	NE $. $( NE $( NN $( VAFIN NE VVINF $. ADJA NN APPR NN VAFIN ADJD KOKOM NE $. NE ADJA	0/-- 1/-- 2/-- 8/SB 4/-- 4/APP 6/-- 1/RS 8/SB 8/OC 10/-- 13/NK 16/SB 13/PG 14/NK 10/OC 16/PD 19/CM 17/CC 19/-- 20/-- 21/UC	case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ *=True _ _ _
323742152779763713	neutral	RT @nurZitate : »Reden bewegt den Mund , Handeln die Welt . « http://t.co/5WGwvbMh6q #Zitate	RT @nurZitate : »Reden bewegen die Mund , Handeln die Welt . « http://t.co/5WGwvbMh6q #Zitate	NE NN $. ADJD VVFIN ART NN $, NN ART NN $. ADJA NN NN	2/SB 0/-- 2/-- 5/MO 3/-- 7/NK 5/OA 7/-- 7/CJ 11/NK 9/MNR 11/-- 14/NK 12/-- 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
328199421860909056	positive	nice one @nurisahin05 !! gegen real am dienstag dann bitte auch #bvb #BuLi #cl	nice one @nurisahin05 !! gegen real an Dienstag dann bitte auch #bvb #BuLi #cl	ADJA NE CARD NN APPR ADJD APPRART NN ADV ADV ADV ADJA NN NN	0/-- 1/SB 2/NK 3/-- 12/MO 5/NK 6/MO 7/NK 5/MO 5/MO 5/MO 4/-- 12/SB 12/OA	EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::Sarcasm=false|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Intensity=medium|EmoExpression::markable_100500288::Polarity=positive _ _ _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _
322375344952844288	neutral	Ich habe im Spiel The Tribez für #iPhone die Mission ' Reisevorberei ... ' vollendet. http://t.co/6VPum3yTAB #iphonegames , #gameinsight	ich haben in Spiel The Tribez für #iPhone die Mission ' Reisevorberei ... ' vollendet. http://t.co/6VPum3yTAB #iphonegames , #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( NN $. $( ADJA NN NN $, NN	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/-- 10/NK 12/-- 15/-- 13/-- 15/SB 15/OA 17/-- 17/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ _ _ case=nom|gender=neut|num=sg _ _
328154870882381824	neutral	@SonjaSchiebler Denst du ich werds dann noch gucken ? No way	@SonjaSchiebler Denst du ich werds dann noch gucken ? <UNKNOWN> way	NN NN PPER PPER NN ADV ADV VVINF $. NE NE	0/-- 8/MO 2/SB 2/SB 8/OA 8/MO 8/MO 1/-- 8/-- 11/PNC 9/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=2 case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ _ _ _
323748852945522688	neutral	Ich habe 12  Fotos im Album „Palma De Mallorca Shoot“ auf Facebook gepostet http://t.co/NPh0bmUI7r	ich haben @card@ Foto in Album „Palma De Mallorca Shoot“ auf Facebook gepostet http://t.co/NPh0bmUI7r	PPER VAFIN CARD NN APPRART NN NN NE NE NE APPR NE VVPP NN	2/SB 0/-- 4/NK 13/OA 4/MNR 5/NK 10/PNC 10/PNC 10/PNC 6/NK 6/MNR 11/NK 2/OC 13/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True *=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
