311972225265836033	positive	:-))) Der neue Papst : Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst : es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN $. PPER VAFIN ART NN NN APPR NN	7/PD 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311929865941172224	negative	Papst - Firlefanz ... Wen juckts ? Oberhaupt der weltgrößten Sekte , welcher für die Armen und Hungernden betet aber ihnen überhaupt nicht hilft .	Papst - Firlefanz ... Wen juckts ? Oberhaupt die weltgroß Sekt|Sekte , welche für die Arm|Arme und Hungernde beten aber sie überhaupt nicht helfen .	NN $( NN $. NE VVFIN $. NN ART ADJA NN $, PRELS APPR ART NN KON NN VVFIN KON PPER ADV PTKNEG VVFIN $.	0/-- 1/-- 1/CJ 3/-- 6/SB 4/-- 6/-- 7/-- 11/NK 11/NK 8/AG 11/-- 19/SB 19/MO 16/NK 14/NK 16/CD 17/CJ 11/RC 19/CD 24/DA 23/MO 24/NG 20/CJ 24/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_10404367::Polarity=negative|EmoExpression::markable_10404367::EmoExpression=True|EmoExpression::markable_10404367::Sarcasm=false|EmoExpression::markable_10404367::SubjectiveFact=false|*=True|EmoExpression::markable_10404367::Uncertain=false|num=sg|EmoExpression::markable_10404367::Intensity=medium pers=3|EmoExpression::markable_10404367::EmoExpression=True|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_10404368::EmoExpression=True|EmoExpression::markable_10404368::Sarcasm=false|gender=fem|EmoExpression::markable_10404368::SubjectiveFact=false|EmoExpression::markable_10404368::Polarity=negative|EmoExpression::markable_10404368::Uncertain=false|num=sg|EmoExpression::markable_10404368::Intensity=medium _ case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl|pers=3 _ _ pers=3|num=sg|tense=pres|mood=ind _
312158230811910144	neutral	RT @paciscor : @MartaSalazar @Ark251 Wobei der neue Papst eben die " bewaffnete Hand " Woytilas gegen di BT war .	RT @paciscor : @MartaSalazar @Ark251 wobei die neu Papst eben die " bewaffnet Hand " Woytilas gegen di BT sein .	NE ADJD $. NN NN PWAV ART ADJA NN ADV ART $( ADJA NN $( NN APPR NE NE VAFIN $.	0/-- 1/PD 2/-- 3/-- 4/-- 20/MO 9/NK 9/NK 20/SB 20/MO 14/NK 11/-- 14/NK 20/SB 14/-- 20/PD 16/MNR 19/PNC 17/NK 5/-- 20/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=acc|*=True|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _
311964777175973888	positive	Weißer Rauch in Rom : Konklave wählt argentinischen Kardinal zum neuen Papst http://t.co/P9GzQwAc1B	weiß Rauch in Rom : Konklave wählen argentinisch Kardinal zu neu Papst http://t.co/P9GzQwAc1B	ADJA NN APPR NE $. NN VVFIN ADJA NN APPRART ADJA NN NN	2/NK 0/-- 2/MNR 3/NK 4/-- 7/SB 2/PAR 9/NK 7/OA 9/MNR 12/NK 10/NK 7/OA	case=nom|EmoExpression::markable_10404369::SubjectiveFact=true|gender=masc|EmoExpression::markable_10404369::Uncertain=false|pos=True|num=sg|EmoExpression::markable_10404369::Intensity=medium|EmoExpression::markable_10404369::Sarcasm=false|EmoExpression::markable_10404369::EmoExpression=True|EmoExpression::markable_10404369::Polarity=positive case=nom|gender=masc|num=sg|EmoExpression::markable_10404369::EmoExpression=True _ case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
311919867605417985	positive	ich habe mir auch franziskus ausgesucht. bin ich deshalb der neue papst ?	ich haben ich auch franziskus ausgesucht. sein ich deshalb die neu Papst ?	PPER VAFIN PPER ADV ADJA NN VAFIN PPER PAV ART ADJA NN $.	2/SB 0/-- 7/DA 6/MO 6/NK 7/PD 2/OC 7/SB 12/NK 12/NK 12/NK 7/PD 12/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ EmoExpression::markable_10404370::Uncertain=false|EmoExpression::markable_10404370::SubjectiveFact=false|EmoExpression::markable_10404370::Intensity=medium|EmoExpression::markable_10404370::Polarity=positive|EmoExpression::markable_10404370::EmoExpression=True|pos=True|EmoExpression::markable_10404370::Sarcasm=false pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=1 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _
311914598414565376	neutral	Wie wäre es eigentlich mit einer Frau als Papst ? Oder so Transgender ?? Papst _ / in #Unterstrich	wie sein es eigentlich mit eine Frau als Papst ? oder so Transgender ?? Papst _ / in #Unterstrich	KOKOM VAFIN PPER ADV APPR ART NN KOKOM NN $. KON ADV NN ADJA NN XY $( APPR NN	2/CM 0/-- 2/SB 2/MO 2/MO 7/NK 5/NK 9/CM 2/MO 9/-- 13/JU 13/MO 10/-- 13/NK 14/-- 15/NK 16/-- 15/MO 18/NK	_ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg
312175236248371200	positive	RT @queer_de : Neuer Papst bezeichnete die Homo - Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch. http:/ ...	RT @queer_de : neu Papst bezeichnen die Homo - Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch. http:/ ...	NE ADJD $. ADJA NN VVFIN ART NN $( NN KOKOM NN ART NN KON ART NN APPR ART NN NN NN $.	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 8/NK 6/OA 8/-- 8/NK 12/CM 10/CC 14/NK 12/AG 8/CD 17/NK 15/CJ 17/MNR 20/NK 18/NK 20/NK 21/NK 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Source::markable_161::Anaphref=empty|Sentiment::markable_160::Polarity=positive|Sentiment::markable_160::Sarcasm=false|gender=masc|pos=True|Sentiment::markable_160::Intensity=medium|num=sg|Sentiment::markable_160::Sentiment=True|Source::markable_161::Source=True case=nom|gender=masc|num=sg|Source::markable_161::Source=True|Sentiment::markable_160::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_160::Sentiment=True case=acc|num=sg|Target::markable_162::Preferred=true|Sentiment::markable_160::Sentiment=True|Target::markable_162::Anaphref=empty|gender=fem|Target::markable_162::Target=True case=acc|gender=fem|num=sg|Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|*=True|EmoExpression::markable_163::SubjectiveFact=false|num=pl|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_163::EmoExpression=True case=gen|gender=neut|num=sg|Sentiment::markable_160::Sentiment=True case=gen|EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|gender=neut|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Sentiment::markable_160::Sentiment=True case=nom|num=sg|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Sentiment::markable_160::Sentiment=True|Target::markable_165::Anaphref=empty|gender=neut case=nom|gender=neut|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True|Target::markable_165::Target=True case=acc|gender=fem|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_166::Uncertain=false|gender=neut|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_166::Polarity=negative|num=sg|EmoExpression::markable_166::Sarcasm=false|EmoExpression::markable_166::EmoExpression=True|EmoExpression::markable_166::Intensity=medium|EmoExpression::markable_166::SubjectiveFact=false case=nom|gender=neut|num=sg _
312097665582239745	positive	RT @thomas_mohr : Großartig ! Franziskus der Zweite schon gefunden . RT @szda Papst ist Zwillingsbruder von Alfred Biolek ! http://t.co/rK5x ...	RT @thomas_mohr : großartig ! Franziskus die Zweite schon finden . RT @szda Papst sein Zwillingsbruder von Alfred Biolek ! http://t.co/rK5x ...	NE NN $. ADJD $. NE ART NN ADV VVPP $. NE NN NN VAFIN NN APPR NE NE $. NN $.	2/SB 0/-- 2/-- 3/-- 4/-- 8/SB 8/NK 5/-- 10/MO 8/RC 10/-- 13/AG 11/-- 15/SB 13/-- 15/PD 16/PG 19/PNC 17/NK 19/-- 20/-- 21/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_167::Polarity=positive|Source::markable_168::Source=True|gender=neut|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Sentiment::markable_167::Intensity=strong|num=sg|Source::markable_168::Anaphref=empty Sentiment::markable_167::Sentiment=True EmoExpression::markable_169::SubjectiveFact=false|Sentiment::markable_167::Sentiment=True|pos=True|EmoExpression::markable_169::Polarity=positive|EmoExpression::markable_169::Intensity=strong|EmoExpression::markable_169::Uncertain=false|EmoExpression::markable_169::Sarcasm=false|EmoExpression::markable_169::EmoExpression=True Sentiment::markable_167::Sentiment=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=masc|Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg|Sentiment::markable_167::Sentiment=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg|Sentiment::markable_167::Sentiment=True Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
311904849644109825	neutral	RT @DerTivoli : Wenn man bei Papst ein paar Buchstaben umstellt , erhält man Schady .	RT @DerTivoli : wenn man bei Papst eine paar Buchstabe umstellen , erhalten man Schady .	NE NE $. KOUS PIS APPR NN ART PIAT NN VVPP $, VVFIN PIS NN $.	2/PNC 0/-- 2/-- 11/CP 11/SB 11/MO 6/NK 9/NK 10/NK 11/OA 13/MO 11/-- 3/-- 13/SB 13/OA 15/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg *=True *=True case=acc|gender=masc|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg _
311914688726323201	neutral	RT @koerber : Live - Übertragung im Privatfernsehen : " Der Papst am Fenster zur Welt – präsentiert vom neuen Windows 8 . "	RT @koerber : live - Übertragung in Privatfernsehen : " die Papst an Fenster zu Welt – präsentieren von neu Windows 8 . "	NE NN $. ADJD $( NN APPRART NN $. $( ART NN APPRART NN APPRART NN NN VVFIN APPRART ADJA NN CARD $. $(	2/SB 0/-- 2/-- 6/NK 4/-- 18/CJ 6/MNR 7/NK 8/-- 9/-- 12/NK 18/SB 12/MNR 13/NK 14/MNR 15/NK 16/NK 3/-- 18/MO 21/NK 19/NK 21/NK 22/-- 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
311906041463992320	positive	RT @HerrHundertmark : Mal ne richtige Überraschung wäre mal , wenn gleich eine Frau auf den Balkon tritt . #Papst	RT @HerrHundertmark : mal eine richtig Überraschung sein mal , wenn gleich eine Frau auf die Balkon treten . #Papst	NE NN $. ADV ART ADJA NN VAFIN ADV $, KOUS APPR ART NN APPR ART NN VVFIN $. NN	2/SB 0/-- 2/-- 7/MO 7/NK 7/NK 8/SB 3/-- 8/MO 9/-- 18/CP 18/MO 14/NK 18/SB 18/MO 17/NK 15/NK 8/MO 18/-- 19/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_171::Intensity=medium|Sentiment::markable_171::Sentiment=True|*=True|Source::markable_172::Source=True|num=sg|Source::markable_172::Anaphref=empty|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_171::Sentiment=True case=nom|Intensifier::markable_175::Degree=medium|gender=fem|pos=True|Intensifier::markable_175::Intensifier=True|num=sg|Sentiment::markable_171::Sentiment=True|Intensifier::markable_175::EmoExpressionRef=emo-expression:markable_173 case=nom|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=medium|gender=fem|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|num=sg|Sentiment::markable_171::Sentiment=True pers=3|Sentiment::markable_171::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Anaphref=empty|Target::markable_174::Target=True|Target::markable_174::Preferred=true case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True case=acc|gender=masc|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True Sentiment::markable_171::Sentiment=True _
311921655976955904	positive	RT @Spielvrlagerung : Hervorragende Raumaufteilung der Kardinäle um den Papst herum . Bergoglio wird auch als Messis Stellvertreter im Vat ...	RT @Spielvrlagerung : hervorragend Raumaufteilung die Kardinal um die Papst herum . Bergoglio werden auch als Messis Stellvertreter in Vat ...	NE NN $. ADJA NN ART NN APPR ART NN PTKVZ $. NE VAFIN ADV KOKOM NN NN APPRART NN $.	2/SB 0/-- 2/-- 5/NK 3/-- 7/NK 5/AG 5/MNR 10/NK 8/NK 5/MO 11/-- 14/SB 12/-- 17/MO 17/CM 14/SB 17/NK 14/MO 19/NK 20/--	case=nom|gender=fem|num=sg case=nom|gender=fem|Sentiment::markable_176::Polarity=positive|num=sg|Sentiment::markable_176::Intensity=medium|Source::markable_177::Source=True|Sentiment::markable_176::Sarcasm=false|Source::markable_177::Anaphref=empty|Sentiment::markable_176::Sentiment=True Sentiment::markable_176::Sentiment=True case=nom|EmoExpression::markable_178::Polarity=positive|EmoExpression::markable_178::Uncertain=false|EmoExpression::markable_178::SubjectiveFact=false|EmoExpression::markable_178::EmoExpression=True|gender=fem|pos=True|num=sg|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Sarcasm=false|Target::markable_179::Preferred=true|Target::markable_179::Anaphref=empty|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311981827529265152	neutral	Wir sind doch papst ! " @hronline : Lehmann : Neuer #Papst schrieb Doktorarbeit an Jesuiten - Hochschule in #Frankfurt http://t.co/2flhV5cxco "	wir sein doch Papst ! " @hronline : Lehmann : neu #Papst schreiben Doktorarbeit an Jesuit - Hochschule in #Frankfurt http://t.co/2flhV5cxco "	PPER VAFIN ADV NN $. $( NN $. NE $. ADJA NN VVFIN NN APPR NN $( NN APPR NE NE $(	2/SB 0/-- 2/MO 2/PD 4/-- 5/-- 6/-- 7/-- 8/-- 9/-- 12/NK 13/SB 9/RS 13/OA 14/MNR 15/NK 16/-- 14/CJ 18/MNR 21/PNC 19/NK 21/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ case=nom|gender=fem|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
311922425757564928	neutral	RT @janboehm : Jeder Papst ist eine Prinzessin .	RT @janboehm : jede Papst sein eine Prinzessin .	NE ADJD $. PIAT NN VAFIN ART NN $.	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 8/NK 6/PD 8/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
311912346127855616	positive	Ob der neue #Papst auch wieder so ne lustige Mütze aufhat ?	ob die neu #Papst auch wieder so eine lustig Mütze aufhat ?	APPR ART ADJA NN ADV ADV ADV ART ADJA NN VVFIN $.	11/CP 4/NK 4/NK 11/SB 11/MO 11/MO 11/MO 10/NK 10/NK 11/OA 0/-- 11/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ Sentiment::markable_180::Polarity=positive|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True|Sentiment::markable_180::Intensity=medium|Target::markable_181::Anaphref=empty|Sentiment::markable_180::Sarcasm=false|Target::markable_181::Preferred=true case=acc|gender=masc|num=pl|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=acc|EmoExpression::markable_182::Sarcasm=false|Target::markable_181::Target=True|EmoExpression::markable_182::Polarity=positive|gender=masc|EmoExpression::markable_182::Intensity=medium|pos=True|num=pl|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True|EmoExpression::markable_182::Uncertain=false case=acc|gender=masc|num=pl|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True pers=3|num=sg|tense=pres|mood=ind _
311883128832655360	negative	@NZZfeed Und der Rest scheisst drauf , wer nun Papst wird !	@NZZfeed und die Rest scheißen drauf , wer nun Papst werden !	NN KON ART NN VVFIN PAV $, PWS ADV NN VAFIN $.	0/-- 5/JU 4/NK 5/SB 1/-- 7/NK 5/-- 11/SB 11/MO 11/PD 5/OC 11/--	case=nom|gender=neut|num=sg Sentiment::markable_183::Sentiment=True|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Intensity=strong|Sentiment::markable_183::Sarcasm=false case=nom|num=sg|Sentiment::markable_183::Sentiment=True|Source::markable_184::Source=True|gender=masc|Source::markable_184::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_183::Sentiment=True|Source::markable_184::Source=True EmoExpression::markable_185::Polarity=negative|Sentiment::markable_183::Sentiment=True|mood=ind|EmoExpression::markable_185::EmoExpression=True|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_185::Intensity=strong|EmoExpression::markable_185::Uncertain=false Target::markable_186::Anaphref=markable_187|Target::markable_186::Preferred=true|Sentiment::markable_183::Sentiment=True|Target::markable_186::Target=True Sentiment::markable_183::Sentiment=True case=nom|Target::markable_187::Anaphref=empty|num=sg|Sentiment::markable_183::Sentiment=True|gender=masc|Target::markable_187::Target=True|Target::markable_187::Preferred=true Target::markable_187::Target=True|Sentiment::markable_183::Sentiment=True case=nom|gender=masc|Target::markable_187::Target=True|num=sg|Sentiment::markable_183::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_183::Sentiment=True|Target::markable_187::Target=True Sentiment::markable_183::Sentiment=True
312173898689019904	neutral	#spiegel : Papst aus Argentinien : Franziskus amerikanus http://t.co/ghXMrtsP2u #okru	#spiegel : Papst aus Argentinien : Franziskus amerikanus http://t.co/ghXMrtsP2u #okru	NN $. NN APPR NE $. NE NE NN NE	0/-- 1/-- 1/RS 3/MNR 4/NK 5/-- 8/PNC 9/NK 3/PAR 9/NK	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
311928234751168514	negative	Ich will ja keine Religionsdebatte lostreten , aber kaum ist der neue Papst gewählt , fangen die Bayern ein fast fliegendes Gegentor .	ich wollen ja keine Religionsdebatte lostreten , aber kaum sein die neu Papst wählen , fangen die Bayer eine fast fliegend Gegentor .	PPER VMFIN ADV PIAT NN VVINF $, KON ADV VAFIN ART ADJA NN VVPP $, VVFIN ART NN ART ADV ADJA NN $.	2/SB 16/SB 2/MO 5/NK 6/OA 2/OC 6/-- 2/CD 14/MO 8/CJ 13/NK 13/NK 10/SB 10/OC 14/-- 0/-- 18/NK 16/SB 22/NK 21/MO 22/NK 16/OA 22/--	case=nom|Source::markable_189::Source=True|Source::markable_189::Anaphref=empty|Sentiment::markable_188::Polarity=negative|*=True|Sentiment::markable_188::Sentiment=True|Sentiment::markable_188::Sarcasm=false|pers=1|num=sg|Sentiment::markable_188::Intensity=medium mood=ind|EmoExpression::markable_190::Polarity=positive|EmoExpression::markable_190::Intensity=medium|EmoExpression::markable_190::Uncertain=false|EmoExpression::markable_190::Sarcasm=false|EmoExpression::markable_190::SubjectiveFact=false|Sentiment::markable_188::Sentiment=True|pers=1|num=sg|tense=pres|EmoExpression::markable_190::EmoExpression=True Sentiment::markable_188::Sentiment=True case=acc|Negation::markable_192::Negation=True|Target::markable_191::Preferred=true|gender=fem|Sentiment::markable_188::Sentiment=True|Target::markable_191::Anaphref=empty|Negation::markable_192::EmoExpressionRef=emo-expression:markable_190|num=sg|Target::markable_191::Target=True case=acc|gender=fem|num=sg|Target::markable_191::Target=True|Sentiment::markable_188::Sentiment=True EmoExpression::markable_10404371::Intensity=medium|EmoExpression::markable_10404371::Sarcasm=false|EmoExpression::markable_10404371::Uncertain=false|EmoExpression::markable_10404371::Polarity=negative|Sentiment::markable_188::Sentiment=True|EmoExpression::markable_10404371::EmoExpression=True|EmoExpression::markable_10404371::SubjectiveFact=false|Target::markable_191::Target=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _
