311903717236555777	positive	RT @GERLittleMix : Wir haben einen neuen Papst :)	RT @GERLittleMix : wir haben eine neu Papst :)	NE ADJD $. PPER VAFIN ART ADJA NN ADJA	0/-- 1/PD 2/-- 5/SB 3/-- 8/NK 8/NK 5/OA 5/MO	case=nom|*=True|num=sg Sentiment::markable_1::Sarcasm=false|Source::markable_2::Source=True|Sentiment::markable_1::Polarity=positive|Source::markable_2::Anaphref=empty|Sentiment::markable_1::Intensity=medium|pos=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311929589318438914	neutral	RT @Ein_Waldlaeufer : Der neue #Papst ist ein Lateinamerikaner und hat den Namen des heiligen #Franziskus gewählt . Das klingt vielverspre ...	RT @Ein_Waldlaeufer : die neu #Papst sein eine Lateinamerikaner und haben die Name die heilig #Franziskus wählen . die klingen vielverspre ...	NE NN $. ART ADJA NN VAFIN ART NN KON VAFIN ART NN ART ADJA NN VVPP $. PDS VVFIN ADJD $.	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 9/NK 7/SB 7/CD 10/CJ 13/NK 17/OA 16/NK 16/NK 13/AG 11/OC 17/-- 20/SB 18/-- 20/MO 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311901608415997952	positive	RT @SPIEGELONLINE : Weißer Rauch ! Ein neuer #Papst ist gewählt . Mehr gleich bei uns ! ( aar )	RT @SPIEGELONLINE : weiß Rauch ! eine neu #Papst sein wählen . mehr gleich bei wir ! ( Aar )	NE NN $. ADJA NN $. ART ADJA NN VAFIN VVPP $. ADV ADJD APPR PPER $. $( NN $(	2/SB 0/-- 2/-- 5/NK 3/-- 5/-- 9/NK 9/NK 10/SB 6/-- 10/PD 11/-- 15/SB 15/MO 12/-- 15/NK 16/-- 19/-- 17/-- 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_104011553::Polarity=positive|EmoExpression::markable_104011553::EmoExpression=True|gender=masc|pos=True|num=sg|EmoExpression::markable_104011553::Uncertain=false|EmoExpression::markable_104011553::Intensity=medium|EmoExpression::markable_104011553::Sarcasm=false|EmoExpression::markable_104011553::SubjectiveFact=true case=nom|gender=masc|num=sg|EmoExpression::markable_104011553::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pos=True _ case=dat|*=True|num=pl|pers=1 _ _ _ _
311907358697725952	negative	" Der Papst hat der Jugend etwas zu sagen " sagt die ARD . Was denn außer irgendwelche konservative Scheiße ?	" die Papst haben die Jugend etwas zu sagen " sagen die ARD . was denn außer irgendwelche konservativ Scheiße ?	$( ART NN VAFIN ART NN PIS PTKZU VVINF $( VVFIN ART NE $. PWS ADV APPR PIAT ADJA NN $.	2/-- 3/NK 4/SB 11/OC 6/NK 9/DA 9/OA 9/PM 4/OC 9/-- 0/-- 13/NK 11/SB 13/-- 14/-- 15/MO 15/MNR 20/NK 20/NK 17/NK 20/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg gender=neut|*=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=pl case=acc|EmoExpression::markable_104011554::Uncertain=false|gender=masc|EmoExpression::markable_104011554::Intensity=medium|pos=True|EmoExpression::markable_104011554::Sarcasm=false|EmoExpression::markable_104011554::SubjectiveFact=true|num=pl|EmoExpression::markable_104011554::Polarity=negative|EmoExpression::markable_104011554::EmoExpression=True case=acc|EmoExpression::markable_104011555::Polarity=negative|gender=masc|EmoExpression::markable_104011555::Uncertain=false|num=pl|EmoExpression::markable_104011555::Intensity=medium|EmoExpression::markable_104011555::EmoExpression=True|EmoExpression::markable_104011555::SubjectiveFact=false|EmoExpression::markable_104011555::Sarcasm=false _
311952865499422720	neutral	RT @ChillingCharly : Dieser Tag zusammengefasst : Papst , Mittwoch wie ein Montag , Papst .	RT @ChillingCharly : dies Tag zusammenfassen : Papst , Mittwoch wie eine Montag , Papst .	NE NE $. PDAT NN VVPP $. NN $, NN KOKOM ART NN $, NN $.	2/PNC 0/-- 2/-- 5/NK 6/MO 3/-- 6/-- 6/PAR 8/-- 8/CJ 13/CM 13/NK 10/CC 13/-- 13/CJ 15/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
311809524023578624	neutral	Reinhard Kardinal Marx : Ex - Dortmunder bei Papst - Wahl dabei : DORTMUND / ROM Bei der Wahl des neuen Papstes ist au ... http://t.co/XI8Ick7m07	Reinhard Kardinal Marx : Ex - Dortmunder bei Papst - Wahl dabei : Dortmund / Rom bei die Wahl die neu Papst sein au ... http://t.co/XI8Ick7m07	NE NN NE $. NN $( NN APPR NN $( NN PTKVZ $. NE $( NE APPR ART NN ART ADJA NN VAFIN ITJ $. CARD	3/PNC 3/PNC 0/-- 3/-- 23/SB 5/-- 5/APP 7/MNR 8/NK 9/-- 9/PAR 11/MNR 12/-- 11/APP 14/-- 14/CJ 16/MNR 19/NK 17/NK 22/NK 22/NK 19/AG 3/RS 16/NK 23/-- 25/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ *=True|pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
311919749263147008	neutral	Ja , ja . Papst , bla bla usw . Ich habe gerade DAS HIER entdeckt !!! https://t.co/pp2XfvJMQS	Ja , ja . Papst , bla bla usw . ich haben gerade DAS HIER entdecken !!! https://t.co/pp2XfvJMQS	NN $, ADV $. NN $, NE NE NE $. PPER VAFIN ADV NE NE VVFIN ADJA NN	0/-- 1/-- 1/MO 3/-- 4/-- 5/-- 9/PNC 9/PNC 5/APP 9/-- 12/SB 10/-- 15/MO 15/PNC 16/OA 12/OC 16/MO 17/--	_ _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ *=True case=acc|*=True|num=sg _ case=acc|*=True|num=sg case=nom|gender=fem|num=sg
311903071187906560	positive	RT @tagesschau : Weißer Rauch - ein neuer Papst ist gewählt http://t.co/IZQPQ1Okxk	RT @tagesschau : weiß Rauch - eine neu Papst sein wählen http://t.co/IZQPQ1Okxk	NE NN $. ADJA NN $( ART ADJA NN VAFIN VVPP NN	2/SB 0/-- 2/-- 5/NK 10/PAR 5/-- 9/NK 9/NK 10/SB 3/-- 10/PD 11/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_104011556::Sarcasm=false|EmoExpression::markable_104011556::Polarity=positive|gender=masc|EmoExpression::markable_104011556::Uncertain=false|pos=True|EmoExpression::markable_104011556::Intensity=medium|num=sg|EmoExpression::markable_104011556::EmoExpression=True|EmoExpression::markable_104011556::SubjectiveFact=true case=nom|gender=masc|num=sg|EmoExpression::markable_104011556::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg
311924153781473280	neutral	Hoffentlich reißt sich der #Papst gleich die Maske runter - es ist doch nur Martin Sonneborn	hoffentlich reißen sich die #Papst gleich die Maske runter - es sein doch nur Martin Sonneborn	ADV VVFIN PRF ART NN APPR ART NN PTKVZ $( PPER VAFIN ADV ADV NE NE	2/MO 0/-- 2/OA 5/NK 2/SB 2/MO 8/NK 6/NK 2/SVP 9/-- 12/SB 2/SB 12/MO 16/MO 16/PNC 12/SB	_ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311926759710937088	neutral	Der Argentinier Jorge Mario Bergoglio ist Papst Franziskus I. Wie findet Ihr die Entscheidung ? ( ham )	die Argentinier Jorge Mario Bergoglio sein Papst Franziskus I. wie finden sie die Entscheidung ? ( ham )	ART NN NE NE NE VAFIN NN NE NE KOKOM VVFIN PPER ART NN $. $( ADJA $(	2/NK 6/SB 5/PNC 5/PNC 2/NK 0/-- 6/SB 9/PNC 7/NK 11/CM 6/CJ 11/SB 14/NK 11/OA 14/-- 17/-- 15/-- 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pos=True _
311916169382723584	neutral	Der Papst hat den Lichtschalter gefunden .	die Papst haben die Lichtschalter finden .	ART NN VAFIN ART NN VVPP $.	2/NK 3/SB 0/-- 5/NK 6/OA 3/OC 6/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
311915533534646272	neutral	Dieser Papst hat eine lange Leitung	dies Papst haben eine lang Leitung	PDAT NN VAFIN ART ADJA NN	2/NK 3/SB 0/-- 6/NK 6/NK 3/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
311941843476684801	neutral	RT @gnu1742 : Presse so : Erster nicht - europäischer Papst . Petrus so : Wenn ihr meint ...	RT @gnu1742 : Presse so : erst nicht - europäisch Papst . Petrus so : wenn ihr meinen ...	NE NN $. NN ADV $. ADJA PTKNEG $( ADJA NN $. NE ADV $. KOUS PPER VVFIN $.	2/SB 0/-- 2/-- 5/SB 11/NK 5/-- 11/NK 11/NG 8/-- 11/NK 3/-- 11/-- 18/SB 18/MO 14/-- 18/CP 18/DA 12/-- 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl _ _ case=dat|*=True _ _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _
311915177824104449	neutral	Nun könnte er sich wirklich etwas beeilen . Ist schließlich gleich Fußball #papst	nun können er sich wirklich etwas beeilen . sein schließlich gleich Fußball #papst	ADV VMFIN PPER PRF ADJD PIS VVINF $. VAFIN ADV ADJD NN NN	2/MO 0/-- 2/SB 7/OA 7/MO 7/OA 2/OC 7/-- 8/-- 9/MO 9/PD 9/PD 9/PD	_ pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg pos=True gender=neut|*=True _ _ pers=3|num=sg|tense=pres|mood=ind _ pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311917504228388864	neutral	Wird @martindelius den #Papst Untersuchungsausschuss auch leiten ? Oder schickt @Schmidtlepp eine SMS. ? #HabemusPapam #Papst #zdf	werden @martindelius die #Papst Untersuchungsausschuss auch leiten ? oder schicken @Schmidtlepp eine SMS. ? #HabemusPapam #Papst #zdf	VAFIN NE ART NN NN ADV VVINF $. KON VVFIN NN ART NN $. NN NN NE	0/-- 1/SB 4/NK 7/OA 4/NK 7/MO 2/-- 7/-- 10/JU 8/-- 10/OA 13/NK 11/-- 13/-- 17/PNC 17/PNC 13/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True gender=fem|*=True case=nom|gender=masc|num=sg
311918735273390080	neutral	+ + + Der Papst ist aus Lateinamerika : Kardinal Jorge Mario #Bergoglio , Franziskus I. , ist der neue Papst ! + + + #HabemusPapam #Papst #Konklave	+ + + die Papst sein aus Lateinamerika : Kardinal Jorge Mario #Bergoglio , Franziskus I. , sein die neu Papst ! + + + #HabemusPapam #Papst #Konklave	KON KON KON ART NN VAFIN APPR NE $. NN NE NE NE $, NE NE $, VAFIN ART ADJA NN $. KON KON KON NN NN NN	18/JU 18/CD 2/CD 5/NK 6/SB 3/CJ 6/MO 7/NK 8/-- 18/SB 13/PNC 13/PNC 10/NK 13/-- 16/PNC 10/CJ 16/-- 0/-- 21/NK 21/NK 18/PD 21/-- 27/CD 23/CD 24/CD 25/CJ 22/-- 27/NK	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ case=nom|*=True gender=masc|*=True|num=sg case=nom|gender=fem|num=sg
311896137500086273	neutral	@JohannesPonader immer noch kein Papst , wo hängt es den . Jetzt	@JohannesPonader immer noch keine Papst , wo hängen es die . jetzt	NN ADV ADV PIAT NN $, PWAV VVFIN PPER PDS $. ADV	0/-- 3/MO 5/MO 5/NK 8/CJ 5/-- 8/MO 1/-- 8/SB 8/DA 10/-- 11/--	case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=dat|*=True|num=pl _ _
311911777506062336	positive	RT @Naum_Burger : Die Massen auf dem Petersplatz , gleich kommt der neue Papst auf den Balkon und sagt : " Ihre Ausreise ist genehmigt . "	RT @Naum_Burger : die Masse auf die Petersplatz , gleich kommen die neu Papst auf die Balkon und sagen : " ihr Ausreise sein genehmigen . "	NE NN $. ART NN APPR ART NN $, ADJD VVFIN ART ADJA NN APPR ART NN KON VVFIN $. $( PPOSAT NN VAFIN VVPP $. $(	2/SB 0/-- 2/-- 5/NK 11/OA 5/MNR 8/NK 6/NK 8/-- 11/MO 3/-- 14/NK 14/NK 11/SB 11/MO 17/NK 15/NK 11/CD 18/CJ 19/-- 20/-- 23/NK 24/SB 19/OC 24/PD 25/-- 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|Sentiment::markable_210::Polarity=positive|Sentiment::markable_210::Sarcasm=false|Target::markable_211::Target=True|gender=masc|Sentiment::markable_210::Intensity=medium|num=pl|Sentiment::markable_210::Sentiment=True|Target::markable_211::Anaphref=empty|Target::markable_211::Preferred=true case=acc|gender=masc|num=pl|Sentiment::markable_210::Sentiment=True|Target::markable_211::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_210::Sentiment=True Sentiment::markable_210::Sentiment=True _ _
311957284345507842	positive	Rauchfrei werden Papstwahl - Weißer Rauch - neuer Papst ist gewählt - Süddeutsche.de Westf http://t.co/pYV3eqOtjw http://t.co/apB2gKzO2y	rauchfrei werden Papstwahl - weiß Rauch - neu Papst sein wählen - Süddeutsche.de Westf http://t.co/pYV3eqOtjw http://t.co/apB2gKzO2y	ADJD VAFIN NN $( ADJA NN $( ADJA NN VAFIN VVPP $( NN NE NN NN	11/MO 0/-- 2/SB 3/-- 6/NK 3/APP 6/-- 9/NK 10/SB 6/PAR 10/PD 11/-- 6/CJ 15/PNC 13/NK 13/NK	pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|EmoExpression::markable_104011557::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_104011557::SubjectiveFact=true|num=sg|EmoExpression::markable_104011557::Polarity=positive|EmoExpression::markable_104011557::Sarcasm=false|EmoExpression::markable_104011557::Uncertain=false|EmoExpression::markable_104011557::Intensity=medium case=nom|gender=masc|EmoExpression::markable_104011557::EmoExpression=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311917701482299392	positive	Beeil dich #Papst !!! Hier sind Leute , die auf ZDF Fußball sehen wollen !!!! #cl	beeilen du #Papst !!! hier sein Leute , die auf ZDF Fußball sehen wollen !!!! #cl	VVIMP PPER NN ADJD ADV VAFIN NN $, PRELS APPR NE NN VVINF VMFIN ADJA NN	0/-- 1/OA 1/OA 1/MO 6/MO 4/-- 6/SB 7/-- 14/SB 13/MO 10/NK 13/OA 14/OC 7/RC 14/SB 15/--	case=nom|gender=masc|num=sg case=acc|*=True|num=sg|pers=2 case=nom|gender=masc|num=sg pos=True Sentiment::markable_213::Sentiment=True|Sentiment::markable_213::Polarity=positive|Sentiment::markable_213::Intensity=medium|Sentiment::markable_213::Sarcasm=false pers=3|Sentiment::markable_213::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|num=pl|Sentiment::markable_213::Sentiment=True|Source::markable_214::Anaphref=empty|Source::markable_214::Source=True|*=True Sentiment::markable_213::Sentiment=True case=nom|num=pl|Sentiment::markable_213::Sentiment=True|Source::markable_215::Source=True|Source::markable_215::Anaphref=markable_214|*=True Target::markable_216::Anaphref=empty|Target::markable_216::Preferred=true|Sentiment::markable_213::Sentiment=True|Target::markable_216::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_213::Sentiment=True|Target::markable_216::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_213::Sentiment=True|Target::markable_216::Target=True Target::markable_216::Target=True|Sentiment::markable_213::Sentiment=True EmoExpression::markable_217::SubjectiveFact=false|Sentiment::markable_213::Sentiment=True|mood=ind|EmoExpression::markable_217::Intensity=medium|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|pers=3|EmoExpression::markable_217::Polarity=positive|num=pl|tense=pres|EmoExpression::markable_217::EmoExpression=True case=nom|*=True|num=pl|Sentiment::markable_213::Sentiment=True|pers=3 _
311906427583209472	positive	Weißer Rauch - Papst gewählt : Papst gewählt . Die Redaktion bearbeitet das Thema bereits . Weitere Details werde ... http://t.co/oLvQSnL5kx	weiß Rauch - Papst wählen : Papst wählen . die Redaktion bearbeiten die Thema bereits . weit Detail werden ... http://t.co/oLvQSnL5kx	ADJA NN $( NN VVPP $. NN VVPP $. ART NN VVFIN ART NN ADV $. ADJA NN VAFIN $. NN	2/NK 0/-- 2/-- 5/OA 2/PAR 5/-- 8/OA 5/OC 8/-- 11/NK 12/SB 9/-- 14/NK 12/OA 12/MO 15/-- 18/NK 19/PD 16/-- 19/-- 20/--	case=nom|EmoExpression::markable_104011558::EmoExpression=True|gender=masc|EmoExpression::markable_104011558::Polarity=positive|EmoExpression::markable_104011558::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_104011558::SubjectiveFact=true|EmoExpression::markable_104011558::Uncertain=false|EmoExpression::markable_104011558::Intensity=medium case=nom|gender=masc|num=sg|EmoExpression::markable_104011558::EmoExpression=True _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl|comp=True case=acc|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=subj _ case=nom|gender=fem|num=sg
311954087249846273	neutral	History facts : seit es einen argentinischen Papst gibt hat der #fcb kein Tor geschossen .	History facts : seit es eine argentinisch Papst geben haben die #fcb keine Tor schießen .	NN NN $. KOUS PPER ART ADJA NN VVFIN VAFIN ART NN PIAT NN VVPP $.	10/SB 9/PD 2/-- 9/CP 9/EP 8/NK 8/NK 9/OA 1/NK 0/-- 12/NK 10/SB 14/NK 15/OA 10/OC 15/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
