383645778335789056	positive	@wom_75 @ProSieben Geiiilll !!! Ist so die Geile Serie !! :)	@wom_75 @ProSieben Geiiilll !!! sein so die geil Serie !! :)	NN ADJD ADJA NN VAFIN ADV ART ADJA NN ADJD ADJA	0/-- 1/-- 4/NK 2/-- 4/-- 10/MO 9/NK 9/NK 5/SB 5/PD 10/--	case=nom|gender=masc|num=sg _ Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=strong|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=strong|EmoExpression::markable_2::EmoExpression=True Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
379661971102384128	positive	" 2+ Leif " : Grünen - Spitzenkandidat Trittin grundsätzlich offen für Koalitionsgespräche mit allen Parteien / Kaum… http://t.co/7docvh5RJe	" 2+ Leif " : grün - Spitzenkandidat Trittin grundsätzlich offen für Koalitionsgespräch mit alle Partei / Kaum… http://t.co/7docvh5RJe	$( NE NE $( $. ADJA $( NN NN ADJD ADJD APPR NN APPR PIAT NN $( ADJA NN	2/-- 3/PNC 8/AG 3/-- 4/-- 8/NK 6/-- 0/-- 8/NK 11/MO 8/PD 8/MNR 12/NK 13/MNR 16/NK 14/NK 16/-- 19/NK 16/CJ	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg|pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True EmoExpression::markable_104013229::SubjectiveFact=false|EmoExpression::markable_104013229::Intensity=medium|EmoExpression::markable_104013229::Polarity=positive|EmoExpression::markable_104013229::Sarcasm=false|EmoExpression::markable_104013229::EmoExpression=True|EmoExpression::markable_104013229::Uncertain=false|pos=True EmoExpression::markable_104013229::EmoExpression=True case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl
348396544703213570	positive	Ob es in Deutschland legal ist , Jacken zu tragen , auf denen ein NPD aufnäher drauf . Ist ?	ob es in Deutschland legal sein , Jacke zu tragen , auf die eine NPD aufnäher drauf . sein ?	KOUS PPER APPR NE ADJD VAFIN $, NN PTKZU VVINF $, APPR PRELS ART NE VVFIN PAV $. VAFIN $.	6/CP 6/SB 6/MO 3/NK 6/PD 0/-- 6/-- 10/OA 10/PM 2/RE 10/-- 16/MO 12/NK 15/NK 16/SB 8/RC 16/NK 10/-- 18/-- 19/--	_ case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg EmoExpression::markable_256::SubjectiveFact=false|EmoExpression::markable_256::Intensity=medium|EmoExpression::markable_256::EmoExpression=True|EmoExpression::markable_256::Sarcasm=false|EmoExpression::markable_256::Polarity=positive|pos=True|EmoExpression::markable_256::Uncertain=false pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ _ case=dat|gender=neut|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg comp=True _ _ pers=3|num=sg|tense=pres|mood=ind _
368423166777245696	negative	RT @StZ_NEWS : Spitzenkandidat der #Grünen Jürgen #Trittin unterstellt Angela #Merkel eine ganz besondere Wahlstrategie http://t.co/BnVOvgnI …	RT @StZ_NEWS : Spitzenkandidat die #Grünen Jürgen #Trittin unterstellen Angela #Merkel eine ganz besonder Wahlstrategie http://t.co/BnVOvgnI …	NE NN $. NN ART NN NE NN VVFIN NE NN ART ADV ADJA NN NE ADJA	2/SB 0/-- 2/-- 9/SB 6/NK 4/AG 8/PNC 6/NK 3/-- 11/PNC 9/SB 15/NK 14/MO 15/NK 9/OA 15/NK 16/PNC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Source::markable_258::Anaphref=empty|Sentiment::markable_257::Intensity=medium|Source::markable_258::Source=True|gender=masc|Sentiment::markable_257::Sarcasm=false|Sentiment::markable_257::Sentiment=True|num=sg|Sentiment::markable_257::Polarity=negative case=gen|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True case=gen|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True case=nom|gender=masc|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True case=nom|gender=masc|num=sg|Sentiment::markable_257::Sentiment=True|Source::markable_258::Source=True EmoExpression::markable_259::Polarity=negative|mood=ind|EmoExpression::markable_259::Intensity=medium|Sentiment::markable_257::Sentiment=True|EmoExpression::markable_259::SubjectiveFact=false|EmoExpression::markable_259::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_259::EmoExpression=True|EmoExpression::markable_259::Sarcasm=false case=nom|Target::markable_260::Target=True|num=sg|gender=fem|Target::markable_260::Preferred=true|Sentiment::markable_257::Sentiment=True|Target::markable_260::Anaphref=empty case=nom|gender=fem|Target::markable_260::Target=True|num=sg|Sentiment::markable_257::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True EmoExpression::markable_104013230::Uncertain=false|EmoExpression::markable_104013230::Intensity=medium|EmoExpression::markable_104013230::Sarcasm=true|EmoExpression::markable_104013230::SubjectiveFact=false|EmoExpression::markable_104013230::Polarity=negative|Sentiment::markable_257::Sentiment=True|EmoExpression::markable_104013230::EmoExpression=True case=nom|num=sg|gender=fem|Sentiment::markable_257::Sentiment=True|pos=True|EmoExpression::markable_104013230::EmoExpression=True case=nom|gender=fem|num=sg|Sentiment::markable_257::Sentiment=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
380786092104237056	positive	RT @JuLisGV : Wieso es für Grevenbroich wichtig ist , die FDP zu wählen ? Schaut selbst ! http://t.co/hd75OWrLUS	RT @JuLisGV : wieso es für Grevenbroich wichtig sein , die FDP zu wählen ? schauen selbst ! http://t.co/hd75OWrLUS	NE NE $. PWAV PPER APPR NN ADJD VAFIN $, PRELS NE PTKZU VVINF $. VVFIN ADV $. NN	2/PNC 0/-- 2/-- 9/MO 9/SB 9/MO 6/NK 9/PD 3/-- 9/-- 14/OA 14/OA 14/PM 5/RE 14/-- 15/-- 16/MO 17/-- 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_261::Sentiment=True|Sentiment::markable_261::Sarcasm=false|Sentiment::markable_261::Polarity=positive|Sentiment::markable_261::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_261::Sentiment=True|pers=3 Sentiment::markable_261::Sentiment=True case=acc|Sentiment::markable_261::Sentiment=True|num=sg|Source::markable_262::Source=True|gender=masc|Source::markable_262::Anaphref=empty EmoExpression::markable_263::Polarity=positive|EmoExpression::markable_263::Sarcasm=false|pos=True|EmoExpression::markable_263::SubjectiveFact=false|Sentiment::markable_261::Sentiment=True|EmoExpression::markable_263::Uncertain=false|EmoExpression::markable_263::EmoExpression=True|EmoExpression::markable_263::Intensity=medium pers=3|Sentiment::markable_261::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_261::Sentiment=True case=nom|Sentiment::markable_261::Sentiment=True|num=sg|Target::markable_264::Target=True|gender=fem|Target::markable_264::Anaphref=empty|Target::markable_264::Preferred=true case=nom|gender=fem|num=sg|Target::markable_264::Target=True|Sentiment::markable_261::Sentiment=True Sentiment::markable_261::Sentiment=True|Target::markable_264::Target=True Sentiment::markable_261::Sentiment=True|Target::markable_264::Target=True _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg
374240526511656961	positive	Volle Bude und gute Stimmung beim #tvduell in #neukoelln mit @peersteinbrueck und @saeltz @MariansKrisen . Super Start von Peer ! #spd +	voll Bude und gut Stimmung bei #tvduell in #neukoelln mit @peersteinbrueck und @saeltz @MariansKrisen . Super Start von Peer ! #spd +	ADJA NN KON ADJA NN APPRART NN APPR NE APPR NN KON NN NN $. NN NN APPR NE $. ADJA KON	2/NK 0/-- 2/CD 5/NK 3/CJ 5/MNR 6/NK 7/MNR 8/NK 5/MNR 10/NK 13/JU 11/-- 13/-- 14/-- 15/-- 19/PNC 19/PNC 16/NK 19/-- 20/-- 21/MO	case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ EmoExpression::markable_267::Sarcasm=false|Sentiment::markable_265::Polarity=positive|Sentiment::markable_265::Sarcasm=false|EmoExpression::markable_267::Polarity=positive|EmoExpression::markable_267::Intensity=medium|pos=True|Target::markable_266::Target=True|num=sg|EmoExpression::markable_267::Uncertain=false|EmoExpression::markable_267::SubjectiveFact=false|Target::markable_266::Preferred=true|case=nom|gender=fem|Target::markable_266::Anaphref=empty|Sentiment::markable_265::Intensity=medium|Sentiment::markable_265::Sentiment=True|EmoExpression::markable_267::EmoExpression=True case=nom|gender=fem|num=sg|Sentiment::markable_265::Sentiment=True|Target::markable_266::Target=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ _ case=nom|EmoExpression::markable_270::SubjectiveFact=false|Sentiment::markable_268::Sentiment=True|EmoExpression::markable_270::Intensity=strong|gender=masc|Sentiment::markable_268::Polarity=positive|EmoExpression::markable_270::Uncertain=false|num=sg|Sentiment::markable_268::Sarcasm=false|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|Sentiment::markable_268::Intensity=strong|EmoExpression::markable_270::Polarity=positive case=nom|gender=masc|Sentiment::markable_268::Sentiment=True|num=sg Sentiment::markable_268::Sentiment=True case=nom|Target::markable_269::Preferred=true|Sentiment::markable_268::Sentiment=True|num=sg|Target::markable_269::Anaphref=empty|gender=masc|Target::markable_269::Target=True Sentiment::markable_268::Sentiment=True _ _
356713808917569537	positive	@mathiasrichel Applaus dem Weltpokalsieger in Sachen #SEO ... ;-) Großes Kino ! #cdu #btw2013 cc. @SchwarzGelbLog	@mathiasrichel Applaus die Weltpokalsieger in Sache #SEO ... ;-) groß Kino ! #cdu #btw2013 cc. @SchwarzGelbLog	ADJA NN ART NN APPR NN NN $. $( ADJA NN $. NN CARD ADJA NN	0/-- 1/-- 4/NK 2/DA 4/MNR 5/NK 6/NK 7/-- 10/-- 11/NK 8/-- 11/-- 15/MO 13/NK 16/NK 12/--	_ case=nom|Sentiment::markable_271::Intensity=medium|Sentiment::markable_271::Sarcasm=false|gender=masc|Sentiment::markable_271::Sentiment=True|EmoExpression::markable_272::Intensity=medium|EmoExpression::markable_272::Polarity=positive|num=sg|EmoExpression::markable_272::EmoExpression=True|EmoExpression::markable_272::SubjectiveFact=false|Sentiment::markable_271::Polarity=positive|EmoExpression::markable_272::Uncertain=false|EmoExpression::markable_272::Sarcasm=false case=dat|num=sg|Target::markable_273::Target=True|gender=masc|Target::markable_273::Anaphref=empty|Sentiment::markable_271::Sentiment=True|Target::markable_273::Preferred=true case=dat|gender=masc|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True case=dat|gender=fem|num=pl|Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_273::Target=True Sentiment::markable_271::Sentiment=True Sentiment::markable_271::Sentiment=True Sentiment::markable_274::Polarity=positive|Target::markable_275::Target=True|pos=True|EmoExpression::markable_276::EmoExpression=True|num=sg|Sentiment::markable_274::Sarcasm=false|Target::markable_275::Preferred=true|EmoExpression::markable_276::Uncertain=false|case=nom|Sentiment::markable_274::Sentiment=True|gender=neut|EmoExpression::markable_276::Sarcasm=false|Target::markable_275::Anaphref=empty|EmoExpression::markable_276::Intensity=medium|Sentiment::markable_274::Intensity=medium|EmoExpression::markable_276::Polarity=positive|EmoExpression::markable_276::SubjectiveFact=false case=nom|gender=neut|num=sg|Target::markable_275::Target=True|Sentiment::markable_274::Sentiment=True Sentiment::markable_274::Sentiment=True _ _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
380985586968182784	positive	RT @Die_Gruenen : Wir sind nicht nur in Berlin 3 TAGE WACH , sondern auch in Hessen . Stell Deine Frage zur #LTWHE : https://t.co/ofLaDIO2iF # 3 …	RT @Die_Gruenen : wir sein nicht nur in Berlin 3 tagen wach , sondern auch in Hessen . stellen dein Frage zu #LTWHE : https://t.co/ofLaDIO2iF # 3 …	NE ADJA $. PPER VAFIN PTKNEG ADV APPR NE CARD VVFIN ADJD $, KON ADV APPR NE $. VVIMP PPOSAT NN APPRART NN $. NN XY CARD ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 7/NG 8/MO 5/MO 8/NK 11/MO 5/CJ 11/MO 12/-- 12/CD 16/MO 14/CJ 16/NK 17/-- 18/-- 21/NK 19/OA 19/MO 22/NK 23/-- 18/-- 25/NK 25/NK 25/MO	case=nom|*=True|num=sg case=acc|gender=neut|num=pl|pos=True _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg EmoExpression::markable_104013231::Intensity=medium|EmoExpression::markable_104013231::SubjectiveFact=false|EmoExpression::markable_104013231::EmoExpression=True|EmoExpression::markable_104013231::Polarity=positive|EmoExpression::markable_104013231::Sarcasm=false|EmoExpression::markable_104013231::Uncertain=false pers=3|num=sg|tense=past|mood=ind|EmoExpression::markable_104013231::EmoExpression=True pos=True|EmoExpression::markable_104013231::EmoExpression=True _ _ _ _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
375244911768899586	neutral	RT @dansker78 : Wir leben in einem Land , in dem Menschen , die noch Jahre lang arbeiten müssen trotz zweier Jobs Hartz iv beziehen . Das waren…	RT @dansker78 : wir leben in eine Land , in die Mensch , die noch Jahr lang arbeiten müssen trotz zweier Job Hartz iv beziehen . die waren…	NE NN $. PPER VVFIN APPR ART NN $, APPR ART NN $, PRELS ADV NN ADJD VVINF VMINF APPR ADJA NN NE ADJA VVINF $. ART ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 8/NK 6/NK 8/-- 6/CJ 12/NK 10/NK 12/-- 25/SB 19/MO 17/AMS 18/MO 19/OC 25/MO 25/MO 22/NK 20/NK 22/NK 25/MO 12/RC 25/-- 28/OA 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ case=acc|gender=neut|num=pl pos=True _ pers=3|num=pl|tense=pres|mood=ind _ case=gen|*=True|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg pos=True _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
379483787282759680	positive	@DerTivoli wow . Bei uns lagen die Grünen ganz weit vorne . Aber nicht mit so ' ' ner Mehrheit glaub ich .	@DerTivoli wow . bei wir liegen die Grüne ganz weit vorne . aber nicht mit so ' ' ner Mehrheit glauben ich .	NE NE $. APPR PPER VVFIN ART NN ADV ADJD ADV $. KON PTKNEG APPR ADV $( $( ADJA NN VVIMP PPER $.	0/-- 1/-- 2/-- 6/MO 4/NK 3/-- 8/NK 6/SB 10/MO 11/MO 6/MO 11/-- 21/CD 15/NG 13/CJ 19/MO 16/-- 17/-- 20/NK 15/NK 12/-- 21/OA 22/--	case=nom|*=True|num=sg EmoExpression::markable_279::EmoExpression=True|EmoExpression::markable_279::Polarity=positive|EmoExpression::markable_279::Intensity=medium|EmoExpression::markable_279::Uncertain=false|EmoExpression::markable_279::Sarcasm=false|EmoExpression::markable_279::SubjectiveFact=false _ Sentiment::markable_282::Polarity=positive|Sentiment::markable_282::Sarcasm=false|Sentiment::markable_282::Sentiment=True|Sentiment::markable_282::Intensity=medium case=dat|*=True|num=pl|Sentiment::markable_282::Sentiment=True|pers=1 EmoExpression::markable_280::Intensity=medium|EmoExpression::markable_280::SubjectiveFact=false|mood=ind|Sentiment::markable_282::Sentiment=True|EmoExpression::markable_280::Sarcasm=false|pers=3|EmoExpression::markable_280::Uncertain=false|num=pl|tense=past|EmoExpression::markable_280::Polarity=positive|EmoExpression::markable_280::EmoExpression=True case=nom|num=pl|Target::markable_278::Anaphref=empty|Sentiment::markable_282::Sentiment=True|*=True|Target::markable_278::Preferred=true|Target::markable_278::Target=True case=nom|*=True|num=pl|Target::markable_278::Target=True|Sentiment::markable_282::Sentiment=True Intensifier::markable_281::EmoExpressionRef=emo-expression:markable_280|Intensifier::markable_281::Degree=medium|Intensifier::markable_281::Intensifier=True|Sentiment::markable_282::Sentiment=True EmoExpression::markable_280::EmoExpression=True|pos=True|Sentiment::markable_282::Sentiment=True EmoExpression::markable_280::EmoExpression=True|Sentiment::markable_282::Sentiment=True _ _ _ _ _ _ _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _
366649380914200577	negative	Wenn Sie #CDU wählen , haben Sie einen Muttikomplex .	wenn Sie #CDU wählen , haben Sie eine Muttikomplex .	KOUS PPER NN VVINF $, VAFIN PPER ART NN $.	4/CP 4/SB 4/OA 6/MO 4/-- 0/-- 6/SB 9/NK 6/OA 9/--	Sentiment::markable_350::Polarity=negative|Sentiment::markable_350::Sarcasm=false|Sentiment::markable_350::Sentiment=True|Sentiment::markable_350::Intensity=medium case=nom|*=True|num=pl|Sentiment::markable_350::Sentiment=True|pers=3 case=acc|num=sg|Sentiment::markable_350::Sentiment=True|gender=fem|Target::markable_351::Anaphref=empty|Target::markable_351::Preferred=true|Target::markable_351::Target=True Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_350::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_350::Sentiment=True|pers=3 case=acc|gender=masc|num=sg|Sentiment::markable_350::Sentiment=True case=acc|EmoExpression::markable_352::SubjectiveFact=false|Sentiment::markable_350::Sentiment=True|EmoExpression::markable_352::Sarcasm=false|gender=masc|EmoExpression::markable_352::Polarity=negative|EmoExpression::markable_352::Intensity=medium|EmoExpression::markable_352::Uncertain=false|num=sg|EmoExpression::markable_352::EmoExpression=True Sentiment::markable_350::Sentiment=True
373492485953454080	neutral	RT " @Bahnhof201268 : Heute Abend Heißluftgebläse Cem als Bahnexperte ... Plakat #s21 #Grüne #btw13 http://t.co/Jr4fz4nfOC " Hackfresse .	RT " @Bahnhof201268 : heute abend Heißluftgebläse Cem als Bahnexperte ... Plakat #s21 #Grüne #btw13 http://t.co/Jr4fz4nfOC " Hackfresse .	NE $( NN $. ADV ADV NN NE KOKOM NN $. NN CARD NN CARD NN $( NN $.	3/SB 1/-- 0/-- 3/-- 7/MO 7/MO 4/-- 7/NK 10/CM 6/CC 10/-- 11/-- 14/NK 12/OA 16/NK 14/PAR 16/-- 14/PAR 18/--	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _
374276233561112576	positive	Maybrit #Illner ist echt ne scharfe Braut !	Maybrit #Illner sein echt eine scharf Braut !	NN NN VAFIN ADJD ART ADJA NN $.	3/SB 1/NK 0/-- 3/MO 7/NK 7/NK 3/PD 7/--	case=nom|Sentiment::markable_284::Sarcasm=false|Sentiment::markable_284::Sentiment=True|gender=neut|Target::markable_285::Preferred=true|Sentiment::markable_284::Intensity=strong|Target::markable_285::Target=True|num=sg|Target::markable_285::Anaphref=empty|Sentiment::markable_284::Polarity=positive case=nom|gender=neut|num=sg|Target::markable_285::Target=True|Sentiment::markable_284::Sentiment=True pers=3|Sentiment::markable_284::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_284::Sentiment=True|Intensifier::markable_287::EmoExpressionRef=emo-expression:markable_286|Intensifier::markable_287::Degree=medium|pos=True|Intensifier::markable_287::Intensifier=True case=nom|gender=fem|num=sg|Sentiment::markable_284::Sentiment=True EmoExpression::markable_286::Polarity=positive|EmoExpression::markable_104013232::Sarcasm=false|pos=True|EmoExpression::markable_286::SubjectiveFact=false|EmoExpression::markable_104013232::EmoExpression=True|EmoExpression::markable_104013232::SubjectiveFact=false|EmoExpression::markable_104013232::Uncertain=false|num=sg|EmoExpression::markable_286::Intensity=medium|case=acc|EmoExpression::markable_286::Uncertain=false|Sentiment::markable_284::Sentiment=True|gender=fem|EmoExpression::markable_286::EmoExpression=True|EmoExpression::markable_286::Sarcasm=false|EmoExpression::markable_104013232::Intensity=medium|EmoExpression::markable_104013232::Polarity=positive case=acc|gender=fem|num=sg|EmoExpression::markable_104013232::EmoExpression=True|Sentiment::markable_284::Sentiment=True Sentiment::markable_284::Sentiment=True
352087731008045058	positive	@Volker_Beck @Die_Gruenen Aber das würde ihn doch nicht vor der Auslieferung schützen ?	@Volker_Beck @Die_Gruenen aber die werden er doch nicht vor die Auslieferung schützen ?	NN ADJA KON PDS VAFIN PPER ADV PTKNEG APPR ART NN VVINF $.	0/-- 1/-- 5/JU 12/OA 2/-- 12/OA 12/MO 12/NG 12/OP 11/NK 9/NK 5/OC 12/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=pl|pos=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=acc|gender=masc|num=sg|pers=3 _ Negation::markable_289::Negation=True|Negation::markable_289::EmoExpressionRef=emo-expression:markable_288 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_288::EmoExpression=True|EmoExpression::markable_288::Polarity=positive|EmoExpression::markable_288::Intensity=medium|EmoExpression::markable_288::Uncertain=false|EmoExpression::markable_288::Sarcasm=false|EmoExpression::markable_288::SubjectiveFact=false _
355022465946238976	positive	Thewes rechnet ab : Steinbrücks Steuergier hilft nur der FDP http://t.co/8DiCYGgAgZ via @focusonline	Thewes rechnen ab : Steinbrücks Steuergier helfen nur die FDP http://t.co/8DiCYGgAgZ via @focusonline	NE VVFIN PTKVZ $. NN NN VVFIN ADV ART NE NN APPR NN	2/SB 0/-- 2/SVP 3/-- 7/SB 5/NK 2/CJ 10/MO 10/NK 7/DA 7/OA 11/MNR 12/NK	case=nom|*=True|Source::markable_291::Source=True|num=sg|Source::markable_291::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind _ _ case=gen|Target::markable_354::Target=True|Sentiment::markable_353::Sentiment=True|*=True|Sentiment::markable_353::Sarcasm=false|Sentiment::markable_353::Polarity=positive|num=sg|Target::markable_354::Preferred=true|Sentiment::markable_353::Intensity=medium|Target::markable_354::Anaphref=empty case=nom|EmoExpression::markable_355::Intensity=medium|EmoExpression::markable_355::SubjectiveFact=false|EmoExpression::markable_355::EmoExpression=True|gender=fem|Sentiment::markable_353::Sentiment=True|EmoExpression::markable_355::Uncertain=false|num=sg|EmoExpression::markable_355::Polarity=negative|EmoExpression::markable_355::Sarcasm=false EmoExpression::markable_294::Intensity=medium|mood=ind|EmoExpression::markable_294::EmoExpression=True|EmoExpression::markable_294::SubjectiveFact=false|EmoExpression::markable_294::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_294::Polarity=positive|EmoExpression::markable_294::Sarcasm=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg
374429443059892224	positive	RT @RolandThaler : " @twitter_politik : GRAFIK : Die größten Momente vom #TVDuell auf Twitter . #Btw13 http://t.co/ovJQGMEbmy "	RT @RolandThaler : " @twitter_politik : Grafik : die groß Moment von #TVDuell auf Twitter . #Btw13 http://t.co/ovJQGMEbmy "	NE ADJD $. $( NN $. NN $. ART ADJA NN APPRART NN APPR NN $. CARD NN $(	0/-- 1/PD 2/-- 5/-- 3/-- 5/-- 6/-- 7/-- 11/NK 11/NK 7/PAR 11/MNR 12/NK 13/MNR 14/NK 15/-- 18/NK 16/-- 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_296::Intensity=strong|Sentiment::markable_296::Sarcasm=false|gender=masc|Sentiment::markable_296::Polarity=positive|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty case=nom|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=masc|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::SubjectiveFact=false|num=pl|Target::markable_297::Target=True|EmoExpression::markable_298::Intensity=strong|sup=True|EmoExpression::markable_298::EmoExpression=True case=acc|gender=neut|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True Sentiment::markable_296::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_296::Sentiment=True _ _ _ _
