311904570395734016	positive	Ob das das Internet aushält ? Soviel #Papst auf einmal . #Habemus ... ;-)	ob die die Internet aushalten ? soviele #Papst auf einmal . #Habemus ... ;-)	KOUS PDS ART NN VVFIN $. PIAT NN APPR ADV $. NN $. $(	5/CP 5/SB 4/NK 5/SB 0/-- 5/-- 8/NK 6/-- 8/MNR 9/NK 10/-- 11/-- 12/-- 13/--	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ *=True case=nom|gender=neut|num=sg _ _ _ _ _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
311956589332529152	negative	Warum haben wir schon wieder einen katholischen papst ? Kommt das niemandem verdächtig vor ?	warum haben wir schon wieder eine katholisch Papst ? kommen die niemand verdächtig vor ?	PWAV VAFIN PPER ADV ADV ART ADJA NN $. VVFIN PDS PIS ADJD PTKVZ $.	2/MO 0/-- 2/SB 2/MO 2/MO 8/NK 8/NK 2/OA 8/-- 9/-- 10/SB 10/DA 10/MO 10/SVP 14/--	_ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_104013083::Sarcasm=false|EmoExpression::markable_104013083::Uncertain=false|EmoExpression::markable_104013083::Intensity=medium|EmoExpression::markable_104013083::SubjectiveFact=false|EmoExpression::markable_104013083::EmoExpression=True|EmoExpression::markable_104013083::Polarity=negative|pos=True _ _
311906060338331648	neutral	Am 13.  3.  13  sollte man keinen Papst wählen . Aus Prinzip	an @card@ @card@ @card@ sollen man keine Papst wählen . aus Prinzip	APPRART CARD CARD CARD VMFIN PIS PIAT NN VVINF $. APPR NN	5/MO 4/NMC 4/NMC 1/NK 0/-- 5/SB 8/NK 9/OA 5/OC 9/-- 10/-- 11/NK	case=dat|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg
311923789246111744	positive	Ach , die Tagesschau war auf Standby ?! :D #Papst #Franziskus	ach , die Tagesschau sein auf Standby ?! :D #Papst #Franziskus	ITJ $, ART NN VAFIN APPR NN ADJD ADJA NN NN	5/NK 1/-- 4/NK 5/SB 0/-- 5/MO 6/NK 5/PD 8/-- 9/DA 9/OA	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=fem|num=pl pos=True EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=strong|EmoExpression::markable_74::SubjectiveFact=false|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false _ _
311956263904882688	positive	@franziskript ... sind wir schon wieder Papst ?!? ;) oder wirst du Die Päpstin ??? ;)	@franziskript ... sein wir schon wieder Papst ?!? ;) oder werden du die Päpstin ??? ;)	NN $. VAFIN PPER ADV ADV NN ADJA NN KON VAFIN PPER ART ADJD ADJA ADJA	0/-- 1/-- 2/-- 3/SB 3/MO 3/MO 3/PD 7/NK 8/-- 9/CD 10/CJ 11/SB 15/NK 15/MO 9/PAR 15/--	_ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=positive _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=fem|num=sg pos=True case=acc|gender=fem|num=sg|pos=True EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True
311907198810853376	neutral	RT @DELoffice : Der Papst ist gewählt und aus gegebenem Anlass geht ServusTV voraussichtlich erst um 19:25 Uhr live aus Nürnberg ... http : ...	RT @DELoffice : die Papst sein wählen und aus gegeben Anlass gehen ServusTV voraussichtlich erst um @card@ Uhr live aus Nürnberg ... Http : ...	NE NN $. ART NN VAFIN VVPP KON APPR ADJA NN VVFIN NE ADJD ADV APPR CARD NN ADJD APPR NE $. NN $. $.	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/PD 6/CD 12/MO 11/NK 9/NK 8/CJ 12/SB 12/MO 16/MO 12/MO 18/NK 16/NK 18/MNR 19/MO 20/NK 21/-- 22/-- 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg pos=True _ _ _ case=acc|gender=fem|num=sg pos=True _ case=dat|gender=neut|num=sg _ _ _ _
311968555438600193	positive	Lesenswert : Portrait von Papst Franziskus aus dem Jahr 2005  http://t.co/XhemNd4fk0 via @lukecoppen http://t.co/qrr6xWttEw	Lesenswert : Portrait von Papst Franziskus aus die Jahr @card@ http://t.co/XhemNd4fk0 via @lukecoppen http://t.co/qrr6xWttEw	NN $. NN APPR NN NE APPR ART NN CARD NN APPR NN NN	0/-- 1/-- 1/CJ 3/PG 4/NK 5/NK 3/MNR 9/NK 7/NK 11/NK 3/CJ 11/MNR 12/NK 13/--	case=nom|EmoExpression::markable_104013084::SubjectiveFact=false|gender=fem|EmoExpression::markable_104013084::Intensity=medium|num=sg|EmoExpression::markable_104013084::EmoExpression=True|EmoExpression::markable_104013084::Uncertain=false|EmoExpression::markable_104013084::Polarity=positive|EmoExpression::markable_104013084::Sarcasm=false _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=pl _ case=dat|gender=fem|num=pl _
311916367387435010	positive	RT @gallenbitter : Ich wünsche mir einen Papst , der Kondome vom Balkon aus in die Menge wirft .	RT @gallenbitter : ich wünschen ich eine Papst , die Kondom von Balkon aus in die Menge werfen .	NE NN $. PPER VVFIN PPER ART NN $, ART NN APPRART NN APPR APPR ART NN VVFIN $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/DA 8/NK 5/OA 8/-- 18/SB 18/OA 11/MNR 12/NK 12/AC 18/MO 17/NK 15/NK 8/RC 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 EmoExpression::markable_104013085::EmoExpression=True|mood=ind|EmoExpression::markable_104013085::Sarcasm=false|pers=1|EmoExpression::markable_104013085::Intensity=medium|EmoExpression::markable_104013085::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_104013085::SubjectiveFact=false|EmoExpression::markable_104013085::Polarity=positive case=dat|pers=1|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
311918914126888961	negative	RT @Himbeermaus : Wenn nicht alles ausfällt wegen dem ficker #papst	RT @Himbeermaus : wenn nicht alle ausfallen wegen die ficker #papst	NE NN $. KOUS PTKNEG PIS VVFIN APPR ART ADJA NN	2/SB 0/-- 2/-- 7/CP 6/NG 7/SB 3/-- 7/MO 11/NK 11/NK 8/NK	case=nom|*=True|num=sg case=nom|Source::markable_10050123::Anaphref=empty|*=True|Sentiment::markable_10050122::Intensity=medium|num=sg|Sentiment::markable_10050122::Sentiment=True|Sentiment::markable_10050122::Sarcasm=false|Sentiment::markable_10050122::Polarity=negative|Source::markable_10050123::Source=True Sentiment::markable_10050122::Sentiment=True Sentiment::markable_10050122::Sentiment=True Sentiment::markable_10050122::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_10050122::Sentiment=True pers=3|Sentiment::markable_10050122::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_10050122::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_10050122::Sentiment=True case=dat|Sentiment::markable_77::Sentiment=True|EmoExpression::markable_79::Polarity=negative|gender=masc|Sentiment::markable_77::Sarcasm=false|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|pos=True|Sentiment::markable_77::Polarity=negative|num=sg|EmoExpression::markable_79::SubjectiveFact=false|EmoExpression::markable_79::Uncertain=false|Sentiment::markable_10050122::Sentiment=True|Sentiment::markable_77::Intensity=medium|EmoExpression::markable_79::EmoExpression=True case=dat|Sentiment::markable_77::Sentiment=True|gender=masc|Target::markable_78::Target=True|num=sg|Target::markable_78::Preferred=true|Sentiment::markable_10050122::Sentiment=True|Target::markable_78::Anaphref=empty
311929676140519424	negative	Titel der morgigen Bild - Zeitung : " SKANDAL ! Die Argentinier nehmen uns die Arbeitsplätze weg ! " #Papst	Titel die morgig Bild - Zeitung : " Skandal ! die Argentinier nehmen wir die Arbeitsplatz weg ! " #Papst	NN ART ADJA NN $( NN $. $( NN $. ART NN VVFIN PPER ART NN PTKVZ $. $( NN	0/-- 4/NK 4/NK 1/AG 4/-- 4/NK 6/-- 7/-- 6/SB 9/-- 12/NK 13/OA 10/-- 13/DA 16/NK 13/OA 13/SVP 17/-- 18/-- 19/--	case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ EmoExpression::markable_10050121::Polarity=negative|EmoExpression::markable_10050121::EmoExpression=True|EmoExpression::markable_10050121::SubjectiveFact=false|EmoExpression::markable_10050121::Intensity=strong|EmoExpression::markable_10050121::Sarcasm=false|EmoExpression::markable_10050121::Uncertain=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _
311920886691295236	neutral	Da hat Hape Kerkeling aber lange zum verkleiden gebraucht #papst	da haben Hape Kerkeling aber lange zu verkleiden gebrauchen #papst	ADV VAFIN ADJA NN ADV ADV APPRART VVINF VVFIN NN	6/MO 0/-- 4/NK 9/SB 6/MO 9/MO 9/MO 7/NK 2/OC 9/OA	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ _ pers=2|num=sg|tense=pres|mood=ind
311922170798428160	neutral	RT @reanimatore : Der #Papst ist aber auch schon 76  ¿ Ich habe gerade für #werder mitgebetet . : O	RT @reanimatore : die #Papst sein aber auch schon @card@ ¿ ich haben gerade für #werder mitgebetet . : O	NE NN $. ART NN VAFIN ADV ADV ADV CARD NN PPER VAFIN ADV APPR NN VVPP $. $. NN	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/MO 11/MO 10/MO 11/NK 6/SB 13/SB 6/CJ 17/MO 17/MO 15/NK 13/OC 17/-- 18/-- 18/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ gender=masc|*=True case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=pl _ _ _ *=True
311917764547866624	neutral	" Ich bin heute zu ihnen gekommen , um ihnen ihre Ausreise ... " " AAAAAAAAAHHHHHH " #Papst	" ich sein heute zu sie kommen , um sie ihr Ausreise ... " " AAAAAAAAAHHHHHH " #Papst	$( PPER VAFIN ADV APPR PPER VVPP $, KOUI PPER PPOSAT NN $. $( $( NE $( NN	2/-- 3/SB 0/-- 7/MO 7/MO 5/NK 3/OC 7/-- 7/MO 9/NK 12/NK 9/NK 12/-- 16/-- 14/-- 18/NK 16/-- 13/--	_ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=dat|*=True|num=pl|pers=3 _ _ _ case=dat|*=True|num=pl|pers=3 case=acc|gender=fem|num=pl case=acc|gender=masc|num=pl _ _ _ _ _ _
311908004758974464	neutral	Weiß man schon was ? Am Schluss wird ' s noch der Berlusconi sein #pope #papst	wissen man schon was ? an Schluss werden ' s noch die Berlusconi sein #pope #papst	VVFIN PIS ADV PIS $. APPRART NN VAFIN $( NN ADV ART NN PPOSAT NN NN	0/-- 1/SB 4/MO 1/OA 4/-- 8/MO 6/NK 5/-- 8/-- 8/SB 10/CD 13/NK 11/CJ 15/NK 10/SB 15/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ gender=neut|*=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg
311916557741731841	neutral	Ich lichte mal das Geheimnis : Ich bin Pabst ! #NewPope	ich lichten mal die Geheimnis : ich sein Pabst ! #NewPope	PPER VVFIN ADV ART NN $. PPER VAFIN NE $. NN	2/SB 0/-- 2/MO 5/NK 2/OA 5/-- 8/SB 2/CJ 8/PD 9/-- 10/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg
311915401888006144	neutral	RT @gutjahr : Ok , wer jetzt den Namen als erster twittert , geht in die Geschichte ein . #papst	RT @gutjahr : Ok , wer jetzt die Name als erst twittert , gehen in die Geschichte ein . #papst	NE NN $. NE $, PWS ADV ART NN KOKOM ADJA VVFIN $, VVFIN APPR ART NN PTKVZ $. NN	2/SB 0/-- 2/-- 14/SB 4/-- 12/SB 12/MO 9/NK 12/OA 12/CM 12/MO 4/RC 12/-- 3/-- 14/MO 17/NK 15/NK 14/SVP 18/-- 19/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg
311919557151436800	neutral	RT @papstfranziskus : @medienkuh Gesegnet sei die Medien - KuH ! Euer Papst	RT @papstfranziskus : @medienkuh segnen sein die Medium - Kuh ! euer Papst	NE NN $. NN VVPP VAFIN ART NN $( NN $. PPOSAT NN	2/SB 0/-- 2/-- 3/-- 6/PD 4/-- 8/NK 6/SB 8/-- 8/APP 10/-- 13/NK 11/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg
311909148180762625	negative	RT @GHJeitler : Wie mit Felix Baumgartner . Ganz zufällig zur Primetime . #papst	RT @GHJeitler : wie mit Felix Baumgartner . ganz zufällig zu Primetime . #papst	NE NN $. KOUS APPR NE NE $. ADV ADJD APPRART NN $. NN	2/SB 0/-- 2/-- 5/MO 3/-- 7/PNC 5/NK 7/-- 10/MO 11/PD 8/-- 11/NK 12/-- 13/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_104013086::Intensity=medium|EmoExpression::markable_104013086::SubjectiveFact=false|EmoExpression::markable_104013086::EmoExpression=True|EmoExpression::markable_104013086::Polarity=negative|EmoExpression::markable_104013086::Sarcasm=true|EmoExpression::markable_104013086::Uncertain=false pos=True|EmoExpression::markable_104013086::EmoExpression=True case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg
311919263147520001	neutral	RT @TorstenBeeck : + + + HABEMUS PAPAM + + + DER 266.  PAPST HEISST FRANZISKUS + + + ALLE INFOS UND LIVE - STREAM BEI BILD.de + + +	RT @TorstenBeeck : + + + HABEMUS PAPAM + + + die @card@ Papst heißen Franziskus + + + alle Info und live - STREAM bei BILD.de + + +	NE NN $. KON KON KON NN NE KON KON KON PDS CARD NN VVFIN NE KON KON KON PIAT NN KON ADJD $( NN APPR NN KON KON KON	2/SB 0/-- 2/-- 15/JU 4/CD 5/CD 6/CJ 7/NK 5/UC 9/CD 10/CD 11/CJ 14/NK 15/MO 3/-- 15/SB 21/CD 17/CD 18/CD 19/CJ 15/OA 21/CD 22/CJ 23/-- 21/APP 25/MNR 26/NK 25/CD 28/CD 29/CD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ _ _ gender=masc|*=True pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _
311924487513841667	neutral	@HerrHundertmark Also ich würde das machen , wenn ich Papst wäre . Aber so weit bin ich noch nicht . Jetzt erst mal die 600  Follower anvisieren	@HerrHundertmark also ich werden die machen , wenn ich Papst sein . aber so weit sein ich noch nicht . jetzt erst mal die @card@ Follower anvisieren	NN ADV PPER VAFIN PDS VVINF $, KOUS PPER NN VAFIN $. KON ADV ADJD VAFIN PPER ADV PTKNEG $. ADV ADV ADV ART CARD NN VVFIN	0/-- 3/MO 4/SB 1/-- 6/OA 4/OC 6/-- 11/CP 11/SB 11/PD 6/MO 11/-- 16/JU 15/MO 16/MO 12/-- 16/SB 19/MO 16/NG 19/-- 27/MO 23/MO 27/MO 26/NK 26/NK 27/OA 20/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj case=acc|gender=neut|num=sg _ _ _ case=nom|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ pos=True pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=1 _ _ _ _ _ _ case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl _
311915806235693058	neutral	Kinder macht mal hinne , ich will noch telefonieren . #habemuspapam #papst	Kind machen mal hinne , ich wollen noch telefonieren . #habemuspapam #papst	NN VVFIN ADV VVFIN $, PPER VMFIN ADV VVINF $. NN NN	2/SB 0/-- 4/MO 2/MO 4/-- 7/SB 2/CJ 9/MO 7/OC 9/-- 10/-- 11/NK	case=nom|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=subj _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311919500524126209	neutral	RT @kluettermann : Die Hand Gottes und Argentinien - das kennt man doch . #papst #maradona	RT @kluettermann : die Hand Gott und Argentinien - die kennen man doch . #papst #maradona	NE NN $. ART NN NN KON NE $( PDS VVFIN PIS ADV $. NN NE	2/SB 0/-- 2/-- 5/NK 10/RE 5/AG 6/CD 7/CJ 8/-- 11/SB 3/-- 11/SB 11/MO 13/-- 14/-- 15/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
