311972225265836033	positive	%PosSmiley Der neue Papst : Es ist ein Argentinier %Link via %User	%PosSmiley die neu Papst : es sein eine Argentinier %Link via %User	ITJ ART ADJA NN $. PPER VAFIN ART NN XY APPR NE	7/NK 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
311914598414565376	neutral	Wie wäre es eigentlich mit einer Frau als Papst ? Oder so Transgender ?? Papst / in Unterstrich	wie sein es eigentlich mit eine Frau als Papst ? oder so Transgender ?? Papst / in unterstreichen	KOKOM VAFIN PPER ADV APPR ART NN KOKOM NN $. KON ADV NN ADJA NN $( APPR VVFIN	2/CM 0/-- 2/SB 2/MO 2/MO 7/NK 5/NK 9/CM 2/MO 9/-- 13/JU 13/MO 0/-- 13/NK 18/MO 15/-- 18/MO 0/--	_ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind
312175236248371200	positive	Neuer Papst bezeichnete die Homo - Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch . ...	neu Papst bezeichnen die Homo - Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch . ...	ADJA NN VVFIN ART NN $( NN KOKOM NN ART NN KON ART NN APPR ART NN NN $. $.	2/NK 3/SB 0/-- 5/NK 3/OA 5/-- 5/NK 9/CM 7/CC 11/NK 9/AG 5/CD 14/NK 12/CJ 14/MNR 17/NK 15/NK 17/NK 18/-- 0/--	case=nom|Source::markable_161::Anaphref=empty|Sentiment::markable_160::Polarity=positive|Sentiment::markable_160::Sarcasm=false|gender=masc|pos=True|Sentiment::markable_160::Intensity=medium|num=sg|Sentiment::markable_160::Sentiment=True|Source::markable_161::Source=True case=nom|gender=masc|num=sg|Source::markable_161::Source=True|Sentiment::markable_160::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_160::Sentiment=True case=acc|num=sg|Target::markable_162::Preferred=true|Sentiment::markable_160::Sentiment=True|Target::markable_162::Anaphref=empty|gender=fem|Target::markable_162::Target=True case=acc|gender=fem|num=sg|Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_162::Target=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|*=True|EmoExpression::markable_163::SubjectiveFact=false|num=pl|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_163::EmoExpression=True case=gen|gender=neut|num=sg|Sentiment::markable_160::Sentiment=True case=gen|EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|gender=neut|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Sentiment::markable_160::Sentiment=True case=nom|num=sg|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Sentiment::markable_160::Sentiment=True|Target::markable_165::Anaphref=empty|gender=neut case=nom|gender=neut|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True|Target::markable_165::Target=True case=acc|gender=fem|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_165::Target=True|Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_166::Uncertain=false|gender=masc|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_166::Polarity=negative|num=sg|EmoExpression::markable_166::Sarcasm=false|EmoExpression::markable_166::EmoExpression=True|EmoExpression::markable_166::Intensity=medium|EmoExpression::markable_166::SubjectiveFact=false _ _
312097665582239745	positive	Grossartig ! Franziskus der Zweite schon gefunden . Papst ist Zwillingsbruder von Alfred Biolek ! ...	großartig ! Franziskus die Zweite schon finden . Papst sein Zwillingsbruder von Alfred Biolek ! ...	ADJD $. NE ART NN ADV VVPP $. NN VAFIN NN APPR NE NE $. $.	0/-- 1/-- 5/SB 5/NK 0/-- 7/MO 5/RC 7/-- 10/SB 0/-- 10/PD 11/PG 14/PNC 12/NK 14/-- 0/--	EmoExpression::markable_169::SubjectiveFact=false|Sentiment::markable_167::Sentiment=True|pos=True|EmoExpression::markable_169::Polarity=positive|EmoExpression::markable_169::Intensity=strong|EmoExpression::markable_169::Uncertain=false|EmoExpression::markable_169::Sarcasm=false|EmoExpression::markable_169::EmoExpression=True Sentiment::markable_167::Sentiment=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=masc|Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg|Sentiment::markable_167::Sentiment=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg|Sentiment::markable_167::Sentiment=True Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True Target::markable_170::Target=True|Sentiment::markable_167::Sentiment=True _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
311904849644109825	neutral	Wenn man bei Papst ein paar Buchstaben umstellt , erhält man Schady .	wenn man bei Papst eine paar Buchstabe umstellen , erhalten man Schady .	KOUS PIS APPR NN ART PIAT NN VVPP $, VVFIN PIS NN $.	8/CP 8/SB 8/MO 3/NK 6/NK 7/NK 8/OA 10/MO 8/-- 0/-- 10/SB 10/OA 12/--	_ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg *=True *=True case=acc|gender=masc|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg _
311914688726323201	neutral	Live - Übertragung im Privatfernsehen : " Der Papst am Fenster zur Welt - präsentiert vom neuen Windows 8 . "	Live - Übertragung in Privatfernsehen : " die Papst an Fenster zu Welt - präsentieren von neu Windows 8 . "	NN $( NN APPRART NN $. $( ART NN APPRART NN APPRART NN $( VVFIN APPRART ADJA NN CARD $. $(	0/-- 1/-- 1/CJ 3/MNR 4/NK 5/-- 6/-- 9/NK 15/SB 9/MNR 10/NK 11/MNR 12/NK 13/-- 1/PAR 15/MO 18/NK 16/NK 18/NK 19/-- 20/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
311906041463992320	positive	Mal eine richtige Überraschung wäre mal , wenn gleich eine Frau auf den Balkon tritt . Papst	Mal eine richtig Überraschung sein mal , wenn gleich eine Frau auf die Balkon treten . Papst	NN ART ADJA NN VAFIN ADV $, KOUS APPR ART NN APPR ART NN VVFIN $. NN	5/PD 4/NK 4/NK 5/SB 0/-- 5/MO 6/-- 15/CP 15/MO 11/NK 15/SB 15/MO 14/NK 12/NK 5/MO 15/-- 0/--	case=nom|gender=fem|num=sg|Sentiment::markable_171::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_171::Sentiment=True case=nom|Intensifier::markable_175::Degree=medium|gender=fem|pos=True|Intensifier::markable_175::Intensifier=True|num=sg|Sentiment::markable_171::Sentiment=True|Intensifier::markable_175::EmoExpressionRef=emo-expression:markable_173 case=nom|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=medium|gender=fem|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|num=sg|Sentiment::markable_171::Sentiment=True pers=3|Sentiment::markable_171::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Anaphref=empty|Target::markable_174::Target=True|Target::markable_174::Preferred=true case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True case=acc|gender=masc|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_174::Target=True|Sentiment::markable_171::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True Sentiment::markable_171::Sentiment=True case=nom|gender=masc|num=sg
311921655976955904	positive	Hervorragende Raumaufteilung der Kardinäle um den Papst herum . Bergoglio wird auch als Messis Stellvertreter im Vat ...	hervorragend Raumaufteilung die Kardinal um die Papst herum . Bergoglio werden auch als Messis Stellvertreter in Vat ...	ADJA NN ART NN APPR ART NN PTKVZ $. NE VAFIN ADV KOKOM NN NN APPRART NN $.	2/NK 0/-- 4/NK 2/AG 2/MNR 7/NK 5/NK 2/MO 8/-- 11/SB 0/-- 14/MO 14/CM 11/SB 14/NK 11/MO 16/NK 17/--	case=nom|EmoExpression::markable_178::Polarity=positive|EmoExpression::markable_178::Uncertain=false|EmoExpression::markable_178::SubjectiveFact=false|EmoExpression::markable_178::EmoExpression=True|gender=fem|pos=True|num=sg|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Sarcasm=false|Target::markable_179::Preferred=true|Target::markable_179::Anaphref=empty|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_176::Sentiment=True|Target::markable_179::Target=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311981827529265152	neutral	Wir sind doch papst ! " Lehmann : Neuer Papst schrieb Doktorarbeit an Jesuiten - Hochschule in Frankfurt	wir sein doch Papst ! " Lehmann : neu Papst schreiben Doktorarbeit an Jesuit - Hochschule in Frankfurt	PPER VAFIN ADV NN $. $( NE $. ADJA NN VVFIN NN APPR NN $( NN APPR NE	2/SB 0/-- 2/MO 2/PD 4/-- 5/-- 0/-- 7/-- 10/NK 11/SB 7/RS 11/OA 12/MNR 13/NK 14/-- 12/CJ 16/MNR 17/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ case=nom|gender=fem|num=pl _ case=dat|gender=neut|num=sg
311922425757564928	neutral	Jeder Papst ist eine Prinzessin .	jede Papst sein eine Prinzessin .	PIAT NN VAFIN ART NN $.	2/NK 3/SB 0/-- 5/NK 3/PD 5/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
311912346127855616	positive	Ob der neue Papst auch wieder so eine lustige Mütze aufhat ?	ob die neu Papst auch wieder so eine lustig Mütze aufhat ?	APPR ART ADJA NN ADV ADV ADV ART ADJA NN VVFIN $.	11/CP 4/NK 4/NK 11/SB 11/MO 11/MO 11/MO 10/NK 10/NK 11/OA 0/-- 11/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ Sentiment::markable_180::Polarity=positive|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True|Sentiment::markable_180::Intensity=medium|Target::markable_181::Anaphref=empty|Sentiment::markable_180::Sarcasm=false|Target::markable_181::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=nom|EmoExpression::markable_182::Sarcasm=false|Target::markable_181::Target=True|EmoExpression::markable_182::Polarity=positive|gender=fem|EmoExpression::markable_182::Intensity=medium|pos=True|num=sg|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True|EmoExpression::markable_182::Uncertain=false case=nom|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True pers=3|num=sg|tense=pres|mood=ind _
311883128832655360	negative	Und der Rest scheisst drauf , wer nun Papst wird !	und die Rest scheißen drauf , wer nun Papst werden !	KON ART NN VVFIN PAV $, PWS ADV NN VAFIN $.	4/JU 3/NK 4/SB 0/-- 6/NK 4/-- 10/SB 10/MO 10/PD 4/OC 10/--	Sentiment::markable_183::Sentiment=True|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Intensity=strong|Sentiment::markable_183::Sarcasm=false case=nom|num=sg|Sentiment::markable_183::Sentiment=True|Source::markable_184::Source=True|gender=masc|Source::markable_184::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_183::Sentiment=True|Source::markable_184::Source=True EmoExpression::markable_185::Polarity=negative|Sentiment::markable_183::Sentiment=True|mood=ind|EmoExpression::markable_185::EmoExpression=True|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_185::Intensity=strong|EmoExpression::markable_185::Uncertain=false Target::markable_186::Anaphref=markable_187|Target::markable_186::Preferred=true|Sentiment::markable_183::Sentiment=True|Target::markable_186::Target=True Sentiment::markable_183::Sentiment=True case=nom|Target::markable_187::Anaphref=empty|num=sg|Sentiment::markable_183::Sentiment=True|gender=masc|Target::markable_187::Target=True|Target::markable_187::Preferred=true Target::markable_187::Target=True|Sentiment::markable_183::Sentiment=True case=nom|gender=masc|Target::markable_187::Target=True|num=sg|Sentiment::markable_183::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_183::Sentiment=True|Target::markable_187::Target=True Sentiment::markable_183::Sentiment=True
312173898689019904	neutral	spiegel : Papst aus Argentinien : Franziskus amerikanus %Link okru	spiegeln : Papst aus Argentinien : Franziskus amerikanus %Link okru	VVIMP $. NN APPR NE $. NE ADJA XY ADJA	0/-- 1/-- 1/OA 3/MNR 4/NK 5/-- 8/SB 3/PAR 0/-- 8/MO	_ _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ _
311928234751168514	negative	Ich will ja keine Religionsdebatte lostreten , aber kaum ist der neue Papst gewählt , fangen die Bayern ein fast fliegendes Gegentor .	ich wollen ja keine Religionsdebatte lostreten , aber kaum sein die neu Papst wählen , fangen die Bayer eine fast fliegend Gegentor .	PPER VMFIN ADV PIAT NN VVINF $, KON ADV VAFIN ART ADJA NN VVPP $, VVFIN ART NN ART ADV ADJA NN $.	2/SB 16/SB 2/MO 5/NK 6/OA 2/OC 6/-- 2/CD 14/MO 8/CJ 13/NK 13/NK 10/SB 10/OC 14/-- 0/-- 18/NK 16/SB 22/NK 21/MO 22/NK 16/OA 22/--	case=nom|Source::markable_189::Source=True|Source::markable_189::Anaphref=empty|Sentiment::markable_188::Polarity=negative|*=True|Sentiment::markable_188::Sentiment=True|Sentiment::markable_188::Sarcasm=false|pers=1|num=sg|Sentiment::markable_188::Intensity=medium mood=ind|EmoExpression::markable_190::Polarity=positive|EmoExpression::markable_190::Intensity=medium|EmoExpression::markable_190::Uncertain=false|EmoExpression::markable_190::Sarcasm=false|EmoExpression::markable_190::SubjectiveFact=false|Sentiment::markable_188::Sentiment=True|pers=1|num=sg|tense=pres|EmoExpression::markable_190::EmoExpression=True Sentiment::markable_188::Sentiment=True case=acc|Negation::markable_192::Negation=True|Target::markable_191::Preferred=true|gender=fem|Sentiment::markable_188::Sentiment=True|Target::markable_191::Anaphref=empty|Negation::markable_192::EmoExpressionRef=emo-expression:markable_190|num=sg|Target::markable_191::Target=True case=acc|gender=fem|num=sg|Target::markable_191::Target=True|Sentiment::markable_188::Sentiment=True EmoExpression::markable_10404371::Intensity=medium|EmoExpression::markable_10404371::Sarcasm=false|EmoExpression::markable_10404371::Uncertain=false|EmoExpression::markable_10404371::Polarity=negative|Sentiment::markable_188::Sentiment=True|EmoExpression::markable_10404371::EmoExpression=True|EmoExpression::markable_10404371::SubjectiveFact=false|Target::markable_191::Target=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _
311938559319887872	positive	Der neue Papst hat was gegen Homosexuelle ... ... ! ÜBERRASCHUNG !	die neu Papst haben was gegen Homosexuelle ... ... ! Überraschung !	ART ADJA NN VAFIN PIS APPR NN $. $. $. NN $.	3/NK 3/NK 4/SB 0/-- 4/OA 5/MNR 6/NK 7/-- 0/-- 0/-- 0/-- 11/--	case=nom|Sentiment::markable_193::Polarity=positive|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Intensity=medium|gender=masc|Source::markable_193::Anaphref=empty|Target::markable_197::Anaphref=empty|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_197::Preferred=true|Source::markable_193::Source=True|Target::markable_197::Target=True case=nom|gender=masc|pos=True|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_193::Source=True|Target::markable_197::Target=True case=nom|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|gender=masc|Source::markable_193::Source=True|Target::markable_197::Target=True pers=3|Sentiment::markable_197::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_197::Target=True|Sentiment::markable_193::Sentiment=True case=acc|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|gender=neut|Target::markable_197::Target=True EmoExpression::markable_193::Sarcasm=false|EmoExpression::markable_193::Uncertain=false|EmoExpression::markable_193::Polarity=negative|EmoExpression::markable_193::SubjectiveFact=false|Sentiment::markable_197::Sentiment=True|EmoExpression::markable_193::Intensity=medium|Target::markable_197::Target=True|EmoExpression::markable_193::EmoExpression=True|Sentiment::markable_193::Sentiment=True case=acc|Target::markable_193::Target=True|gender=fem|Target::markable_193::Anaphref=empty|Sentiment::markable_197::Sentiment=True|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_193::Preferred=true|Target::markable_197::Target=True Sentiment::markable_197::Sentiment=True Sentiment::markable_197::Sentiment=True Sentiment::markable_197::Sentiment=True case=nom|EmoExpression::markable_200::Polarity=positive|EmoExpression::markable_200::Intensity=medium|gender=neut|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=true|EmoExpression::markable_200::SubjectiveFact=false|Sentiment::markable_197::Sentiment=True|num=sg|EmoExpression::markable_200::EmoExpression=True Sentiment::markable_197::Sentiment=True
