322366239513141248	positive	ja das stimmt , aber bislang habe ich dich auch noch nicht auf ein foto gesehen %PosSmiley	ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen %PosSmiley	ADV PDS VVFIN $, KON ADV VAFIN PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ITJ	2/MO 3/SB 0/-- 3/-- 3/CD 16/MO 5/CJ 7/SB 16/OA 12/MO 12/MO 16/NG 16/MO 15/NK 13/NK 7/OC 16/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
322446566906544128	mixed	hör auf flubby anzugeilen , es reicht , dass sie uns auf blogtv nervt %PosSmiley	hören auf flubby anzugeilen , es reichen , dass sie wir auf blogtv nerven %PosSmiley	VVIMP APPR NN VVIZU $, PPER VVFIN $, KOUS PPER PRF APPR NE VVFIN ITJ	7/MO 4/MO 2/NK 7/MO 4/-- 7/EP 0/-- 7/-- 14/CP 14/SB 14/OA 14/MO 12/NK 7/MO 14/DM	_ _ case=acc|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Sarcasm=false|gender=fem|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=sg|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty EmoExpression::markable_184::Polarity=positive|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::SubjectiveFact=false|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::Uncertain=false|EmoExpression::markable_184::Intensity=medium|EmoExpression::markable_184::EmoExpression=True _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|Sentiment::markable_185::Polarity=negative|gender=fem|Sentiment::markable_185::Sentiment=True|Sentiment::markable_185::Sarcasm=false|pers=3|Sentiment::markable_185::Intensity=medium|num=sg|Target::markable_186::Target=True case=acc|pers=1|num=pl|Source::markable_187::Source=True|Sentiment::markable_185::Sentiment=True|Source::markable_187::Anaphref=empty Sentiment::markable_185::Sentiment=True case=acc|*=True|Sentiment::markable_185::Sentiment=True|num=sg mood=ind|EmoExpression::markable_188::SubjectiveFact=false|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_188::Uncertain=false|EmoExpression::markable_188::Polarity=positive|EmoExpression::markable_188::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::EmoExpression=True EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=positive|EmoExpression::markable_189::Intensity=strong|EmoExpression::markable_189::Sarcasm=false
323671249731584001	neutral	Was sie will bekommt sie auc	was sie wollen bekommen sie auc	PIS PPER VMFIN VVFIN PPER NE	3/OA 3/SB 4/OC 0/-- 4/SB 4/OA	case=acc|gender=neut|num=sg case=acc|pers=3|*=True pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _
327453284564627456	neutral	Köprülü Canyon . Im Hinterland in der Türkei , mit Schnee auf den Bergen .	Köprülü Canyon . in Hinterland in die Türkei , mit Schnee auf die Berg|Bergen .	NE NE $. APPRART NN APPR ART NE $, APPR NN APPR ART NN $.	2/PNC 0/-- 2/-- 0/-- 4/NK 5/MNR 8/NK 6/NK 8/-- 4/MO 10/NK 11/MNR 14/NK 12/NK 14/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
328131520168615936	positive	" fsvlive FSV - SGD 3:1 90. +2 Schlusspfiff ! Der FSV gewinnt 3:1 ! "	" fsvlive FSV - SGD @card@ @ord@ +2 Schlusspfiff ! die FSV gewinnen @card@ ! "	$( NN NE $( NN CARD ADJA CARD NN $. ART NE VVFIN CARD $. $(	2/-- 0/-- 2/NK 3/-- 2/PAR 5/NK 9/NK 9/NK 5/APP 9/-- 12/NK 13/SB 0/-- 13/MO 14/-- 15/--	_ *=True case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True _ case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_190::Polarity=positive|Sentiment::markable_190::Sentiment=True|Target::markable_191::Preferred=true|gender=masc|Sentiment::markable_190::Intensity=medium|Target::markable_191::Anaphref=empty|Sentiment::markable_190::Sarcasm=false|num=sg|Target::markable_191::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True|Target::markable_191::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_190::Sentiment=True|Target::markable_191::Target=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True _
323903812295356416	negative	Würde man zu jeden Anschlag was posten käme nichts mehr anderes im TV .	werden man zu jede Anschlag was posten kommen nichts mehr andere in TV .	VAFIN PIS APPR PIAT NN PIS VVINF VVFIN PIS ADV PIS APPRART NE $.	0/MO 1/SB 7/OP 5/NK 3/NK 7/OA 1/OC 0/-- 8/SB 9/MO 8/MO 8/MO 12/NK 13/--	pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=negative|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium case=acc|gender=neut|num=sg sup=True pers=3|num=sg|tense=past|mood=subj gender=neut|*=True _ case=acc|gender=neut|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
327419131601223680	positive	Auf Camilleris Spuren durch Sizilien : Die Lieblingsplätze des Commissario Montalbano :	auf Camilleris Spur|Spuren durch Sizilien : die Lieblingsplatz die Commissario Montalbano :	APPR NE NN APPR NE $. ART NN ART NE NE $.	8/MO 3/AG 1/NK 3/MNR 4/NK 5/-- 8/NK 0/-- 11/NK 11/PNC 8/AG 11/--	_ case=gen|*=True|num=sg case=nom|gender=fem|num=pl _ case=acc|gender=fem|num=pl _ case=acc|Sentiment::markable_193::Polarity=positive|Target::markable_195::Preferred=true|Sentiment::markable_193::Sarcasm=false|Target::markable_195::Anaphref=empty|gender=masc|Sentiment::markable_193::Intensity=strong|num=pl|Sentiment::markable_193::Sentiment=True|Target::markable_195::Target=True case=acc|gender=masc|num=pl case=gen|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=gen|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_194::Source=True|gender=masc|Source::markable_194::Anaphref=empty case=gen|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_194::Source=True _
327200629908967425	neutral	my dawg jus txt me said dem pillz gt her txtn %PosSmiley	my dawg Jus txt me said die pillz gt her txtn %PosSmiley	NE NE NN VVFIN ADJD ADJD ART ADJA NN APZR ADJA ITJ	3/PNC 3/PNC 4/SB 0/-- 4/MO 4/MO 9/NK 9/NK 4/DA 4/MO 12/NK 4/DM	_ _ _ _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
322423499937423360	negative	War nicht letztens erst Pferdefleischskandal ? Oder habe ich ein Déjà - Hü ?	sein nicht letztens erst Pferdefleischskandal ? oder haben ich eine Déjà - Hü ?	VAFIN PTKNEG ADV ADV NN $. KON VAFIN PPER ART NN $( NE $.	0/-- 1/NG 1/MO 1/MO 1/PD 5/-- 8/JU 0/-- 8/SB 11/NK 8/OA 11/-- 11/APP 13/--	pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|EmoExpression::markable_100500287::Polarity=negative|EmoExpression::markable_100500287::Sarcasm=false|gender=masc|EmoExpression::markable_100500287::SubjectiveFact=false|num=sg|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::EmoExpression=True _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True _
323891567645573120	neutral	Und fresh vergiss fresh nicht !	und fresh vergessen fresh nicht !	KON ADJA VVIMP NE PTKNEG $.	2/JU 0/-- 2/NK 3/OA 2/NG 5/--	_ _ _ _ _ _
323811894605512705	neutral	VELUX EHF FINAL4 Opening Party mit Handball - Stars , BläckFööss und vielem mehr	VELUX EHF FINAL4 Opening Party mit Handball - Star , BläckFööss und viele mehr	NN NE CARD NN NN APPR NN $( NN $, NN KON PIS ADV	0/-- 1/NK 4/NK 1/PAR 4/NK 4/MNR 6/NK 7/-- 7/CJ 9/-- 9/CJ 11/CD 12/CJ 1/MNR	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg *=True *=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ case=dat|*=True|num=sg _
323646026995093505	positive	%User spricht mir aus der Seele %PosSmiley %Link	%User sprechen ich aus die Seele %PosSmiley %Link	NE VVFIN PPER APPR ART NN ITJ XY	2/SB 0/-- 2/DA 2/MO 6/NK 4/NK 6/NK 7/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_197::Polarity=positive|EmoExpression::markable_197::SubjectiveFact=false|EmoExpression::markable_197::EmoExpression=True|EmoExpression::markable_197::Sarcasm=false|EmoExpression::markable_197::Uncertain=false|EmoExpression::markable_197::Intensity=medium case=dat|gender=fem|num=pl|pers=3
328101558480945153	neutral	Café Oriental Re : Support your local dealer : Ich höre bei unseren Händlern ud zugegebenermassen Nischenproduk ...	Café Oriental Re : Support your local Dealer : ich hören bei unser Händler ud zugegebenermaßen Nischenproduk ...	NN NN NN $. NN NN ADJA NN $. PPER VVFIN APPR PPOSAT NN VVFIN ADV NN $.	15/SB 1/NK 1/NK 3/-- 1/CJ 5/NK 8/NK 11/PD 8/-- 11/SB 1/NK 11/MO 14/NK 12/NK 0/-- 15/MO 15/OA 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg _
327462305090650113	negative	nigga fuck dem crackers I hate payin dem bastards	nigga fuck die crackers I hate payin die Bastard	NN NN ART ADJA NN NN NE ART NN	0/-- 1/NK 5/NK 5/NK 1/PAR 0/PNC 5/NK 9/NK 7/PNC	case=nom|Sentiment::markable_100500289::Polarity=negative|num=sg|Sentiment::markable_100500289::Sarcasm=false|Sentiment::markable_100500289::Intensity=strong|gender=neut|Sentiment::markable_100500289::Sentiment=True case=nom|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=strong|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|gender=neut|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True case=dat|num=sg|Target::markable_100500290::Preferred=true|Target::markable_100500290::Target=True|gender=masc|Sentiment::markable_100500289::Sentiment=True|Target::markable_100500290::Anaphref=empty case=nom|EmoExpression::markable_100500303::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500303::Polarity=negative|gender=neut|EmoExpression::markable_100500303::Uncertain=false|pos=True|EmoExpression::markable_100500303::Intensity=medium|EmoExpression::markable_100500303::EmoExpression=True|num=sg|EmoExpression::markable_100500303::Sarcasm=false|Target::markable_100500290::Target=True case=nom|Sentiment::markable_100500293::Sentiment=True|Sentiment::markable_100500293::Polarity=negative|Source::markable_100500294::Anaphref=empty|gender=neut|Source::markable_100500294::Source=True|Sentiment::markable_100500293::Intensity=strong|num=sg|Sentiment::markable_100500293::Sarcasm=false EmoExpression::markable_100500295::Sarcasm=false|Sentiment::markable_100500293::Sentiment=True|EmoExpression::markable_100500295::Intensity=strong|EmoExpression::markable_100500295::SubjectiveFact=false|*=True|EmoExpression::markable_100500295::Uncertain=false|EmoExpression::markable_100500295::Polarity=negative|EmoExpression::markable_100500295::EmoExpression=True case=nom|num=sg|Sentiment::markable_100500293::Sentiment=True|Target::markable_100500296::Target=True|Target::markable_100500296::Preferred=true|*=True|Target::markable_100500296::Anaphref=empty case=dat|gender=masc|num=sg|Sentiment::markable_100500293::Sentiment=True|Target::markable_100500296::Target=True case=dat|Sentiment::markable_100500293::Sentiment=True|EmoExpression::markable_100500304::Intensity=medium|gender=masc|EmoExpression::markable_100500304::Polarity=negative|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True|EmoExpression::markable_100500304::Uncertain=false|num=sg|EmoExpression::markable_100500304::Sarcasm=false|Target::markable_100500296::Target=True
327532108249710592	neutral	Rottweil : " Power - Tower " wird Rottweil prägen : Geplantes Bauprojekt von ThyssenKrupp ist höher als de ... %Link Rottweil	Rottweil : " Power - Tower " werden Rottweil prägen : geplant Bauprojekt von ThyssenKrupp sein hoch als de ... %Link Rottweil	NE $. $( NE $( NN $( VAFIN NE VVINF $. ADJA NN APPR NN VAFIN ADJD KOKOM NE $. XY NE	0/-- 1/-- 2/-- 0/-- 4/-- 4/APP 6/-- 1/RS 8/SB 8/OC 10/-- 13/NK 16/SB 13/PG 14/NK 10/OC 16/PD 19/CM 17/CC 19/-- 0/-- 0/--	case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ *=True _ _ case=nom|gender=neut|num=sg
323742152779763713	neutral	" Reden bewegt den Mund , Handeln die Welt . " %Link Zitate	" Rede|Reden bewegen die Mund , Handeln die Welt . " %Link Zitat	$( NN VVFIN ART NN $, NN ART NN $. $( XY NN	2/-- 3/SB 0/-- 5/NK 3/OA 5/-- 5/CJ 9/NK 7/MNR 9/-- 10/-- 0/-- 0/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True case=acc|gender=neut|num=pl
328199421860909056	positive	nice one %User ! gegen real am dienstag dann bitte auch bvb BuLi cl	nice one %User ! gegen real an Dienstag dann bitte auch bvb BuLi cl	NE NE NE $. APPR ADJD APPRART NN ADV ADV ADV ADJA NN NE	3/PNC 3/PNC 0/-- 3/-- 13/MNR 5/NK 6/MO 7/NK 5/MO 5/MO 13/MO 13/NK 0/-- 13/AG	case=nom|EmoExpression::markable_100500288::Sarcasm=false|gender=fem|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Polarity=positive|num=sg|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Intensity=medium case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _
322375344952844288	neutral	Ich habe im Spiel The Tribez für iPhone die Mission ' Reisevorberei ... ' vollendet. %Link iphonegames , gameinsight	ich haben in Spiel The Tribez für iPhone die Mission ' Reisevorberei ... ' vollendet. %Link iphonegames , gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( NN $. $( VVIMP XY VVFIN $, NN	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/-- 10/NK 12/-- 15/-- 0/-- 0/-- 19/PNC 17/-- 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ _ _ case=nom|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind
328154870882381824	neutral	Denst du ich werde es dann noch gucken ? No way	Denst du ich werden es dann noch gucken ? <UNKNOWN> way	NN PPER PPER VAFIN PPER ADV ADV VVINF $. NE NE	3/CC 1/SB 4/SB 0/-- 4/EP 8/MO 8/MO 4/OC 8/-- 11/PNC 0/--	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=2 case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ _ _ _ _
323748852945522688	neutral	Ich habe 12 Fotos im Album " Palma De Mallorca Shoot " auf Facebook gepostet	ich haben 12 Foto in Album " Palma De Mallorca Shoot " auf Facebook gepostet	PPER VAFIN CARD NN APPRART NN $( NE NE NE NN $( APPR NE VVPP	2/SB 0/-- 4/NK 2/OA 4/MNR 5/NK 6/-- 10/PNC 10/PNC 6/NK 6/MNR 11/-- 15/MO 13/NK 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ *=True *=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=neut|num=sg _
322430254633340928	negative	wieso hast du so viel für Innenraum bezahlt ? %PosSmiley	wieso haben du so viel für Innenraum bezahlen ? %PosSmiley	PWAV VAFIN PPER ADV ADV APPR NN VVPP $. ITJ	8/MO 0/-- 2/SB 8/MO 8/MO 8/MO 6/NK 2/OC 8/-- 8/NK	Sentiment::markable_198::Sentiment=True|Sentiment::markable_198::Polarity=negative|Sentiment::markable_198::Intensity=medium|Sentiment::markable_198::Sarcasm=false pers=2|Sentiment::markable_198::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_199::Target=True|gender=fem|pers=2|num=sg|Target::markable_199::Anaphref=empty|Sentiment::markable_198::Sentiment=True|Target::markable_199::Preferred=true Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True *=True|Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True Sentiment::markable_198::Sentiment=True|Target::markable_199::Target=True Sentiment::markable_198::Sentiment=True Sentiment::markable_198::Sentiment=True|EmoExpression::markable_200::EmoExpression=True
327321513835515904	neutral	Sie meinen den Beginn des Wochenendes für Studenten ? Doch erst ab Mittag !	Sie meinen die Beginn die Wochenende für Student ? doch erst ab Mittag !	PPER VVFIN ART NN ART NN APPR NN $. KON ADV APPR NN $.	2/SB 0/-- 4/NK 2/OA 6/NK 4/AG 6/MNR 7/NK 8/-- 12/JU 12/MO 0/-- 12/NK 13/--	case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ _ _ _ case=dat|gender=masc|num=sg _
