311914253751836672	positive	Ich bi so ufgregt ! Wer isch jetzt de neui Papst ? ? %PosSmiley	ich bi so ufgregt ! wer isch jetzt de neui Papst ? ? %PosSmiley	PPER VVFIN ADV ADJD $. PWS VVFIN ADV NE ADJA NN $. $. ITJ	2/SB 0/-- 4/MO 2/MO 4/-- 7/SB 0/-- 7/MO 7/SB 11/NK 7/OA 11/-- 12/-- 12/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311922832886087680	neutral	2005 : Wir sind Papst 2013 : Endlich ein Frank	2005 : wir sein Papst @card@ : endlich eine Frank	CARD $. PPER VAFIN NN CARD $. ADV ART NE	3/NK 1/-- 4/SB 0/-- 4/PD 5/NK 6/-- 10/MO 10/NK 5/NK	_ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311914750927859712	neutral	Peter Frey vom %User spricht von " weltumspannenden Ereignis " und beweist das mit Zitat eines Tweets der TAZ zur Papst - Wahl %User	Peter Frey von %User sprechen von " weltumspannend Ereignis " und beweisen die mit Zitat eine Tweets die TAZ zu Papst - Wahl %User	NE NE APPRART NE VVFIN APPR $( ADJA NN $( KON VVFIN PDS APPR NN ART NN ART NE APPRART NN $( NN NE	2/PNC 5/SB 2/MNR 3/NK 0/-- 5/OP 6/-- 9/NK 6/NK 9/-- 5/CD 11/CJ 12/OA 12/MO 14/NK 17/NK 15/AG 19/NK 17/AG 12/MO 20/NK 21/-- 21/PAR 23/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
311920014104092672	neutral	Jetzt erst mal ein Franziskaner ! Da die Franzi jetzt Papst ist !	jetzt erst mal eine Franziskaner ! da die Franzi jetzt Papst sein !	ADV ADV ADV ART NN $. KOUS ART NE ADV NN VAFIN $.	5/MO 3/MO 5/MO 5/NK 0/-- 5/-- 12/CP 9/NK 12/SB 12/MO 12/PD 0/-- 12/--	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311925985085890560	neutral	na dann sag ich mal : argentinisches Steak für alle ! Papst Franziskus	na dann sagen ich mal : argentinisch Steak für alle ! Papst Franziskus	ITJ ADV VVIMP PPER ADV $. ADJA NN APPR PIS $. NN NE	8/NK 3/MO 0/-- 3/OA 3/MO 5/-- 8/NK 3/OA 8/MNR 9/NK 10/-- 0/-- 12/NK	_ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|*=True|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311912572712534018	neutral	Warum der Papst sich noch nicht gezeigt hat ? Casus fortuitus a mora excusat .	warum die Papst sich noch nicht zeigen haben ? Casus fortuitus a Mora excusat .	PWAV ART NN PRF ADV PTKNEG VVPP VAFIN $. ADJA ADJA FM NE VVFIN $.	7/MO 3/NK 8/SB 7/OA 6/MO 7/NG 8/OC 0/-- 8/-- 12/NK 12/NK 14/MO 12/NK 0/-- 14/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|pers=3|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _
311942168426184704	negative	Dieser oder jeder andere papst kratzt mich nicht . Wieso bist Du fassungslos ?	dies oder jede andere Papst kratzen ich nicht . wieso sein du fassungslos ?	PDAT KON PIAT PIS NN VVFIN PRF PTKNEG $. PWAV VAFIN PPER ADJD $.	5/NK 1/CD 4/NK 2/CJ 6/SB 0/-- 6/OA 6/NG 8/-- 11/MO 0/-- 11/SB 11/MO 13/--	case=nom|num=sg|Sentiment::markable_169::Intensity=medium|Sentiment::markable_169::Sarcasm=false|gender=masc|Sentiment::markable_169::Polarity=negative|Sentiment::markable_169::Sentiment=True Sentiment::markable_169::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_169::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_169::Sentiment=True|pos=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=masc|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True EmoExpression::markable_171::Intensity=medium|mood=ind|EmoExpression::markable_171::EmoExpression=True|EmoExpression::markable_171::SubjectiveFact=false|EmoExpression::markable_171::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_171::Polarity=positive|Sentiment::markable_169::Sentiment=True|EmoExpression::markable_171::Sarcasm=false case=acc|pers=1|num=sg|Source::markable_173::Anaphref=empty|Source::markable_173::Source=True|*=True|Sentiment::markable_169::Sentiment=True Negation::markable_172::Negation=True|Negation::markable_172::EmoExpressionRef=empty|Sentiment::markable_169::Sentiment=True _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 EmoExpression::markable_100500228::Sarcasm=false|EmoExpression::markable_100500228::EmoExpression=True|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=weak|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::Polarity=negative|pos=True _
311807486673960960	neutral	... wie kann es zu dieser Meldung ein " mehr " geben ? Kein Papst = keine Neuigkeiten. m (	... wie können es zu dies Meldung ein " mehr " geben ? keine Papst = keine Neuigkeiten. m (	$. KOUS VMFIN PPER APPR PDAT NN PTKVZ $( PIAT $( VVINF $. PIAT NN $( PIAT NN NN $(	0/-- 3/MO 0/-- 3/EP 12/MO 7/NK 5/NK 10/NK 8/-- 12/OA 10/-- 3/OC 12/-- 15/NK 0/-- 15/-- 18/NK 15/PAR 18/NK 19/--	_ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg gender=masc|*=True _
311907928493944832	neutral	Macht schon , gleich ist das Netz wieder weg re5 bahn Papst	Macht schon , gleich sein die Netz wieder weg re5 bahnen Papst	NN ADV $, ADJD VAFIN ART NN ADV ADV ADJA VVIMP NN	4/DA 1/MO 2/-- 5/PD 0/-- 7/NK 5/SB 5/MO 10/MO 11/NK 5/CJ 11/OA	case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=pl|pos=True case=acc|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg
311920376152195074	negative	Sieht ja nicht mehr so frisch aus xO papst	sehen ja nicht mehr so frisch aus xO papst	VVFIN ADV PTKNEG ADV ADV ADJD APPR NE ADJA	9/MO 1/MO 1/NG 3/MO 6/MO 1/MO 1/MO 7/NK 0/--	mood=ind|Sentiment::markable_174::Sentiment=True|Sentiment::markable_174::Polarity=negative|Sentiment::markable_174::Intensity=medium|pers=3|num=sg|tense=pres|Sentiment::markable_174::Sarcasm=false Sentiment::markable_174::Sentiment=True Diminisher::markable_177::EmoExpressionRef=empty|Diminisher::markable_177::Degree=strong|Sentiment::markable_174::Sentiment=True|Diminisher::markable_177::Diminisher=True Diminisher::markable_177::Diminisher=True|Sentiment::markable_174::Sentiment=True Sentiment::markable_174::Sentiment=True EmoExpression::markable_176::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|pos=True|EmoExpression::markable_176::Polarity=positive|EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::EmoExpression=True Sentiment::markable_174::Sentiment=True case=dat|EmoExpression::markable_178::Polarity=negative|EmoExpression::markable_178::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|EmoExpression::markable_178::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Sarcasm=false|EmoExpression::markable_178::Uncertain=false Target::markable_175::Anaphref=empty|mood=ind|Sentiment::markable_174::Sentiment=True|Target::markable_175::Target=True|pers=3|num=sg|tense=pres|Target::markable_175::Preferred=true
311907139696353280	positive	Wird hier hetzt von jedem ein papst - tweet erwartet ? Ok , here it comes : Paaaapst !	werden hier hetzen von jede eine Papst - tweet erwarten ? Ok , here it comes : Paaaapst !	VAFIN ADV VVFIN APPR PIS ART NN $( ADJD VVPP $. NE $, ADJA FM NE $. NN $.	0/-- 3/MO 1/OC 3/MO 4/NK 7/NK 1/SB 7/-- 10/MO 1/OC 10/-- 14/SB 12/-- 0/-- 16/PNC 14/CC 16/-- 14/OA 18/--	pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pos=True _ _ case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg|comp=True _ _ _ case=nom|Target::markable_180::Target=True|gender=masc|Target::markable_180::Anaphref=empty|Sentiment::markable_179::Sentiment=True|Sentiment::markable_179::Sarcasm=false|num=sg|Sentiment::markable_179::Polarity=positive|Target::markable_180::Preferred=true|Sentiment::markable_179::Intensity=strong Sentiment::markable_179::Sentiment=True
311919298585186304	negative	Irgendwie bizzarr , wenn im Stadion News über den Papst durchgesagt werden .	irgendwie bizzarr , wenn in Stadion News über die Papst durchsagen werden .	ADV VVFIN $, KOUS APPRART NN NN APPR ART NN VVPP VAINF $.	2/MO 0/-- 2/-- 12/CP 11/MO 5/NK 12/SB 7/MNR 10/NK 8/NK 12/OC 2/MO 12/--	Sentiment::markable_182::Sentiment=True|Sentiment::markable_182::Sarcasm=false|Sentiment::markable_182::Polarity=negative|Sentiment::markable_182::Intensity=medium EmoExpression::markable_183::Polarity=negative|EmoExpression::markable_183::Intensity=medium|EmoExpression::markable_183::Uncertain=false|EmoExpression::markable_183::Sarcasm=false|EmoExpression::markable_183::SubjectiveFact=false|pos=True|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_183::EmoExpression=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True case=dat|Sentiment::markable_182::Sentiment=True|num=sg|Target::markable_184::Preferred=true|gender=masc|Target::markable_184::Target=True|Target::markable_184::Anaphref=empty case=dat|gender=masc|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True|Target::markable_184::Target=True case=acc|gender=masc|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_184::Target=True|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True|Target::markable_184::Target=True Sentiment::markable_182::Sentiment=True|Target::markable_184::Target=True Sentiment::markable_182::Sentiment=True
311915529986252801	negative	Welches Gras rauchen eigentlich all die hunderttausende , frenetisch jubelnder Papst - Gläubigen Papstwahl	welche Gras rauchen eigentlich alle die hunderttausende , frenetisch jubelnder Papst - gläubig Papstwahl	PIAT NN VVFIN ADV PIAT ART ADJA $, ADJD ADJA NN $( ADJA NN	2/NK 3/SB 0/-- 3/MO 11/NK 11/NK 11/NK 7/-- 10/MO 7/CJ 3/SB 11/-- 14/NK 3/OA	case=gen|gender=neut|Sentiment::markable_185::Sentiment=True|num=sg case=gen|EmoExpression::markable_187::EmoExpression=True|gender=neut|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_187::Intensity=medium|EmoExpression::markable_187::Uncertain=false|EmoExpression::markable_187::Sarcasm=false|EmoExpression::markable_187::SubjectiveFact=false|EmoExpression::markable_187::Polarity=negative|num=sg pers=3|EmoExpression::markable_187::EmoExpression=True|num=pl|tense=pres|mood=ind|Sentiment::markable_185::Sentiment=True Sentiment::markable_185::Sentiment=True Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|*=True|Sentiment::markable_185::Sentiment=True|Target::markable_186::Target=True case=acc|gender=fem|Sentiment::markable_185::Sentiment=True|num=sg|Target::markable_186::Target=True case=acc|num=sg|Target::markable_186::Target=True|gender=fem|Sentiment::markable_185::Sentiment=True|pos=True Target::markable_186::Target=True|Sentiment::markable_185::Sentiment=True Intensifier::markable_100500231::Degree=medium|Intensifier::markable_100500231::EmoExpressionRef=emo-expression:markable_188|Intensifier::markable_100500231::Intensifier=True|Target::markable_186::Target=True|Sentiment::markable_185::Sentiment=True|pos=True case=nom|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Intensity=medium|num=sg|Target::markable_186::Target=True|EmoExpression::markable_188::Polarity=negative|EmoExpression::markable_188::Sarcasm=false case=nom|gender=masc|Sentiment::markable_185::Sentiment=True|num=sg|Target::markable_186::Target=True Target::markable_186::Target=True|Sentiment::markable_185::Sentiment=True case=acc|num=sg|Target::markable_186::Target=True|gender=masc|Sentiment::markable_185::Sentiment=True|pos=True case=acc|gender=masc|num=sg
311910810375032832	neutral	Bei der italienischen Hymne warte ich immer darauf , dass Schumacher aufs Podest springt . Der hätte ja auch Zeit . # ...	bei die italienisch Hymne warten ich immer darauf , dass Schumacher aufs Podest springen . die haben ja auch Zeit . # ...	APPR ART ADJA NN VVFIN PPER ADV PAV $, KOUS NE APPRART NN VVFIN $. PDS VAFIN ADV ADV NN $. XY $.	5/MO 4/NK 4/NK 1/NK 0/-- 5/SB 5/MO 9/NK 7/-- 14/CP 14/SB 14/MO 12/NK 5/MO 14/-- 17/SB 0/-- 17/MO 20/MO 17/OA 20/-- 0/-- 22/--	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ case=acc|gender=fem|num=sg _ _ _
312207243548438528	positive	Papst Francisco nahm sich Franz von Assisi zum Vorbild . Wer war der Namensgeber ? %Link ( aar )	Papst Francisco nehmen sich Franz von Assisi zu Vorbild . wer sein die Namensgeber ? %Link ( Aar )	NN NE VVFIN PRF NE APPR NN APPRART NN $. PWS VAFIN ART NN $. XY $( NN $(	3/SB 1/NK 0/-- 3/OA 3/SB 3/MO 6/NK 7/MNR 8/NK 9/-- 12/SB 0/-- 14/NK 12/PD 14/-- 0/-- 16/-- 0/-- 18/--	case=nom|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=positive|gender=masc|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|Source::markable_190::Anaphref=empty|num=sg|Sentiment::markable_189::Sarcasm=false case=nom|gender=masc|num=sg|Source::markable_190::Source=True|Sentiment::markable_189::Sentiment=True EmoExpression::markable_192::Intensity=medium|EmoExpression::markable_192::Polarity=positive|mood=ind|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_192::Uncertain=false|pers=3|EmoExpression::markable_192::SubjectiveFact=false|num=sg|tense=past|EmoExpression::markable_192::Sarcasm=false|EmoExpression::markable_192::EmoExpression=True case=acc|pers=3|num=sg|Sentiment::markable_189::Sentiment=True case=nom|num=sg|Target::markable_191::Preferred=true|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_191::Anaphref=empty|Target::markable_191::Target=True Target::markable_191::Target=True|Sentiment::markable_189::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_191::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=neut|EmoExpression::markable_192::EmoExpression=True|num=sg|Sentiment::markable_189::Sentiment=True case=dat|gender=neut|EmoExpression::markable_192::EmoExpression=True|num=sg|Sentiment::markable_189::Sentiment=True Sentiment::markable_189::Sentiment=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ _
