322807225670316032	mixed	Stimmt , da war ja noch was %PosSmiley Unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	stimmen , da sein ja noch was %PosSmiley unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	VVFIN $, KOUS VAFIN ADV ADV PIS ITJ APPR NN NE NE NN VVFIN $.	0/-- 1/-- 14/CP 14/MO 7/MO 7/MO 13/OA 9/MO 13/MO 9/NK 12/PNC 10/NK 4/SB 1/MO 14/--	EmoExpression::markable_104014313::Uncertain=false|mood=ind|EmoExpression::markable_104014313::SubjectiveFact=false|pers=3|EmoExpression::markable_104014313::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_104014313::Sarcasm=false|EmoExpression::markable_104014313::Polarity=positive|EmoExpression::markable_104014313::Intensity=medium _ _ pers=3|num=sg|tense=past|mood=ind _ _ gender=neut|*=True case=gen|gender=neut|num=sg EmoExpression::markable_104014314::EmoExpression=True|EmoExpression::markable_104014314::Intensity=medium|EmoExpression::markable_104014314::Uncertain=false|EmoExpression::markable_104014314::SubjectiveFact=false|EmoExpression::markable_104014314::Polarity=negative|EmoExpression::markable_104014314::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104014314::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _
324976441647304704	negative	Partei will Armutsflüchtlinge ausweisen - SPD und Grüne werfen CDU Populismus vor ( NGZ Online ): S ... %Link News Armut	Partei wollen Armutsflüchtling ausweisen - SPD und Grüne werfen CDU Populismus vor ( NGZ Online ): S ... %Link News Armut	NN VMFIN NN VVINF $( NE KON NN VVFIN NE NN APPR $( NN NE ADJA NN $. XY NN NN	2/SB 0/-- 4/OA 2/OC 6/-- 9/SB 6/CD 7/CJ 0/-- 9/DA 9/OA 9/MO 12/-- 12/NK 14/NK 17/NK 14/PAR 17/-- 14/NK 14/UC 9/OA	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl _ _ case=nom|Source::markable_166::Anaphref=empty|Source::markable_166::Source=True|Sentiment::markable_165::Intensity=medium|gender=fem|Sentiment::markable_165::Sarcasm=false|Sentiment::markable_165::Sentiment=True|num=sg|Sentiment::markable_165::Polarity=negative Sentiment::markable_165::Sentiment=True|Source::markable_166::Source=True case=nom|*=True|num=pl|Sentiment::markable_165::Sentiment=True|Source::markable_166::Source=True Sentiment::markable_165::Sentiment=True|EmoExpression::markable_168::Intensity=medium|mood=ind|EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Sarcasm=false|EmoExpression::markable_168::Polarity=negative|pers=3|EmoExpression::markable_168::SubjectiveFact=false|num=pl|tense=pres|EmoExpression::markable_168::Uncertain=false case=nom|Sentiment::markable_165::Sentiment=True|num=sg|Target::markable_167::Anaphref=empty|gender=fem|Target::markable_167::Target=True|Target::markable_167::Preferred=true case=acc|EmoExpression::markable_104014341::SubjectiveFact=false|EmoExpression::markable_104014341::Polarity=negative|gender=masc|EmoExpression::markable_104014341::Uncertain=false|EmoExpression::markable_104014341::Intensity=medium|Sentiment::markable_165::Sentiment=True|EmoExpression::markable_104014341::EmoExpression=True|num=sg|EmoExpression::markable_104014341::Sarcasm=false Sentiment::markable_165::Sentiment=True|EmoExpression::markable_168::EmoExpression=True _ case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ *=True *=True case=acc|EmoExpression::markable_104014342::Sarcasm=false|EmoExpression::markable_104014342::EmoExpression=True|EmoExpression::markable_104014342::SubjectiveFact=false|gender=fem|EmoExpression::markable_104014342::Polarity=negative|num=sg|EmoExpression::markable_104014342::Uncertain=false|EmoExpression::markable_104014342::Intensity=medium
334824728869097472	neutral	Die Wahl zwischen einem Skimmer - oder Überlaufbecken gibt es nur im Privatbereich . Bei jeder " gewerb	die Wahl zwischen eine Skimmer - oder Überlaufbecken geben es nur in Privatbereich . bei jede " gewerb	ART NN APPR ART NN $( KON NN VVFIN PPER ADV APPRART NN $. APPR PIAT $( ADJA	2/NK 9/OA 2/MNR 5/NK 3/NK 5/-- 5/CD 7/CJ 0/-- 9/EP 12/MO 9/MO 12/NK 13/-- 18/MO 15/NK 16/-- 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True
337316890114404354	negative	Und noch ein Minister , der futsch geht .	und noch eine Minister , die futsch gehen .	KON ADV ART NN $, PRELS ADJD VVFIN $.	4/JU 4/MO 4/NK 0/-- 4/-- 8/SB 8/MO 4/RC 8/--	_ _ case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=masc|Target::markable_170::Target=True case=nom|gender=masc|Target::markable_170::Target=True|num=sg _ case=nom|gender=masc|num=sg EmoExpression::markable_171::Intensity=medium|EmoExpression::markable_171::EmoExpression=True|EmoExpression::markable_171::Polarity=negative|EmoExpression::markable_171::SubjectiveFact=false|pos=True|EmoExpression::markable_171::Sarcasm=false|EmoExpression::markable_171::Uncertain=false pers=3|EmoExpression::markable_171::EmoExpression=True|num=sg|tense=pres|mood=ind _
334046265937633281	positive	Beschäftigungsaffäre Dillinger CSU steht geschlossen zu Georg Winter , der seine Kinder mit Steuergeld beschäftigte .	Beschäftigungsaffäre Dillinger CSU stehen geschlossen zu Georg Winter , die sein Kind mit Steuergeld beschäftigen .	NN ADJA NE VVFIN ADJD APPR NE NE $, PRELS PPOSAT NN APPR NN VVFIN $.	4/SB 3/NK 1/NK 0/-- 4/MO 4/MO 8/PNC 6/NK 8/-- 15/SB 12/NK 15/OA 15/MO 13/NK 8/RC 15/--	case=nom|gender=fem|num=sg *=True|pos=True case=nom|Source::markable_100500260::Source=True|gender=fem|Sentiment::markable_100500259::Intensity=medium|Sentiment::markable_100500259::Sarcasm=false|Sentiment::markable_100500259::Polarity=positive|num=sg|Source::markable_100500260::Anaphref=empty|Sentiment::markable_100500259::Sentiment=True EmoExpression::markable_100500261::Intensity=medium|EmoExpression::markable_100500261::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500261::Polarity=positive|EmoExpression::markable_100500261::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_100500259::Sentiment=True|EmoExpression::markable_100500261::Uncertain=false|EmoExpression::markable_100500261::EmoExpression=True Sentiment::markable_100500259::Sentiment=True Sentiment::markable_100500259::Sentiment=True|EmoExpression::markable_100500261::EmoExpression=True case=nom|Target::markable_100500262::Anaphref=empty|Target::markable_100500262::Preferred=true|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|num=sg|Target::markable_173::Anaphref=empty|Target::markable_100500262::Target=True|Target::markable_173::Preferred=true|Sentiment::markable_100500259::Sentiment=True|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false case=nom|Target::markable_173::Target=True|num=sg|Target::markable_100500262::Target=True|gender=masc|Sentiment::markable_100500259::Sentiment=True|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_172::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True pers=3|Sentiment::markable_172::Sentiment=True|num=sg|tense=past|mood=ind _
317374806343446528	negative	Doch und das nervt die Fundis und Wagner ( CDU ) ja %User	doch und die nerven die Fundis und Wagner ( CDU ) ja %User	KON KON PDS VVFIN ART NN KON NE $( NE $( ADV NE	4/JU 4/JU 4/SB 0/-- 6/NK 4/SB 6/CD 7/CJ 8/-- 6/PAR 10/-- 4/MO 4/OA	Sentiment::markable_175::Polarity=negative|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|Sentiment::markable_175::Intensity=medium Sentiment::markable_175::Sentiment=True case=nom|num=sg|Target::markable_177::Anaphref=empty|gender=neut|Sentiment::markable_175::Sentiment=True|Target::markable_177::Preferred=true|Target::markable_177::Target=True EmoExpression::markable_178::Polarity=negative|EmoExpression::markable_178::SubjectiveFact=false|mood=ind|EmoExpression::markable_178::EmoExpression=True|EmoExpression::markable_178::Sarcasm=false|Sentiment::markable_175::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Uncertain=false case=acc|num=sg|gender=fem|Source::markable_100500257::Source=True|Source::markable_100500257::Anaphref=empty|Sentiment::markable_175::Sentiment=True case=acc|gender=fem|num=sg|Source::markable_100500257::Source=True|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=nom|num=sg|Source::markable_100500258::Anaphref=empty|Source::markable_100500258::Source=True|*=True|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True _ case=nom|*=True|num=sg
318808886851301376	positive	Baden , Wandern , Bummeln auf Ischia - " Angela Merkel ist wie eine ganz normale Urlauberin "	Baden , Wandern , Bummeln auf Ischia - " Angela Merkel sein wie eine ganz normal Urlauberin "	NE $, NN $, NN APPR NE $( $( NE NE VAFIN KOKOM ART ADV ADJA NN $(	0/-- 1/-- 1/CJ 3/-- 3/CJ 5/MNR 6/NK 7/-- 8/-- 11/PNC 12/SB 5/RC 17/CM 17/NK 16/MO 17/NK 5/MO 17/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=acc|*=True|num=sg _ _ case=nom|Sentiment::markable_180::Polarity=positive|Sentiment::markable_180::Sarcasm=false|Target::markable_181::Target=True|gender=fem|Sentiment::markable_180::Intensity=medium|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Anaphref=empty|Target::markable_181::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_180::Sentiment=True Sentiment::markable_180::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True Intensifier::markable_183::EmoExpressionRef=emo-expression:markable_182|Intensifier::markable_183::Degree=medium|Intensifier::markable_183::Intensifier=True|Sentiment::markable_180::Sentiment=True case=nom|EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Polarity=positive|gender=fem|EmoExpression::markable_182::Intensity=medium|pos=True|num=sg|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True|EmoExpression::markable_182::Uncertain=false case=nom|gender=fem|num=sg Sentiment::markable_180::Sentiment=True
335960516998606849	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
323213308985479169	neutral	Nüscht los in der deutschen Politik , ausser dass nach den Wahlen die Mautpflicht auf deutschen Strassen überdacht werden soll gkv12	Nüscht los in die deutsch Politik , außer dass nach die Wahl die Mautpflicht auf deutsch Straße überdachen|überdenken werden sollen gkv12	VVFIN ADJD APPR ART ADJA NN $, APPR KOUS APPR ART NN ART NN APPR ADJA NN VVPP VAINF VMFIN CARD	0/-- 1/MO 1/MO 6/NK 6/NK 3/NK 6/-- 10/AC 10/MO 18/MO 12/NK 10/NK 14/NK 20/SB 18/MO 17/NK 15/NK 19/OC 20/OC 6/RC 8/NK	pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ _ _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind _
323180128546979840	negative	endschuldigung das ich sie mit %User verwechselt habe , aber die spd ist ja nicht weit weg von der csu	endschuldigung die ich sie mit %User verwechseln haben , aber die spd sein ja nicht weit weg von die csu	NN PDS PPER PPER APPR NE VVPP VAFIN $, KON ART ADJA VAFIN ADV PTKNEG ADJD ADV APPR ART NN	0/-- 1/NK 8/SB 7/OA 7/MO 5/NK 8/OC 2/RC 8/-- 8/CD 12/NK 13/SB 10/CJ 13/MO 13/NG 17/MO 13/PD 17/MO 20/NK 18/NK	case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=acc|pers=3|*=True _ case=dat|gender=neut|num=sg EmoExpression::markable_104014343::Intensity=medium|EmoExpression::markable_104014343::Polarity=negative|EmoExpression::markable_104014343::SubjectiveFact=true|EmoExpression::markable_104014343::EmoExpression=True|EmoExpression::markable_104014343::Uncertain=false|EmoExpression::markable_104014343::Sarcasm=false pers=3|num=sg|tense=pres|mood=subj _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
334154320918499330	neutral	Noch 131 Tage bis zum Bundestagswahl .	noch @card@ Tag bis zu Bundestagswahl .	ADV CARD NN KON APPRART NN $.	2/MO 3/NK 4/CJ 0/-- 4/CJ 5/NK 6/--	_ _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
324617818760949760	neutral	SWR - Interview mit Reinhard Merkel , Professor für Strafrecht und Rechtsphilosophie und Mitglied des Ethikrates %Link video	SWR - Interview mit Reinhard Merkel , Professor für Strafrecht und Rechtsphilosophie und Mitglied die Ethikrates %Link video	NN $( NN APPR NE NE $, NN APPR NN KON NN KON NN ART NN XY ADJA	0/-- 1/-- 1/APP 3/MNR 6/PNC 4/NK 6/-- 6/APP 8/MNR 9/NK 10/CD 11/CJ 8/CD 13/CJ 16/NK 14/AG 16/NK 14/MO	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
323904898682982400	negative	Gesetzliche Frauenquote soll ab dem Jahr 2020 ins Wahlprogramm aufgenommen werden . Warum nicht erst in 100 Jahren ? CDU LÜGENPACK	gesetzlich Frauenquote sollen ab die Jahr 2020 in Wahlprogramm aufnehmen werden . warum nicht erst in 100 Jahr ? CDU LÜGENPACK	ADJA NN VMFIN APPR ART NN CARD APPRART NN VVPP VAINF $. PWAV PTKNEG ADV APPR CARD NN $. NE NN	2/NK 3/SB 0/-- 10/MO 6/NK 4/NK 6/NK 10/MO 8/NK 11/OC 3/OC 11/-- 16/MO 15/NG 16/MO 0/-- 18/NK 16/NK 18/-- 21/PNC 0/--	case=nom|gender=fem|pos=True|Target::markable_185::Anaphref=empty|Sentiment::markable_184::Sentiment=True|Target::markable_185::Target=True|num=pl|Sentiment::markable_184::Polarity=negative|Target::markable_185::Preferred=true|Sentiment::markable_184::Sarcasm=false|Sentiment::markable_184::Intensity=medium case=nom|gender=fem|Target::markable_185::Target=True|num=pl|Sentiment::markable_184::Sentiment=True pers=3|Sentiment::markable_184::Sentiment=True|Target::markable_185::Target=True|num=sg|tense=pres|mood=ind Sentiment::markable_184::Sentiment=True|Target::markable_185::Target=True case=dat|gender=masc|Target::markable_185::Target=True|num=sg|Sentiment::markable_184::Sentiment=True case=dat|gender=masc|Target::markable_185::Target=True|num=sg|Sentiment::markable_184::Sentiment=True Sentiment::markable_184::Sentiment=True|Target::markable_185::Target=True case=acc|gender=neut|Target::markable_185::Target=True|num=sg|Sentiment::markable_184::Sentiment=True case=acc|gender=neut|Target::markable_185::Target=True|num=sg|Sentiment::markable_184::Sentiment=True Sentiment::markable_184::Sentiment=True|Target::markable_185::Target=True Sentiment::markable_184::Sentiment=True|Target::markable_185::Target=True Sentiment::markable_184::Sentiment=True Sentiment::markable_184::Sentiment=True|EmoExpression::markable_186::Polarity=negative|EmoExpression::markable_186::Sarcasm=false|EmoExpression::markable_186::Uncertain=false|EmoExpression::markable_186::EmoExpression=True|EmoExpression::markable_186::SubjectiveFact=false|EmoExpression::markable_186::Intensity=medium Sentiment::markable_184::Sentiment=True|EmoExpression::markable_186::EmoExpression=True Sentiment::markable_184::Sentiment=True|EmoExpression::markable_186::EmoExpression=True Sentiment::markable_184::Sentiment=True|EmoExpression::markable_186::EmoExpression=True Sentiment::markable_184::Sentiment=True|EmoExpression::markable_186::EmoExpression=True case=dat|gender=neut|num=pl|EmoExpression::markable_186::EmoExpression=True|Sentiment::markable_184::Sentiment=True Sentiment::markable_184::Sentiment=True|EmoExpression::markable_186::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
332235584741470208	neutral	WELTjournal - " Syrien - die Stimme der Frauen " - jetzt auf ORF2 ... Bedrückende Bilder ...	WELTjournal - " Syrien - die Stimme die Frau " - jetzt auf ORF2 ... bedrückend Bild ...	NN $( $( NE $( ART NN ART NN $( $( ADV APPR NN $. ADJA NN $.	0/-- 1/-- 4/-- 1/PAR 4/-- 7/NK 4/APP 9/NK 7/AG 9/-- 10/-- 13/MO 4/MNR 13/NK 14/-- 17/NK 0/-- 17/--	case=nom|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ _ _ _ case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _
335929993404235777	neutral	Angela Merkel reist du heute in den Vatikan und wurde dort von Papst Franziskus zu einer Privataudienz empfangen ...	Angela Merkel reisen du heute in die Vatikan und werden dort von Papst Franziskus zu eine Privataudienz empfangen ...	NE NE VVFIN PPER ADV APPR ART NN KON VAFIN ADV APPR NN NE APPR ART NN VVPP $.	2/PNC 3/SB 0/-- 3/SB 3/MO 3/MO 8/NK 6/NK 3/CD 9/CJ 18/MO 18/SBP 12/NK 13/NK 18/MO 17/NK 15/NK 10/OC 18/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
326092706654871555	negative	Wollte gerade was zynisches über Unterschiede zwischen Boston und Syrien schreiben . Finde mich selber zum kotzen . Made World .	wollen gerade was zynisch über Unterschied zwischen Boston und Syrien schreiben . finden ich selber zu kotzen . Made World .	VMFIN ADV PIAT ADJA APPR NN APPR NE KON NE VVINF $. VVFIN PRF ADV APPRART VVINF $. NN NN $.	0/-- 1/MO 4/NK 1/OC 11/MO 5/NK 6/MNR 7/NK 8/CD 9/CJ 1/OC 11/-- 0/-- 13/OA 13/MO 13/MO 16/NK 17/-- 0/-- 19/NK 20/--	pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_104014344::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_104014344::EmoExpression=True|EmoExpression::markable_104014344::Polarity=negative|num=sg|EmoExpression::markable_104014344::Sarcasm=false|EmoExpression::markable_104014344::Intensity=medium|EmoExpression::markable_104014344::SubjectiveFact=false _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ mood=subj|Sentiment::markable_188::Polarity=negative|Sentiment::markable_188::Sentiment=True|Sentiment::markable_188::Sarcasm=false|pers=1|num=sg|tense=past|Sentiment::markable_188::Intensity=strong case=acc|Target::markable_189::Anaphref=empty|*=True|Sentiment::markable_188::Sentiment=True|Target::markable_189::Target=True|pers=1|num=sg|Target::markable_189::Preferred=true Sentiment::markable_188::Sentiment=True case=dat|EmoExpression::markable_190::Polarity=negative|EmoExpression::markable_190::Intensity=strong|gender=masc|EmoExpression::markable_190::Uncertain=false|EmoExpression::markable_190::Sarcasm=false|EmoExpression::markable_190::SubjectiveFact=false|Sentiment::markable_188::Sentiment=True|num=sg|EmoExpression::markable_190::EmoExpression=True EmoExpression::markable_190::EmoExpression=True|Sentiment::markable_188::Sentiment=True _ EmoExpression::markable_193::Sarcasm=false|Sentiment::markable_191::Polarity=negative|Sentiment::markable_191::Sarcasm=false|EmoExpression::markable_193::Polarity=negative|EmoExpression::markable_104014345::Uncertain=false|EmoExpression::markable_104014345::Intensity=medium|EmoExpression::markable_104014345::SubjectiveFact=false|Sentiment::markable_191::Intensity=medium|num=sg|case=nom|EmoExpression::markable_193::Uncertain=false|gender=fem|EmoExpression::markable_104014345::Sarcasm=false|EmoExpression::markable_193::SubjectiveFact=false|EmoExpression::markable_104014345::Polarity=negative|Sentiment::markable_191::Sentiment=True|EmoExpression::markable_193::Intensity=medium|EmoExpression::markable_104014345::EmoExpression=True|EmoExpression::markable_193::EmoExpression=True case=nom|Target::markable_192::Target=True|gender=fem|Sentiment::markable_191::Sentiment=True|num=sg|EmoExpression::markable_104014345::EmoExpression=True|Target::markable_192::Anaphref=empty|Target::markable_192::Preferred=true _
338030650265321472	neutral	SPD in Geldnot : ZDF springt mit Gebühren - Geldern ein	SPD in Geldnot : ZDF springen mit Gebühr - Geld eine	NE APPR NN $. NE VVFIN APPR NN $( NN ART	0/-- 1/MO 2/NK 3/-- 6/SB 1/CJ 6/MO 7/NK 8/-- 6/OA 6/SVP	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl _ case=dat|gender=neut|num=pl case=nom|gender=neut|num=sg
324601700562378752	negative	Wer noch an die Tagesschau glaubt , leitet auch Kettenbriefe weiter ... %Link Syrien	wer noch an die Tagesschau glauben , leiten auch Kettenbrief weiter ... %Link Syrien	PWS ADV APPR ART NN VVFIN $, VVFIN ADV NN PTKVZ $. XY NE	6/SB 6/MO 6/OP 5/NK 3/NK 8/SB 6/-- 0/-- 10/MO 8/OA 8/SVP 11/-- 11/NK 0/--	case=nom|Target::markable_195::Anaphref=empty|Target::markable_195::Preferred=true|num=sg|Target::markable_195::Target=True|gender=masc|Sentiment::markable_100500263::Sentiment=True Target::markable_195::Target=True|Sentiment::markable_100500263::Sentiment=True Target::markable_195::Target=True|Sentiment::markable_100500263::Sentiment=True case=acc|gender=fem|Sentiment::markable_100500263::Sentiment=True|num=sg|Target::markable_195::Target=True case=acc|gender=fem|Sentiment::markable_100500263::Sentiment=True|num=sg|Target::markable_195::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_195::Target=True|Sentiment::markable_100500263::Sentiment=True Sentiment::markable_100500263::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500263::Sentiment=True Sentiment::markable_100500263::Sentiment=True case=acc|EmoExpression::markable_196::Polarity=negative|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_196::SubjectiveFact=false|EmoExpression::markable_196::Sarcasm=false|EmoExpression::markable_196::Uncertain=false|Sentiment::markable_100500263::Sentiment=True Sentiment::markable_100500263::Sentiment=True _ _ case=nom|gender=neut|num=sg
319587198947188736	neutral	Podcast Politik &amp; Kultur - Alles verHartzt ! Vermittlungsergebnisse der Jobcenter - SGBII ALG2 HARTZIV	Podcast Politik &amp; Kultur - alle verHartzt ! Vermittlungsergebnis die Jobcenter - SGBII ALG2 HARTZIV	NN NN $( NN $( PIS VVFIN $. NN ART NN $( NE CARD NN	0/-- 1/NK 2/-- 2/CJ 4/-- 7/SB 1/RC 7/-- 8/-- 11/NK 9/AG 11/-- 9/PAR 0/NK 13/UC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=pl case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl _ *=True *=True *=True
334149090927575040	neutral	Ist das Absicht , dass Merkel auch noch zurück winkt ?	sein die Absicht , dass Merkel auch noch zurück winken ?	VAFIN ART NN $, KOUS NE ADV ADV PTKVZ VVFIN $.	0/-- 3/NK 1/SB 3/-- 10/CP 10/SB 10/MO 10/MO 10/MO 1/MO 10/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _
323907592592175104	neutral	Nur mal so : Weder Bahnhof noch einen Flughafen bauen können , aber jetzt ein Lager für 10 Millionen Jahre suchen ? s21 ber	nur mal so : weder Bahnhof noch eine Flughafen bauen können , aber jetzt eine Lager für 10 Million Jahr suchen ? s21 ber	ADV ADV ADV $. KON NN ADV ART NN VVINF VMINF $, KON ADV ART NN APPR CARD NN NN VVINF $. CARD ADJA	11/MO 11/MO 11/MO 3/-- 6/CD 3/RE 11/MO 9/NK 10/OA 11/OC 0/-- 11/-- 11/CD 21/MO 16/NK 21/OA 16/MNR 19/NMC 17/NK 19/NK 13/CJ 21/-- 0/MO 22/--	_ _ _ _ _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=pl case=acc|gender=neut|num=pl _ _ _ _
335485935254913025	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
335876127073644544	neutral	Ich glaub der aus Armenien ist bei der FDP. Nach dem Outfit her. esc2013	ich glauben die aus Armenien sein bei die FDP. nach die outfit her. esc2013	PPER VVIMP ART APPR NE VAFIN APPR ART NN APPR ART ADJD ADJA CARD	6/SB 4/MO 2/OA 1/MNR 4/NK 0/-- 6/MO 9/NK 7/NK 9/MNR 13/NK 13/MO 10/NK 13/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _
