332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft . Energieautonomie ade !	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft . Energieautonomie ade !	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NE $. ADJA ITJ $.	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 11/-- 0/-- 0/NK 13/--	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=fem|num=sg _ _ _ _
326151031769690112	positive	EU - Aussenminister wollen Syrien - Sanktionen lockern : Die EU - Aussenminister werden heute vermutlich einvernehmlich ...	EU - Außenminister wollen Syrien - Sanktion lockern : die EU - Außenminister werden heute vermutlich einvernehmlich ...	NN $( NN VMFIN NE $( NN VVINF $. ART NN $( NN VAFIN ADV ADV ADJD $.	4/SB 1/-- 1/CJ 0/-- 8/OA2 5/-- 8/OA 4/OC 8/-- 11/NK 14/SB 11/-- 11/NK 8/OC 14/MO 17/MO 14/PD 17/--	case=nom|Source::markable_160::Anaphref=empty|Sentiment::markable_159::Intensity=medium|Sentiment::markable_159::Sarcasm=false|gender=fem|Source::markable_160::Source=True|Sentiment::markable_159::Polarity=positive|num=sg|Sentiment::markable_159::Sentiment=True Source::markable_160::Source=True|Sentiment::markable_159::Sentiment=True case=nom|gender=masc|num=pl|Source::markable_160::Source=True|Sentiment::markable_159::Sentiment=True mood=ind|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=medium|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|pers=3|num=pl|tense=pres|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_161::EmoExpression=True case=acc|num=sg|Target::markable_162::Preferred=true|Target::markable_162::Anaphref=empty|Sentiment::markable_159::Sentiment=True|gender=neut|Target::markable_162::Target=True Target::markable_162::Target=True|Sentiment::markable_159::Sentiment=True case=nom|Target::markable_162::Target=True|EmoExpression::markable_104013619::Uncertain=true|gender=fem|EmoExpression::markable_104013619::Intensity=medium|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_104013619::Sarcasm=false|EmoExpression::markable_104013619::SubjectiveFact=true|num=pl|EmoExpression::markable_104013619::Polarity=negative|EmoExpression::markable_104013619::EmoExpression=True Target::markable_162::Target=True|Sentiment::markable_159::Sentiment=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ pos=True _
335512737801203712	neutral	Der Hauptgrund für die SVP ist natürlich die Abwahl von Bundesrat Blocher . Aber ob das reicht ...? srfarena	die Hauptgrund für die SVP sein natürlich die Abwahl von Bundesrat Blocher . aber ob die reichen ...? srfarena	ART NN APPR ART NN VAFIN ADV ART NN APPR NN NN $. KON KOUS PDS VVFIN ADJA NN	2/NK 6/SB 2/MNR 5/NK 3/NK 0/-- 6/MO 9/NK 6/SB 9/PG 10/NK 11/NK 12/-- 17/JU 17/CP 17/SB 0/-- 17/MO 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind *=True|pos=True _
333691385607749632	positive	Die Grünen finanzierten in den 80 er Jahren eine Initiative , die Sex mit Kindern legalisieren wollte ...	die Grüne finanzieren in die 80 er Jahr eine Initiative , die Sex mit Kind legalisieren wollen ...	ART NN VVFIN APPR ART CARD PPER NN ART NN $, ART NN APPR NN VVINF VMFIN $.	2/NK 3/SB 0/-- 3/MO 8/NK 8/NK 17/SB 4/NK 10/NK 3/OA 10/-- 17/SB 16/OA 13/MNR 14/NK 17/OC 10/RC 17/--	case=nom|Sentiment::markable_164::Sarcasm=false|Sentiment::markable_164::Polarity=positive|Source::markable_165::Source=True|*=True|num=pl|Sentiment::markable_164::Intensity=medium|Source::markable_165::Anaphref=empty|Sentiment::markable_164::Sentiment=True case=nom|*=True|num=pl|Source::markable_165::Source=True|Sentiment::markable_164::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_164::Sentiment=True|pers=3 case=dat|gender=neut|num=pl|Sentiment::markable_164::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_164::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_164::Sentiment=True case=nom|Target::markable_166::Preferred=true|num=sg|Target::markable_166::Anaphref=empty|gender=fem|Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True case=dat|gender=neut|num=pl|Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_166::Target=True|Sentiment::markable_164::Sentiment=True EmoExpression::markable_167::Polarity=positive|mood=ind|EmoExpression::markable_167::EmoExpression=True|EmoExpression::markable_167::Sarcasm=false|EmoExpression::markable_167::SubjectiveFact=false|pers=3|num=sg|tense=past|EmoExpression::markable_167::Intensity=medium|EmoExpression::markable_167::Uncertain=false|Sentiment::markable_164::Sentiment=True _
319212589806673921	negative	Was habe ich gelesen ? Jeder der unnützen EU - Abgeordneten kostet uns 1,2 mio . Euro im Jahr ? Passt ins Bild .	was haben ich lesen ? jede die unnütz EU - Abgeordnete kosten wir 1,2 Mio . Euro in Jahr ? passen in Bild .	PIS VAFIN PPER VVPP $. PIS ART ADJA NN $( NN VVFIN PPER CARD NE $. NN APPRART NN $. VVFIN APPRART NN $.	4/OA 0/-- 2/SB 2/OC 4/-- 12/SB 9/NK 9/NK 6/AG 9/-- 6/PAR 0/-- 12/DA 12/MO 12/SB 15/-- 0/-- 17/MNR 18/NK 19/-- 0/-- 21/MO 22/NK 23/--	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=nom|Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True|gender=masc|Sentiment::markable_168::Polarity=negative|Sentiment::markable_168::Sarcasm=false|Target::markable_169::Preferred=true|num=sg|Sentiment::markable_168::Intensity=medium|Target::markable_169::Anaphref=empty case=gen|gender=fem|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True case=gen|Target::markable_169::Target=True|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=negative|gender=fem|Sentiment::markable_168::Sentiment=True|pos=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium case=gen|gender=fem|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True case=gen|*=True|Sentiment::markable_168::Sentiment=True|num=pl|Target::markable_169::Target=True pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 _ _ _ case=nom|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
322911041778495489	positive	STZ : Stuttgarter Zeitung : Minister Schmid will Chef der Bauabteilung auswechseln	STZ : Stuttgarter Zeitung : Minister Schmid wollen Chef die Bauabteilung auswechseln	NE $. ADJA NN $. NN NE VMFIN NN ART NN VVFIN	0/-- 1/-- 4/NK 0/-- 4/-- 8/SB 6/NK 1/RS 12/OA 11/NK 9/AG 8/OC	case=nom|*=True|num=sg _ *=True|pos=True case=dat|gender=fem|num=sg _ case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|Source::markable_173::Source=True|num=sg|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True|Source::markable_173::Source=True pers=3|Source::markable_174::Source=True|num=sg|tense=pres|mood=ind|Source::markable_174::Anaphref=empty|Sentiment::markable_172::Sentiment=True case=nom|Target::markable_175::Anaphref=empty|num=sg|Target::markable_175::Preferred=true|Sentiment::markable_172::Sentiment=True|gender=masc|Target::markable_175::Target=True case=gen|gender=fem|Target::markable_175::Target=True|num=sg|Sentiment::markable_172::Sentiment=True case=gen|gender=fem|Target::markable_175::Target=True|num=sg|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True|Target::markable_175::Target=True
320040177160581120	negative	Stochern im Nebel : BND scannt Millionen Mails und SMS %Link Politik	Stocher|Stochern in Nebel : BND scannen Million Mails und SMS %Link Politik	NN APPRART NN $. NE VVFIN NN NN KON NE XY NN	7/NMC 1/MNR 2/NK 3/-- 6/SB 0/-- 6/OA 7/NK 8/CD 9/CJ 7/NK 7/NK	case=dat|EmoExpression::markable_104013620::Sarcasm=false|EmoExpression::markable_104013620::EmoExpression=True|EmoExpression::markable_104013620::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013620::Polarity=negative|num=pl|EmoExpression::markable_104013620::Uncertain=false|EmoExpression::markable_104013620::Intensity=medium case=dat|gender=masc|num=sg|EmoExpression::markable_104013620::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_104013620::EmoExpression=True _ gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ _ *=True *=True case=nom|gender=fem|num=sg
333067331708264449	neutral	Würde Frau Merkel mir im öffentlich rechtlichen Fernsehen ein Interview gebenAls NOTAR + Zeuge Peter Scholl Latour CDU CSU	Würde Frau Merkel ich in öffentlich rechtlich Fernsehen eine Interview gebenAls Notar + Zeuge Peter Scholl Latour CDU CSU	NN NN NE PRF APPRART ADJD ADJA NN ART NN NN NN KON NN NE NE NN NE NE	0/-- 1/NK 2/NK 2/OA2 10/MO 7/MO 8/NK 5/NK 10/NK 1/CJ 12/NK 10/NK 12/CD 13/CJ 16/PNC 14/NK 14/APP 19/PNC 17/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg pos=True gender=fem|*=True|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
336203665176145920	neutral	Heute vor 20 Jahren wird HeideSimonis Deutschlands erste Ministerpräsidentin : %Link 150 JahreSPD SPD	heute vor 20 Jahr werden HeideSimonis Deutschland erst Ministerpräsidentin : %Link 150 JahreSPD SPD	ADV APPR CARD NN VAFIN NN NE ADJA NN $. XY CARD NN NE	2/MO 9/MO 4/NK 2/NK 0/-- 5/SB 9/AG 9/NK 6/AG 9/-- 6/NK 13/NK 6/APP 13/NK	_ _ _ case=dat|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=gen|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
318445953835220993	mixed	Zwangsabgabe Zyperns Präsident soll Vermögen gerettet haben - ZEIT ONLINE %Link politik news	Zwangsabgabe Zypern Präsident sollen Vermögen retten haben - zeit ONLINE %Link politik news	NN NE NN VMFIN NN VVPP VAFIN $( APPR NN XY ADJA NN	4/SB 3/AG 1/NK 0/-- 6/OA 7/OC 4/OC 7/-- 13/MO 9/NK 10/NK 13/NK 7/OA	case=nom|EmoExpression::markable_104013621::Intensity=medium|gender=fem|EmoExpression::markable_104013621::EmoExpression=True|EmoExpression::markable_104013621::Sarcasm=false|num=sg|EmoExpression::markable_104013621::Polarity=negative|EmoExpression::markable_104013621::SubjectiveFact=false|EmoExpression::markable_104013621::Uncertain=false case=gen|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg EmoExpression::markable_104013622::Sarcasm=false|EmoExpression::markable_104013622::Polarity=positive|EmoExpression::markable_104013622::EmoExpression=True|EmoExpression::markable_104013622::Uncertain=false|EmoExpression::markable_104013622::Intensity=medium|EmoExpression::markable_104013622::SubjectiveFact=false _ _ _ *=True *=True *=True *=True
334757638103498752	neutral	was stand denn ausser bremen noch zur wahl ? bpt132	was stehen denn außer bremen noch zu Wahl ? bpt132	PIS VVFIN ADV APPR ADJD ADV APPRART NN $. CARD	2/SB 0/-- 2/MO 2/MO 4/NK 2/MO 2/CVC 7/NK 8/-- 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ pos=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
326098207820115968	positive	zsa - Vorwahlbefragung : Tiroler Politik hat den Willen zur Zukunftsfähigkeit : Landeshauptmann - Partei ÖVP aus der ...	zsa - Vorwahlbefragung : Tiroler Politik haben die Wille zu Zukunftsfähigkeit : Landeshauptmann - Partei ÖVP aus die ...	NE $( NN $. NN NN VAFIN ART NN APPRART NN $. NE $( NN NN APPR ART $.	7/SB 1/-- 1/APP 3/-- 3/CJ 5/NK 0/-- 9/NK 7/OA 9/MNR 10/NK 11/-- 9/APP 13/-- 9/PAR 15/NK 15/MNR 17/NK 18/--	case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_104013623::SubjectiveFact=false|EmoExpression::markable_104013623::Polarity=positive|gender=fem|EmoExpression::markable_104013623::Uncertain=false|EmoExpression::markable_104013623::Intensity=medium|EmoExpression::markable_104013623::EmoExpression=True|num=sg|EmoExpression::markable_104013623::Sarcasm=false _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _
335136167060193280	neutral	Steuerpläne : Die Grünen jonglieren mit dem Geld der Mittelschicht - Wirtschaft - FAZ	Steuerplan : die Grüne jonglieren mit die Geld die Mittelschicht - Wirtschaft - FAZ	NN $. ART NN VVFIN APPR ART NN ART NN $( NN $( NE	0/-- 1/-- 4/NK 5/SB 1/RS 5/MO 8/NK 6/NK 10/NK 8/AG 10/-- 5/OA 14/-- 0/--	case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ *=True
335895542666260480	neutral	Warum bist du denn bei der Piratenpartei ?	warum sein du denn bei die Piratenpartei ?	PWAV VAFIN PPER ADV APPR ART NN $.	2/MO 0/-- 2/SB 2/MO 2/MO 7/NK 5/NK 7/--	_ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
332962753948028928	mixed	Die FDP ist die Scientology unter den Parteien %PosSmiley	die FDP sein die Scientology unter die Partei %PosSmiley	ART NE VAFIN ART NN APPR ART NN ITJ	2/NK 3/SB 0/-- 5/NK 3/SB 5/MNR 8/NK 6/NK 5/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104013624::Intensity=medium|gender=fem|EmoExpression::markable_104013624::Polarity=negative|EmoExpression::markable_104013624::SubjectiveFact=true|EmoExpression::markable_104013624::Uncertain=false|num=sg|EmoExpression::markable_104013624::Sarcasm=false|EmoExpression::markable_104013624::EmoExpression=True _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::SubjectiveFact=false|EmoExpression::markable_176::EmoExpression=True|EmoExpression::markable_176::Polarity=positive
335115523320856576	neutral	" Die Schweizer Politik und das Volk war es ja , die der alten Swissair ... DAS VOLK ? Ralph , wieso das ?	" die Schweizer Politik und die Volk sein es ja , die die alt Swissair ... die Volk ? Ralph , wieso die ?	$( ART ADJA NN KON ART NN VAFIN PPER ADV $, PRELS ART ADJA NE $. ART NN $. NE $, PWAV ART $.	2/-- 4/NK 4/NK 8/SB 4/CD 7/NK 5/CJ 0/-- 8/SB 8/MO 10/-- 15/SB 15/NK 15/NK 9/RE 15/-- 18/NK 0/-- 18/-- 0/-- 20/-- 0/-- 22/NK 23/--	_ case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg _
334793378514477056	neutral	Kurzkommentar EU - Fischereireform : Marathonverhandlungen der EU - Minister zur Fischereireform beendet	Kurzkommentar EU - Fischereireform : Marathonverhandlung die EU - Minister zu Fischereireform beenden	NN NE $( NN $. NN ART NN $( NN APPRART NN VVPP	0/-- 1/NK 2/-- 2/APP 4/-- 1/APP 8/NK 6/AG 8/-- 13/OA 13/MO 11/NK 1/OC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
334060035409838080	neutral	SPD : Steinbrücke es sonderbares K - Team : Eine Netzpolitikerin , die keine ist . Ein Sozialpolitiker , der dem wider ... %Link fb	SPD : Steinbrücke es sonderbar K - Team : eine Netzpolitikerin , die keine sein . eine Sozialpolitiker , die die wider ... %Link fb	NE $. NN PPER ADJA NN $( NN $. ART NN $, PRELS PIAT VAFIN $. ART NN $, PRELS ART PTKVZ $. XY NN	0/-- 1/-- 1/RS 6/NK 6/NK 3/CJ 6/-- 0/-- 8/-- 11/NK 6/APP 11/-- 15/SB 15/PD 11/RC 15/-- 18/NK 0/-- 18/-- 22/SB 22/NK 18/RC 22/-- 0/-- 0/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg|pers=3 case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _
333341159525068801	neutral	FDP : Rot - Grün würde bei Wahlsieg Tempolimit von 120 einführen - %Link	FDP : Rot - Grün werden bei Wahlsieg Tempolimit von 120 einführen - %Link	NE $. NE $( NN VAFIN APPR NN NN APPR CARD VVINF $( XY	0/-- 1/-- 5/PNC 3/-- 6/SB 1/RS 12/MO 7/NK 12/OA 12/MO 10/NK 6/OC 12/-- 0/--	case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ pers=2|num=sg|mood=imp
326064909592952832	neutral	" Schauen Sie doch mal auf die FDP. Die stellen sich doch nicht nur aus altruistischen Gründen gg den Innenminister " ...	" Schau|Schauen Sie doch mal auf die FDP. die stellen sich doch nicht nur aus altruistisch Grund gg die Innenminister " ...	$( NN PPER ADV ADV APPR ART NN PDS VVFIN PRF ADV PTKNEG ADV APPR ADJA NN NE ART NN $( $.	2/-- 10/SB 2/SB 2/MO 2/MO 2/MO 8/NK 6/NK 8/AG 0/-- 10/OA 10/MO 14/NG 15/MO 10/MO 17/NK 15/NK 17/NK 20/NK 10/OA 20/-- 21/--	_ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
