328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
327151789092786176	negative	Mir doch Latte ob BVB gewinnt ... welche Auswirkungen wird das Ergebnis nächste Woche für mich haben ? Fussball ist wie DSDS von RTL ...	Mir doch Latte ob BVB gewinnen ... welche Auswirkung werden die Ergebnis nah Woche für ich haben ? Fußball sein wie DSDS von RTL ...	NN KON NN APPR NE VVFIN $. PWAT NN VAFIN ART NN ADJA NN APPR PRF VAFIN $. NN VAFIN KOKOM NN APPR NE $.	6/SB 1/CD 2/CJ 1/MNR 4/NK 0/-- 6/-- 9/NK 17/OA 0/-- 12/NK 10/SB 14/NK 17/MO 17/MO 15/NK 10/OC 17/-- 20/SB 0/-- 22/CM 20/PD 22/PG 23/NK 24/--	case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=medium|Source::markable_173::Source=True|num=sg|Sentiment::markable_172::Polarity=negative|Sentiment::markable_172::Sarcasm=false Sentiment::markable_172::Sentiment=True case=nom|EmoExpression::markable_174::EmoExpression=True|Sentiment::markable_172::Sentiment=True|gender=masc|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=negative|EmoExpression::markable_174::Sarcasm=false|EmoExpression::markable_174::Uncertain=false|num=sg|EmoExpression::markable_174::SubjectiveFact=false Sentiment::markable_172::Sentiment=True case=dat|Target::markable_175::Anaphref=empty|num=sg|Target::markable_175::Preferred=true|Sentiment::markable_172::Sentiment=True|gender=masc|Target::markable_175::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_172::Sentiment=True|Target::markable_175::Target=True _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|*=True|num=sg|pers=1 pers=3|num=pl|tense=pres|mood=ind _ case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|gender=neut|Target::markable_145::Anaphref=empty|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=nom|EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=negative|gender=fem|EmoExpression::markable_146::Intensity=medium|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=true|EmoExpression::markable_146::EmoExpression=True|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True|EmoExpression::markable_146::EmoExpression=True case=dat|*=True|num=sg|Sentiment::markable_144::Sentiment=True|EmoExpression::markable_146::EmoExpression=True _
323849711524126720	neutral	Stell keine Fragen , dann wirst du auch nicht belogen SpruchDesTages	stellen keine Frage , dann werden du auch nicht belügen SpruchDesTages	VVIMP PIAT NN $, ADV VAFIN PPER ADV PTKNEG VVPP NN	11/PNC 3/NK 1/OA 3/-- 10/MO 0/-- 6/SB 10/MO 10/NG 6/OC 10/OA	case=nom|gender=neut|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ _ _ case=gen|gender=masc|num=sg
329240044328062976	neutral	Suche je einen Ruby / iOS Entwickler für ein 3 .. 4- Freelancer - Projektteam . XING - API - App für XING [ " für " nicht " bei " ] / plz RT	Suche je eine Ruby / iOS Entwickler für eine 3 .. 4- Freelancer - Projektteam . XING - API - App für XING [ " für " nicht " bei " ] / plz RT	NN APPR ART NE $( ADJA NN APPR ART CARD ADJA TRUNC NE $( NN $. NN $( NE $( VVFIN APPR NN $( $( APPR $( PTKNEG $( APPR $( $( $( VVFIN NE	0/-- 1/OP 7/NK 0/-- 4/-- 7/NK 2/NK 7/MNR 15/NK 11/MO 15/NK 13/NK 15/NK 13/-- 8/NK 15/-- 21/SB 17/-- 17/APP 19/-- 34/OA 21/MO 22/NK 23/-- 24/-- 21/SVP 26/-- 34/NG 28/-- 34/MO 30/-- 31/-- 32/-- 0/-- 34/OA	case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg _ case=dat|gender=masc|num=pl|pos=True _ case=dat|*=True|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ _ _ _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
325361458231771137	neutral	Morgen Extraschicht auf dem Contao Stammtisch NRW im UPH .	Morgen Extraschicht auf die Contao Stammtisch NRW in UPH .	NN NN APPR ART NN NN NE APPRART NN $.	0/-- 1/NK 1/MNR 5/NK 3/NK 1/PAR 6/NK 1/MNR 8/NK 9/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
328887479010734082	neutral	Ab heute bis am 04.05 : 10% auf das gesamte IKEA Sortiment für IKEA FAMILY Mitglieder . Auch beim Online - Shopping ....	ab heute bis an @card@ : @card@ auf die gesamt IKEA Sortiment für IKEA Family Mitglied . auch bei Online - Shopping ....	APPR ADV APPR APPRART CARD $. CARD APPR ART ADJA NN NN APPR NE FM NN $. ADV APPRART NN $( NN ADJA	4/MO 1/NK 4/AC 0/-- 4/NK 5/-- 5/PD 4/OP 11/NK 11/NK 8/NK 11/NK 12/MNR 13/NK 16/NK 12/APP 16/-- 19/MO 23/MO 19/NK 20/-- 20/CJ 0/--	_ _ _ case=dat|gender=masc|num=sg _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg _ case=acc|gender=neut|num=pl _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
321883946969341952	neutral	Ich habe im Spiel The Tribez für Android die Mission ' 4 Dauerau ... ' abgeschlossen. %Link androidgames , gameinsight	ich haben in Spiel The Tribez für Android die Mission ' 4 Dauerau ... ' abgeschlossen. %Link androidgames , gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( CARD NN $. $( ADJA XY ADJA $, ADJA	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/-- 13/NK 10/APP 13/-- 16/-- 0/-- 0/-- 0/-- 18/-- 18/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind
324803750671839232	neutral	Ich habe 112,212 Goldmünzen gesammelt ! %Link android , androidgames , gameinsight	ich haben @card@ Goldmünze sammeln ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, ADJA $, ADJA	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 0/-- 0/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg|pos=True
327673027758272513	neutral	Im Krankenhaus sprechen anscheinend alle mit doppelter Geschwindigkeit .	in Krankenhaus sprechen anscheinend alle mit doppelt Geschwindigkeit .	APPRART NN VVFIN ADJD PIS APPR ADJA NN $.	3/MO 1/NK 0/-- 3/MO 3/NK 3/MO 8/NK 6/NK 8/--	case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True case=acc|*=True|num=pl _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _
326359756321198084	neutral	waren gerade da .. sind noch nicht da ..	sein gerade da .. sein noch nicht da ..	VAFIN ADV ADV NN VAFIN ADV PTKNEG ADV ADJA	0/-- 3/MO 1/MO 1/PD 0/-- 7/MO 9/NG 7/MO 5/SB	pers=3|num=pl|tense=past|mood=ind _ _ gender=masc|*=True pers=3|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=pl|comp=True
320184426782920704	neutral	Elisa willst du nicht doch DEINE Fangirl - feelings haben ?	Elisa wollen du nicht doch dein Fangirl - feelings haben ?	NE VMFIN PPER PTKNEG ADV PPOSAT NN $( ADJD VAFIN $.	2/SB 0/-- 2/SB 2/NG 2/MO 7/NK 10/SB 7/-- 10/MO 2/OC 10/--	case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ *=True case=dat|*=True|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind _
319462104933466112	negative	Leute ich fühle mich so Hangover mässig ... WARUM ? %NegSmiley %User	Leute ich fühlen ich so Hangover mässig ... warum ? %NegSmiley %User	NN PPER VVFIN PRF ADV NN ADJD $. PWAV $. ITJ NE	3/PNC 3/SB 0/-- 3/OA 6/MO 3/SB 3/MO 7/-- 0/-- 9/-- 9/NK 0/--	pers=1|num=sg|tense=past|mood=subj case=nom|Sentiment::markable_267::Sentiment=True|Source::markable_268::Anaphref=empty|Sentiment::markable_267::Polarity=negative|Sentiment::markable_267::Sarcasm=false|*=True|Sentiment::markable_267::Intensity=medium|pers=1|num=sg|Source::markable_268::Source=True pers=1|Sentiment::markable_267::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=1|Target::markable_269::Preferred=true|num=sg|Target::markable_269::Anaphref=empty|Sentiment::markable_267::Sentiment=True|Target::markable_269::Target=True Sentiment::markable_267::Sentiment=True case=nom|EmoExpression::markable_270::SubjectiveFact=false|EmoExpression::markable_270::Intensity=medium|gender=masc|EmoExpression::markable_270::Uncertain=false|num=sg|EmoExpression::markable_270::EmoExpression=True|EmoExpression::markable_270::Sarcasm=false|Sentiment::markable_267::Sentiment=True|EmoExpression::markable_270::Polarity=negative Sentiment::markable_267::Sentiment=True|pos=True Sentiment::markable_267::Sentiment=True _ _ _ case=nom|gender=masc|num=sg
329201604093960193	neutral	Ich weiss ja nicht , was ich vom Partnerlook der Prinzessinnen halten soll ... Thrönung %User	ich wissen ja nicht , was ich von Partnerlook die Prinzessin halten sollen ... Thrönung %User	PPER VVFIN ADV PTKNEG $, PRELS PPER APPRART NN ART NN VVINF VMFIN $. NN NE	2/SB 0/-- 2/MO 2/NG 4/-- 12/OA 13/SB 12/MO 8/NK 11/NK 9/AG 13/OC 2/OC 13/-- 0/-- 15/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
329191666873430017	neutral	Ich versteck mich erstmal eine Stunde auf der Couch . Vielleicht findet er mich nicht .	ich verstecken ich erstmal eine Stunde auf die Couch . vielleicht finden er ich nicht .	PPER VVIMP PRF ADV ART NN APPR ART NN $. ADV VVFIN PPER PRF PTKNEG $.	4/SB 0/-- 2/NK 2/MO 6/NK 2/OA 6/MNR 9/NK 7/NK 9/-- 12/MO 0/-- 12/SB 12/OA 12/NG 15/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|pers=1|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|*=True|num=sg|pers=1 _ _
328249983696506882	neutral	heute bekam ich keine vorgestern ging es noch	heute bekommen ich keine vorgestern gehen es noch	ADV VVFIN PPER PIAT ADV VVFIN PPER ADV	2/MO 0/-- 2/SB 2/OA 6/MO 2/OC 6/EP 6/MO	_ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _
318661659046580224	neutral	AnnikaBond : Da hat sich doch der Blasehase gleich mal seine eigenen Eier mitgebracht um sie zu auszulutschen und ...	AnnikaBond : da haben sich doch die Blasehase gleich mal sein eigen Ei mitbringen um sie zu auszulutschen und ...	NN $. ADV VAFIN PRF ADV ART NN ADJD ADV PPOSAT ADJA NN VVPP APPR PPER PTKZU ADJA KON $.	4/SB 1/-- 14/MO 0/-- 14/OA 14/MO 8/NK 4/SB 14/MO 14/MO 13/NK 13/NK 14/OA 4/OC 14/MO 15/NK 18/PM 14/CJ 18/CD 19/CJ	case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ _ case=acc|*=True|num=pl|pers=3 _ _ _ _
326283659080519680	positive	Badestopp nach dem Frühstück . Gleich setzen wir wieder Segel .	Badestopp nach die Frühstück . gleich setzen wir wieder Segel .	NN APPR ART NN $. ADJD VVFIN PPER ADV NN $.	0/-- 1/MNR 4/NK 2/NK 4/-- 7/MO 0/-- 7/SB 7/MO 7/OA 10/--	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True EmoExpression::markable_104012304::Uncertain=false|EmoExpression::markable_104012304::Polarity=positive|EmoExpression::markable_104012304::Sarcasm=false|mood=ind|pers=1|num=pl|tense=pres|EmoExpression::markable_104012304::Intensity=medium|EmoExpression::markable_104012304::SubjectiveFact=false|EmoExpression::markable_104012304::EmoExpression=True case=nom|*=True|num=pl|pers=1 _ case=acc|gender=fem|num=sg|EmoExpression::markable_104012304::EmoExpression=True _
327283176005324801	positive	Ü Ei Überraschungspaket : Bamberg | Verkaufe einen Teil meiner Sammlung bestehend aus 25 Teilen mit sehr selten ...	Ü Ei Überraschungspaket : Bamberg | Verkauf eine Teil mein Sammlung bestehend aus 25 Teil|Teilen mit sehr selten ...	ADJA NN NN $. NE XY NN ART NN PPOSAT NN ADJD APPR CARD NN APPR ADV ADJD $.	0/NK 0/-- 2/NK 3/-- 7/PNC 0/-- 2/PAR 9/NK 7/OA 11/NK 9/AG 13/MO 7/MNR 15/NK 13/NK 7/MNR 18/MO 16/NK 18/--	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg *=True case=nom|gender=masc|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pos=True _ _ case=dat|gender=masc|num=pl _ _ EmoExpression::markable_104012305::SubjectiveFact=false|EmoExpression::markable_104012305::Intensity=medium|EmoExpression::markable_104012305::Polarity=positive|EmoExpression::markable_104012305::Sarcasm=false|EmoExpression::markable_104012305::EmoExpression=True|EmoExpression::markable_104012305::Uncertain=false|pos=True _
321496993295892480	neutral	Nordrhein - Westfalen Gesamtpaket - Ihr Link im Webverzeichnis von 54 Portalen	Nordrhein - Westfalen Gesamtpaket - ihr Link in Webverzeichnis von 54 Portal	NE $( NE NN $( PPOSAT NE APPRART NN APPR CARD NN	0/-- 1/-- 1/CJ 0/-- 6/-- 7/NK 0/-- 7/MNR 8/NK 9/MNR 12/NK 10/NK	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=pl
327497036641484800	neutral	Wer geht mir zur holi 2013 in Hannover ?	wer gehen ich zu holi @card@ in Hannover ?	PWS VVFIN PPER APPRART NE CARD APPR NE $.	2/SB 0/-- 2/DA 2/MO 4/NK 2/MO 2/MO 7/NK 8/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _
325231291538735105	positive	Jersey PÜDORF von Farbenmix Farbe Türkis D: Jersey PÜDORF von Farbenmix Farbe Türkis Design PAU ...	Jersey PÜDORF von Farbenmix Farbe Türkis D: Jersey PÜDORF von Farbenmix Farbe Türkis Design PAU ...	NE NN APPR NN NN NN NE NE NN APPR NN NN NN NN NN $.	2/AG 0/-- 2/PG 3/NK 4/NK 2/CJ 8/PNC 6/NK 6/APP 9/PG 10/NK 11/MNR 12/NK 12/MNR 14/UC 15/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_148::Intensity=strong|EmoExpression::markable_148::EmoExpression=True|gender=fem|EmoExpression::markable_148::SubjectiveFact=false|EmoExpression::markable_148::Uncertain=false|num=sg|EmoExpression::markable_148::Polarity=positive|EmoExpression::markable_148::Sarcasm=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg *=True *=True _
327919896996507649	neutral	Hasseröder Werbeschild Bierwerbung Bier Bierschild : Dammendorf bei Eisenhüttenstadt | Hasseröder Werbeschild z ...	Hasseröder Werbeschild Bierwerbung Bier Bierschild : Dammendorf bei Eisenhüttenstadt | Hasseröder Werbeschild z ...	ADJA NN NN NN NN $. NN APPR NN XY ADJA NN VVFIN $.	2/NK 0/-- 2/NK 2/MNR 4/NK 5/-- 13/SB 13/MO 8/NK 0/-- 12/NK 13/OA 2/RC 13/--	*=True|pos=True case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=nom|*=True *=True|pos=True case=acc|gender=neut|num=sg _ _
323371596872040448	neutral	Ich habe im Spiel The Tribez für Android die Mission ' Bestelle ... ' abgeschlossen. %Link androidgames , gameinsight	ich haben in Spiel The Tribez für Android die Mission ' Bestelle ... ' abgeschlossen. %Link androidgames , gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( NN $. $( ADJA XY ADJA $, ADJA	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/-- 10/NK 12/-- 15/-- 0/-- 0/-- 0/-- 17/-- 17/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind
322768045078622208	neutral	wey den ko main futsal ke mlam nie ? hee jz asking	wey die ko main futsal ke mlam nie ? hee jz asking	NE ART ADJA NN ADJA ADJA NE ADV $. ADJA NE NE	6/SB 4/NK 4/NK 5/OA 0/-- 0/-- 6/NK 6/MO 8/-- 9/-- 12/PNC 0/OA	case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pos=True _ case=dat|gender=neut|num=sg _ _ _ _ _
329153105050615808	positive	Wie hättest du ihn denn heute gerne ?	wie haben du er denn heute gerne ?	KOKOM VAFIN PPER PPER ADV ADV ADV $.	6/MO 0/-- 2/SB 3/APP 2/MO 2/MO 2/MO 7/--	_ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg|pers=3 _ _ EmoExpression::markable_271::Intensity=medium|EmoExpression::markable_271::Uncertain=false|EmoExpression::markable_271::Sarcasm=false|EmoExpression::markable_271::SubjectiveFact=false|EmoExpression::markable_271::EmoExpression=True|EmoExpression::markable_271::Polarity=positive _
328954105978556416	neutral	Warum gibt ' s beim Schuhmacher auch immer Schlüssel ?	warum geben ' s bei Schuhmacher auch immer Schlüssel ?	PWAV VVFIN $( NN APPRART NN ADV ADV NN $.	2/MO 0/-- 2/-- 2/PAR 4/MNR 5/NK 9/MO 9/MO 2/OA 9/--	_ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg _
323835135063629824	neutral	ASW Profi - Rohrschelle mit Schnellverschluss und mit Schallschutzeinlage DIN 4109 %Link 15.04 18:28	ASW Profi - Rohrschelle mit Schnellverschluss und mit Schallschutzeinlage DIN @card@ %Link @card@ @card@	NN NN $( NN APPR NN KON APPR NN NE CARD XY CARD CARD	0/-- 1/NK 2/-- 1/PAR 4/MNR 5/NK 5/CD 7/CJ 8/NK 14/PNC 0/NK 14/PNC 14/NMC 9/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl _ case=dat|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg gender=fem|*=True _ _ _ _
327041384446050305	neutral	Ich habe 313 Nahrungseinheiten geerntet ! %Link android , androidgames , gameinsight	ich haben @card@ Nahrungseinheiten ernten ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, ADJA $, ADJA	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 0/-- 0/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg|pos=True
