311903717236555777	positive	Wir haben einen neuen Papst %PosSmiley	wir haben eine neu Papst %PosSmiley	PPER VAFIN ART ADJA NN ITJ	2/SB 0/-- 5/NK 5/NK 2/OA 5/NK	case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311919749263147008	neutral	Ja , ja . Papst , bla bla usw . Ich habe gerade DAS HIER entdeckt !	Ja , ja . Papst , bla bla usw . ich haben gerade die HIER entdecken !	NN $, ADV $. NN $, NE NE NE $. PPER VAFIN ADV ART NE VVPP $.	0/-- 1/-- 1/MO 3/-- 4/-- 5/-- 9/PNC 9/PNC 0/APP 9/-- 12/SB 0/-- 16/MO 15/NK 16/OA 12/OC 16/--	_ _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
311903071187906560	positive	Weist er Rauch - ein neuer Papst ist gewählt	weisen er Rauch - eine neu Papst sein wählen	VVFIN PPER NE $( ART ADJA NN VAFIN VVPP	0/-- 1/SB 1/OA 3/-- 7/NK 7/NK 8/SB 3/PAR 8/PD	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011556::Sarcasm=false|EmoExpression::markable_104011556::Polarity=positive|gender=masc|EmoExpression::markable_104011556::Uncertain=false|EmoExpression::markable_104011556::Intensity=medium|pers=3|num=sg|EmoExpression::markable_104011556::EmoExpression=True|EmoExpression::markable_104011556::SubjectiveFact=true case=nom|gender=masc|num=sg|EmoExpression::markable_104011556::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _
311924153781473280	neutral	Hoffentlich reisst sich der Papst gleich die Maske runter - es ist doch nur Martin Sonneborn	hoffentlich reißen sich die Papst gleich die Maske runter - es sein doch nur Martin Sonneborn	ADV VVFIN PRF ART NN APPR ART NN PTKVZ $( PPER VAFIN ADV ADV NE NE	2/MO 0/-- 2/OA 5/NK 2/SB 2/MO 8/NK 6/NK 2/SVP 9/-- 12/SB 2/SB 12/MO 16/MO 16/PNC 12/SB	_ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311926759710937088	neutral	Der Argentinier Jorge Mario Bergoglio ist Papst Franziskus I. Wie findet Ihr die Entscheidung ? ( ham )	die Argentinier Jorge Mario Bergoglio sein Papst Franziskus I. wie finden sie die Entscheidung ? ( ham )	ART NN NE NE NE VAFIN NN NE NE KOKOM VVFIN PPER ART NN $. $( ADJA $(	2/NK 6/SB 5/PNC 5/PNC 2/NK 0/-- 6/SB 9/PNC 7/NK 11/CM 6/CJ 11/SB 14/NK 11/OA 14/-- 17/-- 0/-- 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pos=True _
311916169382723584	neutral	Der Papst hat den Lichtschalter gefunden .	die Papst haben die Lichtschalter finden .	ART NN VAFIN ART NN VVPP $.	2/NK 3/SB 0/-- 5/NK 6/OA 3/OC 6/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _
311915533534646272	neutral	Dieser Papst hat eine lange Leitung	dies Papst haben eine lang Leitung	PDAT NN VAFIN ART ADJA NN	2/NK 3/SB 0/-- 6/NK 6/NK 3/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
311941843476684801	neutral	Presse so : Erster nicht - europäischer Papst . Petrus so : Wenn ihr meint ...	Presse so : erst nicht - europäisch Papst . Petrus so : wenn ihr meinen ...	NN ADV $. ADJA PTKNEG $( ADJA NN $. NE ADV $. KOUS PPER VVFIN $.	2/SB 8/NK 2/-- 8/NK 8/NG 5/-- 8/NK 0/-- 8/-- 15/SB 15/MO 11/-- 15/CP 15/DA 0/-- 15/--	case=nom|gender=masc|num=pl _ _ case=dat|*=True _ _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _
311915177824104449	neutral	Nun könnte er sich wirklich etwas beeilen . Ist schliesslich gleich Fussball papst	nun können er sich wirklich etwas beeilen . sein schließlich gleich Fußball papst	ADV VMFIN PPER PRF ADJD PIS VVINF $. VAFIN ADV ADJD NN ADJA	2/MO 0/-- 2/SB 7/OA 7/MO 7/OA 2/OC 7/-- 0/-- 12/MO 12/NK 9/SB 9/PD	_ pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg pos=True gender=neut|*=True _ _ pers=3|num=sg|tense=pres|mood=ind pos=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311917504228388864	neutral	Wird %User den Papst Untersuchungsausschuss auch leiten ? Oder schickt %User eine SMS. ? HabemusPapam Papst zdf	werden %User die Papst Untersuchungsausschuss auch leiten ? oder schicken %User eine SMS. ? HabemusPapam Papst zdf	VAFIN NE ART NN NN ADV VVINF $. KON VVFIN NE ART NN $. NE NN NE	0/-- 1/SB 4/NK 7/OA 4/NK 7/MO 1/OC 7/-- 10/JU 0/-- 10/SB 13/NK 10/OA 13/-- 17/PNC 17/PNC 13/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311918735273390080	neutral	+ + + Der Papst ist aus Lateinamerika : Kardinal Jorge Mario Bergoglio , Franziskus I. , ist der neue Papst ! + + + HabemusPapam Papst Konklave	+ + + die Papst sein aus Lateinamerika : Kardinal Jorge Mario Bergoglio , Franziskus I. , sein die neu Papst ! + + + HabemusPapam Papst Konklave	KON KON KON ART NN VAFIN APPR NE $. NN NE NE NE $, NE NE $, VAFIN ART ADJA NN $. KON KON KON NE NN NN	18/JU 18/CD 2/CD 5/NK 6/SB 3/CJ 6/MO 7/NK 8/-- 18/SB 13/PNC 13/PNC 10/NK 13/-- 16/PNC 10/CJ 16/-- 0/-- 21/NK 21/NK 18/PD 21/-- 27/CD 23/CD 24/CD 25/CJ 0/-- 27/NK	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311896137500086273	neutral	immer noch kein Papst , wo hängt es den . Jetzt	immer noch keine Papst , wo hängen es die . jetzt	ADV ADV PIAT NN $, PWAV VVFIN PPER PDS $. ADV	2/MO 4/MO 4/NK 7/CJ 4/-- 7/MO 0/-- 7/SB 7/DA 9/-- 0/--	_ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=dat|*=True|num=pl _ _
311911777506062336	positive	Die Massen auf dem Petersplatz , gleich kommt der neue Papst auf den Balkon und sagt : " Ihre Ausreise ist genehmigt . "	die Masse auf die Petersplatz , gleich kommen die neu Papst auf die Balkon und sagen : " ihr Ausreise sein genehmigen . "	ART NN APPR ART NN $, ADJD VVFIN ART ADJA NN APPR ART NN KON VVFIN $. $( PPOSAT NN VAFIN VVPP $. $(	2/NK 8/OA 2/MNR 5/NK 3/NK 5/-- 8/MO 0/-- 11/NK 11/NK 8/SB 8/MO 14/NK 12/NK 8/CD 15/CJ 16/-- 17/-- 20/NK 21/SB 16/OC 21/PD 22/-- 23/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|Sentiment::markable_210::Polarity=positive|Sentiment::markable_210::Sarcasm=false|Target::markable_211::Target=True|gender=masc|Sentiment::markable_210::Intensity=medium|num=pl|Sentiment::markable_210::Sentiment=True|Target::markable_211::Anaphref=empty|Target::markable_211::Preferred=true case=acc|gender=masc|num=pl|Sentiment::markable_210::Sentiment=True|Target::markable_211::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_210::Sentiment=True Sentiment::markable_210::Sentiment=True _ _
311957284345507842	positive	Rauchfrei werden Papstwahl - Weist er Rauch - neuer Papst ist gewählt - Sü %Link Westf %Link	rauchfrei werden Papstwahl - weisen er Rauch - neu Papst sein wählen - Sü %Link Westf %Link	ADJD VAFIN NN $( VVFIN PPER NE $( ADJA NN VAFIN VVPP $( VVPP XY NE XY	12/MO 0/-- 2/SB 3/-- 2/OC 5/SB 5/OA 7/-- 10/NK 11/SB 5/CJ 11/PD 14/-- 12/-- 0/PNC 0/MO 16/PNC	pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011557::EmoExpression=True|gender=masc|pers=3|EmoExpression::markable_104011557::SubjectiveFact=true|num=sg|EmoExpression::markable_104011557::Polarity=positive|EmoExpression::markable_104011557::Sarcasm=false|EmoExpression::markable_104011557::Uncertain=false|EmoExpression::markable_104011557::Intensity=medium case=nom|gender=masc|EmoExpression::markable_104011557::EmoExpression=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311917701482299392	positive	Beeile dich Papst ! Hier sind Leute , die auf ZDF Fussball sehen wollen ! cl	beeilen du Papst ! hier sein Leute , die auf ZDF Fußball sehen wollen ! cl	VVFIN PPER NN $. ADV VAFIN NN $, PRELS APPR NE NN VVINF VMFIN $. NE	0/-- 1/SB 1/SB 3/-- 6/MO 0/-- 6/SB 7/-- 14/SB 13/MO 10/NK 13/OA 14/OC 7/RC 14/-- 0/--	pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=sg|pers=2 case=nom|gender=masc|num=sg _ Sentiment::markable_213::Sentiment=True|Sentiment::markable_213::Polarity=positive|Sentiment::markable_213::Intensity=medium|Sentiment::markable_213::Sarcasm=false pers=3|Sentiment::markable_213::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|num=pl|Sentiment::markable_213::Sentiment=True|Source::markable_214::Anaphref=empty|Source::markable_214::Source=True|*=True Sentiment::markable_213::Sentiment=True case=nom|num=pl|Sentiment::markable_213::Sentiment=True|Source::markable_215::Source=True|Source::markable_215::Anaphref=markable_214|*=True Target::markable_216::Anaphref=empty|Target::markable_216::Preferred=true|Sentiment::markable_213::Sentiment=True|Target::markable_216::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_213::Sentiment=True|Target::markable_216::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_213::Sentiment=True|Target::markable_216::Target=True Target::markable_216::Target=True|Sentiment::markable_213::Sentiment=True EmoExpression::markable_217::SubjectiveFact=false|Sentiment::markable_213::Sentiment=True|mood=ind|EmoExpression::markable_217::Intensity=medium|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|pers=3|EmoExpression::markable_217::Polarity=positive|num=pl|tense=pres|EmoExpression::markable_217::EmoExpression=True Sentiment::markable_213::Sentiment=True _
311906427583209472	positive	Weist er Rauch - Papst gewählt : Papst gewählt . Die Redaktion bearbeitet das Thema bereits . Weitere Details werde ...	weisen er Rauch - Papst wählen : Papst wählen . die Redaktion bearbeiten die Thema bereits . weit Detail werden ...	VVFIN PPER NE $( NN VVPP $. NN VVPP $. ART NN VVFIN ART NN ADV $. ADJA NN VAFIN $.	0/-- 1/SB 1/OA 3/-- 6/OA 1/OC 6/-- 9/OA 1/OC 9/-- 12/NK 13/SB 0/-- 15/NK 13/OA 13/MO 16/-- 19/NK 20/PD 0/-- 20/--	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011558::EmoExpression=True|gender=masc|EmoExpression::markable_104011558::Polarity=positive|EmoExpression::markable_104011558::Sarcasm=false|pers=3|num=sg|EmoExpression::markable_104011558::SubjectiveFact=true|EmoExpression::markable_104011558::Uncertain=false|EmoExpression::markable_104011558::Intensity=medium case=nom|gender=masc|num=sg|EmoExpression::markable_104011558::EmoExpression=True _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl|comp=True case=acc|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=subj _
311954087249846273	neutral	History facts : seit es einen argentinischen Papst gibt hat der fcb kein Tor geschossen .	History facts : seit es eine argentinisch Papst geben haben die fcb keine Tor schießen .	NN NN $. KOUS PPER ART ADJA NN VVFIN VAFIN ART NN PIAT NN VVPP $.	10/SB 9/PD 2/-- 9/CP 9/EP 8/NK 8/NK 9/OA 1/NK 0/-- 12/NK 10/SB 14/NK 15/OA 10/OC 15/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
