381764388614836224	positive	das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht %PosSmiley	die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen %PosSmiley	PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP ITJ	2/SB 5/MO 2/MO 2/NK 0/-- 5/SB 6/NK 10/NK 10/NK 12/OA 12/MO 5/OC 12/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
369190327959437312	neutral	Mein Video für die Bundestagswahl ist online !	mein Video für die Bundestagswahl sein online !	PPOSAT NN APPR ART NN VAFIN NE $.	2/NK 6/PD 2/MNR 5/NK 3/NK 0/-- 6/SB 7/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _
349394325232287744	neutral	Die USA überwacht Dich ? Schliesse ein Freihandelsabkommen ! GB überwacht Dich ? Breche die Handelsbeziehungen ab !	die USA überwachen du ? Schließe eine Freihandelsabkommen ! GB überwachen du ? Breche die Handelsbeziehung ab !	ART NE VVFIN PPER $. NN ART NN $. ADJD VVFIN PPER $. NN ART NN PTKVZ $.	2/NK 3/SB 0/-- 3/OA 4/-- 0/-- 8/NK 6/SB 8/-- 11/MO 0/-- 11/SB 12/-- 0/-- 16/NK 14/OA 14/SVP 17/--	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=2 _ case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=2 _ case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _
382824529807953920	negative	Alles eine Frage der Wahrnehmung . In der Praxis habe ich unter Piraten auch fast noch nie per es . Beleidigungen vernommen .	alle eine Frage die Wahrnehmung . in die Praxis haben ich unter Pirat auch fast noch nie per es . Beleidigung vernehmen .	PIS ART NN ART NN $. APPR ART NN VAFIN PPER APPR NN ADV ADV ADV ADV APPR PPER $. NN VVPP $.	3/SB 3/NK 0/-- 5/NK 3/AG 5/-- 10/MO 9/NK 7/NK 0/-- 10/SB 10/MO 12/NK 17/MO 16/MO 17/MO 10/MO 10/MO 18/NK 19/-- 0/-- 21/OC 22/--	case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=dat|gender=masc|num=pl _ _ _ _ _ case=nom|gender=neut|num=sg|pers=3 _ case=nom|EmoExpression::markable_248::SubjectiveFact=false|EmoExpression::markable_248::Polarity=negative|gender=fem|EmoExpression::markable_248::EmoExpression=True|num=pl|EmoExpression::markable_248::Intensity=medium|EmoExpression::markable_248::Uncertain=false|EmoExpression::markable_248::Sarcasm=false _ _
369718140818571264	neutral	Auf der Facebookseite der AfD herrscht ein Niveau wie Nachmittags bei RTL	auf die Facebookseite die AfD herrschen eine Niveau wie nachmittags bei RTL	APPR ART NN ART NN VVFIN ART NN KOKOM ADV APPR NE	6/MO 3/NK 1/NK 5/NK 3/AG 0/-- 8/NK 6/SB 11/CM 11/MO 6/MO 11/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=dat|gender=neut|num=sg
375159430720937984	neutral	Heute bei uns im Interview : Dirk Domicke , Direktkandidat der AfD in halle. %Link btw13	heute bei wir in Interview : Dirk Domicke , Direktkandidat die AfD in halle. %Link btw13	ADV APPR PPER APPRART NN $. NE NE $, NN ART NN APPR ADJA XY ADJA	8/MO 8/MO 2/NK 3/MNR 4/NK 5/-- 8/PNC 0/-- 8/-- 8/APP 12/NK 10/AG 12/MNR 15/NK 13/NK 0/--	_ _ case=dat|*=True|num=pl|pers=1 case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _
375244997828042752	positive	bevor die spd die wahl gewinnt Würde sigmar " buckelwal " gabriel von greenpeace gerettet	bevor die spd die Wahl gewinnen Würde Sigmar " buckelwal " gabriel von Greenpeace retten	PTKVZ ART NN ART NN VVFIN NN NE $( ADJD $( VVFIN APPR NE VVPP	6/MO 3/NK 6/SB 5/NK 6/OA 0/-- 6/SB 7/NK 8/-- 6/MO 10/-- 0/-- 15/SBP 13/NK 12/OC	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_249::Polarity=positive|mood=ind|EmoExpression::markable_249::Uncertain=false|EmoExpression::markable_249::EmoExpression=True|EmoExpression::markable_249::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_249::Sarcasm=false|EmoExpression::markable_249::SubjectiveFact=false pers=3|num=sg|tense=past|mood=subj _ _ pos=True _ pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=sg EmoExpression::markable_10409990::Uncertain=false|EmoExpression::markable_10409990::Sarcasm=false|EmoExpression::markable_10409990::SubjectiveFact=false|EmoExpression::markable_10409990::EmoExpression=True|EmoExpression::markable_10409990::Polarity=positive|EmoExpression::markable_10409990::Intensity=medium
379273896832552960	positive	Ltwby13 : die piraten draussen , die fdp auch , csu absolute mehrheit . Ich habe ein bisschen k ... im mund ... sarcasm	Ltwby13 : die Pirat draußen , die fdp auch , csu absolut Mehrheit . ich haben eine bisschen k ... in mund ... sarcasm	NN $. ART NN ADV $, ART NN ADV $, NN ADJA NN $. PPER VAFIN ART PIS VVFIN $. APPRART ADJA $. ADJA	0/-- 1/-- 4/NK 1/SB 1/MO 5/-- 8/NK 1/SB 11/MO 9/-- 1/CJ 13/NK 11/NK 13/-- 16/SB 0/-- 18/NK 19/NK 16/OC 19/-- 16/MO 21/NK 22/-- 0/--	case=nom|num=sg|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|gender=masc|Sentiment::markable_250::Sarcasm=false|Sentiment::markable_250::Polarity=positive Sentiment::markable_250::Sentiment=True case=acc|num=pl|Target::markable_251::Anaphref=empty|Sentiment::markable_250::Sentiment=True|Target::markable_251::Preferred=true|gender=fem|Target::markable_251::Target=True case=acc|gender=fem|Target::markable_251::Target=True|num=pl|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True|Target::markable_251::Target=True Sentiment::markable_250::Sentiment=True case=acc|Target::markable_252::Target=True|num=sg|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_252::Preferred=true|Target::markable_252::Anaphref=empty case=acc|gender=fem|num=sg|Target::markable_252::Target=True|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True|Target::markable_252::Target=True Sentiment::markable_250::Sentiment=True case=nom|num=sg|Target::markable_253::Target=True|Target::markable_253::Preferred=true|Sentiment::markable_250::Sentiment=True|Target::markable_253::Anaphref=empty|gender=fem case=nom|num=sg|Target::markable_253::Target=True|Sentiment::markable_250::Sentiment=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Target::markable_253::Target=True|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=nom|pers=1|Source::markable_255::Source=True|num=sg|Source::markable_255::Anaphref=empty|Sentiment::markable_250::Sentiment=True|*=True pers=1|Sentiment::markable_250::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Diminisher::markable_256::Degree=medium|num=sg|Diminisher::markable_256::EmoExpressionRef=emo-expression:markable_254|Sentiment::markable_250::Sentiment=True|gender=neut|Diminisher::markable_256::Diminisher=True Sentiment::markable_250::Sentiment=True|Diminisher::markable_256::Diminisher=True *=True|pos=True|EmoExpression::markable_254::Intensity=strong|EmoExpression::markable_254::EmoExpression=True|EmoExpression::markable_254::SubjectiveFact=false|Sentiment::markable_250::Sentiment=True|EmoExpression::markable_254::Sarcasm=false|EmoExpression::markable_254::Uncertain=false|EmoExpression::markable_254::Polarity=negative Sentiment::markable_250::Sentiment=True|EmoExpression::markable_254::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_254::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=dat|gender=neut|num=sg|EmoExpression::markable_254::EmoExpression=True|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True _
369004624524492800	neutral	Aktuelle Wahlumfragen zur Bundestagswahl / Bundeswahltrend vom 18 %PosSmiley . 2013 BTW13	aktuell Wahlumfrage zu Bundestagswahl / Bundeswahltrend von 18 %PosSmiley . @card@ BTW13	ADJA NN APPRART NN $( NN APPRART CARD ITJ $. CARD CARD	2/NK 0/-- 2/MNR 3/NK 4/-- 4/CJ 4/MNR 9/NK 7/NK 8/-- 12/NMC 0/--	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _
358594175916195842	negative	Angela Merkel hat ihre Bilanz gezogen . Aber dabei hat sie manches Unangenehme verschwiegen .	Angela Merkel haben ihr Bilanz ziehen . aber dabei haben sie manche Unangenehme verschweigen .	NE NE VAFIN PPOSAT NN VVPP $. KON PAV VAFIN PPER PIAT NN VVPP $.	2/PNC 3/SB 0/-- 5/NK 6/OA 3/OC 6/-- 10/JU 10/NK 0/-- 10/SB 13/NK 14/OA 10/OC 14/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 case=acc|Sentiment::markable_258::Sentiment=True|Sentiment::markable_258::Sarcasm=false|Sentiment::markable_258::Polarity=negative|gender=neut|Target::markable_259::Preferred=true|Target::markable_259::Target=True|Sentiment::markable_258::Intensity=medium|num=sg|Target::markable_259::Anaphref=empty case=acc|EmoExpression::markable_257::Intensity=medium|Target::markable_259::Target=True|EmoExpression::markable_257::Sarcasm=false|Sentiment::markable_258::Sentiment=True|gender=neut|EmoExpression::markable_257::EmoExpression=True|EmoExpression::markable_257::Uncertain=false|num=sg|EmoExpression::markable_257::SubjectiveFact=false|EmoExpression::markable_257::Polarity=negative EmoExpression::markable_10409991::EmoExpression=True|EmoExpression::markable_10409991::SubjectiveFact=false|EmoExpression::markable_10409991::Intensity=medium|EmoExpression::markable_10409991::Polarity=negative|EmoExpression::markable_10409991::Uncertain=false|EmoExpression::markable_10409991::Sarcasm=false _
373626162486206464	neutral	Whistleblower - Schein oder Sein %Link Piraten machen mit ! MOAC	Whistleblower - Schein oder sein %Link Pirat machen mit ! MOAC	NN $( NN KON PPOSAT XY NN VVFIN PTKVZ $. NE	8/SB 1/-- 1/CJ 3/CD 7/NK 0/-- 4/CJ 0/-- 8/SVP 9/-- 0/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|*=True|num=sg
369168941492731904	neutral	Mini - Drohne der Piratenpartei löst Polizei - Grosseinsatz vor US - Einrichtung " Dagger Complex " in Griesheim aus ...	Mini - Drohne die Piratenpartei lösen Polizei - Grosseinsatz vor US - Einrichtung " Dagger Complex " in Griesheim aus ...	NN $( NN ART NN VVFIN NN $( NN APPR NE $( NN $( NN NN $( APPR NE PTKVZ $.	6/SB 1/-- 1/CJ 5/NK 3/AG 0/-- 6/OA 7/-- 6/OA 9/MNR 10/NK 11/-- 6/OA 13/-- 13/CJ 15/NK 16/-- 6/MO 18/NK 6/SVP 20/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=neut|num=sg _ _
373384173400367105	neutral	Die CDU ist halt alternativlos %NegSmiley	die CDU sein halt alternativlos %NegSmiley	ART NE VAFIN ADV ADJD ITJ	2/NK 3/SB 0/-- 3/MO 3/PD 5/DM	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _
349603388117368832	positive	Sollte mal mit der HH SPD sprechen ... " Jan Stösse plädiert erneut pro Volksentscheid 22.9 .	sollen mal mit die HH SPD sprechen ... " Jan Stoß plädieren erneut pro Volksentscheid @card@ .	VMFIN ADV APPR ART NE NE VVFIN $. $( NE NN VVFIN ADJD APPR NN CARD $.	0/-- 1/MO 7/OP 6/NK 6/NK 3/NK 1/OC 7/-- 10/-- 11/NK 12/SB 0/-- 12/MO 12/MO 14/NK 15/NK 16/--	pers=3|num=sg|tense=past|mood=subj _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=nom|Sentiment::markable_260::Polarity=positive|Source::markable_261::Source=True|gender=masc|Sentiment::markable_260::Sentiment=True|Source::markable_261::Anaphref=empty|Sentiment::markable_260::Sarcasm=false|Sentiment::markable_260::Intensity=medium|num=sg case=nom|gender=masc|Sentiment::markable_260::Sentiment=True|num=sg|Source::markable_261::Source=True EmoExpression::markable_262::SubjectiveFact=false|mood=ind|Sentiment::markable_260::Sentiment=True|EmoExpression::markable_262::Intensity=medium|EmoExpression::markable_262::Uncertain=false|EmoExpression::markable_262::Sarcasm=false|pers=3|EmoExpression::markable_262::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_262::EmoExpression=True Sentiment::markable_260::Sentiment=True|pos=True EmoExpression::markable_262::EmoExpression=True|Sentiment::markable_260::Sentiment=True case=acc|Target::markable_263::Anaphref=empty|Target::markable_263::Preferred=true|num=sg|Target::markable_263::Target=True|gender=masc|Sentiment::markable_260::Sentiment=True _ _
378175075985678336	negative	Rösler meint 4 Euro Lohnuntergrenze reichen ! 4% für die FDP reichen am 15. & 22. September ! Abwählen !...	Rösler meinen 4 Euro Lohnuntergrenze reichen ! @card@ für die FDP reichen an 15. & 22. September ! Abwählen !...	NN VVFIN CARD NN NN VVFIN $. CARD APPR ART NE VVFIN APPRART ADJA KON ADJA NN $. NN ADJA	2/SB 0/-- 4/NK 2/OA 6/OA 4/OC 6/-- 12/MO 12/MO 11/NK 9/NK 0/-- 12/MO 17/NK 14/CD 15/CJ 13/NK 17/-- 20/MO 0/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ Sentiment::markable_264::Polarity=negative|Sentiment::markable_264::Sarcasm=false|Sentiment::markable_264::Sentiment=True|Sentiment::markable_264::Intensity=medium Sentiment::markable_264::Sentiment=True case=acc|Target::markable_265::Target=True|num=sg|gender=fem|Target::markable_265::Anaphref=empty|Target::markable_265::Preferred=true|Sentiment::markable_264::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_265::Target=True|Sentiment::markable_264::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_264::Sentiment=True Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_264::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_264::Sentiment=True Sentiment::markable_264::Sentiment=True EmoExpression::markable_266::EmoExpression=True|EmoExpression::markable_266::Polarity=negative|EmoExpression::markable_266::Intensity=medium|EmoExpression::markable_266::Uncertain=false|EmoExpression::markable_266::Sarcasm=false|EmoExpression::markable_266::SubjectiveFact=false|Sentiment::markable_264::Sentiment=True case=dat|*=True|num=sg|pos=True
381870535501545473	neutral	Berlin sieht man die Teilung durch das Wahlergebnis immer noch deutlich an : %Link btw13 Wahl Politik Osten Westen	Berlin sehen man die Teilung durch die Wahlergebnis immer noch deutlich an : %Link btw13 Wahl Politik Osten Weste|Westen	NE VVFIN PIS ART NN APPR ART NN ADV ADV ADJD PTKVZ $. XY CARD NN NN NN NN	2/SB 0/-- 2/SB 5/NK 2/OA 2/MO 8/NK 6/NK 10/MO 2/MO 2/MO 2/SVP 12/-- 12/NK 16/NK 2/CJ 16/NK 16/MNR 2/OA	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pos=True _ _ pos=True _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
373899078779674625	positive	%Link news BDP lehnt linke und rechte Initiativen ab - Berner Zeitung	%Link news BDP lehnen links und recht|rechts Initiative ab - Berner Zeitung	XY ADJA NN VVFIN ADJA KON ADJA NN PTKVZ $( NN NN	0/-- 3/NK 4/SB 0/-- 8/NK 5/CD 6/CJ 4/OA 4/SVP 9/-- 4/PAR 11/NK	_ _ case=dat|Sentiment::markable_267::Sentiment=True|Source::markable_268::Anaphref=empty|Sentiment::markable_267::Polarity=positive|Sentiment::markable_267::Sarcasm=false|gender=neut|Sentiment::markable_267::Intensity=medium|num=sg|Source::markable_268::Source=True EmoExpression::markable_269::Intensity=medium|mood=ind|EmoExpression::markable_269::EmoExpression=True|EmoExpression::markable_269::SubjectiveFact=false|EmoExpression::markable_269::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_269::Polarity=negative|Sentiment::markable_267::Sentiment=True|EmoExpression::markable_269::Sarcasm=false case=acc|Sentiment::markable_267::Sentiment=True|gender=masc|pos=True|Target::markable_270::Target=True|num=pl|Target::markable_270::Preferred=true|Target::markable_270::Anaphref=empty Sentiment::markable_267::Sentiment=True|Target::markable_270::Target=True case=acc|Sentiment::markable_267::Sentiment=True|num=pl|gender=masc|pos=True|Target::markable_270::Target=True case=acc|gender=masc|num=pl|Sentiment::markable_267::Sentiment=True|Target::markable_270::Target=True EmoExpression::markable_269::EmoExpression=True|Sentiment::markable_267::Sentiment=True _ gender=masc|*=True case=nom|gender=fem|num=sg
383663517590888448	neutral	Vier Schläge hat OB Fritz Kuhn ( Grüne ) in Stuttgart gebraucht , dann war der Cannstatter Wasen eröffnet %Link .	vier Schlag haben OB Fritz Kuhn ( Grüne ) in Stuttgart brauchen|gebrauchen , dann sein die Cannstatter Wasen eröffnen %Link .	CARD NN VAFIN NE NE NE $( NN $( APPR NE VVPP $, ADV VAFIN ART NN NN VVPP XY $.	2/NK 3/OA 14/RE 6/PNC 6/PNC 3/SB 6/-- 6/PAR 8/-- 12/MO 10/NK 3/OC 12/-- 19/MO 0/-- 17/NK 15/SB 17/NK 15/PD 19/OA 20/--	_ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl _ _ case=dat|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _
376796955097436160	neutral	Darf man einer Koalition , die keine 2/3- Mehrheit hat , noch von grosser Koalition sprechen ? %Link SPD btw ...	dürfen man eine Koalition , die keine @card@ Mehrheit haben , noch von groß Koalition sprechen ? %Link SPD btw ...	VMFIN PIS ART NN $, PRELS PIAT CARD NN VAFIN $, ADV APPR ADJA NN VVINF $. XY NE VVFIN $.	0/-- 1/SB 4/NK 16/DA 4/-- 10/SB 9/NK 9/NK 10/OA 4/RC 10/-- 16/MO 16/OP 15/NK 13/NK 1/OC 16/-- 0/-- 20/SB 0/-- 20/--	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _
348360354595741697	negative	SPD und Grüne lehnen Kennzeichnungspflicht für Polizisten ab	SPD und Grüne lehnen Kennzeichnungspflicht für Polizist ab	NE KON NN VVFIN NN APPR NN APPR	4/SB 1/CD 2/CJ 0/-- 4/OA 5/MNR 6/NK 4/SVP	case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl mood=ind|EmoExpression::markable_10409993::Uncertain=false|EmoExpression::markable_10409993::EmoExpression=True|pers=3|EmoExpression::markable_10409993::SubjectiveFact=true|num=pl|tense=pres|EmoExpression::markable_10409993::Intensity=medium|EmoExpression::markable_10409993::Polarity=negative|EmoExpression::markable_10409993::Sarcasm=false case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl EmoExpression::markable_10409993::EmoExpression=True
374255034625572865	negative	Eigentlich fehlt nur noch Mourinho beim TV - Duell %Link tvduell merkel steinbrück fcb cfc	eigentlich fehlen nur noch Mourinho bei TV - Duell %Link tvduell merkel steinbrück fcb cfc	ADV VVFIN ADV ADV NE APPRART NE $( NN XY ADJD ADJA NN NN ADJA	2/MO 0/-- 9/MO 3/MO 9/AG 5/MNR 6/NK 7/-- 2/SB 9/PNC 12/MO 9/UC 9/UC 9/UC 9/UC	_ pers=3|num=sg|tense=pres|mood=ind _ _ case=gen|*=True|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ EmoExpression::markable_10409994::Uncertain=false|EmoExpression::markable_10409994::EmoExpression=True|EmoExpression::markable_10409994::Sarcasm=false|EmoExpression::markable_10409994::Intensity=weak|*=True|EmoExpression::markable_10409994::SubjectiveFact=true|EmoExpression::markable_10409994::Polarity=negative *=True pos=True gender=fem|*=True|num=pl case=nom|gender=neut|num=sg _ _
374220121662689280	neutral	Warum wurde ich eigentlich nicht zum TVduell eingeladen ?	warum werden ich eigentlich nicht zu TVduell einladen ?	PWAV VAFIN PPER ADV PTKNEG APPRART NN VVPP $.	8/MO 0/-- 2/SB 8/MO 8/NG 8/MO 6/NK 2/OC 8/--	_ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
378095437086871552	negative	Wahlkampf mal anders : Irgendwelche Leute geben sich aus Mitglied bei uns zu sein und geben sich dann sogar mit ...	Wahlkampf mal anders : irgendwelche Leute geben sich aus Mitglied bei wir zu sein und geben sich dann sogar mit ...	NN ADV ADV $. PIAT NN VVFIN PRF APPR NN APPR PPER PTKZU VAINF KON VVFIN PRF ADV ADV PTKVZ $.	7/SB 1/MO 7/MO 3/-- 6/NK 7/SB 0/-- 7/OA 14/MO 9/NK 14/MO 11/NK 14/PM 7/OC 7/CD 15/CJ 16/OA 16/MO 16/MO 16/SVP 20/--	case=nom|gender=masc|num=sg _ _ _ case=acc|EmoExpression::markable_10409995::Sarcasm=false|EmoExpression::markable_10409995::Intensity=medium|*=True|EmoExpression::markable_10409995::EmoExpression=True|EmoExpression::markable_10409995::Polarity=negative|num=pl|EmoExpression::markable_10409995::SubjectiveFact=false|EmoExpression::markable_10409995::Uncertain=false case=acc|*=True|num=pl|EmoExpression::markable_10409995::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ case=dat|gender=neut|num=sg _ case=dat|*=True|num=pl|pers=1 _ _ _ pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ _
375667909307428864	positive	Die Leute wollen , dass es mit Angela Merkels weiter geht , meint Hose ( CDU ) . DGBARBEIT	die Leute wollen , dass es mit Angela Merkel weiter gehen , meinen Hose ( CDU ) . DGBARBEIT	ART NN VMFIN $, KOUS PPER APPR NE NE ADV VVFIN $, VVFIN NN $( NE $( $. NN	2/NK 3/SB 13/OC 3/-- 11/CP 11/EP 11/MO 9/PNC 7/NK 11/MO 3/MO 11/-- 0/-- 13/SB 14/-- 14/PAR 16/-- 17/-- 0/--	case=nom|Source::markable_272::Source=True|Sentiment::markable_271::Intensity=medium|Sentiment::markable_271::Sarcasm=false|*=True|Sentiment::markable_271::Sentiment=True|num=pl|Source::markable_272::Anaphref=empty|Sentiment::markable_271::Polarity=positive case=nom|*=True|num=pl|Sentiment::markable_271::Sentiment=True|Source::markable_272::Source=True EmoExpression::markable_273::Uncertain=false|mood=ind|Sentiment::markable_271::Sentiment=True|EmoExpression::markable_273::Sarcasm=false|pers=3|EmoExpression::markable_273::EmoExpression=True|num=pl|tense=pres|EmoExpression::markable_273::Intensity=medium|EmoExpression::markable_273::Polarity=positive|EmoExpression::markable_273::SubjectiveFact=false Sentiment::markable_271::Sentiment=True Sentiment::markable_271::Sentiment=True case=nom|gender=neut|Sentiment::markable_271::Sentiment=True|pers=3|Target::markable_274::Anaphref=empty|Target::markable_274::Preferred=true|num=sg|Target::markable_274::Target=True Target::markable_274::Target=True|Sentiment::markable_271::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_274::Target=True case=gen|*=True|num=sg|Sentiment::markable_271::Sentiment=True|Target::markable_274::Target=True EmoExpression::markable_10409996::EmoExpression=True|Target::markable_274::Target=True|Sentiment::markable_271::Sentiment=True|EmoExpression::markable_10409996::Polarity=positive|EmoExpression::markable_10409996::Intensity=medium|EmoExpression::markable_10409996::Sarcasm=false|EmoExpression::markable_10409996::Uncertain=false|EmoExpression::markable_10409996::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind|Target::markable_274::Target=True|Sentiment::markable_271::Sentiment=True|EmoExpression::markable_10409996::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg
