375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
382010085352144896	positive	" Entweder die SPD oder die Grünen werden sich erbarmen ; das Land muss ja regiert werden . " Schäuble , schmunzelnd. btw13	" entweder die SPD oder die Grüne werden sich erbarmen ; die Land müssen ja regieren werden . " Schäuble , schmunzelnd. btw13	$( KON ART NE KON ART NN VAFIN PRF VVINF $. ART NN VMFIN ADV VVPP VAINF $. $( NE $, ADJA CARD	2/-- 8/CD 4/NK 8/SB 4/CD 7/NK 5/CJ 0/-- 10/OA 8/OC 10/-- 13/NK 14/SB 8/CJ 14/MO 17/OC 14/OC 17/-- 18/-- 0/-- 20/-- 20/CJ 22/NK	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl EmoExpression::markable_104010196::SubjectiveFact=false|EmoExpression::markable_104010196::Intensity=medium|EmoExpression::markable_104010196::Polarity=positive|EmoExpression::markable_104010196::Sarcasm=false|EmoExpression::markable_104010196::EmoExpression=True|EmoExpression::markable_104010196::Uncertain=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|*=True|num=sg _ case=dat|gender=neut|num=pl|pos=True _
372413890191450112	neutral	Na mal sehen was da raus kommt , wenn sich jetzt SPD und CDU zusammen an den " Energietisch " setzen . AGH	na mal sehen was da raus kommen , wenn sich jetzt SPD und CDU zusammen an die " Energietisch " setzen . AGH	ITJ ADV VVFIN PIS ADV ADV VVFIN $, KOUS PRF ADV NE KON NE ADV APPR ART $( NN $( VVINF $. NE	12/NK 3/MO 0/-- 3/SB 7/MO 7/MO 3/OC 7/-- 21/CP 21/OA 21/MO 21/SB 12/CD 13/CJ 21/MO 21/MO 19/NK 17/-- 16/NK 19/-- 7/MO 21/-- 0/--	_ _ pers=3|num=pl|tense=pres|mood=ind gender=neut|*=True _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|pers=3|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ _ _ _
354881414380003328	neutral	Der kultur - und medienpolitische Sprecher der SPD - Fraktion und Dichter , Hans - Jürgen Döring , stellte gestern seinen ...	die Kultur - und medienpolitisch Sprecher die SPD - Fraktion und Dichter , Hans - Jürgen Döring , stellen gestern sein ...	ART NN $( KON ADJA NN ART NE $( NN KON NN $, NE $( NE NE $, VVFIN ADV PPOSAT $.	2/NK 19/SB 2/-- 2/CD 6/NK 4/CJ 8/NK 6/AG 8/-- 8/APP 10/CD 11/CJ 12/-- 17/PNC 14/-- 17/PNC 2/APP 17/-- 0/-- 19/MO 19/OG 21/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=sg _
356051660801458176	negative	" Volker und das Volk sind gegen Volksverhetzung %User von PRO NPD und %User " ah die grünen	" Volker und die Volk sein gegen Volksverhetzung %User von PRO NPD und %User " ah die grün	$( NE KON ART NN VAFIN APPR NN NE APPR NE NE KON NE $( ITJ ART ADJA	2/-- 6/SB 2/CD 5/NK 3/CJ 0/-- 6/MO 7/NK 8/NK 8/PG 12/PNC 10/NK 12/CD 13/CJ 14/-- 14/NK 18/NK 6/PD	Sentiment::markable_87::Sentiment=True case=nom|num=sg|gender=masc|Sentiment::markable_87::Sentiment=True|Source::markable_88::Source=True|Source::markable_88::Anaphref=empty Sentiment::markable_87::Sentiment=True|Source::markable_88::Source=True case=nom|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Source::markable_88::Source=True case=nom|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Source::markable_88::Source=True mood=ind|EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_90::Polarity=negative|EmoExpression::markable_90::Sarcasm=false Sentiment::markable_87::Sentiment=True|EmoExpression::markable_90::EmoExpression=True case=acc|Target::markable_89::Anaphref=empty|EmoExpression::markable_100500164::Intensity=medium|gender=fem|EmoExpression::markable_100500164::SubjectiveFact=false|Target::markable_89::Preferred=true|EmoExpression::markable_100500164::Uncertain=false|Target::markable_89::Target=True|num=sg|EmoExpression::markable_100500164::Sarcasm=false|EmoExpression::markable_100500164::Polarity=negative|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_100500164::EmoExpression=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True
380352044756127744	positive	Also eine Debatte zwischen Lucke und Gysi hat mehr Substanz als eine zwischen Merkel und Steinbrück bundestagswahl cdu spd afd linke	also eine Debatte zwischen Lucke und Gysi haben mehr Substanz als eine zwischen Merkel und Steinbrück bundestagswahl cdu spd afd links	ADV ART NN APPR NE KON NE VAFIN PIAT NN KOKOM ART APPR NE KON NN ADJA NN ADJA ADJA ADJA	3/MO 3/NK 8/SB 3/MNR 4/NK 5/CD 6/CJ 0/-- 10/NK 8/OA 18/CM 18/NK 17/MO 13/NK 14/CD 15/CJ 18/NK 9/CC 20/MO 18/AG 20/NK	Sentiment::markable_91::Polarity=positive|Sentiment::markable_91::Intensity=medium|Sentiment::markable_91::Sarcasm=false|Sentiment::markable_91::Sentiment=True case=nom|num=sg|Sentiment::markable_91::Sentiment=True|Target::markable_92::Preferred=true|gender=fem|Target::markable_92::Target=True|Target::markable_92::Anaphref=empty case=nom|EmoExpression::markable_104010197::Uncertain=false|EmoExpression::markable_104010197::Polarity=negative|EmoExpression::markable_104010197::Sarcasm=false|gender=fem|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_104010197::Intensity=medium|EmoExpression::markable_104010197::SubjectiveFact=true|EmoExpression::markable_104010197::EmoExpression=True Target::markable_92::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=neut|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True Target::markable_92::Target=True|Sentiment::markable_91::Sentiment=True case=dat|*=True|Target::markable_92::Target=True|num=sg|Sentiment::markable_91::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_91::Sentiment=True EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|EmoExpression::markable_93::SubjectiveFact=false|*=True|EmoExpression::markable_93::EmoExpression=True|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_93::Polarity=positive case=acc|gender=fem|num=sg|Sentiment::markable_91::Sentiment=True|EmoExpression::markable_93::EmoExpression=True Sentiment::markable_91::Sentiment=True case=nom|num=sg|Sentiment::markable_91::Sentiment=True|Target::markable_94::Preferred=false|Target::markable_94::Target=True|gender=fem|Target::markable_94::Anaphref=empty Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_94::Target=True|Sentiment::markable_91::Sentiment=True case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg|pos=True
356060905374617601	neutral	Mit welchen hat Wahllügen Kretschmann sich seinen Posten erschlichen ? S21 zeigt grünen Shit !	mit welche haben Wahllügen Kretschmann sich sein Posten erschleichen ? S21 zeigen grün Shit !	APPR PIS VAFIN NN NE PRF PPOSAT NN VVPP $. NE VVFIN ADJA NN $.	9/MO 1/NK 0/-- 3/SB 4/NK 9/DA 8/NK 9/OA 3/OC 9/-- 12/SB 0/-- 14/NK 12/OA 14/--	_ case=dat|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|pers=3|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _
347024045922979841	neutral	CDU - Wahlprogramm : " Wir brauchen grössere international aufgestellte Energieversorger " ... ohne Worte ... Damit ist wohl alles gesag ...	CDU - Wahlprogramm : " wir brauchen groß international aufgestellt Energieversorger " ... ohne Wort ... damit sein wohl alle gesag ...	NE $( NN $. $( PPER VVFIN ADJA NE ADJA NN $( $. APPR NN $. PAV VAFIN ADV PIAT NN $.	3/SB 1/-- 7/PD 3/-- 4/-- 7/SB 0/-- 9/NK 11/NK 11/NK 7/OA 11/-- 12/-- 0/-- 14/NK 15/-- 18/NK 0/-- 18/MO 21/NK 18/PD 21/--	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg|comp=True pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ case=acc|gender=neut|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
365881425930629121	neutral	afd - = Direkte Demagogie . Jetzt wird auch gegen die grünen gehetzt	afd - = direkt Demagogie . jetzt werden auch gegen die grün gehetzt	ADJD $( $( ADJA NN $. ADV VAFIN ADV APPR ART ADJA ADJD	5/NK 1/-- 2/-- 5/NK 0/-- 5/-- 8/MO 0/-- 10/MO 13/MO 12/NK 10/NK 8/PD	_ _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True _
381498025257861120	neutral	Wer nichts wird , wird Wirt Ich schaue %User Stefanraab solltet ihr auch schauen vielleicht Wirt m ...	wer nichts werden , werden Wirt ich schauen %User Stefanraab sollen ihr auch schauen vielleicht Wirt m ...	PWS PIS VAFIN $, VAFIN NN PPER VVFIN NE NE VMFIN PPER ADV VVFIN ADV NN NN $.	3/SB 3/SB 5/SB 3/-- 0/-- 5/SB 8/SB 5/CJ 8/OA 9/NK 8/OC 14/DA 14/MO 8/CJ 14/MO 14/SB 16/NK 17/--	case=nom|gender=masc|num=sg gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg gender=masc|*=True _
373018101807214593	neutral	Der Wahl - O - Mat zur Bundestagswahl ist online . Jetzt seid ihr dran ! %Link wahlomat	die Wahl - O - Mat zu Bundestagswahl sein online . jetzt sein ihr dran ! %Link wahlomat	ART NN $( NN $( VVFIN APPRART NN VAFIN NE $. ADV VAFIN PPER PAV $. XY ADJA	2/NK 6/SB 2/-- 2/PAR 4/-- 0/-- 6/MO 7/NK 6/OC 9/SB 10/-- 13/MO 0/-- 13/DA 14/NK 14/-- 0/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ _ pers=2|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
366380588334194689	neutral	SPD startet Bundesratsinitiative zur Verschärfung des Steuerstrafrechts	SPD starten Bundesratsinitiative zu Verschärfung die Steuerstrafrechts	NE VVFIN NN APPRART NN ART NN	2/SB 0/-- 2/OA 3/MNR 4/NK 7/NK 5/AG	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg
359032890991984640	positive	ltwby13 Die Bayern - SPD sieht keine Chance bei der Landtagswahl %Link Bayern	ltwby13 die Bayern - SPD sehen keine Chance bei die Landtagswahl %Link Bayern	NN ART NE $( NE VVFIN PIAT NN APPR ART NN XY NE	3/PNC 3/NK 5/NK 3/-- 6/SB 0/-- 8/NK 6/OA 8/MNR 11/NK 9/NK 13/PNC 11/NK	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_104010199::EmoExpression=True|gender=fem|EmoExpression::markable_104010199::Sarcasm=false|EmoExpression::markable_104010199::Polarity=positive|num=sg|EmoExpression::markable_104010199::Intensity=medium|EmoExpression::markable_104010199::SubjectiveFact=false|EmoExpression::markable_104010199::Uncertain=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg *=True case=nom|gender=neut|num=sg
346374044158926849	neutral	CL Halbfinale Real - Bayern 2001 und man fragt sich , wie es sein konnte , dass Linke da mitgespielt hat .	CL halbfinal Real - Bayern @card@ und man fragen sich , wie es sein können , dass Linke da mitspielen haben .	NE ADJA NN $( NE CARD KON PIS VVFIN PRF $, KOUS PPER VAINF VMFIN $, KOUS NN ADV VVPP VAFIN $.	2/ADC 3/NK 14/PD 3/-- 3/NK 5/NK 9/JU 9/SB 0/-- 9/OA 10/-- 15/CP 15/SB 15/OC 9/MO 15/-- 21/CP 21/SB 20/MO 21/OC 15/MO 21/--	*=True *=True case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=past|mood=ind _ _ case=nom|*=True|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind _
381853150564872193	positive	Wenn bald die gesamte Jugend wählen darf kann die CDU adieu sagen . Hier ist jeder für die Adoption für gleichgeschlechtlich ...	wenn bald die gesamt Jugend wählen dürfen können die CDU adieu sagen . hier sein jede für die Adoption für gleichgeschlechtlich ...	KOUS ADV ART ADJA NN VVINF VMFIN VMFIN ART NE ADV VVINF $. ADV VAFIN PIS APPR ART NN APPR ADJD $.	7/CP 7/MO 5/NK 5/NK 7/SB 7/OC 8/MO 0/-- 10/NK 8/SB 8/MO 8/OC 12/-- 15/MO 0/-- 15/SB 21/MO 19/NK 17/NK 21/MO 15/PD 21/--	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_104010200::SubjectiveFact=false|EmoExpression::markable_104010200::Polarity=negative|EmoExpression::markable_104010200::Sarcasm=false|EmoExpression::markable_104010200::Uncertain=false|EmoExpression::markable_104010200::EmoExpression=True|EmoExpression::markable_104010200::Intensity=medium EmoExpression::markable_104010200::EmoExpression=True _ Sentiment::markable_95::Intensity=medium|Sentiment::markable_95::Sarcasm=false|Sentiment::markable_95::Polarity=positive|Sentiment::markable_95::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|mood=ind|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::Polarity=positive|pers=3|Sentiment::markable_95::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_97::SubjectiveFact=false|EmoExpression::markable_97::Uncertain=false case=nom|Sentiment::markable_95::Sentiment=True|num=sg|Source::markable_96::Source=True|Source::markable_96::Anaphref=empty|gender=masc Sentiment::markable_95::Sentiment=True|EmoExpression::markable_97::EmoExpression=True case=acc|Target::markable_98::Anaphref=empty|num=sg|Target::markable_98::Preferred=true|Sentiment::markable_95::Sentiment=True|gender=fem|Target::markable_98::Target=True case=acc|gender=fem|num=sg|Target::markable_98::Target=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True|Target::markable_98::Target=True pos=True Sentiment::markable_95::Sentiment=True|Target::markable_98::Target=True
383291749440831489	negative	Bald beginnt das letzte TV - Duell ORFwahl13 . ÖVP vs SPÖ war ja schon dran . War wie Championsleague - Finale 2003/04	bald beginnen die letzt TV - Duell ORFwahl13 . ÖVP V SPÖ sein ja schon dran . sein wie Championsleague - Finale @card@	ADV VVFIN ART ADJA NE $( NN CARD $. NN NN NE VAFIN ADV ADV PTKVZ $. VAFIN KOKOM NN $( NN CARD	2/MO 0/-- 5/NK 5/NK 2/SB 5/-- 5/PAR 7/NK 8/-- 13/SB 10/NK 11/NK 0/-- 13/MO 13/MO 13/PD 16/-- 0/-- 20/CM 18/MO 20/-- 20/CJ 22/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|EmoExpression::markable_104010201::Sarcasm=false|EmoExpression::markable_104010201::Polarity=negative|gender=neut|EmoExpression::markable_104010201::Uncertain=false|EmoExpression::markable_104010201::Intensity=medium|num=sg|EmoExpression::markable_104010201::EmoExpression=True|EmoExpression::markable_104010201::SubjectiveFact=false case=acc|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl _
382763706721271808	neutral	Gestern arte über GoldmanSachs . Da fällt einem nichts mehr zu ein . Aber der Wähler wollte es wieder so	Gestern arten über GoldmanSachs . da fallen|fällen eine nichts mehr zu ein . aber die Wähler wollen es wieder so	NN VVFIN APPR NN $. ADV VVFIN ART PIS ADV APPR PTKVZ $. KON ART NN VMFIN PPER ADV ADV	2/SB 0/-- 2/MO 3/NK 4/-- 7/MO 0/-- 7/SB 7/SB 9/MO 7/MO 7/SVP 12/-- 17/JU 16/NK 17/SB 0/-- 17/EP 17/MO 17/MO	case=nom|gender=fem|num=pl pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg gender=neut|*=True _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _
359347420871655426	neutral	Da müsst ich ja ganz von vorn anfangen - die Grünen hatten bei der Ltw im März 158 Stimmen , das Potential wäre also schon da	da müssen ich ja ganz von vorn anfangen - die Grüne haben bei die Ltw in März @card@ Stimme|Stimmen , die Potential sein also schon da	ADV VMFIN PPER ADV ADV APPR ADV VVINF $( ART NN VAFIN APPR ART NN APPRART NN CARD NN $, ART NN VAFIN ADV ADV ADV	2/MO 0/-- 2/SB 2/MO 6/MO 8/MO 6/NK 2/OC 8/-- 11/NK 12/SB 2/CJ 12/MO 15/NK 13/NK 15/MNR 16/NK 19/NK 12/OA 19/-- 22/NK 23/SB 12/CJ 23/MO 26/MO 23/MO	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _
347501877128224769	neutral	direngeziparki was hat die piratenpartei bis jetzt für die jungen türken gemacht ausser sie gegen das eigene land zu hetzen ?	direngeziparki was haben die piratenpartei bis jetzt für die jung Türke machen außer sie gegen die eigen Land zu hetzen ?	NE PIS VAFIN ART NN KON ADV APPR ART ADJA NN VVPP APPR PPER APPR ART ADJA NN PTKZU VVINF $.	2/PNC 3/SB 0/-- 5/NK 12/OA 8/AC 8/MO 12/MO 11/NK 11/NK 8/NK 3/OC 20/MO 13/NK 20/MO 18/NK 18/NK 15/NK 20/PM 12/OC 20/--	case=nom|*=True|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ _ case=acc|gender=fem|num=pl|pers=3 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ _ _
378754464322445312	negative	Heute auf dem Programm : Infostände in Duvenstedt ( 10.00- 11.00 ) und Mühlenkamp ( 11.30- 13.00 ) und Anti - Nazi - Kundgebung in Langenhorn ( 14.00 ) .	heute auf die Programm : Infostand in Duvenstedt ( @card@ @card@ ) und Mühlenkamp ( @card@ @card@ ) und Anti - Nazi - Kundgebung in Langenhorn ( @card@ ) .	ADV APPR ART NN $. NN APPR NN $( CARD CARD $( KON NN $( CARD CARD $( KON ADJA $( NN $( NN APPR NE $( CARD $( $.	2/MO 0/-- 4/NK 2/NK 4/-- 4/APP 6/MNR 7/NK 8/-- 11/NMC 8/PAR 11/-- 8/CD 13/CJ 14/-- 17/NMC 14/PAR 17/-- 6/CD 22/NK 20/-- 19/CJ 22/-- 6/PAR 24/MNR 25/NK 26/-- 24/PAR 28/-- 29/--	_ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ _ _ _ _ case=nom|*=True|num=sg _ _ _ _ _ case=dat|gender=neut|num=pl|comp=True _ case=acc|EmoExpression::markable_104010202::Polarity=negative|gender=masc|EmoExpression::markable_104010202::Uncertain=false|num=sg|EmoExpression::markable_104010202::Intensity=strong|EmoExpression::markable_104010202::SubjectiveFact=false|EmoExpression::markable_104010202::EmoExpression=True|EmoExpression::markable_104010202::Sarcasm=false _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ _ _
363754885130764288	positive	Das ist das beste Plakat !	die sein die gut Plakat !	PDS VAFIN ART ADJA NN $.	2/SB 0/-- 5/NK 5/NK 2/PD 5/--	case=nom|Target::markable_100500165::Anaphref=empty|Target::markable_100500165::Preferred=true|gender=neut|Sentiment::markable_99::Polarity=positive|num=sg|Sentiment::markable_99::Intensity=strong|Target::markable_100500165::Target=True|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_99::Sentiment=True case=nom|EmoExpression::markable_101::EmoExpression=True|gender=neut|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Uncertain=false|num=sg|sup=True|Sentiment::markable_99::Sentiment=True|EmoExpression::markable_101::Intensity=strong case=nom|gender=neut|num=sg|Sentiment::markable_99::Sentiment=True _
366628617263910913	neutral	Gabriel SPD - hat bzgl. Hitlers Ehrenbürgerschaft v. Goslar ' ' nen Bock geschossen , auf dem ich gedenke , bis zur BTW13 rumz ...	Gabriel SPD - haben bzgl. Hitler Ehrenbürgerschaft von Goslar ' ' nen Bock schießen , auf die ich gedenken , bis zu BTW13 rumz ...	NE NE $( VAFIN APPR NE NN APPR NN $( $( ADJA NN VVPP $, APPR PRELS PPER VVFIN $, KON APPRART NN NE $.	2/PNC 4/SB 2/-- 0/-- 14/MO 7/AG 5/NK 7/MNR 8/NK 9/-- 10/-- 13/NK 14/OA 4/OC 14/-- 19/MO 16/NK 19/SB 13/RC 19/-- 16/CD 21/CJ 22/NK 23/NK 24/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=gen|*=True|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=sg _
367635196201672704	neutral	CDU - Wahlplakat - Generator | TITANIC - Das endgültige Satiremagazin	CDU - Wahlplakat - Generator | TITANIC - die endgültig Satiremagazin	NE $( NN $( NN XY NE $( ART ADJA NN	0/-- 1/-- 1/CJ 3/-- 7/PNC 7/PNC 3/NK 9/-- 11/NK 11/NK 0/--	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg *=True *=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
350479992766992384	neutral	In der Regierung hätte sich die SPD und ihr vortragender Kanzler nicht anders entschieden , gazprom SchämtEuch	in die Regierung haben sich die SPD und ihr vortragend Kanzler nicht anders entscheiden , gazprom SchämtEuch	APPR ART NN VAFIN PRF ART NE KON PPOSAT ADJA NN PTKNEG ADV VVPP $, NN NN	14/MO 3/NK 1/NK 0/-- 14/OA 7/NK 4/SB 7/CD 11/NK 11/NK 8/CJ 14/NG 14/MO 4/OC 14/-- 13/APP 16/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
